"X1","X2","X3","X4","X5","X6"
"LCK","chr1-32649852-32651753","-8.00998392879095","0.033230387145137","0.62180864978192","0.56"
"LCK","chr1-32753526-32754711","-7.99806924464968","0.0792419330931373","0.317939325449331","0.36"
"LCK","chr1-32334992-32336553","-7.99536614506973","-0.0042939400096014","0.937637942779162","0.98"
"LCK","chr1-32350751-32352122","-7.98052979809006","-0.0401452223309063","0.46727946791746","0.3"
"LCK","chr1-32649852-32651753","-7.99992543468673","0.00348705721627636","0.956162752764984","0.98"
"LCK","chr1-32753526-32754711","-8.0059707431686","0.0460219327914031","0.546333797000032","0.48"
"LCK","chr1-32350751-32352122","-8.08589820352579","-0.0273668062936182","0.702948885079103","0.84"
"LCK","chr1-32649852-32651753","-8.12939068344343","0.0430301590476568","0.585783547733665","0.66"
"LCK","chr1-32753526-32754711","-8.09649307115032","-0.00910395593852647","0.930757901305935","0.92"
"LCK","chr1-32649852-32651753","-8.05727892314904","0.014208463543253","0.847124875600424","0.76"
"LCK","chr1-32753526-32754711","-8.0575434525128","0.0780674215008347","0.410299543213017","0.46"
"LCK","chr1-32753526-32754711","-8.13711315220835","-0.00891452062337181","0.952963430127369","0.96"
"SMAP2","chr1-40257250-40258543","-8.07535614627553","-0.0135099314620614","0.799033325946898","0.82"
"PLK3","chr1-44799651-44801041","-10.7091346064487","0.113518823038075","0.521293265046948","0.64"
"PLK3","chr1-44813385-44814046","-10.6285795776189","0.0175229265302467","0.928401213909686","0.98"
"PLK3","chr1-44818973-44820681","-10.707419233915","0.266659351625625","0.105818243846968","0.1"
"PLK3","chr1-44813385-44814046","-10.0514027443461","-0.270556409003271","0.459012138762303","0.52"
"PLK3","chr1-44818973-44820681","-10.3018933694455","0.546586886203484","0.0394897831059108","4e-04"
"PLK3","chr1-44818973-44820681","-10.6291765047475","0.454577565063205","0.00483641479807191","4e-04"
"TUT4","chr1-52920730-52921950","-8.14550662109852","0.0105859991690042","0.878836707397624","0.94"
"JUN","chr1-58779703-58780219","-8.10077893643302","0.7585958766601","5.75393050699141e-18","4e-04"
"JUN","chr1-58782237-58782723","-8.11193680850328","0.0101548917511369","0.910435537303013","0.96"
"JUN","chr1-58783212-58785307","-8.0414350428034","-0.0813100640427276","0.309135191996608","0.6"
"JUN","chr1-58815003-58816666","-8.13656987610782","0.10508035430814","0.214202004502075","0.48"
"JUN","chr1-58903204-58904272","-8.10923158735172","-0.00232085843315678","0.97905495265855","0.96"
"JUN","chr1-58782237-58782723","-8.34863362149656","0.0500438300670215","0.365361928287568","0.62"
"JUN","chr1-58783212-58785307","-8.41002205017467","0.081157720525819","0.229024674677151","0.72"
"JUN","chr1-58815003-58816666","-8.35484636639185","0.067213698701382","0.204415507217458","0.5"
"JUN","chr1-58903204-58904272","-8.34117100376527","0.0266498891172208","0.635961541416799","0.76"
"JUN","chr1-58783212-58785307","-8.16949350319563","0.10101420810685","0.134991897236398","0.48"
"JUN","chr1-58815003-58816666","-8.1051301057179","0.107174775554206","0.0491982684597161","0.16"
"JUN","chr1-58903204-58904272","-8.10393993534289","0.14284825049878","0.0112432499208065","0.1"
"JUN","chr1-58815003-58816666","-8.02703579114077","0.360394877977938","0.0229872355034446","0.14"
"JUN","chr1-58903204-58904272","-8.02113212675657","0.30860829094655","0.0462643482893739","0.22"
"JUN","chr1-58903204-58904272","-8.17764577830718","0.121674184325564","0.0387894680425912","0.12"
"PDE4B","chr1-66374030-66375142","-9.36309969942738","0.528740252353808","0.00319583818199374","4e-04"
"GBP1","chr1-89272246-89273541","-9.56012127461623","0.00711654175562238","0.960005517036962","0.9"
"GBP1","chr1-89309979-89311237","-9.53657203158592","-0.278868246484708","0.306581813023209","0.54"
"GBP1","chr1-89309979-89311237","-9.76230752966615","0.160376837369879","0.496871221979293","0.44"
"GBP5","chr1-89274199-89274808","-10.5186472092758","0.524909790696425","0.208308560093597","0.18"
"GBP5","chr1-89278633-89279495","-10.5114297468321","-0.0124246107602933","0.952202790497574","0.92"
"GBP5","chr1-89309979-89311237","-10.5178727806105","0.036962975261737","0.924044446094305","0.82"
"GBP5","chr1-89278633-89279495","-10.5124880451246","0.0696162706131165","0.697322227208775","0.78"
"GBP5","chr1-89309979-89311237","-10.5293957554485","0.34040999350117","0.255501414835605","0.22"
"GBP5","chr1-89309979-89311237","-10.5070576106603","0.298847661882936","0.411250027267004","0.48"
"RPL5","chr1-92858614-92859645","-6.01186002508888","-0.00450336349359488","0.911875681820518","0.9"
"RPL5","chr1-92960168-92962796","-5.9895108606556","-0.0355046200326249","0.233995131803085","0.46"
"RPL5","chr1-92980578-92981736","-5.99558564378145","-0.0563449766204969","0.0716049583187577","4e-04"
"RPL5","chr1-93179195-93181524","-6.04567396388665","0.0452796756410236","0.139111135025759","0.22"
"RPL5","chr1-92960168-92962796","-5.91197562361695","-0.0589708432320182","0.0246093292861003","0.1"
"RPL5","chr1-92980578-92981736","-5.94277340021485","-0.0400055220239853","0.130584268042226","0.16"
"RPL5","chr1-93179195-93181524","-5.96305313249695","0.0102398914441685","0.700208493032725","0.72"
"RPL5","chr1-92980578-92981736","-5.94044369419864","-0.0462389066336592","0.30299709866686","0.56"
"RPL5","chr1-93179195-93181524","-5.96110815370721","0.0130096061909547","0.746168288856439","0.86"
"RPL5","chr1-93179195-93181524","-5.93789300931812","0.0196683995803145","0.5043622120118","0.62"
"DIPK1A","chr1-92980578-92981736","-8.68175459916213","-0.188568826039919","0.0795195255915894","0.32"
"CD2","chr1-116769200-116770550","-8.29043355533161","0.052197851555586","0.515804496439641","0.4"
"PLEKHO1","chr1-150281079-150282823","-9.42295798986035","0.0242032174618961","0.876646936250555","0.96"
"ADAMTSL4-AS1","chr1-150562806-150563048","-9.35361607677173","-0.22298682660453","0.273335441273309","0.44"
"ADAMTSL4-AS1","chr1-150578547-150580018","-9.47173753847238","0.169335074702037","0.174181960374342","0.16"
"ADAMTSL4-AS1","chr1-150875576-150877286","-9.4685368995474","0.134486152654089","0.289325138079849","0.4"
"ADAMTSL4-AS1","chr1-150925622-150926732","-9.40388422151394","0.0323733941922175","0.795610752086773","0.76"
"ADAMTSL4-AS1","chr1-150552000-150552798","-9.4147452131468","0.879003893257147","0.000114680916020652","4e-04"
"ADAMTSL4-AS1","chr1-150578547-150580018","-9.36366465741957","0.193839398419103","0.109259810596373","0.16"
"ADAMTSL4-AS1","chr1-150875576-150877286","-9.30005726349084","0.0664080598920117","0.58798355309219","0.76"
"ADAMTSL4-AS1","chr1-150925622-150926732","-9.32954437940812","0.136604464420209","0.258347785650637","0.42"
"ADAMTSL4-AS1","chr1-150552000-150552798","-9.28690540925393","0.769130411313646","0.00122618579946803","4e-04"
"ADAMTSL4-AS1","chr1-150875576-150877286","-9.55521092188414","0.193320611349369","0.254183164226314","0.4"
"ADAMTSL4-AS1","chr1-150925622-150926732","-9.56063685277783","0.196092919887111","0.244993723703854","0.32"
"ADAMTSL4-AS1","chr1-150552000-150552798","-9.5055236208871","0.801621309394482","0.0199769233966407","4e-04"
"ADAMTSL4-AS1","chr1-150925622-150926732","-9.73292169414752","0.432874816018037","0.0164677058834286","4e-04"
"ADAMTSL4-AS1","chr1-150552000-150552798","-9.59092172987156","0.885810365058586","0.0154226464618704","4e-04"
"ADAMTSL4-AS1","chr1-150552000-150552798","-9.24160967149726","1.03290186056008","0.000360182141134772","4e-04"
"GOLPH3L","chr1-150973513-150975267","-11.3898758087211","0.206564814285168","0.399026910742877","0.4"
"CTSS","chr1-150514839-150516440","-8.40540175263198","-0.059854599903262","0.493665812814992","0.68"
"CTSS","chr1-150548569-150549514","-8.41512909280141","-0.087521970242299","0.544030487035309","0.66"
"CTSS","chr1-150696198-150697796","-8.41352032813702","-0.0204139658530738","0.808201189958357","0.84"
"CTSS","chr1-150973513-150975267","-8.45637734379665","0.0669590616444821","0.42637796434769","0.56"
"CTSS","chr1-151069980-151071590","-8.42245510574243","9.50433216421977e-05","0.999112962472932","0.92"
"CTSS","chr1-151130923-151132155","-8.4561510652289","0.096735558375887","0.274056736402836","0.26"
"CTSS","chr1-151145609-151147259","-8.46481944365672","0.133102066507702","0.133782200170037","0.24"
"CTSS","chr1-151189514-151190574","-8.45597994458095","0.115473773038892","0.193440530908942","0.24"
"CTSS","chr1-151197881-151199680","-8.37615259719993","-0.117474530946683","0.16284060577747","0.2"
"CTSS","chr1-150548569-150549514","-8.67552084822495","-0.0520799794249276","0.667261806085427","0.72"
"CTSS","chr1-150696198-150697796","-8.72420351433095","0.0887184130046081","0.270380603691697","0.36"
"CTSS","chr1-150973513-150975267","-8.69155904207804","0.0201846502134125","0.802552890189821","0.88"
