"X1","X2","X3","X4","X5","X6"
"LCK","chr1-32200179-32201787","-8.10593997727184","-0.0739920568862064","0.508624549626045","0.5"
"LCK","chr1-32200179-32201787","-7.91211760667723","-0.0751512452715587","0.182539621669838","0.16"
"LCK","chr1-32239897-32241659","-8.07133238825603","-0.151201188242875","0.0985885196307855","0.12"
"LCK","chr1-32239897-32241659","-8.02372017928349","-0.164564604790656","0.0585990304903809","0.1"
"LCK","chr1-32239897-32241659","-8.10933866434396","-0.19990343077407","0.116431535501667","0.12"
"LCK","chr1-32239897-32241659","-7.91989274032555","-0.1080736895525","0.091583881301011","0.1"
"LCK","chr1-32334992-32336553","-8.04930262251451","0.00410562224979008","0.950904373475679","0.92"
"LCK","chr1-32334992-32336553","-8.1525116439277","0.0338556284996802","0.733801271207356","0.78"
"LCK","chr1-32334992-32336553","-7.93869163254839","-0.010509581940677","0.842209997877154","0.98"
"LCK","chr1-32350751-32352122","-8.12010684704799","-0.0512991753716215","0.618142399102092","0.74"
"LCK","chr1-32350751-32352122","-7.93741316255502","-0.0146530024430369","0.781812545046095","0.74"
"LCK","chr1-32649852-32651753","-7.95440837127642","0.0145700376740258","0.811398799280358","0.88"
"SMAP2","chr1-40152861-40153902","-8.082418133521","-0.186480908645901","0.380895676446963","0.4"
"PLK3","chr1-44720970-44722284","-10.1236431895755","-0.0839105023953335","0.795766490459957","0.84"
"PLK3","chr1-44720970-44722284","-10.4346328618424","-0.207206373664352","0.267138918578271","0.32"
"PLK3","chr1-44720970-44722284","-10.465311182646","-0.162422863078958","0.461447755412638","0.6"
"PLK3","chr1-44799651-44801041","-10.4898025598892","-0.00397595669971367","0.981693051095852","0.98"
"PLK3","chr1-44799651-44801041","-10.6795929971994","0.205269774577091","0.321301726938133","0.4"
"PLK3","chr1-44813385-44814046","-10.6580026222865","0.407371258480444","0.05134869995441","4e-04"
"TUT4","chr1-52632658-52633745","-8.21932660117368","0.0511979584159768","0.424332326951975","0.4"
"JUN","chr1-58545580-58547044","-8.34150523761075","0.00842548854089467","0.854843138798547","0.98"
"JUN","chr1-58545580-58547044","-8.07400980598218","-0.00735745570407052","0.875429777322441","1"
"JUN","chr1-58545580-58547044","-7.82335703437446","-0.458056323773314","0.000431068171869663","4e-04"
"JUN","chr1-58545580-58547044","-8.1692095181778","0.0191572270074026","0.6879921153735","0.68"
"JUN","chr1-58545580-58547044","-8.0610523390436","-0.0192610160607293","0.681705591753705","0.96"
"JUN","chr1-58779703-58780219","-8.08950762025289","0.828888276590318","2.61711297937239e-38","4e-04"
"JUN","chr1-58779703-58780219","-8.00567255819325","0.803979732332325","2.56680441426321e-05","4e-04"
"JUN","chr1-58779703-58780219","-8.16597405521078","0.851242796013691","2.19983108953095e-39","4e-04"
"JUN","chr1-58779703-58780219","-8.10702163767136","0.778324311856808","1.1309194164845e-32","4e-04"
"JUN","chr1-58782237-58782723","-7.9785491992862","-0.041723127635096","0.83267929629182","1"
"JUN","chr1-58782237-58782723","-8.18245302397996","0.112118352872029","0.051578347641089","0.18"
"JUN","chr1-58782237-58782723","-8.10280395644038","0.114810389960809","0.041156760669396","0.2"
"JUN","chr1-58783212-58785307","-8.29944481357538","0.161466065744089","0.0210161161033989","0.3"
"JUN","chr1-58783212-58785307","-8.20626232069659","0.150433217105327","0.0320847940185381","0.28"
"JUN","chr1-58815003-58816666","-8.09784835697239","0.0906998462808739","0.101374750706065","0.24"
"PDE4B","chr1-66331992-66332455","-9.31440127086586","0.0166197796457174","0.932425723873783","0.88"
"GBP1","chr1-89064169-89065719","-9.75665918818189","0.0515799641222328","0.739335925653867","0.64"
"GBP1","chr1-89064169-89065719","-9.57482936018808","0.0441824181110763","0.75484324881241","0.9"
"GBP1","chr1-89272246-89273541","-9.58898485410234","0.119738604565571","0.350089706505376","0.24"
"GBP5","chr1-89272246-89273541","-10.5738442343211","0.430589650240047","0.0150735746823256","4e-04"
"GBP5","chr1-89272246-89273541","-10.5826685629305","0.498511248861611","0.00946553045752442","4e-04"
"GBP5","chr1-89272246-89273541","-10.6701654209487","0.364588645697207","0.0437299263812432","4e-04"
"GBP5","chr1-89274199-89274808","-10.50437639315","0.96181897816824","0.00212604120484221","4e-04"
"GBP5","chr1-89274199-89274808","-10.6154167668587","0.520034852995758","0.128352331734336","0.12"
"GBP5","chr1-89278633-89279495","-10.5798791898302","-0.0747311065179886","0.694976725923544","0.88"
"RPL5","chr1-92484542-92487131","-5.95613012715064","0.0012947282523845","0.959912323353925","0.92"
"RPL5","chr1-92484542-92487131","-5.95766561539734","0.0248686399974591","0.57279140540354","0.82"
"RPL5","chr1-92484542-92487131","-5.91846777861877","-0.0145901037125218","0.617132493340702","0.68"
"RPL5","chr1-92484542-92487131","-6.1278456204756","0.0741936527513865","0.0833503597277105","0.24"
"RPL5","chr1-92858614-92859645","-5.94400611126676","-0.0795314738730246","0.182944749673381","0.28"
"RPL5","chr1-92858614-92859645","-5.9221532409173","-0.0122346787299452","0.752312919457406","0.64"
"RPL5","chr1-92858614-92859645","-6.0953723774333","0.0017298585660549","0.976019332737411","0.82"
