"gene" "peak" "beta" "se" "z" "p" "boot_basic_p"
"TACC1" "chr8-38268129-38269640" -0.0116927833852667 0.0347524989424704 -0.336458779687271 0.73652493052041 0.92
"TACC1" "chr8-38362567-38363684" -0.108956741115533 0.069351012627025 -1.57109084623624 0.11616154853531 0.18
"TACC1" "chr8-38381546-38383423" -0.000941282974755196 0.0313532030975332 -0.0300219078678202 0.976049581092232 0.86
"TACC1" "chr8-38385092-38385291" -0.0252422254523638 0.0496784977322732 -0.508111690260822 0.611375017355284 0.84
"TACC1" "chr8-38385890-38387147" -0.117000583790768 0.0312327255441205 -3.74608945432857 0.00017961256562232 0.004
"TACC1" "chr8-38410485-38410904" -0.018360021056683 0.0672237408087855 -0.273118110295396 0.784762425776362 0.94
"TACC1" "chr8-38465405-38467166" 0.0656678649190358 0.0621254651192187 1.05702009301692 0.290502417354164 0.34
"TACC1" "chr8-38467563-38468828" 0.0869246551178401 0.0537385419842104 1.61754770241776 0.10576010746447 0.24
"TACC1" "chr8-38756390-38757725" -0.0656871084651697 0.0704201893912253 -0.932788011975364 0.350929432033217 0.54
"TACC1" "chr8-38768160-38770709" 0.00201710453764985 0.0363281522406098 0.0555245563905948 0.955720566952878 0.96
"TACC1" "chr8-38786558-38788340" 0.0143769259173831 0.031178857700523 0.461111374107266 0.644718701787234 0.62
"TACC1" "chr8-38804761-38805752" 0.0327891196729496 0.0351445526378703 0.93297871823292 0.350830956582443 0.54
"TACC1" "chr8-38899715-38902388" 0.00281480609528714 0.0328352117273476 0.0857252305439759 0.931684844880719 0.98
"TACC1" "chr8-38936510-38937723" -0.0755524748036981 0.0362921720415438 -2.08178432299982 0.0373621743415347 0.12
"TACC1" "chr8-38937929-38938941" -0.0356432309340267 0.0421782243652883 -0.845062386347401 0.398076007748839 0.54
"TACC1" "chr8-38943351-38944118" 0.0385909796054315 0.0341399982009975 1.13037438895658 0.258318501161485 0.34
"TACC1" "chr8-38957027-38957980" -0.0650903976159748 0.0393779226119502 -1.65296677169612 0.098337626345673 0.22
"TACC1" "chr8-38973518-38974826" 0.0238538270908746 0.0524534809661699 0.454761564942834 0.649280784133647 0.72
"TACC1" "chr8-38995929-38997606" -0.00664386044594995 0.035127961631937 -0.189133104720475 0.849988495886769 0.86
"PLEKHA2" "chr8-38410485-38410904" 0.0404342699365506 0.098068289423576 0.412307282753828 0.680114211343165 0.56
"PLEKHA2" "chr8-38465405-38467166" -0.0782239632062473 0.098113184814714 -0.797282886637231 0.425286757010981 0.4
"PLEKHA2" "chr8-38467563-38468828" 0.0307198465595886 0.0822752959243194 0.373378742847016 0.708866578191408 0.82
"PLEKHA2" "chr8-38756390-38757725" -0.0928665724284946 0.106587703694089 -0.871269097747195 0.383607239347498 0.34
"PLEKHA2" "chr8-38768160-38770709" -0.0109197450245251 0.0546878198101206 -0.199674169905459 0.84173541637639 0.72
"PLEKHA2" "chr8-38786558-38788340" 0.0356858718195218 0.0471182330612693 0.757368634199809 0.448829042118505 0.62
"PLEKHA2" "chr8-38804761-38805752" -0.0740275675925145 0.0542574349568263 -1.36437647027398 0.172449109505057 0.2
