"gene" "peak" "beta" "se" "z" "p" "boot_basic_p"
"LCK" "chr1-31963866-31964425" 0.442954425083758 0.145726390616873 3.03963079857185 0.00236868323107522 0.032
"LCK" "chr1-32066050-32066844" 0.206047118539433 0.116154965459161 1.77389849607313 0.0760799415649476 0.1
"LCK" "chr1-32072261-32073621" 0.673258953951467 0.126693549359442 5.31407445253083 1.07200785009426e-07 8e-04
"LCK" "chr1-32107405-32108804" 0.519372410993487 0.117698842224502 4.41272319402109 1.02078472866259e-05 8e-04
"LCK" "chr1-32179139-32180676" 0.406076183114962 0.125208369724925 3.24320318208029 0.00118193890485872 0.0208
"LCK" "chr1-32200179-32201787" 0.966027153882224 0.117204296610218 8.24225034253571 1.69001494533878e-16 8e-04
"LCK" "chr1-32205153-32206156" 0.364361351149993 0.116816013756667 3.11910447405759 0.00181401628205683 0.0208
"LCK" "chr1-32215320-32215979" 0.273047899616525 0.20884518606392 1.3074177325445 0.191070878170198 0.32
"LCK" "chr1-32221815-32222954" 0.0421668442202969 0.115772379544106 0.36422197061461 0.71569226193035 0.86
"LCK" "chr1-32239897-32241659" 0.556974270737055 0.130674730782695 4.26229514613098 2.02337956952737e-05 8e-04
"LCK" "chr1-32291511-32292850" 0.427122356530032 0.120635757394975 3.54059497576315 0.000399225918158874 0.008
"LCK" "chr1-32334992-32336553" 0.897235242830093 0.117594154484318 7.6299306437868 2.34880040515153e-14 8e-04
"LCK" "chr1-32336982-32338111" -0.0601813717001773 0.116406529930257 -0.516993090819166 0.60516098192445 0.86
"LCK" "chr1-32339526-32339868" -0.343394553648931 0.139655541312671 -2.45886808658823 0.0139375818905217 0.1
"LCK" "chr1-32350751-32352122" 0.77645861308746 0.121025067820625 6.41568418072089 1.4019180836038e-10 8e-04
"LCK" "chr1-32361069-32362475" 0.20375848731135 0.183097321967131 1.11284253162331 0.2657760652215 0.44
"LCK" "chr1-32393843-32395167" 0.523412234437492 0.131881297583455 3.96881319814339 7.22314758477299e-05 0.004
"LCK" "chr1-32611777-32612977" -0.099283590946553 0.140704677982572 -0.705616844941364 0.480426445853136 0.94
"LCK" "chr1-32649852-32651753" 0.749386471046588 0.170137061097315 4.40460453597441 1.0597702793561e-05 8e-04
"LCK" "chr1-32711837-32712675" 0.421621839960377 0.154488362018505 2.72914952590328 0.00634979049793727 0.1
"LCK" "chr1-32753526-32754711" 0.705165386148083 0.146237655987625 4.82205066393949 1.42089842497754e-06 8e-04
"LCK" "chr1-32013050-32015042" 0.478430498260652 0.138198652805363 3.46190421215225 0.000536368015881284 0.0184
"HDAC1" "chr1-31815498-31816243" 0.218828044417252 0.138234233185779 1.58302353457671 0.113416100356006 0.14
"HDAC1" "chr1-31826588-31827742" 0.316984480506379 0.12509998420724 2.53384908491488 0.0112817307467772 0.0096
"HDAC1" "chr1-31888771-31889785" 0.107699383343962 0.0909860294244816 1.18369143070862 0.236535232356211 0.32
"HDAC1" "chr1-31904083-31905105" -0.000893244922457308 0.10258841133636 -0.00870707432566238 0.993052847606812 0.76
"HDAC1" "chr1-31920801-31921318" -0.164918654331875 0.125170648665544 -1.31755052873887 0.187654155686995 0.28
"HDAC1" "chr1-31937358-31938873" -0.0148468213076533 0.0860249696002615 -0.172587347332328 0.862975798016643 0.76
"HDAC1" "chr1-31939707-31940251" 0.0348139412429574 0.133751910546055 0.260287431415567 0.794642066850413 0.76
"HDAC1" "chr1-31943803-31945073" 0.034120690518964 0.0972472047858959 0.350865514274531 0.72568924435099 0.64
"HDAC1" "chr1-31954531-31955081" 0.0425994774917627 0.0900212324077515 0.473215888656226 0.636059163273498 0.68
"HDAC1" "chr1-31955768-31956547" -0.0139528851354914 0.0862416250910678 -0.161788290987765 0.871472573999467 0.96
"HDAC1" "chr1-31957583-31958060" 0.130290753826195 0.114830586162489 1.13463457934308 0.256528458399983 0.22
"HDAC1" "chr1-31963866-31964425" -0.0305101870281701 0.132706859363388 -0.22990663161295 0.818164323069579 0.92
"HDAC1" "chr1-32066050-32066844" 0.187490131399681 0.0841191539770752 2.22886373121129 0.0258229729445771 0.032
"HDAC1" "chr1-32072261-32073621" 0.165698709011182 0.0839133977271853 1.97463949141819 0.0483090741057431 0.06
