"gene" "peak" "beta" "se" "z" "p" "boot_basic_p"
"OTULIN" "chr5-14996846-14997367" -0.0575115802571667 0.104008173491501 -0.552952506774537 0.580295931763954 0.58
"OTULIN" "chr5-14581260-14582846" 0.050095367565468 0.0694411236932623 0.721407789809839 0.470658655249061 0.3
"ANKH" "chr5-14264369-14264976" -0.253151782892711 0.192673687213043 -1.31388871285157 0.188883657631244 0.46
"ANKH" "chr5-14330763-14331822" -0.377877769675268 0.168195494524872 -2.24665809713107 0.0246618861593184 0.0592
"ANKH" "chr5-14559298-14560714" -0.0533101348064632 0.226347615749897 -0.235523288504034 0.81380260555375 0.9
"ANKH" "chr5-14586973-14587483" -0.133437217722157 0.148017176886977 -0.901498194524051 0.367323493347615 0.5
"ANKH" "chr5-14594483-14595651" -0.0313958887499319 0.156068099677453 -0.201167880014032 0.840567306099278 0.96
"ANKH" "chr5-14663737-14665419" 0.105212745230233 0.116764765368965 0.901065872892143 0.367553296670057 0.46
"ANKH" "chr5-14675672-14676679" 0.0302190396009281 0.208903388177709 0.144655574352014 0.884982816654144 0.94
"ANKH" "chr5-14809219-14810300" 0.150646917673473 0.145344545934716 1.03648139463822 0.299977614915525 0.38
"ANKH" "chr5-14870919-14872954" 0.384922973122017 0.119468681492183 3.22195715491514 0.0012731817237358 0.0048
"ANKH" "chr5-14992457-14993878" 0.163445150360797 0.144406989127182 1.13183684078371 0.25770303599135 0.36
"ANKH" "chr5-14996846-14997367" 0.0905813184898345 0.162890145608925 0.556088387982087 0.57815043284442 0.66
"ANKH" "chr5-14581260-14582846" 0.176556412816543 0.116120162626081 1.52046301713401 0.128394646822185 0.2
"ZNF622" "chr5-16615901-16618427" 0.0714389310069508 0.167861585519219 0.425582367675013 0.670412190732321 0.7
"ZNF622" "chr5-16625036-16625403" 0.223907334622943 0.191121231678662 1.17154610535059 0.24137933683777 0.48
"ZNF622" "chr5-16626706-16627210" -0.286136939787054 0.198950367119827 -1.43823278101676 0.150368016994987 0.2
"ZNF622" "chr5-16935342-16936911" 0.319215507315278 0.158230961249323 2.01740231364893 0.0436535460273985 0.0696
"ZNF622" "chr5-16464854-16466366" 0.216833083386787 0.151430030269271 1.43190279366132 0.152171642624292 0.2
"ZNF622" "chr5-16629016-16630162" 0.0316283159462112 0.156960975041009 0.201504328945126 0.840304244847393 0.76
"RETREG1" "chr5-16615901-16618427" 0.428783086678059 0.0889601832488701 4.81994383350716 1.43598644022034e-06 8e-04
"RETREG1" "chr5-16625036-16625403" -0.0760786836341646 0.121499114164126 -0.626166570493629 0.531205691515688 0.66
"RETREG1" "chr5-16626706-16627210" 0.14658272548888 0.100066035734145 1.46485992388387 0.142959138739529 0.42
"RETREG1" "chr5-16935342-16936911" -0.167324391740937 0.100661652999563 -1.66224561940845 0.0964635364788548 0.22
"RETREG1" "chr5-16464854-16466366" 0.0824389671547884 0.0888651947620374 0.927685663386469 0.353570647342214 0.56
"RETREG1" "chr5-16629016-16630162" 0.0465507342669143 0.0897410173842447 0.518723050214571 0.603953885287252 0.78
"BASP1" "chr5-16615901-16618427" -0.148013931765588 0.0924328927260302 -1.6013123402326 0.109307757171892 0.18
"BASP1" "chr5-16625036-16625403" 0.148949478169062 0.099699897879649 1.49397824207266 0.135181306289133 0.26
"BASP1" "chr5-16626706-16627210" 0.0879383107386381 0.0908934817673736 0.967487536275717 0.333300368965217 0.32
"BASP1" "chr5-16935342-16936911" -0.114326966023122 0.0894175789937732 -1.27857371346504 0.201047211549749 0.34
"BASP1" "chr5-17118279-17119182" 0.11413158279785 0.0718941229766329 1.58749530660448 0.11240050911171 0.2
"BASP1" "chr5-17216156-17219091" 0.192897584761854 0.0763521577235183 2.52641956053636 0.0115231773507102 0.0344
"BASP1" "chr5-17255207-17256076" 0.201513511943747 0.0728890318784579 2.764661661027 0.00569818642744675 0.0248
"BASP1" "chr5-17435934-17437255" 0.218700011118758 0.0892449909334207 2.45055782774312 0.0142635049349639 0.036
"BASP1" "chr5-16629016-16630162" 0.0686634792758683 0.079337661656728 0.865458822985685 0.386787007157655 0.44
"LINC02100" "chr5-18697455-18698827" 0.102741960793041 0.11068491978257 0.928238110438787 0.353284069669117 0.38
"LINC02100" "chr5-18744472-18746611" 0.130040928667856 0.0986969962470753 1.31757736924754 0.187645165501053 0.48
"DROSHA" "chr5-31531425-31533281" 0.333367608865474 0.0906201263121948 3.67873696972117 0.000234391847069155 8e-04
"C5orf22" "chr5-31531425-31533281" 0.0023723964404914 0.157367873957607 0.0150754812963318 0.987971961831023 0.94
"GOLPH3" "chr5-32173347-32175152" 0.0127015477400073 0.0451543112386211 0.281292027086519 0.778486425005225 0.78
"GOLPH3" "chr5-32193159-32193958" -0.133385718318715 0.0686473383303613 -1.94305739396338 0.0520092241035778 0.124
"GOLPH3" "chr5-32206938-32207584" 0.0517501336102099 0.064847489141066 0.798028332255628 0.424854048815079 0.52
"GOLPH3" "chr5-32231982-32232885" 0.0462063368695644 0.064716033467583 0.71398592271125 0.475235884288097 0.5
"GOLPH3" "chr5-32312060-32313669" 0.042279443081134 0.0485432623598347 0.870964187938809 0.383773707258872 0.42
"GOLPH3" "chr5-32443303-32445003" -0.00300045381885472 0.0461034191045375 -0.0650809392694133 0.948109556514077 0.88
"GOLPH3" "chr5-32522380-32523150" 0.0573222017993648 0.0473200591103353 1.2113721511993 0.225752807621644 0.28
"GOLPH3" "chr5-32531276-32532605" -0.19883581832887 0.0892357523635696 -2.2282080115015 0.025866647080843 0.0424
"GOLPH3" "chr5-32582553-32582922" 0.0535905641300634 0.0533064184661787 1.00533042121494 0.314737771272292 0.34
"GOLPH3" "chr5-32585198-32586408" -0.0289772512871701 0.0458736789721596 -0.631674893673912 0.527599336780976 0.5
"GOLPH3" "chr5-32276164-32277124" -0.143293415740847 0.083879705746815 -1.70832043895538 0.0875769008490874 0.18
"GOLPH3" "chr5-32390683-32391486" 0.0736104108038686 0.0537245539214719 1.37014466255901 0.170641748342314 0.3
"MTMR12" "chr5-32173347-32175152" 0.045575462724672 0.0825776484232952 0.551910397000542 0.581009744695578 0.7
"MTMR12" "chr5-32193159-32193958" -0.262649072506394 0.132444999135132 -1.98308032935556 0.047358457440381 0.1
"MTMR12" "chr5-32206938-32207584" -0.38585097264453 0.140414325187813 -2.74794592452323 0.00599698988157682 0.024
"MTMR12" "chr5-32231982-32232885" -0.00719070306387771 0.121592173380657 -0.0591378775784068 0.952842289475882 0.92
"MTMR12" "chr5-32312060-32313669" 0.118291856903783 0.0900613164542986 1.31345911386727 0.189028289439049 0.1
"MTMR12" "chr5-32443303-32445003" 0.137247315740772 0.0835598661572166 1.64250281926664 0.100485842371292 0.14
"MTMR12" "chr5-32522380-32523150" -0.0117844163113138 0.0877973631764188 -0.134222895596925 0.89322632165913 0.84
"MTMR12" "chr5-32531276-32532605" -0.000774997776714811 0.15330906887459 -0.00505513328339874 0.995966604378865 0.8
"MTMR12" "chr5-32582553-32582922" 0.00920762849040781 0.0989335347438653 0.0930688316580012 0.925848878668996 0.94
"MTMR12" "chr5-32585198-32586408" -0.0554455141735043 0.0842022368291829 -0.658480300065947 0.510229551613933 0.56
"MTMR12" "chr5-32276164-32277124" 0.431689190784279 0.122131185519839 3.53463522806921 0.000408338433762423 8e-04
"MTMR12" "chr5-32390683-32391486" -0.111301696583398 0.104091851436918 -1.06926426081343 0.284950609899244 0.48
"ZFR" "chr5-32173347-32175152" -0.0887508907456695 0.0399083421818085 -2.2238681411859 0.026157317120091 0.0544
"ZFR" "chr5-32193159-32193958" -0.0261171003703611 0.0579709505087074 -0.450520478639353 0.652335191373323 0.76
"ZFR" "chr5-32206938-32207584" -0.0568640586416235 0.0593282180946776 -0.958465641945933 0.3378280086902 0.46
"ZFR" "chr5-32231982-32232885" 0.0507521070540952 0.0567362634851367 0.8945267794625 0.371040108199239 0.42
"ZFR" "chr5-32312060-32313669" -0.00725485259587081 0.0422556751560649 -0.171689425599665 0.863681699516979 0.84
"ZFR" "chr5-32443303-32445003" -0.0563741568569541 0.0407092831988185 -1.38479856256939 0.166114070604175 0.28
"ZFR" "chr5-32522380-32523150" 0.112036505117694 0.0412164976201191 2.71824418829333 0.00656293829438217 0.016
"ZFR" "chr5-32531276-32532605" -0.173805944867469 0.077510441575991 -2.24235524057839 0.0249384221740605 0.032
"ZFR" "chr5-32582553-32582922" 0.0457900738831649 0.0469380657865971 0.975542411384153 0.329291274747221 0.24
"ZFR" "chr5-32585198-32586408" 0.0366374866344817 0.0401182184942506 0.913238124961413 0.361117316678106 0.34
"ZFR" "chr5-32276164-32277124" 0.0688111347390607 0.0675164297407755 1.01917614724677 0.308119348538692 0.26
"ZFR" "chr5-32390683-32391486" 0.00868494810281026 0.0480770228418981 0.180646545676732 0.856645018701202 0.78
"SUB1" "chr5-32173347-32175152" -0.00320539594765825 0.0419189780043134 -0.0764664622150001 0.93904799510534 0.88
"SUB1" "chr5-32193159-32193958" 0.111225868475117 0.0580747151843619 1.91522021454644 0.0554644255763056 0.0664
"SUB1" "chr5-32206938-32207584" -0.00749180445258297 0.0612850295111859 -0.122245261401327 0.902704781814946 0.74
"SUB1" "chr5-32231982-32232885" -0.0807297305500808 0.0628497906032986 -1.28448686582965 0.198971656263442 0.26
"SUB1" "chr5-32312060-32313669" 0.043157470222225 0.0451669295773222 0.955510383949008 0.33931965668259 0.24
"SUB1" "chr5-32443303-32445003" 0.0653035749973063 0.0425338584303229 1.53533155484315 0.124702406901311 0.2
"SUB1" "chr5-32522380-32523150" 0.071497296794623 0.0437660917876409 1.63362306009725 0.102338022728161 0.14
"SUB1" "chr5-32531276-32532605" 0.018694421545863 0.075384050844423 0.247989081728235 0.804142854514941 0.8
"SUB1" "chr5-32582553-32582922" -0.030386637412087 0.0505412667554726 -0.601224293785567 0.547690605690733 0.56
"SUB1" "chr5-32585198-32586408" -0.0163189718924785 0.0425080719225576 -0.383902895483213 0.701050420220007 0.58
"SUB1" "chr5-32276164-32277124" 0.12438227283875 0.0694778545850058 1.7902434319783 0.0734147857449004 0.1
"SUB1" "chr5-32390683-32391486" -0.094774592879559 0.0523365598598148 -1.81086783566623 0.0701613125315135 0.1
"RAD1" "chr5-34498588-34499526" 0.0743060279762335 0.178462070358371 0.416368743380703 0.677140196756568 0.66
"RAD1" "chr5-34838416-34839621" 0.150483727620919 0.192729568422315 0.780802493632813 0.434918667200673 0.52
"RAD1" "chr5-34914691-34916112" 0.151294510624351 0.150464737023653 1.0055147379852 0.314649056428774 0.48
"RAD1" "chr5-34928874-34930349" 0.0625675563875825 0.153034716583019 0.408845507637743 0.682653041078894 0.8
