"gene" "peak" "beta" "se" "z" "p" "boot_basic_p"
"MDM2" "chr12-68745436-68746911" -0.023268735129433 0.0603957528076914 -0.385271050491314 0.700036607560869 0.66
"MDM2" "chr12-68787088-68787835" 0.103736300756622 0.065896122268236 1.5742398366683 0.115432012838034 0.26
"MDM2" "chr12-68807174-68809086" 0.062262449432045 0.0583826305789996 1.06645501949069 0.286218001642211 0.4
"MDM2" "chr12-68932160-68933693" -0.193403806678933 0.0675388451998449 -2.86359362684775 0.00418865004346509 0.0136
"MDM2" "chr12-68962932-68963958" -0.0404060040418067 0.0779717698814328 -0.518213246964252 0.604309493250237 0.64
"MDM2" "chr12-69006770-69007917" -0.00594479659293698 0.0775277346003694 -0.0766796118006092 0.938878424205152 1
"MDM2" "chr12-69008210-69008915" 0.179968313558749 0.0729060296121332 2.46849697502658 0.0135681798848998 0.0704
"MDM2" "chr12-69039357-69040392" -0.0489656401268914 0.0650663898015206 -0.752548900841999 0.451721033914112 0.44
"MDM2" "chr12-69238874-69240843" 0.0375130054347071 0.0579643290033459 0.647173978888666 0.517519350219455 0.68
"MDM2" "chr12-69290662-69291322" 0.12451456121413 0.102653670708581 1.21295770871759 0.225145990077982 0.32
"MDM2" "chr12-69329691-69332090" 0.0901856764577755 0.0668737326676793 1.34859641985205 0.177466631252466 0.22
"MDM2" "chr12-69337496-69338538" 0.0349807368363486 0.0719139010519219 0.486425243585277 0.626665696266616 0.6
"MDM2" "chr12-69156650-69157368" 0.065575563386924 0.109954287859904 0.596389323811323 0.550915170970684 0.64
"CPM" "chr12-68358566-68360028" -0.0595123307333051 0.0881593969069595 -0.675053741532652 0.499641621720097 0.78
"CPM" "chr12-68364728-68365776" -0.0813446435432615 0.0823993637012174 -0.987199899239752 0.32354465119498 0.36
"CPM" "chr12-68367842-68368229" -0.0211924078048289 0.111067749463443 -0.190806133258369 0.848677483324887 0.78
"CPM" "chr12-68373800-68374580" -0.21892928547295 0.187609477701395 -1.16694150079883 0.243233994682058 0.34
"CPM" "chr12-68450707-68452018" -0.445374853849056 0.174651543097218 -2.55007683270878 0.0107699181103061 0.1
"CPM" "chr12-68538734-68539589" 0.0104319582081708 0.124635446864099 0.083699769773728 0.933295140198455 0.86
"CPM" "chr12-68610095-68611818" 0.183470825837165 0.085516501140161 2.14544355055473 0.0319174002161928 0.0808
"CPM" "chr12-68686214-68687483" -0.0598325344696006 0.0872049257661773 -0.686114160913681 0.492641121770254 0.6
"CPM" "chr12-68745436-68746911" 0.0659614672933678 0.0856595954118585 0.770041779630403 0.441275109845458 0.46
"CPM" "chr12-68787088-68787835" -0.0433371478512676 0.0980733227848983 -0.441885179584645 0.658572295674895 0.68
"CPM" "chr12-68807174-68809086" 0.0369604946982093 0.0837959385089325 0.441077400120883 0.659156964070386 0.68
"CPM" "chr12-68932160-68933693" 0.0420538083072116 0.0916843119631602 0.458680524582104 0.646463601540811 0.74
"CPM" "chr12-68962932-68963958" 0.00651416035855049 0.110155458625511 0.0591360649742861 0.952843733198038 0.72
"CPM" "chr12-69006770-69007917" 0.0108707526459607 0.110684056789389 0.09821425922837 0.92176215997977 0.9
"CPM" "chr12-69008210-69008915" 0.00963481028625132 0.110693760695334 0.0870402290583436 0.930639535265846 0.82
"CPM" "chr12-69039357-69040392" 0.0137220867173106 0.0917360716832359 0.149582235924521 0.881094224163171 0.86
"CPM" "chr12-69238874-69240843" 0.26935151131344 0.0835481987085664 3.22390566735011 0.00126455048357242 0.008
"CPM" "chr12-69290662-69291322" -0.0214596514488216 0.156895240988905 -0.136776943096312 0.891207109082331 0.9
"CPM" "chr12-69329691-69332090" -0.0208327674484735 0.0988215566535083 -0.210811974167925 0.83303399448434 0.82
