"gene" "peak" "beta" "se" "z" "p" "boot_basic_p"
"TECPR2" "chr14-102316509-102317421" -0.101068897566011 0.0768966983924919 -1.31434638520033 0.188729664235036 0.22
"TECPR2" "chr14-102319089-102320393" 0.0639298471888751 0.0740128423793386 0.863766950892319 0.38771592642983 0.56
"TECPR2" "chr14-102361862-102363848" -0.0909912582387329 0.0735048138299842 -1.23789522750435 0.21575491217532 0.26
"TECPR2" "chr14-102369917-102370923" 0.0717390988941863 0.0803153852402318 0.893217391407724 0.371740766381559 0.64
"TECPR2" "chr14-102499838-102500814" 0.0594664233055367 0.107074378924962 0.555374907635102 0.578638251969845 0.58
"TECPR2" "chr14-102508922-102510562" 0.0182266303536629 0.0756476252393375 0.240941209932191 0.809600681901115 0.78
"TECPR2" "chr14-102516452-102517750" 0.132446898003357 0.0866831141513824 1.5279434674215 0.126526574679041 0.26
"TECPR2" "chr14-102523857-102525620" 0.01614115628579 0.0784673587001216 0.205705360205593 0.837021071267481 0.86
"TECPR2" "chr14-102544385-102545460" 0.0238563310317672 0.149201308188826 0.159893578155328 0.8729649073259 0.92
"TECPR2" "chr14-102554694-102555836" -0.159600036816763 0.0868832372096551 -1.83694855236157 0.0662174907351207 0.26
"TECPR2" "chr14-102565102-102565865" 0.00890378436312432 0.0787619332001141 0.113046798134094 0.909993453438598 0.96
"TECPR2" "chr14-102591392-102593597" 0.142398480843833 0.0850827359721067 1.6736471766789 0.0941999609510686 0.16
"TECPR2" "chr14-102594548-102594808" -0.0640149746621503 0.114661678539086 -0.558294414295782 0.576643358535224 0.64
"TECPR2" "chr14-102767982-102768753" -0.201894648898057 0.0986627818491977 -2.04631011931779 0.0407258687273481 0.16
"TECPR2" "chr14-102774522-102775160" 0.00763643374024638 0.103535078051346 0.073756970912402 0.941203765958899 0.92
"TECPR2" "chr14-102794935-102795691" -0.00798295384722635 0.104948428102788 -0.0760654922759558 0.939366993748887 0.88
"TECPR2" "chr14-102927827-102929406" 0.347853749714938 0.10948830803495 3.17708580905185 0.00148763013405503 0.0064
"TECPR2" "chr14-102948625-102949704" 0.0906703379304699 0.151910245972427 0.596867823826229 0.550595631100384 0.62
"TECPR2" "chr14-102086243-102088797" -0.154828539575257 0.0802066806447402 -1.93036961922212 0.0535610564724793 0.1008
"TECPR2" "chr14-102530574-102531295" -0.153850822268128 0.141320246974471 -1.08866794080767 0.276300344195086 0.44
"TECPR2" "chr14-102776524-102778367" 0.00403399817263506 0.0752334964221849 0.0536197088328533 0.957238153721507 0.72
"RCOR1" "chr14-102138950-102140747" -0.0821205533507959 0.0336106448359946 -2.4432900276537 0.0145540359089402 0.0392
"RCOR1" "chr14-102304447-102305612" -0.0325913213031761 0.0326447799147191 -0.998362414705119 0.318103652152559 0.42
"RCOR1" "chr14-102313764-102314517" -0.0109740990221103 0.0399126917820766 -0.274952616125942 0.783352642524347 0.76
"RCOR1" "chr14-102316509-102317421" -0.0158999793658708 0.0337719928997454 -0.470803704509563 0.637780918854466 0.4
"RCOR1" "chr14-102319089-102320393" 0.0445574390647424 0.0329551458166074 1.35206317437346 0.176355106593961 0.36
