gene,enhancer_1,enhancer_2
TNRC6C,chr17-77494646-77495224,chr17-78130291-78130816
TNRC6C,chr17-77494646-77495224,chr17-78168083-78169322
TNRC6C,chr17-77494646-77495224,chr17-78250740-78253065
TNRC6C,chr17-77494646-77495224,chr17-78313727-78314578
TNRC6C,chr17-77494646-77495224,chr17-78342926-78344128
TNRC6C,chr17-78130291-78130816,chr17-78168083-78169322
TNRC6C,chr17-78130291-78130816,chr17-78250740-78253065
TNRC6C,chr17-78130291-78130816,chr17-78313727-78314578
TNRC6C,chr17-78130291-78130816,chr17-78342926-78344128
TNRC6C,chr17-78168083-78169322,chr17-78250740-78253065
TNRC6C,chr17-78168083-78169322,chr17-78313727-78314578
TNRC6C,chr17-78168083-78169322,chr17-78342926-78344128
TNRC6C,chr17-78250740-78253065,chr17-78313727-78314578
TNRC6C,chr17-78250740-78253065,chr17-78342926-78344128
TNRC6C,chr17-78313727-78314578,chr17-78342926-78344128
TMC6,chr17-77957292-77960198,chr17-78128557-78128914
TMC6,chr17-77957292-77960198,chr17-78174220-78174847
TMC6,chr17-77957292-77960198,chr17-78250740-78253065
TMC6,chr17-77957292-77960198,chr17-78356199-78356727
TMC6,chr17-78128557-78128914,chr17-78174220-78174847
TMC6,chr17-78128557-78128914,chr17-78250740-78253065
TMC6,chr17-78128557-78128914,chr17-78356199-78356727
TMC6,chr17-78174220-78174847,chr17-78250740-78253065
TMC6,chr17-78174220-78174847,chr17-78356199-78356727
TMC6,chr17-78250740-78253065,chr17-78356199-78356727
TMC8,chr17-78128557-78128914,chr17-78168083-78169322
TMC8,chr17-78128557-78128914,chr17-78250740-78253065
TMC8,chr17-78128557-78128914,chr17-78257791-78258957
TMC8,chr17-78128557-78128914,chr17-78313727-78314578
TMC8,chr17-78128557-78128914,chr17-78414513-78415155
TMC8,chr17-78168083-78169322,chr17-78250740-78253065
TMC8,chr17-78168083-78169322,chr17-78257791-78258957
TMC8,chr17-78168083-78169322,chr17-78313727-78314578
TMC8,chr17-78168083-78169322,chr17-78414513-78415155
TMC8,chr17-78250740-78253065,chr17-78257791-78258957
TMC8,chr17-78250740-78253065,chr17-78313727-78314578
TMC8,chr17-78250740-78253065,chr17-78414513-78415155
TMC8,chr17-78257791-78258957,chr17-78313727-78314578
TMC8,chr17-78257791-78258957,chr17-78414513-78415155
TMC8,chr17-78313727-78314578,chr17-78414513-78415155
NPLOC4,chr17-81291608-81291999,chr17-81711378-81712765
NPLOC4,chr17-81291608-81291999,chr17-81735315-81736032
NPLOC4,chr17-81711378-81712765,chr17-81735315-81736032
CD7,chr17-81910411-81911838,chr17-82022295-82023875
CD7,chr17-81910411-81911838,chr17-82126418-82128174
CD7,chr17-81910411-81911838,chr17-82292156-82293753
CD7,chr17-81910411-81911838,chr17-82316846-82317779
CD7,chr17-81910411-81911838,chr17-82321059-82321740
CD7,chr17-81910411-81911838,chr17-82551658-82552127
CD7,chr17-81910411-81911838,chr17-82697130-82699321
CD7,chr17-81910411-81911838,chr17-82751014-82752756
CD7,chr17-82022295-82023875,chr17-82126418-82128174
CD7,chr17-82022295-82023875,chr17-82292156-82293753
CD7,chr17-82022295-82023875,chr17-82316846-82317779
CD7,chr17-82022295-82023875,chr17-82321059-82321740
CD7,chr17-82022295-82023875,chr17-82551658-82552127
CD7,chr17-82022295-82023875,chr17-82697130-82699321
CD7,chr17-82022295-82023875,chr17-82751014-82752756
CD7,chr17-82126418-82128174,chr17-82292156-82293753
CD7,chr17-82126418-82128174,chr17-82316846-82317779
CD7,chr17-82126418-82128174,chr17-82321059-82321740
CD7,chr17-82126418-82128174,chr17-82551658-82552127
CD7,chr17-82126418-82128174,chr17-82697130-82699321
CD7,chr17-82126418-82128174,chr17-82751014-82752756
CD7,chr17-82292156-82293753,chr17-82316846-82317779
CD7,chr17-82292156-82293753,chr17-82321059-82321740
CD7,chr17-82292156-82293753,chr17-82551658-82552127
CD7,chr17-82292156-82293753,chr17-82697130-82699321
CD7,chr17-82292156-82293753,chr17-82751014-82752756
CD7,chr17-82316846-82317779,chr17-82321059-82321740
CD7,chr17-82316846-82317779,chr17-82551658-82552127
CD7,chr17-82316846-82317779,chr17-82697130-82699321
CD7,chr17-82316846-82317779,chr17-82751014-82752756
CD7,chr17-82321059-82321740,chr17-82551658-82552127
CD7,chr17-82321059-82321740,chr17-82697130-82699321
CD7,chr17-82321059-82321740,chr17-82751014-82752756
CD7,chr17-82551658-82552127,chr17-82697130-82699321
CD7,chr17-82551658-82552127,chr17-82751014-82752756
CD7,chr17-82697130-82699321,chr17-82751014-82752756
TBCD,chr17-82863654-82864747,chr17-83198989-83200799
BCL2,chr18-63160892-63162135,chr18-63199486-63200464
ARHGAP45,chr19-908678-909575,chr19-1130687-1133894
ARHGAP45,chr19-908678-909575,chr19-1248828-1250025
ARHGAP45,chr19-1130687-1133894,chr19-1248828-1250025
RPS15,chr19-996017-996841,chr19-1026180-1028844
RPS15,chr19-996017-996841,chr19-1066801-1067830
