gene,enhancer_1,enhancer_2
FTL,chr19-49127544-49128612,chr19-48954004-48955395
FTL,chr19-49127544-49128612,chr19-49118475-49120354
FTL,chr19-49142677-49143200,chr19-49442557-49444013
FTL,chr19-49142677-49143200,chr19-49452580-49454103
FTL,chr19-49142677-49143200,chr19-48954004-48955395
FTL,chr19-49142677-49143200,chr19-49118475-49120354
FTL,chr19-49442557-49444013,chr19-49452580-49454103
FTL,chr19-49442557-49444013,chr19-48954004-48955395
FTL,chr19-49442557-49444013,chr19-49118475-49120354
FTL,chr19-49452580-49454103,chr19-48954004-48955395
FTL,chr19-49452580-49454103,chr19-49118475-49120354
FTL,chr19-48954004-48955395,chr19-49118475-49120354
FLT3LG,chr19-49499803-49501349,chr19-49555606-49556839
FLT3LG,chr19-49499803-49501349,chr19-49569942-49570478
FLT3LG,chr19-49555606-49556839,chr19-49569942-49570478
RPL13A,chr19-49335006-49336060,chr19-49499803-49501349
RPL13A,chr19-49335006-49336060,chr19-49555606-49556839
RPL13A,chr19-49499803-49501349,chr19-49555606-49556839
FCGRT,chr19-49468357-49469487,chr19-49589758-49591874
NOSIP,chr19-49499803-49501349,chr19-49555606-49556839
NOSIP,chr19-49499803-49501349,chr19-49569942-49570478
NOSIP,chr19-49499803-49501349,chr19-49589758-49591874
NOSIP,chr19-49555606-49556839,chr19-49569942-49570478
NOSIP,chr19-49555606-49556839,chr19-49589758-49591874
NOSIP,chr19-49569942-49570478,chr19-49589758-49591874
MYADM,chr19-53877267-53877734,chr19-53878946-53879667
MYADM,chr19-53877267-53877734,chr19-54020050-54020576
MYADM,chr19-53878946-53879667,chr19-54020050-54020576
FCAR,chr19-54873821-54874361,chr19-54875117-54875860
FCAR,chr19-54873821-54874361,chr19-54900952-54901542
FCAR,chr19-54873821-54874361,chr19-54952175-54952875
FCAR,chr19-54873821-54874361,chr19-54958581-54959354
FCAR,chr19-54875117-54875860,chr19-54900952-54901542
FCAR,chr19-54875117-54875860,chr19-54952175-54952875
FCAR,chr19-54875117-54875860,chr19-54958581-54959354
FCAR,chr19-54900952-54901542,chr19-54952175-54952875
FCAR,chr19-54900952-54901542,chr19-54958581-54959354
FCAR,chr19-54952175-54952875,chr19-54958581-54959354
RPL28,chr19-55275972-55277083,chr19-55640043-55642046
RPS5,chr19-57888160-57889279,chr19-57946848-57948062
RPS5,chr19-57888160-57889279,chr19-58001778-58003515
RPS5,chr19-57888160-57889279,chr19-58149957-58150950
RPS5,chr19-57888160-57889279,chr19-58154278-58155428
RPS5,chr19-57888160-57889279,chr19-58278000-58279596
RPS5,chr19-57888160-57889279,chr19-58513407-58514380
RPS5,chr19-57888160-57889279,chr19-58097244-58098836
RPS5,chr19-57946848-57948062,chr19-58001778-58003515
RPS5,chr19-57946848-57948062,chr19-58149957-58150950
RPS5,chr19-57946848-57948062,chr19-58154278-58155428
RPS5,chr19-57946848-57948062,chr19-58278000-58279596
RPS5,chr19-57946848-57948062,chr19-58513407-58514380
RPS5,chr19-57946848-57948062,chr19-58097244-58098836
RPS5,chr19-58001778-58003515,chr19-58149957-58150950
RPS5,chr19-58001778-58003515,chr19-58154278-58155428
RPS5,chr19-58001778-58003515,chr19-58278000-58279596
RPS5,chr19-58001778-58003515,chr19-58513407-58514380
RPS5,chr19-58001778-58003515,chr19-58097244-58098836
RPS5,chr19-58149957-58150950,chr19-58154278-58155428
RPS5,chr19-58149957-58150950,chr19-58278000-58279596
RPS5,chr19-58149957-58150950,chr19-58513407-58514380
RPS5,chr19-58149957-58150950,chr19-58097244-58098836
RPS5,chr19-58154278-58155428,chr19-58278000-58279596
RPS5,chr19-58154278-58155428,chr19-58513407-58514380
RPS5,chr19-58154278-58155428,chr19-58097244-58098836
RPS5,chr19-58278000-58279596,chr19-58513407-58514380
RPS5,chr19-58278000-58279596,chr19-58097244-58098836
RPS5,chr19-58513407-58514380,chr19-58097244-58098836
HCK,chr20-31661128-31662437,chr20-32535942-32537531
NOL4L,chr20-32189295-32190732,chr20-32521556-32522061
NOL4L,chr20-32189295-32190732,chr20-32535942-32537531
NOL4L,chr20-32521556-32522061,chr20-32535942-32537531
SAMHD1,chr20-36773133-36774515,chr20-37276477-37277317
SULF2,chr20-47663412-47664291,chr20-47767953-47768751
MIR646HG,chr20-59722304-59723441,chr20-60054632-60056147
MIR646HG,chr20-59722304-59723441,chr20-60058075-60058749
MIR646HG,chr20-60054632-60056147,chr20-60058075-60058749
RPS21,chr20-62237690-62239109,chr20-62776144-62777695
LIME1,chr20-63641164-63642480,chr20-63706816-63708556
LIME1,chr20-63641164-63642480,chr20-63968698-63970396
LIME1,chr20-63641164-63642480,chr20-63552556-63554593
LIME1,chr20-63641164-63642480,chr20-63635078-63636130
LIME1,chr20-63641164-63642480,chr20-64077081-64078328
LIME1,chr20-63706816-63708556,chr20-63968698-63970396
LIME1,chr20-63706816-63708556,chr20-63552556-63554593
LIME1,chr20-63706816-63708556,chr20-63635078-63636130
