gene,enhancer_1,enhancer_2
ABHD5,chr3-43690053-43691710,chr3-43708886-43709431
ABHD5,chr3-43690053-43691710,chr3-43769154-43770406
ABHD5,chr3-43708886-43709431,chr3-43769154-43770406
RHOA,chr3-49028370-49029705,chr3-49723279-49724437
GNAI2,chr3-50226064-50226545,chr3-50226804-50228137
GNAI2,chr3-50226064-50226545,chr3-50237108-50238303
GNAI2,chr3-50226804-50228137,chr3-50237108-50238303
RPL24,chr3-101724238-101725453,chr3-101827146-101828169
RPL24,chr3-101724238-101725453,chr3-101850419-101851039
RPL24,chr3-101827146-101828169,chr3-101850419-101851039
NFKBIZ,chr3-101819682-101820177,chr3-101861445-101862679
NFKBIZ,chr3-101819682-101820177,chr3-101873218-101873953
NFKBIZ,chr3-101819682-101820177,chr3-101901642-101902457
NFKBIZ,chr3-101819682-101820177,chr3-101808897-101810505
NFKBIZ,chr3-101861445-101862679,chr3-101873218-101873953
NFKBIZ,chr3-101861445-101862679,chr3-101901642-101902457
NFKBIZ,chr3-101861445-101862679,chr3-101808897-101810505
NFKBIZ,chr3-101873218-101873953,chr3-101901642-101902457
NFKBIZ,chr3-101873218-101873953,chr3-101808897-101810505
NFKBIZ,chr3-101901642-101902457,chr3-101808897-101810505
CD96,chr3-111070583-111072524,chr3-111673694-111675190
CD86,chr3-122002717-122003489,chr3-122074486-122075178
TNIK,chr3-170907676-170909292,chr3-171458900-171461312
KIAA0232,chr4-6639854-6641941,chr4-6941694-6942796
RHOH,chr4-40289309-40290196,chr4-40309071-40309710
LEF1,chr4-107719268-107721709,chr4-107989140-107990741
LEF1,chr4-107719268-107721709,chr4-108619271-108621049
LEF1,chr4-107719268-107721709,chr4-108649496-108650973
LEF1,chr4-107989140-107990741,chr4-108619271-108621049
LEF1,chr4-107989140-107990741,chr4-108649496-108650973
LEF1,chr4-108619271-108621049,chr4-108649496-108650973
NR3C2,chr4-147866636-147867138,chr4-148443611-148445924
RPS3A,chr4-151014427-151016400,chr4-151407604-151409995
ACSL1,chr4-184792585-184793599,chr4-184825114-184827130
ACSL1,chr4-184792585-184793599,chr4-184896489-184897431
ACSL1,chr4-184825114-184827130,chr4-184896489-184897431
IL7R,chr5-35617140-35618431,chr5-35853508-35854707
IL7R,chr5-35617140-35618431,chr5-36240912-36242640
IL7R,chr5-35853508-35854707,chr5-36240912-36242640
TTC33,chr5-40409631-40411223,chr5-40680808-40682162
ZNF131,chr5-43191664-43192988,chr5-43193253-43194010
VCAN,chr5-83368147-83369455,chr5-83471086-83471886
VCAN,chr5-83368147-83369455,chr5-83473047-83474758
VCAN,chr5-83471086-83471886,chr5-83473047-83474758
CAMK4,chr5-111511677-111513251,chr5-110738152-110739625
IRF1,chr5-132472899-132473379,chr5-132489974-132491273
IRF1,chr5-132472899-132473379,chr5-132495674-132497227
IRF1,chr5-132489974-132491273,chr5-132495674-132497227
TCF7,chr5-134113888-134114909,chr5-134225223-134227032
TCF7,chr5-134113888-134114909,chr5-134366666-134367391
TCF7,chr5-134113888-134114909,chr5-134370364-134372335
TCF7,chr5-134113888-134114909,chr5-134524107-134527778
TCF7,chr5-134113888-134114909,chr5-134586639-134587498
TCF7,chr5-134113888-134114909,chr5-134632064-134633223
TCF7,chr5-134113888-134114909,chr5-134003763-134005684
TCF7,chr5-134225223-134227032,chr5-134366666-134367391
TCF7,chr5-134225223-134227032,chr5-134370364-134372335
TCF7,chr5-134225223-134227032,chr5-134524107-134527778
TCF7,chr5-134225223-134227032,chr5-134586639-134587498
TCF7,chr5-134225223-134227032,chr5-134632064-134633223
TCF7,chr5-134225223-134227032,chr5-134003763-134005684
TCF7,chr5-134366666-134367391,chr5-134370364-134372335
TCF7,chr5-134366666-134367391,chr5-134524107-134527778
TCF7,chr5-134366666-134367391,chr5-134586639-134587498
TCF7,chr5-134366666-134367391,chr5-134632064-134633223
TCF7,chr5-134366666-134367391,chr5-134003763-134005684
TCF7,chr5-134370364-134372335,chr5-134524107-134527778
TCF7,chr5-134370364-134372335,chr5-134586639-134587498
TCF7,chr5-134370364-134372335,chr5-134632064-134633223
TCF7,chr5-134370364-134372335,chr5-134003763-134005684
TCF7,chr5-134524107-134527778,chr5-134586639-134587498
TCF7,chr5-134524107-134527778,chr5-134632064-134633223
TCF7,chr5-134524107-134527778,chr5-134003763-134005684
TCF7,chr5-134586639-134587498,chr5-134632064-134633223
TCF7,chr5-134586639-134587498,chr5-134003763-134005684
TCF7,chr5-134632064-134633223,chr5-134003763-134005684
NDFIP1,chr5-141701770-141703330,chr5-142108265-142109736
NDFIP1,chr5-141701770-141703330,chr5-142222168-142224110
NDFIP1,chr5-142108265-142109736,chr5-142222168-142224110
TCOF1,chr5-150398530-150399374,chr5-150412246-150413368
CD74,chr5-149938930-149940429,chr5-149959327-149961288
CD74,chr5-149938930-149940429,chr5-150081686-150082285
CD74,chr5-149938930-149940429,chr5-150398530-150399374
CD74,chr5-149938930-149940429,chr5-150399870-150400093
CD74,chr5-149938930-149940429,chr5-150429310-150429937
CD74,chr5-149938930-149940429,chr5-150488408-150488871
