gene,enhancer_1,enhancer_2
CD6,chr11-61025709-61026961,chr11-61429103-61430461
CD6,chr11-61041712-61043416,chr11-61101794-61103484
CD6,chr11-61041712-61043416,chr11-61332319-61333774
CD6,chr11-61041712-61043416,chr11-61429103-61430461
CD6,chr11-61101794-61103484,chr11-61332319-61333774
CD6,chr11-61101794-61103484,chr11-61429103-61430461
CD6,chr11-61332319-61333774,chr11-61429103-61430461
HLA-DPA1,chr6-32589000-32590112,chr6-32627719-32628215
HLA-DPA1,chr6-32589000-32590112,chr6-32668092-32668702
HLA-DPA1,chr6-32589000-32590112,chr6-33027601-33028840
HLA-DPA1,chr6-32589000-32590112,chr6-33029051-33030140
HLA-DPA1,chr6-32589000-32590112,chr6-33073311-33073903
HLA-DPA1,chr6-32589000-32590112,chr6-33075303-33076229
HLA-DPA1,chr6-32589000-32590112,chr6-33317400-33318200
HLA-DPA1,chr6-32589000-32590112,chr6-32636861-32637580
HLA-DPA1,chr6-32627719-32628215,chr6-32668092-32668702
HLA-DPA1,chr6-32627719-32628215,chr6-33027601-33028840
HLA-DPA1,chr6-32627719-32628215,chr6-33029051-33030140
HLA-DPA1,chr6-32627719-32628215,chr6-33073311-33073903
HLA-DPA1,chr6-32627719-32628215,chr6-33075303-33076229
HLA-DPA1,chr6-32627719-32628215,chr6-33317400-33318200
HLA-DPA1,chr6-32627719-32628215,chr6-32636861-32637580
HLA-DPA1,chr6-32668092-32668702,chr6-33027601-33028840
HLA-DPA1,chr6-32668092-32668702,chr6-33029051-33030140
HLA-DPA1,chr6-32668092-32668702,chr6-33073311-33073903
HLA-DPA1,chr6-32668092-32668702,chr6-33075303-33076229
HLA-DPA1,chr6-32668092-32668702,chr6-33317400-33318200
HLA-DPA1,chr6-32668092-32668702,chr6-32636861-32637580
HLA-DPA1,chr6-33027601-33028840,chr6-33029051-33030140
HLA-DPA1,chr6-33027601-33028840,chr6-33073311-33073903
HLA-DPA1,chr6-33027601-33028840,chr6-33075303-33076229
HLA-DPA1,chr6-33027601-33028840,chr6-33317400-33318200
HLA-DPA1,chr6-33027601-33028840,chr6-32636861-32637580
HLA-DPA1,chr6-33029051-33030140,chr6-33073311-33073903
HLA-DPA1,chr6-33029051-33030140,chr6-33075303-33076229
HLA-DPA1,chr6-33029051-33030140,chr6-33317400-33318200
HLA-DPA1,chr6-33029051-33030140,chr6-32636861-32637580
HLA-DPA1,chr6-33073311-33073903,chr6-33075303-33076229
HLA-DPA1,chr6-33073311-33073903,chr6-33317400-33318200
HLA-DPA1,chr6-33073311-33073903,chr6-32636861-32637580
HLA-DPA1,chr6-33075303-33076229,chr6-33317400-33318200
HLA-DPA1,chr6-33075303-33076229,chr6-32636861-32637580
HLA-DPA1,chr6-33317400-33318200,chr6-32636861-32637580
CD3E,chr11-118224575-118225192,chr11-118251625-118253014
CD3E,chr11-118224575-118225192,chr11-118315474-118317275
CD3E,chr11-118224575-118225192,chr11-118435316-118436919
CD3E,chr11-118224575-118225192,chr11-118530303-118531929
CD3E,chr11-118224575-118225192,chr11-118571633-118573470
CD3E,chr11-118224575-118225192,chr11-118607325-118611234
CD3E,chr11-118224575-118225192,chr11-118699183-118700548
CD3E,chr11-118251625-118253014,chr11-118315474-118317275
CD3E,chr11-118251625-118253014,chr11-118435316-118436919
CD3E,chr11-118251625-118253014,chr11-118530303-118531929
CD3E,chr11-118251625-118253014,chr11-118571633-118573470
CD3E,chr11-118251625-118253014,chr11-118607325-118611234
CD3E,chr11-118251625-118253014,chr11-118699183-118700548
CD3E,chr11-118315474-118317275,chr11-118435316-118436919
CD3E,chr11-118315474-118317275,chr11-118530303-118531929
CD3E,chr11-118315474-118317275,chr11-118571633-118573470
CD3E,chr11-118315474-118317275,chr11-118607325-118611234
CD3E,chr11-118315474-118317275,chr11-118699183-118700548
CD3E,chr11-118435316-118436919,chr11-118530303-118531929
CD3E,chr11-118435316-118436919,chr11-118571633-118573470
CD3E,chr11-118435316-118436919,chr11-118607325-118611234
CD3E,chr11-118435316-118436919,chr11-118699183-118700548
CD3E,chr11-118530303-118531929,chr11-118571633-118573470
CD3E,chr11-118530303-118531929,chr11-118607325-118611234
CD3E,chr11-118530303-118531929,chr11-118699183-118700548
CD3E,chr11-118571633-118573470,chr11-118607325-118611234
CD3E,chr11-118571633-118573470,chr11-118699183-118700548
CD3E,chr11-118607325-118611234,chr11-118699183-118700548
RPS5,chr19-57888160-57889279,chr19-57946848-57948062
RPS5,chr19-57888160-57889279,chr19-58001778-58003515
RPS5,chr19-57888160-57889279,chr19-58149957-58150950
RPS5,chr19-57888160-57889279,chr19-58154278-58155428
RPS5,chr19-57888160-57889279,chr19-58278000-58279596
RPS5,chr19-57888160-57889279,chr19-58513407-58514380
RPS5,chr19-57888160-57889279,chr19-58097244-58098836
RPS5,chr19-57946848-57948062,chr19-58001778-58003515
RPS5,chr19-57946848-57948062,chr19-58149957-58150950
RPS5,chr19-57946848-57948062,chr19-58154278-58155428
RPS5,chr19-57946848-57948062,chr19-58278000-58279596
RPS5,chr19-57946848-57948062,chr19-58513407-58514380
RPS5,chr19-57946848-57948062,chr19-58097244-58098836
RPS5,chr19-58001778-58003515,chr19-58149957-58150950
RPS5,chr19-58001778-58003515,chr19-58154278-58155428
