gene,enhancer_1,enhancer_2
PSAP,chr10-71726090-71728300,chr10-72087001-72089123
PSAP,chr10-71726090-71728300,chr10-72247780-72249341
PSAP,chr10-71726090-71728300,chr10-72319251-72320480
PSAP,chr10-71726090-71728300,chr10-71318715-71319975
PSAP,chr10-71773126-71774233,chr10-72087001-72089123
PSAP,chr10-71773126-71774233,chr10-72247780-72249341
PSAP,chr10-71773126-71774233,chr10-72319251-72320480
PSAP,chr10-71773126-71774233,chr10-71318715-71319975
PSAP,chr10-72087001-72089123,chr10-72247780-72249341
PSAP,chr10-72087001-72089123,chr10-72319251-72320480
PSAP,chr10-72087001-72089123,chr10-71318715-71319975
PSAP,chr10-72247780-72249341,chr10-72319251-72320480
PSAP,chr10-72247780-72249341,chr10-71318715-71319975
PSAP,chr10-72319251-72320480,chr10-71318715-71319975
VIM,chr10-17023141-17024273,chr10-17025462-17026070
VIM,chr10-17023141-17024273,chr10-17200348-17201851
VIM,chr10-17023141-17024273,chr10-17205822-17206756
VIM,chr10-17023141-17024273,chr10-17216064-17217346
VIM,chr10-17023141-17024273,chr10-17238043-17240207
VIM,chr10-17025462-17026070,chr10-17200348-17201851
VIM,chr10-17025462-17026070,chr10-17205822-17206756
VIM,chr10-17025462-17026070,chr10-17216064-17217346
VIM,chr10-17025462-17026070,chr10-17238043-17240207
VIM,chr10-17200348-17201851,chr10-17205822-17206756
VIM,chr10-17200348-17201851,chr10-17216064-17217346
VIM,chr10-17200348-17201851,chr10-17238043-17240207
VIM,chr10-17205822-17206756,chr10-17216064-17217346
VIM,chr10-17205822-17206756,chr10-17238043-17240207
VIM,chr10-17216064-17217346,chr10-17238043-17240207
PRKCQ-AS1,chr10-6088513-6090077,chr10-6163161-6164692
PRKCQ-AS1,chr10-6088513-6090077,chr10-6201013-6201923
PRKCQ-AS1,chr10-6088513-6090077,chr10-6401504-6402116
PRKCQ-AS1,chr10-6088513-6090077,chr10-6542745-6544014
PRKCQ-AS1,chr10-6088513-6090077,chr10-6579892-6580734
PRKCQ-AS1,chr10-6163161-6164692,chr10-6201013-6201923
PRKCQ-AS1,chr10-6163161-6164692,chr10-6401504-6402116
PRKCQ-AS1,chr10-6163161-6164692,chr10-6542745-6544014
PRKCQ-AS1,chr10-6163161-6164692,chr10-6579892-6580734
PRKCQ-AS1,chr10-6201013-6201923,chr10-6401504-6402116
PRKCQ-AS1,chr10-6201013-6201923,chr10-6542745-6544014
PRKCQ-AS1,chr10-6201013-6201923,chr10-6579892-6580734
PRKCQ-AS1,chr10-6401504-6402116,chr10-6542745-6544014
PRKCQ-AS1,chr10-6401504-6402116,chr10-6579892-6580734
PRKCQ-AS1,chr10-6542745-6544014,chr10-6579892-6580734
PRKCQ,chr10-6050488-6051549,chr10-6144310-6145865
PRKCQ,chr10-6050488-6051549,chr10-6201013-6201923
PRKCQ,chr10-6050488-6051549,chr10-6401504-6402116
PRKCQ,chr10-6050488-6051549,chr10-6542745-6544014
PRKCQ,chr10-6050488-6051549,chr10-6579892-6580734
PRKCQ,chr10-6144310-6145865,chr10-6201013-6201923
PRKCQ,chr10-6144310-6145865,chr10-6401504-6402116
PRKCQ,chr10-6144310-6145865,chr10-6542745-6544014
PRKCQ,chr10-6144310-6145865,chr10-6579892-6580734
PRKCQ,chr10-6201013-6201923,chr10-6401504-6402116
PRKCQ,chr10-6201013-6201923,chr10-6542745-6544014
PRKCQ,chr10-6201013-6201923,chr10-6579892-6580734
PRKCQ,chr10-6401504-6402116,chr10-6542745-6544014
PRKCQ,chr10-6401504-6402116,chr10-6579892-6580734
PRKCQ,chr10-6542745-6544014,chr10-6579892-6580734
RPL23A,chr17-28356665-28357963,chr17-28371066-28372575
RPL23A,chr17-28356665-28357963,chr17-28576444-28577304
RPL23A,chr17-28356665-28357963,chr17-28598434-28600064
RPL23A,chr17-28356665-28357963,chr17-28719291-28720356
RPL23A,chr17-28356665-28357963,chr17-28741407-28741767
RPL23A,chr17-28371066-28372575,chr17-28576444-28577304
RPL23A,chr17-28371066-28372575,chr17-28598434-28600064
RPL23A,chr17-28371066-28372575,chr17-28719291-28720356
RPL23A,chr17-28371066-28372575,chr17-28741407-28741767
RPL23A,chr17-28576444-28577304,chr17-28598434-28600064
RPL23A,chr17-28576444-28577304,chr17-28719291-28720356
RPL23A,chr17-28576444-28577304,chr17-28741407-28741767
RPL23A,chr17-28598434-28600064,chr17-28719291-28720356
RPL23A,chr17-28598434-28600064,chr17-28741407-28741767
RPL23A,chr17-28719291-28720356,chr17-28741407-28741767
CD68,chr17-7383545-7384678,chr17-7393465-7395191
CD68,chr17-7383545-7384678,chr17-7454979-7456633
CD68,chr17-7383545-7384678,chr17-7478339-7479799
CD68,chr17-7383545-7384678,chr17-7583223-7584425
CD68,chr17-7383545-7384678,chr17-7613887-7615577
CD68,chr17-7393465-7395191,chr17-7454979-7456633
CD68,chr17-7393465-7395191,chr17-7478339-7479799
CD68,chr17-7393465-7395191,chr17-7583223-7584425
CD68,chr17-7393465-7395191,chr17-7613887-7615577
CD68,chr17-7454979-7456633,chr17-7478339-7479799
CD68,chr17-7454979-7456633,chr17-7583223-7584425
CD68,chr17-7454979-7456633,chr17-7613887-7615577
