gene,enhancer_1,enhancer_2
RPS5,chr19-58001778-58003515,chr19-58278000-58279596
RPS5,chr19-58001778-58003515,chr19-58513407-58514380
RPS5,chr19-58001778-58003515,chr19-58097244-58098836
RPS5,chr19-58149957-58150950,chr19-58154278-58155428
RPS5,chr19-58149957-58150950,chr19-58278000-58279596
RPS5,chr19-58149957-58150950,chr19-58513407-58514380
RPS5,chr19-58149957-58150950,chr19-58097244-58098836
RPS5,chr19-58154278-58155428,chr19-58278000-58279596
RPS5,chr19-58154278-58155428,chr19-58513407-58514380
RPS5,chr19-58154278-58155428,chr19-58097244-58098836
RPS5,chr19-58278000-58279596,chr19-58513407-58514380
RPS5,chr19-58278000-58279596,chr19-58097244-58098836
RPS5,chr19-58513407-58514380,chr19-58097244-58098836
TCF7,chr5-134113888-134114909,chr5-134225223-134227032
TCF7,chr5-134113888-134114909,chr5-134366666-134367391
TCF7,chr5-134113888-134114909,chr5-134370364-134372335
TCF7,chr5-134113888-134114909,chr5-134524107-134527778
TCF7,chr5-134113888-134114909,chr5-134586639-134587498
TCF7,chr5-134113888-134114909,chr5-134632064-134633223
TCF7,chr5-134113888-134114909,chr5-134003763-134005684
TCF7,chr5-134225223-134227032,chr5-134366666-134367391
TCF7,chr5-134225223-134227032,chr5-134370364-134372335
TCF7,chr5-134225223-134227032,chr5-134524107-134527778
TCF7,chr5-134225223-134227032,chr5-134586639-134587498
TCF7,chr5-134225223-134227032,chr5-134632064-134633223
TCF7,chr5-134225223-134227032,chr5-134003763-134005684
TCF7,chr5-134366666-134367391,chr5-134370364-134372335
TCF7,chr5-134366666-134367391,chr5-134524107-134527778
TCF7,chr5-134366666-134367391,chr5-134586639-134587498
TCF7,chr5-134366666-134367391,chr5-134632064-134633223
TCF7,chr5-134366666-134367391,chr5-134003763-134005684
TCF7,chr5-134370364-134372335,chr5-134524107-134527778
TCF7,chr5-134370364-134372335,chr5-134586639-134587498
TCF7,chr5-134370364-134372335,chr5-134632064-134633223
TCF7,chr5-134370364-134372335,chr5-134003763-134005684
TCF7,chr5-134524107-134527778,chr5-134586639-134587498
TCF7,chr5-134524107-134527778,chr5-134632064-134633223
TCF7,chr5-134524107-134527778,chr5-134003763-134005684
TCF7,chr5-134586639-134587498,chr5-134632064-134633223
TCF7,chr5-134586639-134587498,chr5-134003763-134005684
TCF7,chr5-134632064-134633223,chr5-134003763-134005684
RCAN3,chr1-24415132-24416326,chr1-24481661-24482300
RCAN3,chr1-24415132-24416326,chr1-24501323-24503397
RCAN3,chr1-24415132-24416326,chr1-24536005-24536921
RCAN3,chr1-24415132-24416326,chr1-24910747-24911735
RCAN3,chr1-24415132-24416326,chr1-24928575-24930729
RCAN3,chr1-24415132-24416326,chr1-24964804-24965693
RCAN3,chr1-24415132-24416326,chr1-25031997-25032616
RCAN3,chr1-24481661-24482300,chr1-24501323-24503397
RCAN3,chr1-24481661-24482300,chr1-24536005-24536921
RCAN3,chr1-24481661-24482300,chr1-24910747-24911735
RCAN3,chr1-24481661-24482300,chr1-24928575-24930729
RCAN3,chr1-24481661-24482300,chr1-24964804-24965693
RCAN3,chr1-24481661-24482300,chr1-25031997-25032616
RCAN3,chr1-24501323-24503397,chr1-24536005-24536921
RCAN3,chr1-24501323-24503397,chr1-24910747-24911735
RCAN3,chr1-24501323-24503397,chr1-24928575-24930729
RCAN3,chr1-24501323-24503397,chr1-24964804-24965693
RCAN3,chr1-24501323-24503397,chr1-25031997-25032616
RCAN3,chr1-24536005-24536921,chr1-24910747-24911735
RCAN3,chr1-24536005-24536921,chr1-24928575-24930729
RCAN3,chr1-24536005-24536921,chr1-24964804-24965693
RCAN3,chr1-24536005-24536921,chr1-25031997-25032616
RCAN3,chr1-24910747-24911735,chr1-24928575-24930729
RCAN3,chr1-24910747-24911735,chr1-24964804-24965693
RCAN3,chr1-24910747-24911735,chr1-25031997-25032616
RCAN3,chr1-24928575-24930729,chr1-24964804-24965693
RCAN3,chr1-24928575-24930729,chr1-25031997-25032616
RCAN3,chr1-24964804-24965693,chr1-25031997-25032616
LST1,chr6-31196802-31198340,chr6-31203321-31204552
LST1,chr6-31196802-31198340,chr6-31366530-31367419
LST1,chr6-31196802-31198340,chr6-31541066-31542615
LST1,chr6-31196802-31198340,chr6-31546574-31547801
LST1,chr6-31196802-31198340,chr6-31651651-31653359
LST1,chr6-31196802-31198340,chr6-31571862-31572932
LST1,chr6-31203321-31204552,chr6-31366530-31367419
LST1,chr6-31203321-31204552,chr6-31541066-31542615
LST1,chr6-31203321-31204552,chr6-31546574-31547801
LST1,chr6-31203321-31204552,chr6-31651651-31653359
LST1,chr6-31203321-31204552,chr6-31571862-31572932
LST1,chr6-31366530-31367419,chr6-31541066-31542615
LST1,chr6-31366530-31367419,chr6-31546574-31547801
LST1,chr6-31366530-31367419,chr6-31651651-31653359
LST1,chr6-31366530-31367419,chr6-31571862-31572932
LST1,chr6-31541066-31542615,chr6-31546574-31547801
LST1,chr6-31541066-31542615,chr6-31651651-31653359
