gene,enhancer_1,enhancer_2
IL32,chr16-3105642-3106963,chr16-3214747-3216543
IL32,chr16-3105642-3106963,chr16-3234452-3235553
IL32,chr16-3105642-3106963,chr16-3364462-3365697
IL32,chr16-3105642-3106963,chr16-3400256-3401669
IL32,chr16-3105642-3106963,chr16-3499839-3501325
IL32,chr16-3105642-3106963,chr16-3129113-3129892
IL32,chr16-3123437-3124992,chr16-3157408-3159340
IL32,chr16-3123437-3124992,chr16-3214747-3216543
IL32,chr16-3123437-3124992,chr16-3234452-3235553
IL32,chr16-3123437-3124992,chr16-3364462-3365697
IL32,chr16-3123437-3124992,chr16-3400256-3401669
IL32,chr16-3123437-3124992,chr16-3499839-3501325
IL32,chr16-3123437-3124992,chr16-3129113-3129892
IL32,chr16-3157408-3159340,chr16-3214747-3216543
IL32,chr16-3157408-3159340,chr16-3234452-3235553
IL32,chr16-3157408-3159340,chr16-3364462-3365697
IL32,chr16-3157408-3159340,chr16-3400256-3401669
IL32,chr16-3157408-3159340,chr16-3499839-3501325
IL32,chr16-3157408-3159340,chr16-3129113-3129892
IL32,chr16-3214747-3216543,chr16-3234452-3235553
IL32,chr16-3214747-3216543,chr16-3364462-3365697
IL32,chr16-3214747-3216543,chr16-3400256-3401669
IL32,chr16-3214747-3216543,chr16-3499839-3501325
IL32,chr16-3214747-3216543,chr16-3129113-3129892
IL32,chr16-3234452-3235553,chr16-3364462-3365697
IL32,chr16-3234452-3235553,chr16-3400256-3401669
IL32,chr16-3234452-3235553,chr16-3499839-3501325
IL32,chr16-3234452-3235553,chr16-3129113-3129892
IL32,chr16-3364462-3365697,chr16-3400256-3401669
IL32,chr16-3364462-3365697,chr16-3499839-3501325
IL32,chr16-3364462-3365697,chr16-3129113-3129892
IL32,chr16-3400256-3401669,chr16-3499839-3501325
IL32,chr16-3400256-3401669,chr16-3129113-3129892
IL32,chr16-3499839-3501325,chr16-3129113-3129892
FTL,chr19-48511225-48512524,chr19-48618630-48619718
FTL,chr19-48511225-48512524,chr19-48623943-48624531
FTL,chr19-48511225-48512524,chr19-48636788-48638536
FTL,chr19-48511225-48512524,chr19-48644602-48646895
FTL,chr19-48511225-48512524,chr19-48738414-48739696
FTL,chr19-48511225-48512524,chr19-48872065-48873367
FTL,chr19-48511225-48512524,chr19-48899720-48901330
FTL,chr19-48511225-48512524,chr19-49084633-49085925
FTL,chr19-48511225-48512524,chr19-49113772-49115131
FTL,chr19-48511225-48512524,chr19-49127544-49128612
FTL,chr19-48511225-48512524,chr19-49142677-49143200
FTL,chr19-48511225-48512524,chr19-49442557-49444013
FTL,chr19-48511225-48512524,chr19-49452580-49454103
FTL,chr19-48511225-48512524,chr19-48954004-48955395
FTL,chr19-48511225-48512524,chr19-49118475-49120354
FTL,chr19-48618630-48619718,chr19-48623943-48624531
FTL,chr19-48618630-48619718,chr19-48636788-48638536
FTL,chr19-48618630-48619718,chr19-48644602-48646895
FTL,chr19-48618630-48619718,chr19-48738414-48739696
FTL,chr19-48618630-48619718,chr19-48872065-48873367
FTL,chr19-48618630-48619718,chr19-48899720-48901330
FTL,chr19-48618630-48619718,chr19-49084633-49085925
FTL,chr19-48618630-48619718,chr19-49113772-49115131
FTL,chr19-48618630-48619718,chr19-49127544-49128612
FTL,chr19-48618630-48619718,chr19-49142677-49143200
FTL,chr19-48618630-48619718,chr19-49442557-49444013
FTL,chr19-48618630-48619718,chr19-49452580-49454103
FTL,chr19-48618630-48619718,chr19-48954004-48955395
FTL,chr19-48618630-48619718,chr19-49118475-49120354
FTL,chr19-48623943-48624531,chr19-48636788-48638536
FTL,chr19-48623943-48624531,chr19-48644602-48646895
FTL,chr19-48623943-48624531,chr19-48738414-48739696
FTL,chr19-48623943-48624531,chr19-48872065-48873367
FTL,chr19-48623943-48624531,chr19-48899720-48901330
FTL,chr19-48623943-48624531,chr19-49084633-49085925
FTL,chr19-48623943-48624531,chr19-49113772-49115131
FTL,chr19-48623943-48624531,chr19-49127544-49128612
FTL,chr19-48623943-48624531,chr19-49142677-49143200
FTL,chr19-48623943-48624531,chr19-49442557-49444013
FTL,chr19-48623943-48624531,chr19-49452580-49454103
FTL,chr19-48623943-48624531,chr19-48954004-48955395
FTL,chr19-48623943-48624531,chr19-49118475-49120354
FTL,chr19-48636788-48638536,chr19-48644602-48646895
FTL,chr19-48636788-48638536,chr19-48738414-48739696
FTL,chr19-48636788-48638536,chr19-48872065-48873367
FTL,chr19-48636788-48638536,chr19-48899720-48901330
FTL,chr19-48636788-48638536,chr19-49084633-49085925
FTL,chr19-48636788-48638536,chr19-49113772-49115131
FTL,chr19-48636788-48638536,chr19-49127544-49128612
FTL,chr19-48636788-48638536,chr19-49142677-49143200
FTL,chr19-48636788-48638536,chr19-49442557-49444013
FTL,chr19-48636788-48638536,chr19-49452580-49454103
