gene,enhancer_1,enhancer_2
CD7,chr17-82126418-82128174,chr17-82292156-82293753
CD7,chr17-82126418-82128174,chr17-82316846-82317779
CD7,chr17-82126418-82128174,chr17-82321059-82321740
CD7,chr17-82126418-82128174,chr17-82551658-82552127
CD7,chr17-82126418-82128174,chr17-82697130-82699321
CD7,chr17-82126418-82128174,chr17-82751014-82752756
CD7,chr17-82292156-82293753,chr17-82316846-82317779
CD7,chr17-82292156-82293753,chr17-82321059-82321740
CD7,chr17-82292156-82293753,chr17-82551658-82552127
CD7,chr17-82292156-82293753,chr17-82697130-82699321
CD7,chr17-82292156-82293753,chr17-82751014-82752756
CD7,chr17-82316846-82317779,chr17-82321059-82321740
CD7,chr17-82316846-82317779,chr17-82551658-82552127
CD7,chr17-82316846-82317779,chr17-82697130-82699321
CD7,chr17-82316846-82317779,chr17-82751014-82752756
CD7,chr17-82321059-82321740,chr17-82551658-82552127
CD7,chr17-82321059-82321740,chr17-82697130-82699321
CD7,chr17-82321059-82321740,chr17-82751014-82752756
CD7,chr17-82551658-82552127,chr17-82697130-82699321
CD7,chr17-82551658-82552127,chr17-82751014-82752756
CD7,chr17-82697130-82699321,chr17-82751014-82752756
TC2N,chr14-91310466-91311625,chr14-91315657-91316312
TC2N,chr14-91310466-91311625,chr14-91317243-91318171
TC2N,chr14-91310466-91311625,chr14-91415889-91416627
TC2N,chr14-91310466-91311625,chr14-91417336-91419355
TC2N,chr14-91310466-91311625,chr14-91509138-91511027
TC2N,chr14-91310466-91311625,chr14-91835533-91836998
TC2N,chr14-91310466-91311625,chr14-92039140-92041036
TC2N,chr14-91310466-91311625,chr14-91323432-91324518
TC2N,chr14-91315657-91316312,chr14-91317243-91318171
TC2N,chr14-91315657-91316312,chr14-91415889-91416627
TC2N,chr14-91315657-91316312,chr14-91417336-91419355
TC2N,chr14-91315657-91316312,chr14-91509138-91511027
TC2N,chr14-91315657-91316312,chr14-91835533-91836998
TC2N,chr14-91315657-91316312,chr14-92039140-92041036
TC2N,chr14-91315657-91316312,chr14-91323432-91324518
TC2N,chr14-91317243-91318171,chr14-91415889-91416627
TC2N,chr14-91317243-91318171,chr14-91417336-91419355
TC2N,chr14-91317243-91318171,chr14-91509138-91511027
TC2N,chr14-91317243-91318171,chr14-91835533-91836998
TC2N,chr14-91317243-91318171,chr14-92039140-92041036
TC2N,chr14-91317243-91318171,chr14-91323432-91324518
TC2N,chr14-91415889-91416627,chr14-91417336-91419355
TC2N,chr14-91415889-91416627,chr14-91509138-91511027
TC2N,chr14-91415889-91416627,chr14-91835533-91836998
TC2N,chr14-91415889-91416627,chr14-92039140-92041036
TC2N,chr14-91415889-91416627,chr14-91323432-91324518
TC2N,chr14-91417336-91419355,chr14-91509138-91511027
TC2N,chr14-91417336-91419355,chr14-91835533-91836998
TC2N,chr14-91417336-91419355,chr14-92039140-92041036
TC2N,chr14-91417336-91419355,chr14-91323432-91324518
TC2N,chr14-91509138-91511027,chr14-91835533-91836998
TC2N,chr14-91509138-91511027,chr14-92039140-92041036
TC2N,chr14-91509138-91511027,chr14-91323432-91324518
TC2N,chr14-91835533-91836998,chr14-92039140-92041036
TC2N,chr14-91835533-91836998,chr14-91323432-91324518
TC2N,chr14-92039140-92041036,chr14-91323432-91324518
CD6,chr11-60841336-60842985,chr11-60913541-60914904
CD6,chr11-60841336-60842985,chr11-60985982-60986866
CD6,chr11-60841336-60842985,chr11-61021299-61022229
CD6,chr11-60841336-60842985,chr11-61025709-61026961
CD6,chr11-60841336-60842985,chr11-61041712-61043416
CD6,chr11-60841336-60842985,chr11-61101794-61103484
CD6,chr11-60841336-60842985,chr11-61332319-61333774
CD6,chr11-60841336-60842985,chr11-61429103-61430461
CD6,chr11-60913541-60914904,chr11-60985982-60986866
CD6,chr11-60913541-60914904,chr11-61021299-61022229
CD6,chr11-60913541-60914904,chr11-61025709-61026961
CD6,chr11-60913541-60914904,chr11-61041712-61043416
CD6,chr11-60913541-60914904,chr11-61101794-61103484
CD6,chr11-60913541-60914904,chr11-61332319-61333774
CD6,chr11-60913541-60914904,chr11-61429103-61430461
CD6,chr11-60985982-60986866,chr11-61021299-61022229
CD6,chr11-60985982-60986866,chr11-61025709-61026961
CD6,chr11-60985982-60986866,chr11-61041712-61043416
CD6,chr11-60985982-60986866,chr11-61101794-61103484
CD6,chr11-60985982-60986866,chr11-61332319-61333774
CD6,chr11-60985982-60986866,chr11-61429103-61430461
CD6,chr11-61021299-61022229,chr11-61025709-61026961
CD6,chr11-61021299-61022229,chr11-61041712-61043416
CD6,chr11-61021299-61022229,chr11-61101794-61103484
CD6,chr11-61021299-61022229,chr11-61332319-61333774
CD6,chr11-61021299-61022229,chr11-61429103-61430461
CD6,chr11-61025709-61026961,chr11-61041712-61043416
CD6,chr11-61025709-61026961,chr11-61101794-61103484
CD6,chr11-61025709-61026961,chr11-61332319-61333774
