gene,enhancer_1,enhancer_2
IFI30,chr19-18294400-18294921,chr19-18418548-18419754
IFI30,chr19-18294400-18294921,chr19-18428525-18429590
IFI30,chr19-18294400-18294921,chr19-18436940-18438333
IFI30,chr19-18294400-18294921,chr19-18495890-18496749
IFI30,chr19-18294400-18294921,chr19-18571115-18572196
IFI30,chr19-18294400-18294921,chr19-18587918-18589713
IFI30,chr19-18294400-18294921,chr19-18593962-18594660
IFI30,chr19-18322407-18323536,chr19-18418548-18419754
IFI30,chr19-18322407-18323536,chr19-18428525-18429590
IFI30,chr19-18322407-18323536,chr19-18436940-18438333
IFI30,chr19-18322407-18323536,chr19-18495890-18496749
IFI30,chr19-18322407-18323536,chr19-18571115-18572196
IFI30,chr19-18322407-18323536,chr19-18587918-18589713
IFI30,chr19-18322407-18323536,chr19-18593962-18594660
IFI30,chr19-18418548-18419754,chr19-18428525-18429590
IFI30,chr19-18418548-18419754,chr19-18436940-18438333
IFI30,chr19-18418548-18419754,chr19-18495890-18496749
IFI30,chr19-18418548-18419754,chr19-18571115-18572196
IFI30,chr19-18418548-18419754,chr19-18587918-18589713
IFI30,chr19-18418548-18419754,chr19-18593962-18594660
IFI30,chr19-18428525-18429590,chr19-18436940-18438333
IFI30,chr19-18428525-18429590,chr19-18495890-18496749
IFI30,chr19-18428525-18429590,chr19-18571115-18572196
IFI30,chr19-18428525-18429590,chr19-18587918-18589713
IFI30,chr19-18428525-18429590,chr19-18593962-18594660
IFI30,chr19-18436940-18438333,chr19-18495890-18496749
IFI30,chr19-18436940-18438333,chr19-18571115-18572196
IFI30,chr19-18436940-18438333,chr19-18587918-18589713
IFI30,chr19-18436940-18438333,chr19-18593962-18594660
IFI30,chr19-18495890-18496749,chr19-18571115-18572196
IFI30,chr19-18495890-18496749,chr19-18587918-18589713
IFI30,chr19-18495890-18496749,chr19-18593962-18594660
IFI30,chr19-18571115-18572196,chr19-18587918-18589713
IFI30,chr19-18571115-18572196,chr19-18593962-18594660
IFI30,chr19-18587918-18589713,chr19-18593962-18594660
GABARAP,chr17-7035014-7036788,chr17-7204331-7205591
GABARAP,chr17-7035014-7036788,chr17-7233929-7234779
GABARAP,chr17-7035014-7036788,chr17-7239181-7239940
GABARAP,chr17-7035014-7036788,chr17-7262227-7263739
GABARAP,chr17-7035014-7036788,chr17-7328808-7330557
GABARAP,chr17-7035014-7036788,chr17-7336093-7337206
GABARAP,chr17-7035014-7036788,chr17-7383545-7384678
GABARAP,chr17-7035014-7036788,chr17-7434845-7437292
GABARAP,chr17-7035014-7036788,chr17-7454979-7456633
GABARAP,chr17-7035014-7036788,chr17-7478339-7479799
GABARAP,chr17-7035014-7036788,chr17-7483195-7485296
GABARAP,chr17-7035014-7036788,chr17-7571990-7574070
GABARAP,chr17-7035014-7036788,chr17-7613887-7615577
GABARAP,chr17-7204331-7205591,chr17-7233929-7234779
GABARAP,chr17-7204331-7205591,chr17-7239181-7239940
GABARAP,chr17-7204331-7205591,chr17-7262227-7263739
GABARAP,chr17-7204331-7205591,chr17-7328808-7330557
GABARAP,chr17-7204331-7205591,chr17-7336093-7337206
GABARAP,chr17-7204331-7205591,chr17-7383545-7384678
GABARAP,chr17-7204331-7205591,chr17-7434845-7437292
GABARAP,chr17-7204331-7205591,chr17-7454979-7456633
GABARAP,chr17-7204331-7205591,chr17-7478339-7479799
GABARAP,chr17-7204331-7205591,chr17-7483195-7485296
GABARAP,chr17-7204331-7205591,chr17-7571990-7574070
GABARAP,chr17-7204331-7205591,chr17-7613887-7615577
GABARAP,chr17-7233929-7234779,chr17-7239181-7239940
GABARAP,chr17-7233929-7234779,chr17-7262227-7263739
GABARAP,chr17-7233929-7234779,chr17-7328808-7330557
GABARAP,chr17-7233929-7234779,chr17-7336093-7337206
GABARAP,chr17-7233929-7234779,chr17-7383545-7384678
GABARAP,chr17-7233929-7234779,chr17-7434845-7437292
GABARAP,chr17-7233929-7234779,chr17-7454979-7456633
GABARAP,chr17-7233929-7234779,chr17-7478339-7479799
GABARAP,chr17-7233929-7234779,chr17-7483195-7485296
GABARAP,chr17-7233929-7234779,chr17-7571990-7574070
GABARAP,chr17-7233929-7234779,chr17-7613887-7615577
GABARAP,chr17-7239181-7239940,chr17-7262227-7263739
GABARAP,chr17-7239181-7239940,chr17-7328808-7330557
GABARAP,chr17-7239181-7239940,chr17-7336093-7337206
GABARAP,chr17-7239181-7239940,chr17-7383545-7384678
GABARAP,chr17-7239181-7239940,chr17-7434845-7437292
GABARAP,chr17-7239181-7239940,chr17-7454979-7456633
GABARAP,chr17-7239181-7239940,chr17-7478339-7479799
GABARAP,chr17-7239181-7239940,chr17-7483195-7485296
GABARAP,chr17-7239181-7239940,chr17-7571990-7574070
GABARAP,chr17-7239181-7239940,chr17-7613887-7615577
GABARAP,chr17-7262227-7263739,chr17-7328808-7330557
GABARAP,chr17-7262227-7263739,chr17-7336093-7337206
GABARAP,chr17-7262227-7263739,chr17-7383545-7384678
GABARAP,chr17-7262227-7263739,chr17-7434845-7437292
GABARAP,chr17-7262227-7263739,chr17-7454979-7456633
