gene,enhancer_1,enhancer_2
CD68,chr17-7478339-7479799,chr17-7583223-7584425
CD68,chr17-7478339-7479799,chr17-7613887-7615577
CD68,chr17-7583223-7584425,chr17-7613887-7615577
ADAMTSL4-AS1,chr1-150548569-150549514,chr1-150562806-150563048
ADAMTSL4-AS1,chr1-150548569-150549514,chr1-150578547-150580018
ADAMTSL4-AS1,chr1-150548569-150549514,chr1-150875576-150877286
ADAMTSL4-AS1,chr1-150548569-150549514,chr1-150925622-150926732
ADAMTSL4-AS1,chr1-150548569-150549514,chr1-150552000-150552798
ADAMTSL4-AS1,chr1-150562806-150563048,chr1-150578547-150580018
ADAMTSL4-AS1,chr1-150562806-150563048,chr1-150875576-150877286
ADAMTSL4-AS1,chr1-150562806-150563048,chr1-150925622-150926732
ADAMTSL4-AS1,chr1-150562806-150563048,chr1-150552000-150552798
ADAMTSL4-AS1,chr1-150578547-150580018,chr1-150875576-150877286
ADAMTSL4-AS1,chr1-150578547-150580018,chr1-150925622-150926732
ADAMTSL4-AS1,chr1-150578547-150580018,chr1-150552000-150552798
ADAMTSL4-AS1,chr1-150875576-150877286,chr1-150925622-150926732
ADAMTSL4-AS1,chr1-150875576-150877286,chr1-150552000-150552798
ADAMTSL4-AS1,chr1-150925622-150926732,chr1-150552000-150552798
RPS18,chr6-33271067-33272374,chr6-33322046-33324474
RPS18,chr6-33271067-33272374,chr6-33343472-33345615
RPS18,chr6-33271067-33272374,chr6-33427701-33428521
RPS18,chr6-33271067-33272374,chr6-33570353-33571770
RPS18,chr6-33271067-33272374,chr6-33619960-33622075
RPS18,chr6-33322046-33324474,chr6-33343472-33345615
RPS18,chr6-33322046-33324474,chr6-33427701-33428521
RPS18,chr6-33322046-33324474,chr6-33570353-33571770
RPS18,chr6-33322046-33324474,chr6-33619960-33622075
RPS18,chr6-33343472-33345615,chr6-33427701-33428521
RPS18,chr6-33343472-33345615,chr6-33570353-33571770
RPS18,chr6-33343472-33345615,chr6-33619960-33622075
RPS18,chr6-33427701-33428521,chr6-33570353-33571770
RPS18,chr6-33427701-33428521,chr6-33619960-33622075
RPS18,chr6-33570353-33571770,chr6-33619960-33622075
TYMP,chr22-50244014-50245505,chr22-50469248-50470395
TYMP,chr22-50244014-50245505,chr22-50506814-50508752
TYMP,chr22-50244014-50245505,chr22-50562450-50563695
TYMP,chr22-50244014-50245505,chr22-50620036-50622641
TYMP,chr22-50244014-50245505,chr22-50783131-50784219
TYMP,chr22-50469248-50470395,chr22-50506814-50508752
TYMP,chr22-50469248-50470395,chr22-50562450-50563695
TYMP,chr22-50469248-50470395,chr22-50620036-50622641
TYMP,chr22-50469248-50470395,chr22-50783131-50784219
TYMP,chr22-50506814-50508752,chr22-50562450-50563695
TYMP,chr22-50506814-50508752,chr22-50620036-50622641
TYMP,chr22-50506814-50508752,chr22-50783131-50784219
TYMP,chr22-50562450-50563695,chr22-50620036-50622641
TYMP,chr22-50562450-50563695,chr22-50783131-50784219
TYMP,chr22-50620036-50622641,chr22-50783131-50784219
CD69,chr12-9647383-9648617,chr12-9650333-9651112
CD69,chr12-9647383-9648617,chr12-9760519-9761118
CD69,chr12-9647383-9648617,chr12-9761303-9761762
CD69,chr12-9647383-9648617,chr12-9764469-9765424
CD69,chr12-9647383-9648617,chr12-9813598-9814704
CD69,chr12-9650333-9651112,chr12-9760519-9761118
CD69,chr12-9650333-9651112,chr12-9761303-9761762
CD69,chr12-9650333-9651112,chr12-9764469-9765424
CD69,chr12-9650333-9651112,chr12-9813598-9814704
CD69,chr12-9760519-9761118,chr12-9761303-9761762
CD69,chr12-9760519-9761118,chr12-9764469-9765424
CD69,chr12-9760519-9761118,chr12-9813598-9814704
CD69,chr12-9761303-9761762,chr12-9764469-9765424
CD69,chr12-9761303-9761762,chr12-9813598-9814704
CD69,chr12-9764469-9765424,chr12-9813598-9814704
JUN,chr1-58545580-58547044,chr1-58779703-58780219
JUN,chr1-58545580-58547044,chr1-58782237-58782723
JUN,chr1-58545580-58547044,chr1-58783212-58785307
JUN,chr1-58545580-58547044,chr1-58815003-58816666
JUN,chr1-58545580-58547044,chr1-58903204-58904272
JUN,chr1-58779703-58780219,chr1-58782237-58782723
JUN,chr1-58779703-58780219,chr1-58783212-58785307
JUN,chr1-58779703-58780219,chr1-58815003-58816666
JUN,chr1-58779703-58780219,chr1-58903204-58904272
JUN,chr1-58782237-58782723,chr1-58783212-58785307
JUN,chr1-58782237-58782723,chr1-58815003-58816666
JUN,chr1-58782237-58782723,chr1-58903204-58904272
JUN,chr1-58783212-58785307,chr1-58815003-58816666
JUN,chr1-58783212-58785307,chr1-58903204-58904272
JUN,chr1-58815003-58816666,chr1-58903204-58904272
RPS29,chr14-49767042-49769077,chr14-50000348-50000827
RPS29,chr14-49767042-49769077,chr14-50001030-50003832
RPS29,chr14-49767042-49769077,chr14-50082013-50083976
RPS29,chr14-49767042-49769077,chr14-49970433-49972155
RPS29,chr14-50000348-50000827,chr14-50001030-50003832
RPS29,chr14-50000348-50000827,chr14-50082013-50083976
RPS29,chr14-50000348-50000827,chr14-49970433-49972155
RPS29,chr14-50001030-50003832,chr14-50082013-50083976
