gene,enhancer_1,enhancer_2
RPL24,chr3-101827146-101828169,chr3-101850419-101851039
TRIB1,chr8-125162895-125163843,chr8-125219074-125220814
TRIB1,chr8-125162895-125163843,chr8-125090911-125092642
TRIB1,chr8-125219074-125220814,chr8-125090911-125092642
SLC38A1,chr12-46214719-46215485,chr12-46371037-46374011
SLC38A1,chr12-46214719-46215485,chr12-46266443-46270173
SLC38A1,chr12-46371037-46374011,chr12-46266443-46270173
PLCG2,chr16-81313990-81315927,chr16-82169407-82170813
PLCG2,chr16-81313990-81315927,chr16-81444011-81445723
PLCG2,chr16-82169407-82170813,chr16-81444011-81445723
RPS6,chr9-19102100-19103372,chr9-19379266-19380685
RPS6,chr9-19102100-19103372,chr9-19408198-19409676
RPS6,chr9-19379266-19380685,chr9-19408198-19409676
CLEC7A,chr12-9647383-9648617,chr12-10129683-10130371
CLEC7A,chr12-9647383-9648617,chr12-9764469-9765424
CLEC7A,chr12-10129683-10130371,chr12-9764469-9765424
NLRC5,chr16-56624959-56626294,chr16-56988395-56989920
NLRC5,chr16-56624959-56626294,chr16-57083912-57085192
NLRC5,chr16-56988395-56989920,chr16-57083912-57085192
CIITA,chr16-10752783-10753628,chr16-10828521-10829378
CIITA,chr16-10752783-10753628,chr16-11325485-11326079
CIITA,chr16-10828521-10829378,chr16-11325485-11326079
ID2,chr2-8678508-8679373,chr2-8681783-8682477
ID2,chr2-8678508-8679373,chr2-8684487-8686032
ID2,chr2-8681783-8682477,chr2-8684487-8686032
IER2,chr19-13152752-13153310,chr19-13154988-13155221
IER2,chr19-13152752-13153310,chr19-13155519-13156366
IER2,chr19-13154988-13155221,chr19-13155519-13156366
TUBA1A,chr12-49182735-49183725,chr12-49187792-49189424
TUBA1A,chr12-49182735-49183725,chr12-49222268-49222966
TUBA1A,chr12-49187792-49189424,chr12-49222268-49222966
MYADM,chr19-53877267-53877734,chr19-53878946-53879667
MYADM,chr19-53877267-53877734,chr19-54020050-54020576
MYADM,chr19-53878946-53879667,chr19-54020050-54020576
KLF6,chr10-3774032-3774510,chr10-3775801-3776433
KLF6,chr10-3774032-3774510,chr10-3777051-3777260
KLF6,chr10-3775801-3776433,chr10-3777051-3777260
ACSL1,chr4-184792585-184793599,chr4-184825114-184827130
ACSL1,chr4-184792585-184793599,chr4-184896489-184897431
ACSL1,chr4-184825114-184827130,chr4-184896489-184897431
TCOF1,chr5-150398530-150399374,chr5-150412246-150413368
CAMK4,chr5-111511677-111513251,chr5-110738152-110739625
ANXA6,chr5-150846036-150847418,chr5-151195381-151196997
RPS14,chr5-150656091-150657550,chr5-150783233-150784057
HLA-C,chr6-31598238-31598905,chr6-31571862-31572932
PRELID1,chr5-177311773-177312966,chr5-177494017-177494929
PRRC2A,chr6-31203321-31204552,chr6-31737433-31738303
HLA-DMA,chr6-33029051-33030140,chr6-32636861-32637580
ZNF131,chr5-43191664-43192988,chr5-43193253-43194010
TTC33,chr5-40409631-40411223,chr5-40680808-40682162
HLA-DQA2,chr6-32685221-32686056,chr6-32636861-32637580
BCL2,chr18-63160892-63162135,chr18-63199486-63200464
UBALD2,chr17-76279176-76279795,chr17-76584648-76586355
TBCD,chr17-82863654-82864747,chr17-83198989-83200799
JPT1,chr17-74971729-74973141,chr17-75046089-75048038
PNPLA2,chr11-821033-821468,chr11-826961-827461
CUTA,chr6-33343472-33345615,chr6-33710799-33712193
RASGRP1,chr15-38453778-38455019,chr15-38563685-38565227
ABLIM1,chr10-114173377-114175080,chr10-114525550-114527198
PPP2R5C,chr14-101721599-101722759,chr14-102319089-102320393
RPLP2,chr11-554554-555373,chr11-842034-843019
BCL11B,chr14-99603351-99605612,chr14-99682727-99684681
FCF1,chr14-74684270-74684889,chr14-75188298-75189215
PCNX1,chr14-70817288-70818028,chr14-70882597-70883465
FOSL1,chr11-65553004-65553666,chr11-65899102-65900837
GNG2,chr14-51846461-51847742,chr14-51873161-51873658
CORO1B,chr11-67312311-67312898,chr11-67648822-67649541
NFKBIA,chr14-35365135-35366671,chr14-35403401-35405103
RASA3,chr13-114142183-114143460,chr13-114148225-114148973
C12orf57,chr12-6605895-6608567,chr12-6943229-6944876
CLEC4E,chr12-8465400-8466853,chr12-8539849-8541299
CLEC12A,chr12-9647383-9648617,chr12-9760519-9761118
DUSP16,chr12-12481367-12483254,chr12-12736144-12737428
ELF1,chr13-41032548-41034018,chr13-41053180-41053769
NR4A1,chr12-52045567-52046224,chr12-52059893-52060735
SP1,chr12-53370541-53372013,chr12-52903213-52904206
SPATA13,chr13-24274289-24274943,chr13-24274289-24274943
IRAK3,chr12-66144680-66145477,chr12-66188664-66189607
UBC,chr12-124645939-124646933,chr12-124910006-124911105
RAP1B,chr12-68364728-68365776,chr12-68367842-68368229
LYZ,chr12-69359213-69360493,chr12-69738313-69740004
ATP2B1-AS1,chr12-89762376-89762892,chr12-89768730-89769666
SH2B3,chr12-111403368-111403570,chr12-111775118-111775980
GOLGA8B,chr15-34366201-34368185,chr15-34582400-34584340
USP3,chr15-63479269-63480109,chr15-64092998-64094386
