gene,enhancer_1,enhancer_2
GABARAP,chr17-7262227-7263739,chr17-7478339-7479799
GABARAP,chr17-7262227-7263739,chr17-7483195-7485296
GABARAP,chr17-7262227-7263739,chr17-7571990-7574070
GABARAP,chr17-7262227-7263739,chr17-7613887-7615577
GABARAP,chr17-7328808-7330557,chr17-7336093-7337206
GABARAP,chr17-7328808-7330557,chr17-7383545-7384678
GABARAP,chr17-7328808-7330557,chr17-7434845-7437292
GABARAP,chr17-7328808-7330557,chr17-7454979-7456633
GABARAP,chr17-7328808-7330557,chr17-7478339-7479799
GABARAP,chr17-7328808-7330557,chr17-7483195-7485296
GABARAP,chr17-7328808-7330557,chr17-7571990-7574070
GABARAP,chr17-7328808-7330557,chr17-7613887-7615577
GABARAP,chr17-7336093-7337206,chr17-7383545-7384678
GABARAP,chr17-7336093-7337206,chr17-7434845-7437292
GABARAP,chr17-7336093-7337206,chr17-7454979-7456633
GABARAP,chr17-7336093-7337206,chr17-7478339-7479799
GABARAP,chr17-7336093-7337206,chr17-7483195-7485296
GABARAP,chr17-7336093-7337206,chr17-7571990-7574070
GABARAP,chr17-7336093-7337206,chr17-7613887-7615577
GABARAP,chr17-7383545-7384678,chr17-7434845-7437292
GABARAP,chr17-7383545-7384678,chr17-7454979-7456633
GABARAP,chr17-7383545-7384678,chr17-7478339-7479799
GABARAP,chr17-7383545-7384678,chr17-7483195-7485296
GABARAP,chr17-7383545-7384678,chr17-7571990-7574070
GABARAP,chr17-7383545-7384678,chr17-7613887-7615577
GABARAP,chr17-7434845-7437292,chr17-7454979-7456633
GABARAP,chr17-7434845-7437292,chr17-7478339-7479799
GABARAP,chr17-7434845-7437292,chr17-7483195-7485296
GABARAP,chr17-7434845-7437292,chr17-7571990-7574070
GABARAP,chr17-7434845-7437292,chr17-7613887-7615577
GABARAP,chr17-7454979-7456633,chr17-7478339-7479799
GABARAP,chr17-7454979-7456633,chr17-7483195-7485296
GABARAP,chr17-7454979-7456633,chr17-7571990-7574070
GABARAP,chr17-7454979-7456633,chr17-7613887-7615577
GABARAP,chr17-7478339-7479799,chr17-7483195-7485296
GABARAP,chr17-7478339-7479799,chr17-7571990-7574070
GABARAP,chr17-7478339-7479799,chr17-7613887-7615577
GABARAP,chr17-7483195-7485296,chr17-7571990-7574070
GABARAP,chr17-7483195-7485296,chr17-7613887-7615577
GABARAP,chr17-7571990-7574070,chr17-7613887-7615577
RPS27,chr1-153535198-153536560,chr1-153544669-153546090
RPS27,chr1-153535198-153536560,chr1-153633299-153634614
RPS27,chr1-153535198-153536560,chr1-153670327-153672160
RPS27,chr1-153535198-153536560,chr1-153678402-153679988
RPS27,chr1-153535198-153536560,chr1-153782979-153784163
RPS27,chr1-153535198-153536560,chr1-153921782-153923783
RPS27,chr1-153535198-153536560,chr1-153963169-153963947
RPS27,chr1-153535198-153536560,chr1-154157449-154158661
RPS27,chr1-153535198-153536560,chr1-154324586-154326454
RPS27,chr1-153535198-153536560,chr1-154328210-154328942
RPS27,chr1-153535198-153536560,chr1-154334798-154335395
RPS27,chr1-153535198-153536560,chr1-154342513-154343557
RPS27,chr1-153544669-153546090,chr1-153633299-153634614
RPS27,chr1-153544669-153546090,chr1-153670327-153672160
RPS27,chr1-153544669-153546090,chr1-153678402-153679988
RPS27,chr1-153544669-153546090,chr1-153782979-153784163
RPS27,chr1-153544669-153546090,chr1-153921782-153923783
RPS27,chr1-153544669-153546090,chr1-153963169-153963947
RPS27,chr1-153544669-153546090,chr1-154157449-154158661
RPS27,chr1-153544669-153546090,chr1-154324586-154326454
RPS27,chr1-153544669-153546090,chr1-154328210-154328942
RPS27,chr1-153544669-153546090,chr1-154334798-154335395
RPS27,chr1-153544669-153546090,chr1-154342513-154343557
RPS27,chr1-153633299-153634614,chr1-153670327-153672160
RPS27,chr1-153633299-153634614,chr1-153678402-153679988
RPS27,chr1-153633299-153634614,chr1-153782979-153784163
RPS27,chr1-153633299-153634614,chr1-153921782-153923783
RPS27,chr1-153633299-153634614,chr1-153963169-153963947
RPS27,chr1-153633299-153634614,chr1-154157449-154158661
RPS27,chr1-153633299-153634614,chr1-154324586-154326454
RPS27,chr1-153633299-153634614,chr1-154328210-154328942
RPS27,chr1-153633299-153634614,chr1-154334798-154335395
RPS27,chr1-153633299-153634614,chr1-154342513-154343557
RPS27,chr1-153670327-153672160,chr1-153678402-153679988
RPS27,chr1-153670327-153672160,chr1-153782979-153784163
RPS27,chr1-153670327-153672160,chr1-153921782-153923783
RPS27,chr1-153670327-153672160,chr1-153963169-153963947
RPS27,chr1-153670327-153672160,chr1-154157449-154158661
RPS27,chr1-153670327-153672160,chr1-154324586-154326454
RPS27,chr1-153670327-153672160,chr1-154328210-154328942
RPS27,chr1-153670327-153672160,chr1-154334798-154335395
RPS27,chr1-153670327-153672160,chr1-154342513-154343557
RPS27,chr1-153678402-153679988,chr1-153782979-153784163
RPS27,chr1-153678402-153679988,chr1-153921782-153923783
RPS27,chr1-153678402-153679988,chr1-153963169-153963947
RPS27,chr1-153678402-153679988,chr1-154157449-154158661
