gene,enhancer_1,enhancer_2
IL32,chr16-2672893-2674214,chr16-2681760-2683027
IL32,chr16-2672893-2674214,chr16-2715313-2715912
IL32,chr16-2672893-2674214,chr16-2911374-2912764
IL32,chr16-2672893-2674214,chr16-2979658-2980950
IL32,chr16-2672893-2674214,chr16-3058049-3059909
IL32,chr16-2672893-2674214,chr16-3074366-3075772
IL32,chr16-2672893-2674214,chr16-3105642-3106963
IL32,chr16-2672893-2674214,chr16-3123437-3124992
IL32,chr16-2672893-2674214,chr16-3157408-3159340
IL32,chr16-2672893-2674214,chr16-3214747-3216543
IL32,chr16-2672893-2674214,chr16-3234452-3235553
IL32,chr16-2672893-2674214,chr16-3364462-3365697
IL32,chr16-2672893-2674214,chr16-3400256-3401669
IL32,chr16-2672893-2674214,chr16-3499839-3501325
IL32,chr16-2672893-2674214,chr16-3129113-3129892
IL32,chr16-2681760-2683027,chr16-2715313-2715912
IL32,chr16-2681760-2683027,chr16-2911374-2912764
IL32,chr16-2681760-2683027,chr16-2979658-2980950
IL32,chr16-2681760-2683027,chr16-3058049-3059909
IL32,chr16-2681760-2683027,chr16-3074366-3075772
IL32,chr16-2681760-2683027,chr16-3105642-3106963
IL32,chr16-2681760-2683027,chr16-3123437-3124992
IL32,chr16-2681760-2683027,chr16-3157408-3159340
IL32,chr16-2681760-2683027,chr16-3214747-3216543
IL32,chr16-2681760-2683027,chr16-3234452-3235553
IL32,chr16-2681760-2683027,chr16-3364462-3365697
IL32,chr16-2681760-2683027,chr16-3400256-3401669
IL32,chr16-2681760-2683027,chr16-3499839-3501325
IL32,chr16-2681760-2683027,chr16-3129113-3129892
IL32,chr16-2715313-2715912,chr16-2911374-2912764
IL32,chr16-2715313-2715912,chr16-2979658-2980950
IL32,chr16-2715313-2715912,chr16-3058049-3059909
IL32,chr16-2715313-2715912,chr16-3074366-3075772
IL32,chr16-2715313-2715912,chr16-3105642-3106963
IL32,chr16-2715313-2715912,chr16-3123437-3124992
IL32,chr16-2715313-2715912,chr16-3157408-3159340
IL32,chr16-2715313-2715912,chr16-3214747-3216543
IL32,chr16-2715313-2715912,chr16-3234452-3235553
IL32,chr16-2715313-2715912,chr16-3364462-3365697
IL32,chr16-2715313-2715912,chr16-3400256-3401669
IL32,chr16-2715313-2715912,chr16-3499839-3501325
IL32,chr16-2715313-2715912,chr16-3129113-3129892
IL32,chr16-2911374-2912764,chr16-2979658-2980950
IL32,chr16-2911374-2912764,chr16-3058049-3059909
IL32,chr16-2911374-2912764,chr16-3074366-3075772
IL32,chr16-2911374-2912764,chr16-3105642-3106963
IL32,chr16-2911374-2912764,chr16-3123437-3124992
IL32,chr16-2911374-2912764,chr16-3157408-3159340
IL32,chr16-2911374-2912764,chr16-3214747-3216543
IL32,chr16-2911374-2912764,chr16-3234452-3235553
IL32,chr16-2911374-2912764,chr16-3364462-3365697
IL32,chr16-2911374-2912764,chr16-3400256-3401669
IL32,chr16-2911374-2912764,chr16-3499839-3501325
IL32,chr16-2911374-2912764,chr16-3129113-3129892
IL32,chr16-2979658-2980950,chr16-3058049-3059909
IL32,chr16-2979658-2980950,chr16-3074366-3075772
IL32,chr16-2979658-2980950,chr16-3105642-3106963
IL32,chr16-2979658-2980950,chr16-3123437-3124992
IL32,chr16-2979658-2980950,chr16-3157408-3159340
IL32,chr16-2979658-2980950,chr16-3214747-3216543
IL32,chr16-2979658-2980950,chr16-3234452-3235553
IL32,chr16-2979658-2980950,chr16-3364462-3365697
IL32,chr16-2979658-2980950,chr16-3400256-3401669
IL32,chr16-2979658-2980950,chr16-3499839-3501325
IL32,chr16-2979658-2980950,chr16-3129113-3129892
IL32,chr16-3058049-3059909,chr16-3074366-3075772
IL32,chr16-3058049-3059909,chr16-3105642-3106963
IL32,chr16-3058049-3059909,chr16-3123437-3124992
IL32,chr16-3058049-3059909,chr16-3157408-3159340
IL32,chr16-3058049-3059909,chr16-3214747-3216543
IL32,chr16-3058049-3059909,chr16-3234452-3235553
IL32,chr16-3058049-3059909,chr16-3364462-3365697
IL32,chr16-3058049-3059909,chr16-3400256-3401669
IL32,chr16-3058049-3059909,chr16-3499839-3501325
IL32,chr16-3058049-3059909,chr16-3129113-3129892
IL32,chr16-3074366-3075772,chr16-3105642-3106963
IL32,chr16-3074366-3075772,chr16-3123437-3124992
IL32,chr16-3074366-3075772,chr16-3157408-3159340
IL32,chr16-3074366-3075772,chr16-3214747-3216543
IL32,chr16-3074366-3075772,chr16-3234452-3235553
IL32,chr16-3074366-3075772,chr16-3364462-3365697
IL32,chr16-3074366-3075772,chr16-3400256-3401669
IL32,chr16-3074366-3075772,chr16-3499839-3501325
IL32,chr16-3074366-3075772,chr16-3129113-3129892
IL32,chr16-3105642-3106963,chr16-3123437-3124992
IL32,chr16-3105642-3106963,chr16-3157408-3159340
