gene,enhancer_1,enhancer_2
TNFAIP3,chr6-137789942-137790899,chr6-137823690-137824687
TNFAIP3,chr6-137789942-137790899,chr6-137866249-137868286
TNFAIP3,chr6-137789942-137790899,chr6-137873214-137873644
TNFAIP3,chr6-137823690-137824687,chr6-137866249-137868286
TNFAIP3,chr6-137823690-137824687,chr6-137873214-137873644
TNFAIP3,chr6-137866249-137868286,chr6-137873214-137873644
RPL5,chr1-92484542-92487131,chr1-92858614-92859645
RPL5,chr1-92484542-92487131,chr1-92960168-92962796
RPL5,chr1-92484542-92487131,chr1-92980578-92981736
RPL5,chr1-92484542-92487131,chr1-93179195-93181524
RPL5,chr1-92858614-92859645,chr1-92960168-92962796
RPL5,chr1-92858614-92859645,chr1-92980578-92981736
RPL5,chr1-92858614-92859645,chr1-93179195-93181524
RPL5,chr1-92960168-92962796,chr1-92980578-92981736
RPL5,chr1-92960168-92962796,chr1-93179195-93181524
RPL5,chr1-92980578-92981736,chr1-93179195-93181524
HLA-DRB5,chr6-32127691-32128597,chr6-32529518-32530725
HLA-DRB5,chr6-32127691-32128597,chr6-33027601-33028840
HLA-DRB5,chr6-32127691-32128597,chr6-33029051-33030140
HLA-DRB5,chr6-32127691-32128597,chr6-32636861-32637580
HLA-DRB5,chr6-32529518-32530725,chr6-33027601-33028840
HLA-DRB5,chr6-32529518-32530725,chr6-33029051-33030140
HLA-DRB5,chr6-32529518-32530725,chr6-32636861-32637580
HLA-DRB5,chr6-33027601-33028840,chr6-33029051-33030140
HLA-DRB5,chr6-33027601-33028840,chr6-32636861-32637580
HLA-DRB5,chr6-33029051-33030140,chr6-32636861-32637580
RPS26,chr12-55926612-55928127,chr12-55929167-55929806
RPS26,chr12-55926612-55928127,chr12-56046800-56047456
RPS26,chr12-55926612-55928127,chr12-56266315-56267681
RPS26,chr12-55926612-55928127,chr12-56338296-56339243
RPS26,chr12-55929167-55929806,chr12-56046800-56047456
RPS26,chr12-55929167-55929806,chr12-56266315-56267681
RPS26,chr12-55929167-55929806,chr12-56338296-56339243
RPS26,chr12-56046800-56047456,chr12-56266315-56267681
RPS26,chr12-56046800-56047456,chr12-56338296-56339243
RPS26,chr12-56266315-56267681,chr12-56338296-56339243
FCAR,chr19-54873821-54874361,chr19-54875117-54875860
FCAR,chr19-54873821-54874361,chr19-54900952-54901542
FCAR,chr19-54873821-54874361,chr19-54952175-54952875
FCAR,chr19-54873821-54874361,chr19-54958581-54959354
FCAR,chr19-54875117-54875860,chr19-54900952-54901542
FCAR,chr19-54875117-54875860,chr19-54952175-54952875
FCAR,chr19-54875117-54875860,chr19-54958581-54959354
FCAR,chr19-54900952-54901542,chr19-54952175-54952875
FCAR,chr19-54900952-54901542,chr19-54958581-54959354
FCAR,chr19-54952175-54952875,chr19-54958581-54959354
FAU,chr11-64844129-64845149,chr11-65013166-65014933
FAU,chr11-64844129-64845149,chr11-65424922-65425469
FAU,chr11-64844129-64845149,chr11-65539626-65541210
FAU,chr11-64844129-64845149,chr11-65575502-65576144
FAU,chr11-65013166-65014933,chr11-65424922-65425469
FAU,chr11-65013166-65014933,chr11-65539626-65541210
FAU,chr11-65013166-65014933,chr11-65575502-65576144
FAU,chr11-65424922-65425469,chr11-65539626-65541210
FAU,chr11-65424922-65425469,chr11-65575502-65576144
FAU,chr11-65539626-65541210,chr11-65575502-65576144
PRKCH,chr14-60753147-60754214,chr14-61320966-61323300
PRKCH,chr14-60753147-60754214,chr14-61476389-61477262
PRKCH,chr14-60753147-60754214,chr14-61567844-61569047
PRKCH,chr14-60753147-60754214,chr14-61761597-61763326
PRKCH,chr14-61320966-61323300,chr14-61476389-61477262
PRKCH,chr14-61320966-61323300,chr14-61567844-61569047
PRKCH,chr14-61320966-61323300,chr14-61761597-61763326
PRKCH,chr14-61476389-61477262,chr14-61567844-61569047
PRKCH,chr14-61476389-61477262,chr14-61761597-61763326
PRKCH,chr14-61567844-61569047,chr14-61761597-61763326
NFKBIZ,chr3-101819682-101820177,chr3-101861445-101862679
NFKBIZ,chr3-101819682-101820177,chr3-101873218-101873953
NFKBIZ,chr3-101819682-101820177,chr3-101901642-101902457
NFKBIZ,chr3-101819682-101820177,chr3-101808897-101810505
NFKBIZ,chr3-101861445-101862679,chr3-101873218-101873953
NFKBIZ,chr3-101861445-101862679,chr3-101901642-101902457
NFKBIZ,chr3-101861445-101862679,chr3-101808897-101810505
NFKBIZ,chr3-101873218-101873953,chr3-101901642-101902457
NFKBIZ,chr3-101873218-101873953,chr3-101808897-101810505
NFKBIZ,chr3-101901642-101902457,chr3-101808897-101810505
EZR,chr6-158720229-158721174,chr6-158813911-158814274
EZR,chr6-158720229-158721174,chr6-158817909-158819712
EZR,chr6-158720229-158721174,chr6-158869016-158870547
EZR,chr6-158813911-158814274,chr6-158817909-158819712
EZR,chr6-158813911-158814274,chr6-158869016-158870547
EZR,chr6-158817909-158819712,chr6-158869016-158870547
FCMR,chr1-206802792-206803750,chr1-206909045-206909919
FCMR,chr1-206802792-206803750,chr1-206922767-206923481
FCMR,chr1-206802792-206803750,chr1-206765875-206766780
FCMR,chr1-206909045-206909919,chr1-206922767-206923481
