gene,enhancer_1,enhancer_2
CCR7,chr17-40062297-40063739,chr17-40362397-40363585
CCR7,chr17-40062297-40063739,chr17-40479883-40481194
CCR7,chr17-40062297-40063739,chr17-40533137-40533876
CCR7,chr17-40062297-40063739,chr17-40598441-40599496
CCR7,chr17-40062297-40063739,chr17-40818252-40819307
CCR7,chr17-40068602-40070299,chr17-40098744-40099563
CCR7,chr17-40068602-40070299,chr17-40111346-40111943
CCR7,chr17-40068602-40070299,chr17-40121322-40123804
CCR7,chr17-40068602-40070299,chr17-40362397-40363585
CCR7,chr17-40068602-40070299,chr17-40479883-40481194
CCR7,chr17-40068602-40070299,chr17-40533137-40533876
CCR7,chr17-40068602-40070299,chr17-40598441-40599496
CCR7,chr17-40068602-40070299,chr17-40818252-40819307
CCR7,chr17-40098744-40099563,chr17-40111346-40111943
CCR7,chr17-40098744-40099563,chr17-40121322-40123804
CCR7,chr17-40098744-40099563,chr17-40362397-40363585
CCR7,chr17-40098744-40099563,chr17-40479883-40481194
CCR7,chr17-40098744-40099563,chr17-40533137-40533876
CCR7,chr17-40098744-40099563,chr17-40598441-40599496
CCR7,chr17-40098744-40099563,chr17-40818252-40819307
CCR7,chr17-40111346-40111943,chr17-40121322-40123804
CCR7,chr17-40111346-40111943,chr17-40362397-40363585
CCR7,chr17-40111346-40111943,chr17-40479883-40481194
CCR7,chr17-40111346-40111943,chr17-40533137-40533876
CCR7,chr17-40111346-40111943,chr17-40598441-40599496
CCR7,chr17-40111346-40111943,chr17-40818252-40819307
CCR7,chr17-40121322-40123804,chr17-40362397-40363585
CCR7,chr17-40121322-40123804,chr17-40479883-40481194
CCR7,chr17-40121322-40123804,chr17-40533137-40533876
CCR7,chr17-40121322-40123804,chr17-40598441-40599496
CCR7,chr17-40121322-40123804,chr17-40818252-40819307
CCR7,chr17-40362397-40363585,chr17-40479883-40481194
CCR7,chr17-40362397-40363585,chr17-40533137-40533876
CCR7,chr17-40362397-40363585,chr17-40598441-40599496
CCR7,chr17-40362397-40363585,chr17-40818252-40819307
CCR7,chr17-40479883-40481194,chr17-40533137-40533876
CCR7,chr17-40479883-40481194,chr17-40598441-40599496
CCR7,chr17-40479883-40481194,chr17-40818252-40819307
CCR7,chr17-40533137-40533876,chr17-40598441-40599496
CCR7,chr17-40533137-40533876,chr17-40818252-40819307
CCR7,chr17-40598441-40599496,chr17-40818252-40819307
HLA-DQB1,chr6-32529518-32530725,chr6-32589000-32590112
HLA-DQB1,chr6-32529518-32530725,chr6-32622245-32623990
HLA-DQB1,chr6-32529518-32530725,chr6-32668092-32668702
HLA-DQB1,chr6-32529518-32530725,chr6-33027601-33028840
HLA-DQB1,chr6-32529518-32530725,chr6-33029051-33030140
HLA-DQB1,chr6-32529518-32530725,chr6-33073311-33073903
HLA-DQB1,chr6-32529518-32530725,chr6-33075303-33076229
HLA-DQB1,chr6-32529518-32530725,chr6-32472659-32474242
HLA-DQB1,chr6-32529518-32530725,chr6-32636861-32637580
HLA-DQB1,chr6-32589000-32590112,chr6-32622245-32623990
HLA-DQB1,chr6-32589000-32590112,chr6-32668092-32668702
HLA-DQB1,chr6-32589000-32590112,chr6-33027601-33028840
HLA-DQB1,chr6-32589000-32590112,chr6-33029051-33030140
HLA-DQB1,chr6-32589000-32590112,chr6-33073311-33073903
HLA-DQB1,chr6-32589000-32590112,chr6-33075303-33076229
HLA-DQB1,chr6-32589000-32590112,chr6-32472659-32474242
HLA-DQB1,chr6-32589000-32590112,chr6-32636861-32637580
HLA-DQB1,chr6-32622245-32623990,chr6-32668092-32668702
HLA-DQB1,chr6-32622245-32623990,chr6-33027601-33028840
HLA-DQB1,chr6-32622245-32623990,chr6-33029051-33030140
HLA-DQB1,chr6-32622245-32623990,chr6-33073311-33073903
HLA-DQB1,chr6-32622245-32623990,chr6-33075303-33076229
HLA-DQB1,chr6-32622245-32623990,chr6-32472659-32474242
HLA-DQB1,chr6-32622245-32623990,chr6-32636861-32637580
HLA-DQB1,chr6-32668092-32668702,chr6-33027601-33028840
HLA-DQB1,chr6-32668092-32668702,chr6-33029051-33030140
HLA-DQB1,chr6-32668092-32668702,chr6-33073311-33073903
HLA-DQB1,chr6-32668092-32668702,chr6-33075303-33076229
HLA-DQB1,chr6-32668092-32668702,chr6-32472659-32474242
HLA-DQB1,chr6-32668092-32668702,chr6-32636861-32637580
HLA-DQB1,chr6-33027601-33028840,chr6-33029051-33030140
HLA-DQB1,chr6-33027601-33028840,chr6-33073311-33073903
HLA-DQB1,chr6-33027601-33028840,chr6-33075303-33076229
HLA-DQB1,chr6-33027601-33028840,chr6-32472659-32474242
HLA-DQB1,chr6-33027601-33028840,chr6-32636861-32637580
HLA-DQB1,chr6-33029051-33030140,chr6-33073311-33073903
HLA-DQB1,chr6-33029051-33030140,chr6-33075303-33076229
HLA-DQB1,chr6-33029051-33030140,chr6-32472659-32474242
HLA-DQB1,chr6-33029051-33030140,chr6-32636861-32637580
HLA-DQB1,chr6-33073311-33073903,chr6-33075303-33076229
HLA-DQB1,chr6-33073311-33073903,chr6-32472659-32474242
HLA-DQB1,chr6-33073311-33073903,chr6-32636861-32637580
HLA-DQB1,chr6-33075303-33076229,chr6-32472659-32474242
HLA-DQB1,chr6-33075303-33076229,chr6-32636861-32637580
HLA-DQB1,chr6-32472659-32474242,chr6-32636861-32637580
