gene,enhancer_1,enhancer_2
FCMR,chr1-206909045-206909919,chr1-206765875-206766780
FCMR,chr1-206922767-206923481,chr1-206765875-206766780
ATF3,chr1-212488360-212488951,chr1-212595696-212596743
ATF3,chr1-212488360-212488951,chr1-212606771-212607777
ATF3,chr1-212488360-212488951,chr1-212621623-212622895
ATF3,chr1-212595696-212596743,chr1-212606771-212607777
ATF3,chr1-212595696-212596743,chr1-212621623-212622895
ATF3,chr1-212606771-212607777,chr1-212621623-212622895
RPL18,chr19-48203582-48204673,chr19-48330110-48330566
RPL18,chr19-48203582-48204673,chr19-48511225-48512524
RPL18,chr19-48203582-48204673,chr19-48644602-48646895
RPL18,chr19-48330110-48330566,chr19-48511225-48512524
RPL18,chr19-48330110-48330566,chr19-48644602-48646895
RPL18,chr19-48511225-48512524,chr19-48644602-48646895
CXCR4,chr2-136118973-136119532,chr2-136131434-136132593
CXCR4,chr2-136118973-136119532,chr2-136135835-136137115
CXCR4,chr2-136118973-136119532,chr2-136116088-136118377
CXCR4,chr2-136131434-136132593,chr2-136135835-136137115
CXCR4,chr2-136131434-136132593,chr2-136116088-136118377
CXCR4,chr2-136135835-136137115,chr2-136116088-136118377
MGAT4A,chr2-98730186-98731774,chr2-98770360-98772351
MGAT4A,chr2-98730186-98731774,chr2-99140597-99142026
MGAT4A,chr2-98730186-98731774,chr2-99154139-99155795
MGAT4A,chr2-98770360-98772351,chr2-99140597-99142026
MGAT4A,chr2-98770360-98772351,chr2-99154139-99155795
MGAT4A,chr2-99140597-99142026,chr2-99154139-99155795
RPL7A,chr9-133133237-133134495,chr9-133144005-133144675
RPL7A,chr9-133133237-133134495,chr9-133147493-133147848
RPL7A,chr9-133133237-133134495,chr9-133700766-133703835
RPL7A,chr9-133144005-133144675,chr9-133147493-133147848
RPL7A,chr9-133144005-133144675,chr9-133700766-133703835
RPL7A,chr9-133147493-133147848,chr9-133700766-133703835
SUN2,chr22-38569411-38571099,chr22-39020138-39021783
SUN2,chr22-38569411-38571099,chr22-39090080-39091379
SUN2,chr22-38569411-38571099,chr22-39173766-39174963
SUN2,chr22-39020138-39021783,chr22-39090080-39091379
SUN2,chr22-39020138-39021783,chr22-39173766-39174963
SUN2,chr22-39090080-39091379,chr22-39173766-39174963
SARAF,chr8-30090464-30091480,chr8-30099732-30100257
SARAF,chr8-30090464-30091480,chr8-30133559-30134282
SARAF,chr8-30090464-30091480,chr8-30141297-30142093
SARAF,chr8-30099732-30100257,chr8-30133559-30134282
SARAF,chr8-30099732-30100257,chr8-30141297-30142093
SARAF,chr8-30133559-30134282,chr8-30141297-30142093
SPTAN1,chr9-128321809-128323343,chr9-128419704-128421657
SPTAN1,chr9-128321809-128323343,chr9-128503755-128505449
SPTAN1,chr9-128321809-128323343,chr9-128946760-128948531
SPTAN1,chr9-128419704-128421657,chr9-128503755-128505449
SPTAN1,chr9-128419704-128421657,chr9-128946760-128948531
SPTAN1,chr9-128503755-128505449,chr9-128946760-128948531
SAT1,chrX-23732521-23733170,chrX-23745666-23746185
SAT1,chrX-23732521-23733170,chrX-23786488-23787464
SAT1,chrX-23732521-23733170,chrX-23772865-23773986
SAT1,chrX-23745666-23746185,chrX-23786488-23787464
SAT1,chrX-23745666-23746185,chrX-23772865-23773986
SAT1,chrX-23786488-23787464,chrX-23772865-23773986
JUNB,chr19-12723653-12724098,chr19-12782108-12783013
JUNB,chr19-12723653-12724098,chr19-12945106-12946360
JUNB,chr19-12723653-12724098,chr19-13155519-13156366
JUNB,chr19-12782108-12783013,chr19-12945106-12946360
JUNB,chr19-12782108-12783013,chr19-13155519-13156366
JUNB,chr19-12945106-12946360,chr19-13155519-13156366
IL1B,chr2-112749484-112750443,chr2-112839167-112839999
IL1B,chr2-112749484-112750443,chr2-112841179-112842025
IL1B,chr2-112749484-112750443,chr2-112836503-112836973
IL1B,chr2-112839167-112839999,chr2-112841179-112842025
IL1B,chr2-112839167-112839999,chr2-112836503-112836973
IL1B,chr2-112841179-112842025,chr2-112836503-112836973
RGCC,chr13-41032548-41034018,chr13-41456773-41459068
RGCC,chr13-41032548-41034018,chr13-41463037-41464153
RGCC,chr13-41032548-41034018,chr13-41464878-41465539
RGCC,chr13-41456773-41459068,chr13-41463037-41464153
RGCC,chr13-41456773-41459068,chr13-41464878-41465539
RGCC,chr13-41463037-41464153,chr13-41464878-41465539
STK17A,chr7-43649401-43650210,chr7-44018524-44019562
STK17A,chr7-43649401-43650210,chr7-44040214-44040879
STK17A,chr7-43649401-43650210,chr7-44044135-44045355
STK17A,chr7-44018524-44019562,chr7-44040214-44040879
STK17A,chr7-44018524-44019562,chr7-44044135-44045355
STK17A,chr7-44040214-44040879,chr7-44044135-44045355
NOSIP,chr19-49499803-49501349,chr19-49555606-49556839
NOSIP,chr19-49499803-49501349,chr19-49569942-49570478
NOSIP,chr19-49499803-49501349,chr19-49589758-49591874
NOSIP,chr19-49555606-49556839,chr19-49569942-49570478
NOSIP,chr19-49555606-49556839,chr19-49589758-49591874
NOSIP,chr19-49569942-49570478,chr19-49589758-49591874
