gene,enhancer_1,enhancer_2
MSI2,chr17-58156709-58157775,chr17-57605158-57606191
BTG1,chr12-91876735-91877634,chr12-92030038-92031163
BTG1,chr12-91876735-91877634,chr12-92592811-92594462
BTG1,chr12-92030038-92031163,chr12-92592811-92594462
NCK2,chr2-105328314-105330330,chr2-105744122-105745712
NCK2,chr2-105328314-105330330,chr2-106159686-106161359
NCK2,chr2-105744122-105745712,chr2-106159686-106161359
IL7R,chr5-35617140-35618431,chr5-35853508-35854707
IL7R,chr5-35617140-35618431,chr5-36240912-36242640
IL7R,chr5-35853508-35854707,chr5-36240912-36242640
SPPL2B,chr19-1881905-1882897,chr19-2266505-2266835
SPPL2B,chr19-1881905-1882897,chr19-2748971-2749547
SPPL2B,chr19-2266505-2266835,chr19-2748971-2749547
RPSA,chr3-39180324-39181261,chr3-39383132-39384595
RPSA,chr3-39180324-39181261,chr3-39405869-39407212
RPSA,chr3-39383132-39384595,chr3-39405869-39407212
UBA52,chr19-18274233-18274474,chr19-18274881-18275084
UBA52,chr19-18274233-18274474,chr19-18393791-18394148
UBA52,chr19-18274881-18275084,chr19-18393791-18394148
ARHGAP45,chr19-908678-909575,chr19-1130687-1133894
ARHGAP45,chr19-908678-909575,chr19-1248828-1250025
ARHGAP45,chr19-1130687-1133894,chr19-1248828-1250025
TEX14,chr17-58332257-58332758,chr17-58630788-58632288
TEX14,chr17-58332257-58332758,chr17-58657881-58659686
TEX14,chr17-58630788-58632288,chr17-58657881-58659686
CCL3,chr17-36081821-36083001,chr17-36089633-36090635
CCL3,chr17-36081821-36083001,chr17-36196454-36197477
CCL3,chr17-36089633-36090635,chr17-36196454-36197477
DGKA,chr12-55742759-55744256,chr12-55929167-55929806
DGKA,chr12-55742759-55744256,chr12-55966022-55967281
DGKA,chr12-55929167-55929806,chr12-55966022-55967281
VCAN,chr5-83368147-83369455,chr5-83471086-83471886
VCAN,chr5-83368147-83369455,chr5-83473047-83474758
VCAN,chr5-83471086-83471886,chr5-83473047-83474758
RPL18A,chr19-18279500-18279820,chr19-18290177-18290702
RPL18A,chr19-18279500-18279820,chr19-18294400-18294921
RPL18A,chr19-18290177-18290702,chr19-18294400-18294921
FLT3LG,chr19-49499803-49501349,chr19-49555606-49556839
FLT3LG,chr19-49499803-49501349,chr19-49569942-49570478
FLT3LG,chr19-49555606-49556839,chr19-49569942-49570478
RPL13A,chr19-49335006-49336060,chr19-49499803-49501349
RPL13A,chr19-49335006-49336060,chr19-49555606-49556839
RPL13A,chr19-49499803-49501349,chr19-49555606-49556839
RUNX3,chr1-24910747-24911735,chr1-24928575-24930729
RUNX3,chr1-24910747-24911735,chr1-25021927-25023220
RUNX3,chr1-24928575-24930729,chr1-25021927-25023220
GNAI2,chr3-50226064-50226545,chr3-50226804-50228137
GNAI2,chr3-50226064-50226545,chr3-50237108-50238303
GNAI2,chr3-50226804-50228137,chr3-50237108-50238303
SGK1,chr6-134177651-134178726,chr6-134412829-134413730
SGK1,chr6-134177651-134178726,chr6-134435959-134437758
SGK1,chr6-134412829-134413730,chr6-134435959-134437758
C5AR1,chr19-47309386-47310128,chr19-47323310-47324834
C5AR1,chr19-47309386-47310128,chr19-47336613-47337312
C5AR1,chr19-47323310-47324834,chr19-47336613-47337312
TAGAP,chr6-158654443-158654801,chr6-159044634-159045450
TAGAP,chr6-158654443-158654801,chr6-159092469-159093005
TAGAP,chr6-159044634-159045450,chr6-159092469-159093005
PDK1,chr2-172280682-172281245,chr2-172461855-172463707
PDK1,chr2-172280682-172281245,chr2-172555302-172556858
PDK1,chr2-172461855-172463707,chr2-172555302-172556858
RPL11,chr1-23483354-23484969,chr1-23530563-23531556
RPL11,chr1-23483354-23484969,chr1-23553945-23555196
RPL11,chr1-23530563-23531556,chr1-23553945-23555196
CARD11,chr7-2405782-2406316,chr7-2508182-2509263
CARD11,chr7-2405782-2406316,chr7-2558592-2559553
CARD11,chr7-2508182-2509263,chr7-2558592-2559553
RPL41,chr12-55929167-55929806,chr12-56266315-56267681
RPL41,chr12-55929167-55929806,chr12-55737864-55739077
RPL41,chr12-56266315-56267681,chr12-55737864-55739077
RPS16,chr19-39390432-39391773,chr19-39409482-39410260
RPS16,chr19-39390432-39391773,chr19-39444682-39446088
RPS16,chr19-39409482-39410260,chr19-39444682-39446088
LDLRAP1,chr1-25561510-25562892,chr1-25810353-25811139
LDLRAP1,chr1-25561510-25562892,chr1-25970802-25971930
LDLRAP1,chr1-25810353-25811139,chr1-25970802-25971930
BACH2,chr6-90273982-90275046,chr6-90285624-90286436
BACH2,chr6-90273982-90275046,chr6-90294613-90297274
BACH2,chr6-90285624-90286436,chr6-90294613-90297274
LRRC25,chr19-18170785-18171056,chr19-18223763-18224960
LRRC25,chr19-18170785-18171056,chr19-18571115-18572196
LRRC25,chr19-18223763-18224960,chr19-18571115-18572196
ELL,chr19-18112848-18113254,chr19-18495890-18496749
ELL,chr19-18112848-18113254,chr19-18514638-18515492
ELL,chr19-18495890-18496749,chr19-18514638-18515492
ERCC1,chr19-45455651-45456578,chr19-45478017-45479232
