gene,enhancer_1,enhancer_2
SPTAN1,chr9-128419704-128421657,chr9-128946760-128948531
SPTAN1,chr9-128503755-128505449,chr9-128946760-128948531
RPL7A,chr9-133133237-133134495,chr9-133144005-133144675
RPL7A,chr9-133133237-133134495,chr9-133147493-133147848
RPL7A,chr9-133133237-133134495,chr9-133700766-133703835
RPL7A,chr9-133144005-133144675,chr9-133147493-133147848
RPL7A,chr9-133144005-133144675,chr9-133700766-133703835
RPL7A,chr9-133147493-133147848,chr9-133700766-133703835
KLF6,chr10-3774032-3774510,chr10-3775801-3776433
KLF6,chr10-3774032-3774510,chr10-3777051-3777260
KLF6,chr10-3775801-3776433,chr10-3777051-3777260
GDI2,chr10-6088513-6090077,chr10-6188104-6188893
PRKCQ,chr10-6050488-6051549,chr10-6144310-6145865
PRKCQ,chr10-6050488-6051549,chr10-6201013-6201923
PRKCQ,chr10-6050488-6051549,chr10-6401504-6402116
PRKCQ,chr10-6050488-6051549,chr10-6542745-6544014
PRKCQ,chr10-6050488-6051549,chr10-6579892-6580734
PRKCQ,chr10-6144310-6145865,chr10-6201013-6201923
PRKCQ,chr10-6144310-6145865,chr10-6401504-6402116
PRKCQ,chr10-6144310-6145865,chr10-6542745-6544014
PRKCQ,chr10-6144310-6145865,chr10-6579892-6580734
PRKCQ,chr10-6201013-6201923,chr10-6401504-6402116
PRKCQ,chr10-6201013-6201923,chr10-6542745-6544014
PRKCQ,chr10-6201013-6201923,chr10-6579892-6580734
PRKCQ,chr10-6401504-6402116,chr10-6542745-6544014
PRKCQ,chr10-6401504-6402116,chr10-6579892-6580734
PRKCQ,chr10-6542745-6544014,chr10-6579892-6580734
PRKCQ-AS1,chr10-6088513-6090077,chr10-6163161-6164692
PRKCQ-AS1,chr10-6088513-6090077,chr10-6201013-6201923
PRKCQ-AS1,chr10-6088513-6090077,chr10-6401504-6402116
PRKCQ-AS1,chr10-6088513-6090077,chr10-6542745-6544014
PRKCQ-AS1,chr10-6088513-6090077,chr10-6579892-6580734
PRKCQ-AS1,chr10-6163161-6164692,chr10-6201013-6201923
PRKCQ-AS1,chr10-6163161-6164692,chr10-6401504-6402116
PRKCQ-AS1,chr10-6163161-6164692,chr10-6542745-6544014
PRKCQ-AS1,chr10-6163161-6164692,chr10-6579892-6580734
PRKCQ-AS1,chr10-6201013-6201923,chr10-6401504-6402116
PRKCQ-AS1,chr10-6201013-6201923,chr10-6542745-6544014
PRKCQ-AS1,chr10-6201013-6201923,chr10-6579892-6580734
PRKCQ-AS1,chr10-6401504-6402116,chr10-6542745-6544014
PRKCQ-AS1,chr10-6401504-6402116,chr10-6579892-6580734
PRKCQ-AS1,chr10-6542745-6544014,chr10-6579892-6580734
UPF2,chr10-11757500-11758349,chr10-12068236-12069714
VIM,chr10-17023141-17024273,chr10-17025462-17026070
VIM,chr10-17023141-17024273,chr10-17200348-17201851
VIM,chr10-17023141-17024273,chr10-17205822-17206756
VIM,chr10-17023141-17024273,chr10-17216064-17217346
VIM,chr10-17023141-17024273,chr10-17238043-17240207
VIM,chr10-17025462-17026070,chr10-17200348-17201851
VIM,chr10-17025462-17026070,chr10-17205822-17206756
VIM,chr10-17025462-17026070,chr10-17216064-17217346
VIM,chr10-17025462-17026070,chr10-17238043-17240207
VIM,chr10-17200348-17201851,chr10-17205822-17206756
VIM,chr10-17200348-17201851,chr10-17216064-17217346
VIM,chr10-17200348-17201851,chr10-17238043-17240207
VIM,chr10-17205822-17206756,chr10-17216064-17217346
VIM,chr10-17205822-17206756,chr10-17238043-17240207
VIM,chr10-17216064-17217346,chr10-17238043-17240207
ANK3,chr10-59905042-59907136,chr10-60732207-60733670
SRGN,chr10-69088841-69089191,chr10-69101529-69102023
SRGN,chr10-69088841-69089191,chr10-69105512-69106566
SRGN,chr10-69101529-69102023,chr10-69105512-69106566
PSAP,chr10-71726090-71728300,chr10-71773126-71774233
PSAP,chr10-71726090-71728300,chr10-72087001-72089123
PSAP,chr10-71726090-71728300,chr10-72247780-72249341
PSAP,chr10-71726090-71728300,chr10-72319251-72320480
PSAP,chr10-71726090-71728300,chr10-71318715-71319975
PSAP,chr10-71773126-71774233,chr10-72087001-72089123
PSAP,chr10-71773126-71774233,chr10-72247780-72249341
PSAP,chr10-71773126-71774233,chr10-72319251-72320480
PSAP,chr10-71773126-71774233,chr10-71318715-71319975
PSAP,chr10-72087001-72089123,chr10-72247780-72249341
PSAP,chr10-72087001-72089123,chr10-72319251-72320480
PSAP,chr10-72087001-72089123,chr10-71318715-71319975
PSAP,chr10-72247780-72249341,chr10-72319251-72320480
PSAP,chr10-72247780-72249341,chr10-71318715-71319975
PSAP,chr10-72319251-72320480,chr10-71318715-71319975
CAMK2G,chr10-73717267-73718162,chr10-74175935-74177407
ITPRIP,chr10-104321948-104322826,chr10-104323973-104324596
ITPRIP,chr10-104321948-104322826,chr10-104328751-104329641
ITPRIP,chr10-104323973-104324596,chr10-104328751-104329641
ADD3,chr10-110006911-110008988,chr10-110076473-110078137
ADD3,chr10-110006911-110008988,chr10-110414223-110415076
ADD3,chr10-110076473-110078137,chr10-110414223-110415076
TCF7L2,chr10-112851394-112852686,chr10-113151017-113152007
TCF7L2,chr10-112851394-112852686,chr10-113169691-113170530
