gene,enhancer_1,enhancer_2
AIF1,chr6-31541066-31542615,chr6-31896618-31898623
AIF1,chr6-31541066-31542615,chr6-31571862-31572932
AIF1,chr6-31664390-31666283,chr6-31821276-31822790
AIF1,chr6-31664390-31666283,chr6-31896618-31898623
AIF1,chr6-31664390-31666283,chr6-31571862-31572932
AIF1,chr6-31821276-31822790,chr6-31896618-31898623
AIF1,chr6-31821276-31822790,chr6-31571862-31572932
AIF1,chr6-31896618-31898623,chr6-31571862-31572932
PRRC2A,chr6-31203321-31204552,chr6-31737433-31738303
HLA-DRA,chr6-32189750-32190534,chr6-32439184-32440116
HLA-DRA,chr6-32189750-32190534,chr6-32529518-32530725
HLA-DRA,chr6-32189750-32190534,chr6-32589000-32590112
HLA-DRA,chr6-32189750-32190534,chr6-32622245-32623990
HLA-DRA,chr6-32189750-32190534,chr6-32627719-32628215
HLA-DRA,chr6-32189750-32190534,chr6-32666204-32666875
HLA-DRA,chr6-32189750-32190534,chr6-32668092-32668702
HLA-DRA,chr6-32189750-32190534,chr6-32796682-32797757
HLA-DRA,chr6-32189750-32190534,chr6-32472659-32474242
HLA-DRA,chr6-32189750-32190534,chr6-32636861-32637580
HLA-DRA,chr6-32439184-32440116,chr6-32529518-32530725
HLA-DRA,chr6-32439184-32440116,chr6-32589000-32590112
HLA-DRA,chr6-32439184-32440116,chr6-32622245-32623990
HLA-DRA,chr6-32439184-32440116,chr6-32627719-32628215
HLA-DRA,chr6-32439184-32440116,chr6-32666204-32666875
HLA-DRA,chr6-32439184-32440116,chr6-32668092-32668702
HLA-DRA,chr6-32439184-32440116,chr6-32796682-32797757
HLA-DRA,chr6-32439184-32440116,chr6-32472659-32474242
HLA-DRA,chr6-32439184-32440116,chr6-32636861-32637580
HLA-DRA,chr6-32529518-32530725,chr6-32589000-32590112
HLA-DRA,chr6-32529518-32530725,chr6-32622245-32623990
HLA-DRA,chr6-32529518-32530725,chr6-32627719-32628215
HLA-DRA,chr6-32529518-32530725,chr6-32666204-32666875
HLA-DRA,chr6-32529518-32530725,chr6-32668092-32668702
HLA-DRA,chr6-32529518-32530725,chr6-32796682-32797757
HLA-DRA,chr6-32529518-32530725,chr6-32472659-32474242
HLA-DRA,chr6-32529518-32530725,chr6-32636861-32637580
HLA-DRA,chr6-32589000-32590112,chr6-32622245-32623990
HLA-DRA,chr6-32589000-32590112,chr6-32627719-32628215
HLA-DRA,chr6-32589000-32590112,chr6-32666204-32666875
HLA-DRA,chr6-32589000-32590112,chr6-32668092-32668702
HLA-DRA,chr6-32589000-32590112,chr6-32796682-32797757
HLA-DRA,chr6-32589000-32590112,chr6-32472659-32474242
HLA-DRA,chr6-32589000-32590112,chr6-32636861-32637580
HLA-DRA,chr6-32622245-32623990,chr6-32627719-32628215
HLA-DRA,chr6-32622245-32623990,chr6-32666204-32666875
HLA-DRA,chr6-32622245-32623990,chr6-32668092-32668702
HLA-DRA,chr6-32622245-32623990,chr6-32796682-32797757
HLA-DRA,chr6-32622245-32623990,chr6-32472659-32474242
HLA-DRA,chr6-32622245-32623990,chr6-32636861-32637580
HLA-DRA,chr6-32627719-32628215,chr6-32666204-32666875
HLA-DRA,chr6-32627719-32628215,chr6-32668092-32668702
HLA-DRA,chr6-32627719-32628215,chr6-32796682-32797757
HLA-DRA,chr6-32627719-32628215,chr6-32472659-32474242
HLA-DRA,chr6-32627719-32628215,chr6-32636861-32637580
HLA-DRA,chr6-32666204-32666875,chr6-32668092-32668702
HLA-DRA,chr6-32666204-32666875,chr6-32796682-32797757
HLA-DRA,chr6-32666204-32666875,chr6-32472659-32474242
HLA-DRA,chr6-32666204-32666875,chr6-32636861-32637580
HLA-DRA,chr6-32668092-32668702,chr6-32796682-32797757
HLA-DRA,chr6-32668092-32668702,chr6-32472659-32474242
HLA-DRA,chr6-32668092-32668702,chr6-32636861-32637580
HLA-DRA,chr6-32796682-32797757,chr6-32472659-32474242
HLA-DRA,chr6-32796682-32797757,chr6-32636861-32637580
HLA-DRA,chr6-32472659-32474242,chr6-32636861-32637580
HLA-DRB5,chr6-32127691-32128597,chr6-32529518-32530725
HLA-DRB5,chr6-32127691-32128597,chr6-33027601-33028840
HLA-DRB5,chr6-32127691-32128597,chr6-33029051-33030140
HLA-DRB5,chr6-32127691-32128597,chr6-32636861-32637580
HLA-DRB5,chr6-32529518-32530725,chr6-33027601-33028840
HLA-DRB5,chr6-32529518-32530725,chr6-33029051-33030140
HLA-DRB5,chr6-32529518-32530725,chr6-32636861-32637580
HLA-DRB5,chr6-33027601-33028840,chr6-33029051-33030140
HLA-DRB5,chr6-33027601-33028840,chr6-32636861-32637580
HLA-DRB5,chr6-33029051-33030140,chr6-32636861-32637580
HLA-DRB1,chr6-32439184-32440116,chr6-32529518-32530725
HLA-DRB1,chr6-32439184-32440116,chr6-32589000-32590112
HLA-DRB1,chr6-32439184-32440116,chr6-32668092-32668702
HLA-DRB1,chr6-32439184-32440116,chr6-33027601-33028840
HLA-DRB1,chr6-32439184-32440116,chr6-33029051-33030140
HLA-DRB1,chr6-32439184-32440116,chr6-33073311-33073903
HLA-DRB1,chr6-32439184-32440116,chr6-33075303-33076229
HLA-DRB1,chr6-32439184-32440116,chr6-32472659-32474242
HLA-DRB1,chr6-32439184-32440116,chr6-32636861-32637580
HLA-DRB1,chr6-32529518-32530725,chr6-32589000-32590112
HLA-DRB1,chr6-32529518-32530725,chr6-32668092-32668702
HLA-DRB1,chr6-32529518-32530725,chr6-33027601-33028840
