gene,enhancer_1,enhancer_2
RPL18A,chr19-18290177-18290702,chr19-18294400-18294921
IFI30,chr19-17747234-17747916,chr19-17764864-17765501
IFI30,chr19-17747234-17747916,chr19-18109454-18110637
IFI30,chr19-17747234-17747916,chr19-18117329-18118411
IFI30,chr19-17747234-17747916,chr19-18274233-18274474
IFI30,chr19-17747234-17747916,chr19-18274881-18275084
IFI30,chr19-17747234-17747916,chr19-18294400-18294921
IFI30,chr19-17747234-17747916,chr19-18322407-18323536
IFI30,chr19-17747234-17747916,chr19-18418548-18419754
IFI30,chr19-17747234-17747916,chr19-18428525-18429590
IFI30,chr19-17747234-17747916,chr19-18436940-18438333
IFI30,chr19-17747234-17747916,chr19-18495890-18496749
IFI30,chr19-17747234-17747916,chr19-18571115-18572196
IFI30,chr19-17747234-17747916,chr19-18587918-18589713
IFI30,chr19-17747234-17747916,chr19-18593962-18594660
IFI30,chr19-17764864-17765501,chr19-18109454-18110637
IFI30,chr19-17764864-17765501,chr19-18117329-18118411
IFI30,chr19-17764864-17765501,chr19-18274233-18274474
IFI30,chr19-17764864-17765501,chr19-18274881-18275084
IFI30,chr19-17764864-17765501,chr19-18294400-18294921
IFI30,chr19-17764864-17765501,chr19-18322407-18323536
IFI30,chr19-17764864-17765501,chr19-18418548-18419754
IFI30,chr19-17764864-17765501,chr19-18428525-18429590
IFI30,chr19-17764864-17765501,chr19-18436940-18438333
IFI30,chr19-17764864-17765501,chr19-18495890-18496749
IFI30,chr19-17764864-17765501,chr19-18571115-18572196
IFI30,chr19-17764864-17765501,chr19-18587918-18589713
IFI30,chr19-17764864-17765501,chr19-18593962-18594660
IFI30,chr19-18109454-18110637,chr19-18117329-18118411
IFI30,chr19-18109454-18110637,chr19-18274233-18274474
IFI30,chr19-18109454-18110637,chr19-18274881-18275084
IFI30,chr19-18109454-18110637,chr19-18294400-18294921
IFI30,chr19-18109454-18110637,chr19-18322407-18323536
IFI30,chr19-18109454-18110637,chr19-18418548-18419754
IFI30,chr19-18109454-18110637,chr19-18428525-18429590
IFI30,chr19-18109454-18110637,chr19-18436940-18438333
IFI30,chr19-18109454-18110637,chr19-18495890-18496749
IFI30,chr19-18109454-18110637,chr19-18571115-18572196
IFI30,chr19-18109454-18110637,chr19-18587918-18589713
IFI30,chr19-18109454-18110637,chr19-18593962-18594660
IFI30,chr19-18117329-18118411,chr19-18274233-18274474
IFI30,chr19-18117329-18118411,chr19-18274881-18275084
IFI30,chr19-18117329-18118411,chr19-18294400-18294921
IFI30,chr19-18117329-18118411,chr19-18322407-18323536
IFI30,chr19-18117329-18118411,chr19-18418548-18419754
IFI30,chr19-18117329-18118411,chr19-18428525-18429590
IFI30,chr19-18117329-18118411,chr19-18436940-18438333
IFI30,chr19-18117329-18118411,chr19-18495890-18496749
IFI30,chr19-18117329-18118411,chr19-18571115-18572196
IFI30,chr19-18117329-18118411,chr19-18587918-18589713
IFI30,chr19-18117329-18118411,chr19-18593962-18594660
IFI30,chr19-18274233-18274474,chr19-18274881-18275084
IFI30,chr19-18274233-18274474,chr19-18294400-18294921
IFI30,chr19-18274233-18274474,chr19-18322407-18323536
IFI30,chr19-18274233-18274474,chr19-18418548-18419754
IFI30,chr19-18274233-18274474,chr19-18428525-18429590
IFI30,chr19-18274233-18274474,chr19-18436940-18438333
IFI30,chr19-18274233-18274474,chr19-18495890-18496749
IFI30,chr19-18274233-18274474,chr19-18571115-18572196
IFI30,chr19-18274233-18274474,chr19-18587918-18589713
IFI30,chr19-18274233-18274474,chr19-18593962-18594660
IFI30,chr19-18274881-18275084,chr19-18294400-18294921
IFI30,chr19-18274881-18275084,chr19-18322407-18323536
IFI30,chr19-18274881-18275084,chr19-18418548-18419754
IFI30,chr19-18274881-18275084,chr19-18428525-18429590
IFI30,chr19-18274881-18275084,chr19-18436940-18438333
IFI30,chr19-18274881-18275084,chr19-18495890-18496749
IFI30,chr19-18274881-18275084,chr19-18571115-18572196
IFI30,chr19-18274881-18275084,chr19-18587918-18589713
IFI30,chr19-18274881-18275084,chr19-18593962-18594660
IFI30,chr19-18294400-18294921,chr19-18322407-18323536
IFI30,chr19-18294400-18294921,chr19-18418548-18419754
IFI30,chr19-18294400-18294921,chr19-18428525-18429590
IFI30,chr19-18294400-18294921,chr19-18436940-18438333
IFI30,chr19-18294400-18294921,chr19-18495890-18496749
IFI30,chr19-18294400-18294921,chr19-18571115-18572196
IFI30,chr19-18294400-18294921,chr19-18587918-18589713
IFI30,chr19-18294400-18294921,chr19-18593962-18594660
IFI30,chr19-18322407-18323536,chr19-18418548-18419754
IFI30,chr19-18322407-18323536,chr19-18428525-18429590
IFI30,chr19-18322407-18323536,chr19-18436940-18438333
IFI30,chr19-18322407-18323536,chr19-18495890-18496749
IFI30,chr19-18322407-18323536,chr19-18571115-18572196
IFI30,chr19-18322407-18323536,chr19-18587918-18589713
IFI30,chr19-18322407-18323536,chr19-18593962-18594660
IFI30,chr19-18418548-18419754,chr19-18428525-18429590
