gene,enhancer_1,enhancer_2
CTSS,chr1-150514839-150516440,chr1-151069980-151071590
CTSS,chr1-150514839-150516440,chr1-151130923-151132155
CTSS,chr1-150514839-150516440,chr1-151145609-151147259
CTSS,chr1-150514839-150516440,chr1-151189514-151190574
CTSS,chr1-150514839-150516440,chr1-151197881-151199680
CTSS,chr1-150548569-150549514,chr1-150696198-150697796
CTSS,chr1-150548569-150549514,chr1-150973513-150975267
CTSS,chr1-150548569-150549514,chr1-151069980-151071590
CTSS,chr1-150548569-150549514,chr1-151130923-151132155
CTSS,chr1-150548569-150549514,chr1-151145609-151147259
CTSS,chr1-150548569-150549514,chr1-151189514-151190574
CTSS,chr1-150548569-150549514,chr1-151197881-151199680
CTSS,chr1-150696198-150697796,chr1-150973513-150975267
CTSS,chr1-150696198-150697796,chr1-151069980-151071590
CTSS,chr1-150696198-150697796,chr1-151130923-151132155
CTSS,chr1-150696198-150697796,chr1-151145609-151147259
CTSS,chr1-150696198-150697796,chr1-151189514-151190574
CTSS,chr1-150696198-150697796,chr1-151197881-151199680
CTSS,chr1-150973513-150975267,chr1-151069980-151071590
CTSS,chr1-150973513-150975267,chr1-151130923-151132155
CTSS,chr1-150973513-150975267,chr1-151145609-151147259
CTSS,chr1-150973513-150975267,chr1-151189514-151190574
CTSS,chr1-150973513-150975267,chr1-151197881-151199680
CTSS,chr1-151069980-151071590,chr1-151130923-151132155
CTSS,chr1-151069980-151071590,chr1-151145609-151147259
CTSS,chr1-151069980-151071590,chr1-151189514-151190574
CTSS,chr1-151069980-151071590,chr1-151197881-151199680
CTSS,chr1-151130923-151132155,chr1-151145609-151147259
CTSS,chr1-151130923-151132155,chr1-151189514-151190574
CTSS,chr1-151130923-151132155,chr1-151197881-151199680
CTSS,chr1-151145609-151147259,chr1-151189514-151190574
CTSS,chr1-151145609-151147259,chr1-151197881-151199680
CTSS,chr1-151189514-151190574,chr1-151197881-151199680
S100A10,chr1-151941132-151941739,chr1-152000707-152002043
S100A10,chr1-151941132-151941739,chr1-151992395-151994546
S100A10,chr1-152000707-152002043,chr1-151992395-151994546
S100A9,chr1-153357164-153358371,chr1-153386141-153386994
RPS27,chr1-153535198-153536560,chr1-153544669-153546090
RPS27,chr1-153535198-153536560,chr1-153633299-153634614
RPS27,chr1-153535198-153536560,chr1-153670327-153672160
RPS27,chr1-153535198-153536560,chr1-153678402-153679988
RPS27,chr1-153535198-153536560,chr1-153782979-153784163
RPS27,chr1-153535198-153536560,chr1-153921782-153923783
RPS27,chr1-153535198-153536560,chr1-153963169-153963947
RPS27,chr1-153535198-153536560,chr1-154157449-154158661
RPS27,chr1-153535198-153536560,chr1-154324586-154326454
RPS27,chr1-153535198-153536560,chr1-154328210-154328942
RPS27,chr1-153535198-153536560,chr1-154334798-154335395
RPS27,chr1-153535198-153536560,chr1-154342513-154343557
RPS27,chr1-153544669-153546090,chr1-153633299-153634614
RPS27,chr1-153544669-153546090,chr1-153670327-153672160
RPS27,chr1-153544669-153546090,chr1-153678402-153679988
RPS27,chr1-153544669-153546090,chr1-153782979-153784163
RPS27,chr1-153544669-153546090,chr1-153921782-153923783
RPS27,chr1-153544669-153546090,chr1-153963169-153963947
RPS27,chr1-153544669-153546090,chr1-154157449-154158661
RPS27,chr1-153544669-153546090,chr1-154324586-154326454
RPS27,chr1-153544669-153546090,chr1-154328210-154328942
RPS27,chr1-153544669-153546090,chr1-154334798-154335395
RPS27,chr1-153544669-153546090,chr1-154342513-154343557
RPS27,chr1-153633299-153634614,chr1-153670327-153672160
RPS27,chr1-153633299-153634614,chr1-153678402-153679988
RPS27,chr1-153633299-153634614,chr1-153782979-153784163
RPS27,chr1-153633299-153634614,chr1-153921782-153923783
RPS27,chr1-153633299-153634614,chr1-153963169-153963947
RPS27,chr1-153633299-153634614,chr1-154157449-154158661
RPS27,chr1-153633299-153634614,chr1-154324586-154326454
RPS27,chr1-153633299-153634614,chr1-154328210-154328942
RPS27,chr1-153633299-153634614,chr1-154334798-154335395
RPS27,chr1-153633299-153634614,chr1-154342513-154343557
RPS27,chr1-153670327-153672160,chr1-153678402-153679988
RPS27,chr1-153670327-153672160,chr1-153782979-153784163
RPS27,chr1-153670327-153672160,chr1-153921782-153923783
RPS27,chr1-153670327-153672160,chr1-153963169-153963947
RPS27,chr1-153670327-153672160,chr1-154157449-154158661
RPS27,chr1-153670327-153672160,chr1-154324586-154326454
RPS27,chr1-153670327-153672160,chr1-154328210-154328942
RPS27,chr1-153670327-153672160,chr1-154334798-154335395
RPS27,chr1-153670327-153672160,chr1-154342513-154343557
RPS27,chr1-153678402-153679988,chr1-153782979-153784163
RPS27,chr1-153678402-153679988,chr1-153921782-153923783
RPS27,chr1-153678402-153679988,chr1-153963169-153963947
RPS27,chr1-153678402-153679988,chr1-154157449-154158661
RPS27,chr1-153678402-153679988,chr1-154324586-154326454
RPS27,chr1-153678402-153679988,chr1-154328210-154328942
RPS27,chr1-153678402-153679988,chr1-154334798-154335395
