gene,enhancer_1,enhancer_2
TCF7L2,chr10-112851394-112852686,chr10-113322548-113323209
TCF7L2,chr10-113151017-113152007,chr10-113169691-113170530
TCF7L2,chr10-113151017-113152007,chr10-113322548-113323209
TCF7L2,chr10-113169691-113170530,chr10-113322548-113323209
ABLIM1,chr10-114173377-114175080,chr10-114525550-114527198
IFITM3,chr11-567562-569247,chr11-746535-748793
IFITM3,chr11-567562-569247,chr11-776557-778157
IFITM3,chr11-746535-748793,chr11-776557-778157
RPLP2,chr11-554554-555373,chr11-842034-843019
PNPLA2,chr11-821033-821468,chr11-826961-827461
CD44,chr11-35138547-35140084,chr11-35303605-35304721
CD44,chr11-35138547-35140084,chr11-35077522-35078474
CD44,chr11-35303605-35304721,chr11-35077522-35078474
CD6,chr11-60841336-60842985,chr11-60913541-60914904
CD6,chr11-60841336-60842985,chr11-60985982-60986866
CD6,chr11-60841336-60842985,chr11-61021299-61022229
CD6,chr11-60841336-60842985,chr11-61025709-61026961
CD6,chr11-60841336-60842985,chr11-61041712-61043416
CD6,chr11-60841336-60842985,chr11-61101794-61103484
CD6,chr11-60841336-60842985,chr11-61332319-61333774
CD6,chr11-60841336-60842985,chr11-61429103-61430461
CD6,chr11-60913541-60914904,chr11-60985982-60986866
CD6,chr11-60913541-60914904,chr11-61021299-61022229
CD6,chr11-60913541-60914904,chr11-61025709-61026961
CD6,chr11-60913541-60914904,chr11-61041712-61043416
CD6,chr11-60913541-60914904,chr11-61101794-61103484
CD6,chr11-60913541-60914904,chr11-61332319-61333774
CD6,chr11-60913541-60914904,chr11-61429103-61430461
CD6,chr11-60985982-60986866,chr11-61021299-61022229
CD6,chr11-60985982-60986866,chr11-61025709-61026961
CD6,chr11-60985982-60986866,chr11-61041712-61043416
CD6,chr11-60985982-60986866,chr11-61101794-61103484
CD6,chr11-60985982-60986866,chr11-61332319-61333774
CD6,chr11-60985982-60986866,chr11-61429103-61430461
CD6,chr11-61021299-61022229,chr11-61025709-61026961
CD6,chr11-61021299-61022229,chr11-61041712-61043416
CD6,chr11-61021299-61022229,chr11-61101794-61103484
CD6,chr11-61021299-61022229,chr11-61332319-61333774
CD6,chr11-61021299-61022229,chr11-61429103-61430461
CD6,chr11-61025709-61026961,chr11-61041712-61043416
CD6,chr11-61025709-61026961,chr11-61101794-61103484
CD6,chr11-61025709-61026961,chr11-61332319-61333774
CD6,chr11-61025709-61026961,chr11-61429103-61430461
CD6,chr11-61041712-61043416,chr11-61101794-61103484
CD6,chr11-61041712-61043416,chr11-61332319-61333774
CD6,chr11-61041712-61043416,chr11-61429103-61430461
CD6,chr11-61101794-61103484,chr11-61332319-61333774
CD6,chr11-61101794-61103484,chr11-61429103-61430461
CD6,chr11-61332319-61333774,chr11-61429103-61430461
FAU,chr11-64844129-64845149,chr11-65013166-65014933
FAU,chr11-64844129-64845149,chr11-65424922-65425469
FAU,chr11-64844129-64845149,chr11-65539626-65541210
FAU,chr11-64844129-64845149,chr11-65575502-65576144
FAU,chr11-65013166-65014933,chr11-65424922-65425469
FAU,chr11-65013166-65014933,chr11-65539626-65541210
FAU,chr11-65013166-65014933,chr11-65575502-65576144
FAU,chr11-65424922-65425469,chr11-65539626-65541210
FAU,chr11-65424922-65425469,chr11-65575502-65576144
FAU,chr11-65539626-65541210,chr11-65575502-65576144
CFL1,chr11-65651628-65653429,chr11-65775460-65776547
CFL1,chr11-65651628-65653429,chr11-66288457-66289795
CFL1,chr11-65775460-65776547,chr11-66288457-66289795
FOSL1,chr11-65553004-65553666,chr11-65899102-65900837
PACS1,chr11-66346995-66348352,chr11-66256775-66258620
PACS1,chr11-66346995-66348352,chr11-66370998-66372661
PACS1,chr11-66256775-66258620,chr11-66370998-66372661
TBC1D10C,chr11-67408974-67409965,chr11-67420513-67421490
TBC1D10C,chr11-67408974-67409965,chr11-67484011-67485272
TBC1D10C,chr11-67408974-67409965,chr11-67403585-67404035
TBC1D10C,chr11-67420513-67421490,chr11-67484011-67485272
TBC1D10C,chr11-67420513-67421490,chr11-67403585-67404035
TBC1D10C,chr11-67484011-67485272,chr11-67403585-67404035
CORO1B,chr11-67312311-67312898,chr11-67648822-67649541
CD3E,chr11-118224575-118225192,chr11-118251625-118253014
CD3E,chr11-118224575-118225192,chr11-118315474-118317275
CD3E,chr11-118224575-118225192,chr11-118435316-118436919
CD3E,chr11-118224575-118225192,chr11-118530303-118531929
CD3E,chr11-118224575-118225192,chr11-118571633-118573470
CD3E,chr11-118224575-118225192,chr11-118607325-118611234
CD3E,chr11-118224575-118225192,chr11-118699183-118700548
CD3E,chr11-118251625-118253014,chr11-118315474-118317275
CD3E,chr11-118251625-118253014,chr11-118435316-118436919
CD3E,chr11-118251625-118253014,chr11-118530303-118531929
CD3E,chr11-118251625-118253014,chr11-118571633-118573470
CD3E,chr11-118251625-118253014,chr11-118607325-118611234
CD3E,chr11-118251625-118253014,chr11-118699183-118700548
