gene,enhancer_1,enhancer_2
CIITA,chr16-10752783-10753628,chr16-11325485-11326079
CIITA,chr16-10828521-10829378,chr16-11325485-11326079
LAT,chr16-28984172-28985582,chr16-29012855-29013546
NLRC5,chr16-56624959-56626294,chr16-56988395-56989920
NLRC5,chr16-56624959-56626294,chr16-57083912-57085192
NLRC5,chr16-56988395-56989920,chr16-57083912-57085192
TRADD,chr16-66933757-66935421,chr16-66947061-66949051
PLCG2,chr16-81313990-81315927,chr16-82169407-82170813
PLCG2,chr16-81313990-81315927,chr16-81444011-81445723
PLCG2,chr16-82169407-82170813,chr16-81444011-81445723
RPL13,chr16-89557447-89557706,chr16-89720616-89722995
P2RX1,chr17-3915889-3917471,chr17-4002169-4002662
GABARAP,chr17-7035014-7036788,chr17-7204331-7205591
GABARAP,chr17-7035014-7036788,chr17-7233929-7234779
GABARAP,chr17-7035014-7036788,chr17-7239181-7239940
GABARAP,chr17-7035014-7036788,chr17-7262227-7263739
GABARAP,chr17-7035014-7036788,chr17-7328808-7330557
GABARAP,chr17-7035014-7036788,chr17-7336093-7337206
GABARAP,chr17-7035014-7036788,chr17-7383545-7384678
GABARAP,chr17-7035014-7036788,chr17-7434845-7437292
GABARAP,chr17-7035014-7036788,chr17-7454979-7456633
GABARAP,chr17-7035014-7036788,chr17-7478339-7479799
GABARAP,chr17-7035014-7036788,chr17-7483195-7485296
GABARAP,chr17-7035014-7036788,chr17-7571990-7574070
GABARAP,chr17-7035014-7036788,chr17-7613887-7615577
GABARAP,chr17-7204331-7205591,chr17-7233929-7234779
GABARAP,chr17-7204331-7205591,chr17-7239181-7239940
GABARAP,chr17-7204331-7205591,chr17-7262227-7263739
GABARAP,chr17-7204331-7205591,chr17-7328808-7330557
GABARAP,chr17-7204331-7205591,chr17-7336093-7337206
GABARAP,chr17-7204331-7205591,chr17-7383545-7384678
GABARAP,chr17-7204331-7205591,chr17-7434845-7437292
GABARAP,chr17-7204331-7205591,chr17-7454979-7456633
GABARAP,chr17-7204331-7205591,chr17-7478339-7479799
GABARAP,chr17-7204331-7205591,chr17-7483195-7485296
GABARAP,chr17-7204331-7205591,chr17-7571990-7574070
GABARAP,chr17-7204331-7205591,chr17-7613887-7615577
GABARAP,chr17-7233929-7234779,chr17-7239181-7239940
GABARAP,chr17-7233929-7234779,chr17-7262227-7263739
GABARAP,chr17-7233929-7234779,chr17-7328808-7330557
GABARAP,chr17-7233929-7234779,chr17-7336093-7337206
GABARAP,chr17-7233929-7234779,chr17-7383545-7384678
GABARAP,chr17-7233929-7234779,chr17-7434845-7437292
GABARAP,chr17-7233929-7234779,chr17-7454979-7456633
GABARAP,chr17-7233929-7234779,chr17-7478339-7479799
GABARAP,chr17-7233929-7234779,chr17-7483195-7485296
GABARAP,chr17-7233929-7234779,chr17-7571990-7574070
GABARAP,chr17-7233929-7234779,chr17-7613887-7615577
GABARAP,chr17-7239181-7239940,chr17-7262227-7263739
GABARAP,chr17-7239181-7239940,chr17-7328808-7330557
GABARAP,chr17-7239181-7239940,chr17-7336093-7337206
GABARAP,chr17-7239181-7239940,chr17-7383545-7384678
GABARAP,chr17-7239181-7239940,chr17-7434845-7437292
GABARAP,chr17-7239181-7239940,chr17-7454979-7456633
GABARAP,chr17-7239181-7239940,chr17-7478339-7479799
GABARAP,chr17-7239181-7239940,chr17-7483195-7485296
GABARAP,chr17-7239181-7239940,chr17-7571990-7574070
GABARAP,chr17-7239181-7239940,chr17-7613887-7615577
GABARAP,chr17-7262227-7263739,chr17-7328808-7330557
GABARAP,chr17-7262227-7263739,chr17-7336093-7337206
GABARAP,chr17-7262227-7263739,chr17-7383545-7384678
GABARAP,chr17-7262227-7263739,chr17-7434845-7437292
GABARAP,chr17-7262227-7263739,chr17-7454979-7456633
GABARAP,chr17-7262227-7263739,chr17-7478339-7479799
GABARAP,chr17-7262227-7263739,chr17-7483195-7485296
GABARAP,chr17-7262227-7263739,chr17-7571990-7574070
GABARAP,chr17-7262227-7263739,chr17-7613887-7615577
GABARAP,chr17-7328808-7330557,chr17-7336093-7337206
GABARAP,chr17-7328808-7330557,chr17-7383545-7384678
GABARAP,chr17-7328808-7330557,chr17-7434845-7437292
GABARAP,chr17-7328808-7330557,chr17-7454979-7456633
GABARAP,chr17-7328808-7330557,chr17-7478339-7479799
GABARAP,chr17-7328808-7330557,chr17-7483195-7485296
GABARAP,chr17-7328808-7330557,chr17-7571990-7574070
GABARAP,chr17-7328808-7330557,chr17-7613887-7615577
GABARAP,chr17-7336093-7337206,chr17-7383545-7384678
GABARAP,chr17-7336093-7337206,chr17-7434845-7437292
GABARAP,chr17-7336093-7337206,chr17-7454979-7456633
GABARAP,chr17-7336093-7337206,chr17-7478339-7479799
GABARAP,chr17-7336093-7337206,chr17-7483195-7485296
GABARAP,chr17-7336093-7337206,chr17-7571990-7574070
GABARAP,chr17-7336093-7337206,chr17-7613887-7615577
GABARAP,chr17-7383545-7384678,chr17-7434845-7437292
GABARAP,chr17-7383545-7384678,chr17-7454979-7456633
GABARAP,chr17-7383545-7384678,chr17-7478339-7479799
GABARAP,chr17-7383545-7384678,chr17-7483195-7485296
