gene,enhancer_1,enhancer_2
RPS25,chr11-118925828-118926610,chr11-119017499-119019432
RPS25,chr11-118925828-118926610,chr11-119205032-119207457
RPS25,chr11-118928042-118930503,chr11-119017499-119019432
RPS25,chr11-118928042-118930503,chr11-119205032-119207457
RPS25,chr11-119017499-119019432,chr11-119205032-119207457
ETS1,chr11-128290004-128290877,chr11-128521754-128523296
ETS1,chr11-128290004-128290877,chr11-128624043-128625150
ETS1,chr11-128521754-128523296,chr11-128624043-128625150
CCND2,chr12-4030732-4032037,chr12-4268788-4269947
CCND2,chr12-4030732-4032037,chr12-4271709-4272951
CCND2,chr12-4268788-4269947,chr12-4271709-4272951
C12orf57,chr12-6605895-6608567,chr12-6943229-6944876
SLC2A3,chr12-7935132-7936584,chr12-7958627-7959008
SLC2A3,chr12-7935132-7936584,chr12-7959399-7961216
SLC2A3,chr12-7958627-7959008,chr12-7959399-7961216
CLEC4E,chr12-8465400-8466853,chr12-8539849-8541299
CLEC2D,chr12-9647383-9648617,chr12-9650333-9651112
CLEC2D,chr12-9647383-9648617,chr12-9764469-9765424
CLEC2D,chr12-9650333-9651112,chr12-9764469-9765424
CD69,chr12-9647383-9648617,chr12-9650333-9651112
CD69,chr12-9647383-9648617,chr12-9760519-9761118
CD69,chr12-9647383-9648617,chr12-9761303-9761762
CD69,chr12-9647383-9648617,chr12-9764469-9765424
CD69,chr12-9647383-9648617,chr12-9813598-9814704
CD69,chr12-9650333-9651112,chr12-9760519-9761118
CD69,chr12-9650333-9651112,chr12-9761303-9761762
CD69,chr12-9650333-9651112,chr12-9764469-9765424
CD69,chr12-9650333-9651112,chr12-9813598-9814704
CD69,chr12-9760519-9761118,chr12-9761303-9761762
CD69,chr12-9760519-9761118,chr12-9764469-9765424
CD69,chr12-9760519-9761118,chr12-9813598-9814704
CD69,chr12-9761303-9761762,chr12-9764469-9765424
CD69,chr12-9761303-9761762,chr12-9813598-9814704
CD69,chr12-9764469-9765424,chr12-9813598-9814704
CLEC12A,chr12-9647383-9648617,chr12-9760519-9761118
CLEC7A,chr12-9647383-9648617,chr12-10129683-10130371
CLEC7A,chr12-9647383-9648617,chr12-9764469-9765424
CLEC7A,chr12-10129683-10130371,chr12-9764469-9765424
DUSP16,chr12-12481367-12483254,chr12-12736144-12737428
LDHB,chr12-21437157-21438485,chr12-21656828-21658116
LDHB,chr12-21437157-21438485,chr12-22045848-22046978
LDHB,chr12-21656828-21658116,chr12-22045848-22046978
SLC38A1,chr12-46214719-46215485,chr12-46371037-46374011
SLC38A1,chr12-46214719-46215485,chr12-46266443-46270173
SLC38A1,chr12-46371037-46374011,chr12-46266443-46270173
TUBA1A,chr12-49182735-49183725,chr12-49187792-49189424
TUBA1A,chr12-49182735-49183725,chr12-49222268-49222966
TUBA1A,chr12-49187792-49189424,chr12-49222268-49222966
NR4A1,chr12-52045567-52046224,chr12-52059893-52060735
SP1,chr12-53370541-53372013,chr12-52903213-52904206
DGKA,chr12-55742759-55744256,chr12-55929167-55929806
DGKA,chr12-55742759-55744256,chr12-55966022-55967281
DGKA,chr12-55929167-55929806,chr12-55966022-55967281
RPS26,chr12-55926612-55928127,chr12-55929167-55929806
RPS26,chr12-55926612-55928127,chr12-56046800-56047456
RPS26,chr12-55926612-55928127,chr12-56266315-56267681
RPS26,chr12-55926612-55928127,chr12-56338296-56339243
RPS26,chr12-55929167-55929806,chr12-56046800-56047456
RPS26,chr12-55929167-55929806,chr12-56266315-56267681
RPS26,chr12-55929167-55929806,chr12-56338296-56339243
RPS26,chr12-56046800-56047456,chr12-56266315-56267681
RPS26,chr12-56046800-56047456,chr12-56338296-56339243
RPS26,chr12-56266315-56267681,chr12-56338296-56339243
RPL41,chr12-55929167-55929806,chr12-56266315-56267681
RPL41,chr12-55929167-55929806,chr12-55737864-55739077
RPL41,chr12-56266315-56267681,chr12-55737864-55739077
IRAK3,chr12-66144680-66145477,chr12-66188664-66189607
RAP1B,chr12-68364728-68365776,chr12-68367842-68368229
LYZ,chr12-69359213-69360493,chr12-69738313-69740004
ATP2B1-AS1,chr12-89762376-89762892,chr12-89768730-89769666
BTG1,chr12-91876735-91877634,chr12-92030038-92031163
BTG1,chr12-91876735-91877634,chr12-92592811-92594462
BTG1,chr12-92030038-92031163,chr12-92592811-92594462
SH2B3,chr12-111403368-111403570,chr12-111775118-111775980
RHOF,chr12-121399459-121401110,chr12-121589522-121591404
UBC,chr12-124645939-124646933,chr12-124910006-124911105
SPATA13,chr13-24274289-24274943,chr13-24274289-24274943
ELF1,chr13-41032548-41034018,chr13-41053180-41053769
RGCC,chr13-41032548-41034018,chr13-41456773-41459068
RGCC,chr13-41032548-41034018,chr13-41463037-41464153
RGCC,chr13-41032548-41034018,chr13-41464878-41465539
RGCC,chr13-41456773-41459068,chr13-41463037-41464153
RGCC,chr13-41456773-41459068,chr13-41464878-41465539
RGCC,chr13-41463037-41464153,chr13-41464878-41465539
KLF12,chr13-74132883-74136577,chr13-74286899-74288894
KLF12,chr13-74132883-74136577,chr13-74290035-74290733
