peak,gene
chr1-31963866-31964425,LCK
chr1-32066050-32066844,LCK
chr1-32072261-32073621,LCK
chr1-32107405-32108804,LCK
chr1-32179139-32180676,LCK
chr1-32200179-32201787,LCK
chr1-32205153-32206156,LCK
chr1-32215320-32215979,LCK
chr1-32221815-32222954,LCK
chr1-32239897-32241659,LCK
chr1-32248103-32248783,LCK
chr1-32249718-32250492,LCK
chr1-32251002-32251510,LCK
chr1-32263552-32264124,LCK
chr1-32272374-32274234,LCK
chr1-32291511-32292850,LCK
chr1-32321760-32322771,LCK
chr1-32334992-32336553,LCK
chr1-32336982-32338111,LCK
chr1-32339526-32339868,LCK
chr1-32350751-32352122,LCK
chr1-32361069-32362475,LCK
chr1-32371753-32372558,LCK
chr1-32393843-32395167,LCK
chr1-32520266-32521358,LCK
chr1-32611777-32612977,LCK
chr1-32649852-32651753,LCK
chr1-32711837-32712675,LCK
chr1-32753526-32754711,LCK
chr1-32013050-32015042,LCK
chr1-31981301-31982454,LCK
chr1-31815498-31816243,HDAC1
chr1-31826588-31827742,HDAC1
chr1-31848100-31849353,HDAC1
chr1-31888771-31889785,HDAC1
chr1-31904083-31905105,HDAC1
chr1-31920801-31921318,HDAC1
chr1-31937358-31938873,HDAC1
chr1-31939707-31940251,HDAC1
chr1-31943803-31945073,HDAC1
chr1-31954531-31955081,HDAC1
chr1-31955768-31956547,HDAC1
chr1-31957583-31958060,HDAC1
chr1-31963866-31964425,HDAC1
chr1-32066050-32066844,HDAC1
chr1-32072261-32073621,HDAC1
chr1-32107405-32108804,HDAC1
chr1-32179139-32180676,HDAC1
chr1-32200179-32201787,HDAC1
chr1-32205153-32206156,HDAC1
chr1-32215320-32215979,HDAC1
chr1-32221815-32222954,HDAC1
chr1-32239897-32241659,HDAC1
chr1-32248103-32248783,HDAC1
chr1-32249718-32250492,HDAC1
chr1-32251002-32251510,HDAC1
chr1-32263552-32264124,HDAC1
chr1-32272374-32274234,HDAC1
chr1-32291511-32292850,HDAC1
chr1-32321760-32322771,HDAC1
chr1-32334992-32336553,HDAC1
chr1-32336982-32338111,HDAC1
chr1-32339526-32339868,HDAC1
chr1-32350751-32352122,HDAC1
chr1-32361069-32362475,HDAC1
chr1-32371753-32372558,HDAC1
chr1-32393843-32395167,HDAC1
chr1-32520266-32521358,HDAC1
chr1-32611777-32612977,HDAC1
chr1-32649852-32651753,HDAC1
chr1-32711837-32712675,HDAC1
chr1-32753526-32754711,HDAC1
chr1-32798710-32799451,HDAC1
chr1-32013050-32015042,HDAC1
chr1-32816566-32818417,HDAC1
chr1-31981301-31982454,HDAC1
chr1-31848100-31849353,MARCKSL1
chr1-31888771-31889785,MARCKSL1
chr1-31904083-31905105,MARCKSL1
chr1-31920801-31921318,MARCKSL1
chr1-31937358-31938873,MARCKSL1
chr1-31939707-31940251,MARCKSL1
chr1-31943803-31945073,MARCKSL1
chr1-31954531-31955081,MARCKSL1
chr1-31955768-31956547,MARCKSL1
chr1-31957583-31958060,MARCKSL1
chr1-31963866-31964425,MARCKSL1
chr1-32066050-32066844,MARCKSL1
chr1-32072261-32073621,MARCKSL1
chr1-32107405-32108804,MARCKSL1
chr1-32179139-32180676,MARCKSL1
chr1-32200179-32201787,MARCKSL1
chr1-32205153-32206156,MARCKSL1
chr1-32215320-32215979,MARCKSL1
chr1-32221815-32222954,MARCKSL1
chr1-32239897-32241659,MARCKSL1
chr1-32248103-32248783,MARCKSL1
chr1-32249718-32250492,MARCKSL1
chr1-32251002-32251510,MARCKSL1
chr1-32263552-32264124,MARCKSL1
chr1-32272374-32274234,MARCKSL1
chr1-32291511-32292850,MARCKSL1
chr1-32321760-32322771,MARCKSL1
chr1-32334992-32336553,MARCKSL1
chr1-32336982-32338111,MARCKSL1
chr1-32339526-32339868,MARCKSL1
chr1-32350751-32352122,MARCKSL1
chr1-32361069-32362475,MARCKSL1
chr1-32371753-32372558,MARCKSL1
chr1-32393843-32395167,MARCKSL1
chr1-32520266-32521358,MARCKSL1
chr1-32611777-32612977,MARCKSL1
chr1-32649852-32651753,MARCKSL1
chr1-32711837-32712675,MARCKSL1
chr1-32753526-32754711,MARCKSL1
chr1-32798710-32799451,MARCKSL1
chr1-32013050-32015042,MARCKSL1
chr1-32816566-32818417,MARCKSL1
chr1-31981301-31982454,MARCKSL1
chr1-31888771-31889785,BSDC1
chr1-31904083-31905105,BSDC1
chr1-31920801-31921318,BSDC1
chr1-31937358-31938873,BSDC1
chr1-31939707-31940251,BSDC1
chr1-31943803-31945073,BSDC1
chr1-31954531-31955081,BSDC1
chr1-31955768-31956547,BSDC1
chr1-31957583-31958060,BSDC1
chr1-31963866-31964425,BSDC1
chr1-32066050-32066844,BSDC1
chr1-32072261-32073621,BSDC1
chr1-32107405-32108804,BSDC1
chr1-32179139-32180676,BSDC1
chr1-32200179-32201787,BSDC1
chr1-32205153-32206156,BSDC1
chr1-32215320-32215979,BSDC1
chr1-32221815-32222954,BSDC1
