peak,gene
chr12-6532320-6532930,MRPL51
chr12-6533286-6535458,MRPL51
chr12-6537838-6538096,MRPL51
chr12-6550325-6550697,MRPL51
chr12-6554138-6554447,MRPL51
chr12-6554999-6556362,MRPL51
chr12-6557985-6558298,MRPL51
chr12-6567361-6568701,MRPL51
chr12-6603174-6603536,MRPL51
chr12-6605393-6605625,MRPL51
chr12-6605895-6608567,MRPL51
chr12-6613006-6614372,MRPL51
chr12-6617724-6618012,MRPL51
chr12-6620050-6621012,MRPL51
chr12-6627416-6627942,MRPL51
chr12-6631212-6632609,MRPL51
chr12-6643455-6644566,MRPL51
chr12-6646560-6647582,MRPL51
chr12-6662582-6663561,MRPL51
chr12-6688297-6689971,MRPL51
chr12-6699838-6700999,MRPL51
chr12-6723422-6724799,MRPL51
chr12-6744771-6746216,MRPL51
chr12-6752395-6753919,MRPL51
chr12-6764029-6764631,MRPL51
chr12-6772108-6772548,MRPL51
chr12-6773368-6774087,MRPL51
chr12-6774692-6775078,MRPL51
chr12-6778434-6779251,MRPL51
chr12-6786380-6787130,MRPL51
chr12-6789079-6789692,MRPL51
chr12-6791888-6793273,MRPL51
chr12-6821064-6821978,MRPL51
chr12-6825490-6825857,MRPL51
chr12-6828191-6829554,MRPL51
chr12-6835564-6836037,MRPL51
chr12-6850868-6853327,MRPL51
chr12-6866778-6868191,MRPL51
chr12-6872221-6874035,MRPL51
chr12-6890588-6891860,MRPL51
chr12-6899492-6900342,MRPL51
chr12-6904259-6905490,MRPL51
chr12-6924228-6924605,MRPL51
chr12-6927359-6928624,MRPL51
chr12-6936560-6938285,MRPL51
chr12-6943229-6944876,MRPL51
chr12-6949300-6949545,MRPL51
chr12-6950890-6951474,MRPL51
chr12-6953421-6954271,MRPL51
chr12-6958807-6959623,MRPL51
chr12-6960792-6962005,MRPL51
chr12-6964896-6965353,MRPL51
chr12-6969992-6971401,MRPL51
chr12-6323155-6324399,MRPL51
chr12-6635235-6636516,MRPL51
chr12-6766073-6767269,MRPL51
chr12-6913768-6915409,MRPL51
chr12-6946147-6946824,MRPL51
chr12-6074226-6075688,NCAPD2
chr12-6138598-6139264,NCAPD2
chr12-6140759-6141397,NCAPD2
chr12-6166909-6168406,NCAPD2
chr12-6168645-6169676,NCAPD2
chr12-6199599-6201493,NCAPD2
chr12-6230512-6231144,NCAPD2
chr12-6278149-6279090,NCAPD2
chr12-6335622-6336802,NCAPD2
chr12-6337163-6337520,NCAPD2
chr12-6340783-6341065,NCAPD2
chr12-6341490-6342172,NCAPD2
chr12-6345342-6346124,NCAPD2
chr12-6363026-6364193,NCAPD2
chr12-6367528-6368427,NCAPD2
chr12-6376183-6377262,NCAPD2
chr12-6382987-6384456,NCAPD2
chr12-6416173-6417366,NCAPD2
chr12-6423362-6424067,NCAPD2
chr12-6426669-6427578,NCAPD2
chr12-6433840-6434667,NCAPD2
chr12-6444564-6445444,NCAPD2
chr12-6451099-6452643,NCAPD2
chr12-6460758-6462517,NCAPD2
chr12-6469862-6471320,NCAPD2
chr12-6492764-6494576,NCAPD2
chr12-6532320-6532930,NCAPD2
chr12-6533286-6535458,NCAPD2
chr12-6537838-6538096,NCAPD2
chr12-6550325-6550697,NCAPD2
chr12-6554138-6554447,NCAPD2
chr12-6554999-6556362,NCAPD2
chr12-6557985-6558298,NCAPD2
chr12-6567361-6568701,NCAPD2
chr12-6603174-6603536,NCAPD2
chr12-6605393-6605625,NCAPD2
chr12-6605895-6608567,NCAPD2
chr12-6613006-6614372,NCAPD2
chr12-6617724-6618012,NCAPD2
chr12-6620050-6621012,NCAPD2
chr12-6627416-6627942,NCAPD2
chr12-6631212-6632609,NCAPD2
chr12-6643455-6644566,NCAPD2
chr12-6646560-6647582,NCAPD2
chr12-6662582-6663561,NCAPD2
chr12-6688297-6689971,NCAPD2
chr12-6699838-6700999,NCAPD2
chr12-6723422-6724799,NCAPD2
chr12-6744771-6746216,NCAPD2
chr12-6752395-6753919,NCAPD2
chr12-6764029-6764631,NCAPD2
chr12-6772108-6772548,NCAPD2
chr12-6773368-6774087,NCAPD2
chr12-6774692-6775078,NCAPD2
chr12-6778434-6779251,NCAPD2
chr12-6786380-6787130,NCAPD2
chr12-6789079-6789692,NCAPD2
chr12-6791888-6793273,NCAPD2
chr12-6821064-6821978,NCAPD2
chr12-6825490-6825857,NCAPD2
chr12-6828191-6829554,NCAPD2
chr12-6835564-6836037,NCAPD2
chr12-6850868-6853327,NCAPD2
chr12-6866778-6868191,NCAPD2
chr12-6872221-6874035,NCAPD2
chr12-6890588-6891860,NCAPD2
chr12-6899492-6900342,NCAPD2
chr12-6904259-6905490,NCAPD2
chr12-6924228-6924605,NCAPD2
chr12-6927359-6928624,NCAPD2
chr12-6936560-6938285,NCAPD2
chr12-6943229-6944876,NCAPD2
chr12-6949300-6949545,NCAPD2
chr12-6950890-6951474,NCAPD2
chr12-6953421-6954271,NCAPD2
chr12-6958807-6959623,NCAPD2
chr12-6960792-6962005,NCAPD2
chr12-6964896-6965353,NCAPD2
chr12-6969992-6971401,NCAPD2
chr12-7017798-7019101,NCAPD2
chr12-6323155-6324399,NCAPD2
chr12-6635235-6636516,NCAPD2
chr12-6766073-6767269,NCAPD2
chr12-6913768-6915409,NCAPD2
chr12-6946147-6946824,NCAPD2
chr12-6074226-6075688,GAPDH
chr12-6138598-6139264,GAPDH
chr12-6140759-6141397,GAPDH
chr12-6166909-6168406,GAPDH
chr12-6168645-6169676,GAPDH
chr12-6199599-6201493,GAPDH
chr12-6230512-6231144,GAPDH
chr12-6278149-6279090,GAPDH
chr12-6335622-6336802,GAPDH
chr12-6337163-6337520,GAPDH
chr12-6340783-6341065,GAPDH
chr12-6341490-6342172,GAPDH
chr12-6345342-6346124,GAPDH
chr12-6363026-6364193,GAPDH
chr12-6367528-6368427,GAPDH
chr12-6376183-6377262,GAPDH
chr12-6382987-6384456,GAPDH
chr12-6416173-6417366,GAPDH
chr12-6423362-6424067,GAPDH
chr12-6426669-6427578,GAPDH
chr12-6433840-6434667,GAPDH
chr12-6444564-6445444,GAPDH
chr12-6451099-6452643,GAPDH
chr12-6460758-6462517,GAPDH
chr12-6469862-6471320,GAPDH
chr12-6492764-6494576,GAPDH
chr12-6532320-6532930,GAPDH
chr12-6533286-6535458,GAPDH
chr12-6537838-6538096,GAPDH
chr12-6550325-6550697,GAPDH
chr12-6554138-6554447,GAPDH
chr12-6554999-6556362,GAPDH
chr12-6557985-6558298,GAPDH
chr12-6567361-6568701,GAPDH
chr12-6603174-6603536,GAPDH
chr12-6605393-6605625,GAPDH
chr12-6605895-6608567,GAPDH
chr12-6613006-6614372,GAPDH
chr12-6617724-6618012,GAPDH
chr12-6620050-6621012,GAPDH
chr12-6627416-6627942,GAPDH
chr12-6631212-6632609,GAPDH
chr12-6643455-6644566,GAPDH
chr12-6646560-6647582,GAPDH
chr12-6662582-6663561,GAPDH
chr12-6688297-6689971,GAPDH
chr12-6699838-6700999,GAPDH
chr12-6723422-6724799,GAPDH
chr12-6744771-6746216,GAPDH
chr12-6752395-6753919,GAPDH
chr12-6764029-6764631,GAPDH
chr12-6772108-6772548,GAPDH
chr12-6773368-6774087,GAPDH
chr12-6774692-6775078,GAPDH
chr12-6778434-6779251,GAPDH
chr12-6786380-6787130,GAPDH
chr12-6789079-6789692,GAPDH
chr12-6791888-6793273,GAPDH
chr12-6821064-6821978,GAPDH
chr12-6825490-6825857,GAPDH
chr12-6828191-6829554,GAPDH
chr12-6835564-6836037,GAPDH
chr12-6850868-6853327,GAPDH
chr12-6866778-6868191,GAPDH
chr12-6872221-6874035,GAPDH
chr12-6890588-6891860,GAPDH
chr12-6899492-6900342,GAPDH
chr12-6904259-6905490,GAPDH
chr12-6924228-6924605,GAPDH
chr12-6927359-6928624,GAPDH
chr12-6936560-6938285,GAPDH
chr12-6943229-6944876,GAPDH
chr12-6949300-6949545,GAPDH
chr12-6950890-6951474,GAPDH
chr12-6953421-6954271,GAPDH
chr12-6958807-6959623,GAPDH
chr12-6960792-6962005,GAPDH
chr12-6964896-6965353,GAPDH
chr12-6969992-6971401,GAPDH
chr12-7017798-7019101,GAPDH
chr12-6323155-6324399,GAPDH
chr12-6635235-6636516,GAPDH
chr12-6766073-6767269,GAPDH
chr12-6913768-6915409,GAPDH
chr12-6946147-6946824,GAPDH
chr12-6074226-6075688,IFFO1
chr12-6138598-6139264,IFFO1
chr12-6140759-6141397,IFFO1
chr12-6166909-6168406,IFFO1
