peak,gene
chr18-58541703-58542997,MALT1
chr18-58564693-58565392,MALT1
chr18-58614721-58616079,MALT1
chr18-58649583-58650479,MALT1
chr18-58657274-58658863,MALT1
chr18-58715390-58716367,MALT1
chr18-58754449-58755905,MALT1
chr18-58764133-58764600,MALT1
chr18-58768167-58768829,MALT1
chr18-58862805-58864978,MALT1
chr18-58886508-58887960,MALT1
chr18-59139111-59140510,MALT1
chr18-58670487-58672224,MALT1
chr18-58687382-58688434,MALT1
chr18-58534908-58535717,ZNF532
chr18-58536302-58536868,ZNF532
chr18-58541703-58542997,ZNF532
chr18-58564693-58565392,ZNF532
chr18-58614721-58616079,ZNF532
chr18-58649583-58650479,ZNF532
chr18-58657274-58658863,ZNF532
chr18-58715390-58716367,ZNF532
chr18-58754449-58755905,ZNF532
chr18-58764133-58764600,ZNF532
chr18-58768167-58768829,ZNF532
chr18-58862805-58864978,ZNF532
chr18-58886508-58887960,ZNF532
chr18-59139111-59140510,ZNF532
chr18-58670487-58672224,ZNF532
chr18-58687382-58688434,ZNF532
chr18-59357938-59359660,ZNF532
chr18-58649583-58650479,SEC11C
chr18-58657274-58658863,SEC11C
chr18-58715390-58716367,SEC11C
chr18-58754449-58755905,SEC11C
chr18-58764133-58764600,SEC11C
chr18-58768167-58768829,SEC11C
chr18-58862805-58864978,SEC11C
chr18-58886508-58887960,SEC11C
chr18-59139111-59140510,SEC11C
chr18-58670487-58672224,SEC11C
chr18-58687382-58688434,SEC11C
chr18-59357938-59359660,SEC11C
chr18-58862805-58864978,LMAN1
chr18-58886508-58887960,LMAN1
chr18-59139111-59140510,LMAN1
chr18-59357938-59359660,LMAN1
chr18-59904495-59905240,PMAIP1
chr18-59911291-59912046,PMAIP1
chr18-59917334-59917797,PMAIP1
chr18-59899041-59901111,PMAIP1
chr18-61732631-61733844,PIGN
chr18-61738170-61739183,PIGN
chr18-61892762-61894862,PIGN
chr18-61975593-61976265,PIGN
chr18-62186334-62188291,PIGN
chr18-62331544-62332938,PIGN
chr18-62420303-62421193,PIGN
chr18-62505222-62506952,PIGN
chr18-62522260-62525033,PIGN
chr18-62526185-62526971,PIGN
chr18-62583502-62584972,PIGN
chr18-62324185-62326229,PIGN
chr18-61732631-61733844,RELCH
chr18-61738170-61739183,RELCH
chr18-61892762-61894862,RELCH
chr18-61975593-61976265,RELCH
chr18-62186334-62188291,RELCH
chr18-62331544-62332938,RELCH
chr18-62420303-62421193,RELCH
chr18-62505222-62506952,RELCH
chr18-62522260-62525033,RELCH
chr18-62526185-62526971,RELCH
chr18-62583502-62584972,RELCH
chr18-62714656-62717455,RELCH
chr18-62324185-62326229,RELCH
chr18-62186334-62188291,ZCCHC2
chr18-62331544-62332938,ZCCHC2
chr18-62420303-62421193,ZCCHC2
chr18-62505222-62506952,ZCCHC2
chr18-62522260-62525033,ZCCHC2
chr18-62526185-62526971,ZCCHC2
chr18-62583502-62584972,ZCCHC2
chr18-62714656-62717455,ZCCHC2
chr18-62869125-62870176,ZCCHC2
chr18-63074691-63075405,ZCCHC2
chr18-62324185-62326229,ZCCHC2
chr18-62331544-62332938,PHLPP1
chr18-62420303-62421193,PHLPP1
chr18-62505222-62506952,PHLPP1
chr18-62522260-62525033,PHLPP1
chr18-62526185-62526971,PHLPP1
chr18-62583502-62584972,PHLPP1
chr18-62714656-62717455,PHLPP1
chr18-62869125-62870176,PHLPP1
chr18-63074691-63075405,PHLPP1
chr18-63098016-63098955,PHLPP1
chr18-63137782-63138922,PHLPP1
chr18-63154946-63155801,PHLPP1
chr18-63160892-63162135,PHLPP1
chr18-63197225-63198187,PHLPP1
chr18-63199486-63200464,PHLPP1
chr18-63213026-63213789,PHLPP1
chr18-63216361-63217317,PHLPP1
chr18-63235984-63237263,PHLPP1
chr18-63249505-63250163,PHLPP1
chr18-63253147-63253636,PHLPP1
chr18-63290754-63291218,PHLPP1
chr18-63318005-63318430,PHLPP1
chr18-63319426-63321041,PHLPP1
chr18-63365981-63367884,PHLPP1
chr18-63440680-63441289,PHLPP1
chr18-63444358-63445261,PHLPP1
chr18-62324185-62326229,PHLPP1
chr18-63421564-63423245,PHLPP1
chr18-62714656-62717455,BCL2
chr18-62869125-62870176,BCL2
chr18-63074691-63075405,BCL2
chr18-63098016-63098955,BCL2
chr18-63137782-63138922,BCL2
chr18-63154946-63155801,BCL2
chr18-63160892-63162135,BCL2
chr18-63197225-63198187,BCL2
chr18-63199486-63200464,BCL2
chr18-63213026-63213789,BCL2
