peak,gene
chr22-39173766-39174963,APOBEC3C
chr22-39501450-39503261,APOBEC3C
chr22-38549197-38550465,APOBEC3F
chr22-38569411-38571099,APOBEC3F
chr22-38655758-38657561,APOBEC3F
chr22-38681328-38682330,APOBEC3F
chr22-38700296-38701608,APOBEC3F
chr22-38705167-38706746,APOBEC3F
chr22-38733109-38733467,APOBEC3F
chr22-38751289-38752360,APOBEC3F
chr22-38754808-38756459,APOBEC3F
chr22-38758524-38758926,APOBEC3F
chr22-38793352-38794455,APOBEC3F
chr22-38842985-38844394,APOBEC3F
chr22-38868857-38869104,APOBEC3F
chr22-38870308-38870674,APOBEC3F
chr22-38871192-38873186,APOBEC3F
chr22-38926824-38927670,APOBEC3F
chr22-38941140-38942067,APOBEC3F
chr22-38947058-38947589,APOBEC3F
chr22-38951619-38952067,APOBEC3F
chr22-38953662-38954440,APOBEC3F
chr22-38957155-38958167,APOBEC3F
chr22-38966856-38968190,APOBEC3F
chr22-38981400-38982561,APOBEC3F
chr22-38984966-38985432,APOBEC3F
chr22-39002914-39003605,APOBEC3F
chr22-39013624-39014680,APOBEC3F
chr22-39020138-39021783,APOBEC3F
chr22-39040140-39041293,APOBEC3F
chr22-39077016-39077659,APOBEC3F
chr22-39090080-39091379,APOBEC3F
chr22-39096970-39097501,APOBEC3F
chr22-39099255-39099874,APOBEC3F
chr22-39116907-39118190,APOBEC3F
chr22-39144094-39146263,APOBEC3F
chr22-39152052-39153604,APOBEC3F
chr22-39170810-39171352,APOBEC3F
chr22-39205288-39206118,APOBEC3F
chr22-39240783-39243477,APOBEC3F
chr22-39286800-39287491,APOBEC3F
chr22-39292174-39292932,APOBEC3F
chr22-39299486-39300667,APOBEC3F
chr22-39308509-39309129,APOBEC3F
chr22-39310791-39311208,APOBEC3F
chr22-39316369-39316690,APOBEC3F
chr22-39318879-39320381,APOBEC3F
chr22-39343180-39343868,APOBEC3F
chr22-39348960-39350624,APOBEC3F
chr22-39387975-39389188,APOBEC3F
chr22-39398900-39400270,APOBEC3F
chr22-39411988-39413129,APOBEC3F
chr22-39446113-39447331,APOBEC3F
chr22-39456087-39458218,APOBEC3F
chr22-39489271-39490518,APOBEC3F
chr22-39519274-39521271,APOBEC3F
chr22-39528883-39529484,APOBEC3F
chr22-39532166-39533157,APOBEC3F
chr22-39534608-39535083,APOBEC3F
chr22-39173766-39174963,APOBEC3F
chr22-39501450-39503261,APOBEC3F
chr22-38655758-38657561,APOBEC3G
chr22-38681328-38682330,APOBEC3G
chr22-38700296-38701608,APOBEC3G
chr22-38705167-38706746,APOBEC3G
chr22-38733109-38733467,APOBEC3G
chr22-38751289-38752360,APOBEC3G
chr22-38754808-38756459,APOBEC3G
chr22-38758524-38758926,APOBEC3G
chr22-38793352-38794455,APOBEC3G
chr22-38842985-38844394,APOBEC3G
chr22-38868857-38869104,APOBEC3G
chr22-38870308-38870674,APOBEC3G
chr22-38871192-38873186,APOBEC3G
chr22-38926824-38927670,APOBEC3G
chr22-38941140-38942067,APOBEC3G
chr22-38947058-38947589,APOBEC3G
chr22-38951619-38952067,APOBEC3G
chr22-38953662-38954440,APOBEC3G
chr22-38957155-38958167,APOBEC3G
chr22-38966856-38968190,APOBEC3G
chr22-38981400-38982561,APOBEC3G
chr22-38984966-38985432,APOBEC3G
chr22-39002914-39003605,APOBEC3G
chr22-39013624-39014680,APOBEC3G
chr22-39020138-39021783,APOBEC3G
chr22-39040140-39041293,APOBEC3G
chr22-39077016-39077659,APOBEC3G
chr22-39090080-39091379,APOBEC3G
chr22-39096970-39097501,APOBEC3G
chr22-39099255-39099874,APOBEC3G
chr22-39116907-39118190,APOBEC3G
chr22-39144094-39146263,APOBEC3G
chr22-39152052-39153604,APOBEC3G
chr22-39170810-39171352,APOBEC3G
chr22-39205288-39206118,APOBEC3G
chr22-39240783-39243477,APOBEC3G
chr22-39286800-39287491,APOBEC3G
chr22-39292174-39292932,APOBEC3G
chr22-39299486-39300667,APOBEC3G
chr22-39308509-39309129,APOBEC3G
chr22-39310791-39311208,APOBEC3G
chr22-39316369-39316690,APOBEC3G
chr22-39318879-39320381,APOBEC3G
chr22-39343180-39343868,APOBEC3G
chr22-39348960-39350624,APOBEC3G
chr22-39387975-39389188,APOBEC3G
chr22-39398900-39400270,APOBEC3G
chr22-39411988-39413129,APOBEC3G
chr22-39446113-39447331,APOBEC3G
chr22-39456087-39458218,APOBEC3G
chr22-39489271-39490518,APOBEC3G
chr22-39519274-39521271,APOBEC3G
chr22-39528883-39529484,APOBEC3G
chr22-39532166-39533157,APOBEC3G
chr22-39534608-39535083,APOBEC3G
chr22-39173766-39174963,APOBEC3G
chr22-39501450-39503261,APOBEC3G
chr22-38655758-38657561,CBX7
chr22-38681328-38682330,CBX7
chr22-38700296-38701608,CBX7
chr22-38705167-38706746,CBX7
chr22-38733109-38733467,CBX7
chr22-38751289-38752360,CBX7
chr22-38754808-38756459,CBX7
chr22-38758524-38758926,CBX7
