peak,gene
chr2-84906807-84907453,KCMF1
chr2-84908388-84909365,KCMF1
chr2-84919149-84920430,KCMF1
chr2-84924685-84927268,KCMF1
chr2-84938101-84940115,KCMF1
chr2-84945708-84946825,KCMF1
chr2-84969491-84972229,KCMF1
chr2-85290845-85291771,KCMF1
chr2-85300324-85300654,KCMF1
chr2-85306793-85307561,KCMF1
chr2-85308877-85310222,KCMF1
chr2-85353861-85355280,KCMF1
chr2-85405315-85405975,KCMF1
chr2-85408265-85408921,KCMF1
chr2-85409933-85410626,KCMF1
chr2-85418146-85419074,KCMF1
chr2-85420518-85421342,KCMF1
chr2-85428434-85429346,KCMF1
chr2-85437170-85438638,KCMF1
chr2-85537631-85540116,KCMF1
chr2-85551872-85552406,KCMF1
chr2-85326359-85328526,KCMF1
chr2-84829936-84830408,TGOLN2
chr2-84832738-84833972,TGOLN2
chr2-84841326-84841999,TGOLN2
chr2-84845775-84846722,TGOLN2
chr2-84879536-84880091,TGOLN2
chr2-84880298-84882464,TGOLN2
chr2-84888107-84889516,TGOLN2
chr2-84894074-84895293,TGOLN2
chr2-84898180-84898825,TGOLN2
chr2-84904742-84906345,TGOLN2
chr2-84906807-84907453,TGOLN2
chr2-84908388-84909365,TGOLN2
chr2-84919149-84920430,TGOLN2
chr2-84924685-84927268,TGOLN2
chr2-84938101-84940115,TGOLN2
chr2-84945708-84946825,TGOLN2
chr2-84969491-84972229,TGOLN2
chr2-85290845-85291771,TGOLN2
chr2-85300324-85300654,TGOLN2
chr2-85306793-85307561,TGOLN2
chr2-85308877-85310222,TGOLN2
chr2-85353861-85355280,TGOLN2
chr2-85405315-85405975,TGOLN2
chr2-85408265-85408921,TGOLN2
chr2-85409933-85410626,TGOLN2
chr2-85418146-85419074,TGOLN2
chr2-85420518-85421342,TGOLN2
chr2-85428434-85429346,TGOLN2
chr2-85437170-85438638,TGOLN2
chr2-85537631-85540116,TGOLN2
chr2-85551872-85552406,TGOLN2
chr2-85560923-85561966,TGOLN2
chr2-85564005-85564465,TGOLN2
chr2-85577087-85578770,TGOLN2
chr2-85583646-85585869,TGOLN2
chr2-85587618-85587861,TGOLN2
chr2-85594903-85596187,TGOLN2
chr2-85601906-85603208,TGOLN2
chr2-85611383-85612493,TGOLN2
chr2-85615642-85616822,TGOLN2
chr2-85637332-85637899,TGOLN2
chr2-85678990-85679502,TGOLN2
chr2-85706487-85707551,TGOLN2
chr2-85712310-85712629,TGOLN2
chr2-85728501-85729436,TGOLN2
chr2-85827089-85827902,TGOLN2
chr2-85704551-85705926,TGOLN2
chr2-85753432-85754984,TGOLN2
chr2-85326359-85328526,TGOLN2
chr2-84879536-84880091,ELMOD3
chr2-84880298-84882464,ELMOD3
chr2-84888107-84889516,ELMOD3
chr2-84894074-84895293,ELMOD3
chr2-84898180-84898825,ELMOD3
chr2-84904742-84906345,ELMOD3
chr2-84906807-84907453,ELMOD3
chr2-84908388-84909365,ELMOD3
chr2-84919149-84920430,ELMOD3
chr2-84924685-84927268,ELMOD3
chr2-84938101-84940115,ELMOD3
chr2-84945708-84946825,ELMOD3
chr2-84969491-84972229,ELMOD3
chr2-85290845-85291771,ELMOD3
chr2-85300324-85300654,ELMOD3
chr2-85306793-85307561,ELMOD3
chr2-85308877-85310222,ELMOD3
chr2-85353861-85355280,ELMOD3
chr2-85405315-85405975,ELMOD3
chr2-85408265-85408921,ELMOD3
chr2-85409933-85410626,ELMOD3
chr2-85418146-85419074,ELMOD3
chr2-85420518-85421342,ELMOD3
chr2-85428434-85429346,ELMOD3
chr2-85437170-85438638,ELMOD3
chr2-85537631-85540116,ELMOD3
chr2-85551872-85552406,ELMOD3
chr2-85560923-85561966,ELMOD3
chr2-85564005-85564465,ELMOD3
chr2-85577087-85578770,ELMOD3
chr2-85583646-85585869,ELMOD3
chr2-85587618-85587861,ELMOD3
chr2-85594903-85596187,ELMOD3
chr2-85601906-85603208,ELMOD3
chr2-85611383-85612493,ELMOD3
chr2-85615642-85616822,ELMOD3
chr2-85637332-85637899,ELMOD3
chr2-85678990-85679502,ELMOD3
chr2-85706487-85707551,ELMOD3
chr2-85712310-85712629,ELMOD3
chr2-85728501-85729436,ELMOD3
chr2-85827089-85827902,ELMOD3
chr2-85852837-85854393,ELMOD3
chr2-85887543-85889614,ELMOD3
chr2-85704551-85705926,ELMOD3
chr2-85753432-85754984,ELMOD3
chr2-85326359-85328526,ELMOD3
chr2-84894074-84895293,CAPG
chr2-84898180-84898825,CAPG
chr2-84904742-84906345,CAPG
chr2-84906807-84907453,CAPG
chr2-84908388-84909365,CAPG
chr2-84919149-84920430,CAPG
chr2-84924685-84927268,CAPG
chr2-84938101-84940115,CAPG
chr2-84945708-84946825,CAPG
chr2-84969491-84972229,CAPG
chr2-85290845-85291771,CAPG
chr2-85300324-85300654,CAPG
chr2-85306793-85307561,CAPG
chr2-85308877-85310222,CAPG
chr2-85353861-85355280,CAPG
chr2-85405315-85405975,CAPG
chr2-85408265-85408921,CAPG
chr2-85409933-85410626,CAPG
chr2-85418146-85419074,CAPG
chr2-85420518-85421342,CAPG
chr2-85428434-85429346,CAPG
chr2-85437170-85438638,CAPG
chr2-85537631-85540116,CAPG
chr2-85551872-85552406,CAPG
chr2-85560923-85561966,CAPG
chr2-85564005-85564465,CAPG
chr2-85577087-85578770,CAPG
chr2-85583646-85585869,CAPG
chr2-85587618-85587861,CAPG
chr2-85594903-85596187,CAPG
chr2-85601906-85603208,CAPG
chr2-85611383-85612493,CAPG
chr2-85615642-85616822,CAPG
chr2-85637332-85637899,CAPG
chr2-85678990-85679502,CAPG
chr2-85706487-85707551,CAPG
chr2-85712310-85712629,CAPG
chr2-85728501-85729436,CAPG
chr2-85827089-85827902,CAPG
chr2-85852837-85854393,CAPG
chr2-85887543-85889614,CAPG
chr2-85704551-85705926,CAPG
chr2-85753432-85754984,CAPG
chr2-85326359-85328526,CAPG
chr2-85290845-85291771,MAT2A
chr2-85300324-85300654,MAT2A
chr2-85306793-85307561,MAT2A
chr2-85308877-85310222,MAT2A
chr2-85353861-85355280,MAT2A
chr2-85405315-85405975,MAT2A
chr2-85408265-85408921,MAT2A
chr2-85409933-85410626,MAT2A
chr2-85418146-85419074,MAT2A
chr2-85420518-85421342,MAT2A
chr2-85428434-85429346,MAT2A
chr2-85437170-85438638,MAT2A
chr2-85537631-85540116,MAT2A
chr2-85551872-85552406,MAT2A
chr2-85560923-85561966,MAT2A
chr2-85564005-85564465,MAT2A
chr2-85577087-85578770,MAT2A
chr2-85583646-85585869,MAT2A
chr2-85587618-85587861,MAT2A
chr2-85594903-85596187,MAT2A
chr2-85601906-85603208,MAT2A
chr2-85611383-85612493,MAT2A
chr2-85615642-85616822,MAT2A
chr2-85637332-85637899,MAT2A
chr2-85678990-85679502,MAT2A
chr2-85706487-85707551,MAT2A
chr2-85712310-85712629,MAT2A
chr2-85728501-85729436,MAT2A
chr2-85827089-85827902,MAT2A
chr2-85852837-85854393,MAT2A
chr2-85887543-85889614,MAT2A
chr2-85993672-85994581,MAT2A
chr2-86016723-86017583,MAT2A
chr2-86035709-86036750,MAT2A
chr2-86037213-86037558,MAT2A
chr2-86037968-86038993,MAT2A
chr2-86040938-86041302,MAT2A
chr2-85704551-85705926,MAT2A
chr2-85753432-85754984,MAT2A
chr2-85998350-85999761,MAT2A
chr2-85326359-85328526,MAT2A
chr2-85290845-85291771,GGCX
chr2-85300324-85300654,GGCX
chr2-85306793-85307561,GGCX
chr2-85308877-85310222,GGCX
chr2-85353861-85355280,GGCX
chr2-85405315-85405975,GGCX
chr2-85408265-85408921,GGCX
chr2-85409933-85410626,GGCX
chr2-85418146-85419074,GGCX
chr2-85420518-85421342,GGCX
chr2-85428434-85429346,GGCX
chr2-85437170-85438638,GGCX
chr2-85537631-85540116,GGCX
chr2-85551872-85552406,GGCX
chr2-85560923-85561966,GGCX
chr2-85564005-85564465,GGCX
chr2-85577087-85578770,GGCX
chr2-85583646-85585869,GGCX
chr2-85587618-85587861,GGCX
chr2-85594903-85596187,GGCX
chr2-85601906-85603208,GGCX
chr2-85611383-85612493,GGCX
chr2-85615642-85616822,GGCX
chr2-85637332-85637899,GGCX
chr2-85678990-85679502,GGCX
chr2-85706487-85707551,GGCX
chr2-85712310-85712629,GGCX
chr2-85728501-85729436,GGCX
chr2-85827089-85827902,GGCX
chr2-85852837-85854393,GGCX
chr2-85887543-85889614,GGCX
chr2-85993672-85994581,GGCX
chr2-86016723-86017583,GGCX
chr2-86035709-86036750,GGCX
chr2-86037213-86037558,GGCX
chr2-86037968-86038993,GGCX
chr2-86040938-86041302,GGCX
chr2-85704551-85705926,GGCX
chr2-85753432-85754984,GGCX
chr2-85998350-85999761,GGCX
chr2-85326359-85328526,GGCX
chr2-85290845-85291771,VAMP8
chr2-85300324-85300654,VAMP8
chr2-85306793-85307561,VAMP8
chr2-85308877-85310222,VAMP8
chr2-85353861-85355280,VAMP8
chr2-85405315-85405975,VAMP8
chr2-85408265-85408921,VAMP8
chr2-85409933-85410626,VAMP8
chr2-85418146-85419074,VAMP8
chr2-85420518-85421342,VAMP8
chr2-85428434-85429346,VAMP8
chr2-85437170-85438638,VAMP8
chr2-85537631-85540116,VAMP8
chr2-85551872-85552406,VAMP8
chr2-85560923-85561966,VAMP8
chr2-85564005-85564465,VAMP8
chr2-85577087-85578770,VAMP8
chr2-85583646-85585869,VAMP8
chr2-85587618-85587861,VAMP8
chr2-85594903-85596187,VAMP8
chr2-85601906-85603208,VAMP8
chr2-85611383-85612493,VAMP8
chr2-85615642-85616822,VAMP8
chr2-85637332-85637899,VAMP8
chr2-85678990-85679502,VAMP8
chr2-85706487-85707551,VAMP8
chr2-85712310-85712629,VAMP8
chr2-85728501-85729436,VAMP8
chr2-85827089-85827902,VAMP8
chr2-85852837-85854393,VAMP8
chr2-85887543-85889614,VAMP8
chr2-85993672-85994581,VAMP8
chr2-86016723-86017583,VAMP8
chr2-86035709-86036750,VAMP8
chr2-86037213-86037558,VAMP8
