peak,gene
chr17-40191116-40191959,THRA
chr17-40201466-40202113,THRA
chr17-40218154-40219918,THRA
chr17-40274664-40275811,THRA
chr17-40303003-40303354,THRA
chr17-40314525-40314869,THRA
chr17-40317795-40318444,THRA
chr17-40322192-40323201,THRA
chr17-40323936-40324200,THRA
chr17-40326128-40326376,THRA
chr17-40330091-40330649,THRA
chr17-40333962-40334499,THRA
chr17-40340963-40342535,THRA
chr17-40345044-40345563,THRA
chr17-40354789-40355305,THRA
chr17-40358532-40358771,THRA
chr17-40362397-40363585,THRA
chr17-40417103-40418449,THRA
chr17-40442792-40444182,THRA
chr17-40479883-40481194,THRA
chr17-40489370-40490149,THRA
chr17-40515100-40516065,THRA
chr17-40516463-40517162,THRA
chr17-40533137-40533876,THRA
chr17-40540214-40541934,THRA
chr17-40547207-40547954,THRA
chr17-40553420-40554134,THRA
chr17-40560157-40560567,THRA
chr17-40560812-40561151,THRA
chr17-40561843-40562201,THRA
chr17-40564829-40565863,THRA
chr17-40581753-40582866,THRA
chr17-39926221-39928143,THRA
chr17-40075044-40075946,THRA
chr17-40139538-40141085,THRA
chr17-40287147-40288486,THRA
chr17-40107002-40108570,THRA
chr17-39621901-39622291,MSL1
chr17-39623243-39623704,MSL1
chr17-39636539-39637782,MSL1
chr17-39652773-39654147,MSL1
chr17-39659174-39659915,MSL1
chr17-39667034-39668678,MSL1
chr17-39676037-39676622,MSL1
chr17-39679192-39680097,MSL1
chr17-39687369-39688721,MSL1
chr17-39729823-39730965,MSL1
chr17-39737573-39738964,MSL1
chr17-39753613-39755105,MSL1
chr17-39755497-39756324,MSL1
chr17-39757952-39758310,MSL1
chr17-39769830-39770596,MSL1
chr17-39777634-39778335,MSL1
chr17-39794083-39794841,MSL1
chr17-39800292-39800912,MSL1
chr17-39813273-39814167,MSL1
chr17-39818677-39819878,MSL1
chr17-39863792-39864481,MSL1
chr17-39867107-39868354,MSL1
chr17-39920673-39921611,MSL1
chr17-39952247-39953615,MSL1
chr17-39958763-39959334,MSL1
chr17-39966880-39967827,MSL1
chr17-39979466-39981336,MSL1
chr17-40013373-40014055,MSL1
chr17-40026681-40027364,MSL1
chr17-40053767-40054853,MSL1
chr17-40062297-40063739,MSL1
chr17-40068602-40070299,MSL1
chr17-40095547-40096575,MSL1
chr17-40098744-40099563,MSL1
chr17-40100325-40101470,MSL1
chr17-40111346-40111943,MSL1
chr17-40112928-40113720,MSL1
chr17-40121322-40123804,MSL1
chr17-40130378-40131100,MSL1
chr17-40167850-40168691,MSL1
chr17-40176760-40178597,MSL1
chr17-40191116-40191959,MSL1
chr17-40201466-40202113,MSL1
chr17-40218154-40219918,MSL1
chr17-40274664-40275811,MSL1
chr17-40303003-40303354,MSL1
chr17-40314525-40314869,MSL1
chr17-40317795-40318444,MSL1
chr17-40322192-40323201,MSL1
chr17-40323936-40324200,MSL1
chr17-40326128-40326376,MSL1
chr17-40330091-40330649,MSL1
chr17-40333962-40334499,MSL1
chr17-40340963-40342535,MSL1
chr17-40345044-40345563,MSL1
chr17-40354789-40355305,MSL1
chr17-40358532-40358771,MSL1
chr17-40362397-40363585,MSL1
chr17-40417103-40418449,MSL1
chr17-40442792-40444182,MSL1
chr17-40479883-40481194,MSL1
chr17-40489370-40490149,MSL1
chr17-40515100-40516065,MSL1
chr17-40516463-40517162,MSL1
chr17-40533137-40533876,MSL1
chr17-40540214-40541934,MSL1
chr17-40547207-40547954,MSL1
chr17-40553420-40554134,MSL1
chr17-40560157-40560567,MSL1
chr17-40560812-40561151,MSL1
chr17-40561843-40562201,MSL1
chr17-40564829-40565863,MSL1
