peak,gene
chr7-65006121-65007366,ERV3-1
chr7-65035812-65036778,ERV3-1
chr7-65037505-65039088,ERV3-1
chr7-65080565-65081721,ERV3-1
chr7-65373235-65374345,ERV3-1
chr7-64568900-64570466,ERV3-1
chr7-64887919-64889694,ZNF92
chr7-64902569-64903723,ZNF92
chr7-64998751-64999883,ZNF92
chr7-65006121-65007366,ZNF92
chr7-65035812-65036778,ZNF92
chr7-65037505-65039088,ZNF92
chr7-65080565-65081721,ZNF92
chr7-65373235-65374345,ZNF92
chr7-65750265-65751963,ZNF92
chr7-65770053-65771410,ZNF92
chr7-65872449-65874117,ZNF92
chr7-65373235-65374345,VKORC1L1
chr7-65750265-65751963,VKORC1L1
chr7-65770053-65771410,VKORC1L1
chr7-65872449-65874117,VKORC1L1
chr7-65980474-65981175,VKORC1L1
chr7-65981538-65982455,VKORC1L1
chr7-66099359-66100566,VKORC1L1
chr7-66114158-66115633,VKORC1L1
chr7-66204564-66205927,VKORC1L1
chr7-66412992-66414083,VKORC1L1
chr7-66075180-66076977,VKORC1L1
chr7-65750265-65751963,GUSB
chr7-65770053-65771410,GUSB
chr7-65872449-65874117,GUSB
chr7-65980474-65981175,GUSB
chr7-65981538-65982455,GUSB
chr7-66099359-66100566,GUSB
chr7-66114158-66115633,GUSB
chr7-66204564-66205927,GUSB
chr7-66412992-66414083,GUSB
chr7-66075180-66076977,GUSB
chr7-65750265-65751963,ASL
chr7-65770053-65771410,ASL
chr7-65872449-65874117,ASL
chr7-65980474-65981175,ASL
chr7-65981538-65982455,ASL
chr7-66099359-66100566,ASL
chr7-66114158-66115633,ASL
chr7-66204564-66205927,ASL
chr7-66412992-66414083,ASL
chr7-66492414-66494168,ASL
chr7-66557269-66558960,ASL
chr7-66591428-66592828,ASL
chr7-66075180-66076977,ASL
chr7-65750265-65751963,CRCP
chr7-65770053-65771410,CRCP
chr7-65872449-65874117,CRCP
chr7-65980474-65981175,CRCP
chr7-65981538-65982455,CRCP
chr7-66099359-66100566,CRCP
chr7-66114158-66115633,CRCP
chr7-66204564-66205927,CRCP
chr7-66412992-66414083,CRCP
chr7-66492414-66494168,CRCP
chr7-66557269-66558960,CRCP
chr7-66591428-66592828,CRCP
chr7-66627820-66629452,CRCP
chr7-66631492-66631775,CRCP
chr7-66653541-66655345,CRCP
chr7-66075180-66076977,CRCP
chr7-65750265-65751963,TPST1
chr7-65770053-65771410,TPST1
chr7-65872449-65874117,TPST1
chr7-65980474-65981175,TPST1
chr7-65981538-65982455,TPST1
chr7-66099359-66100566,TPST1
chr7-66114158-66115633,TPST1
chr7-66204564-66205927,TPST1
chr7-66412992-66414083,TPST1
chr7-66492414-66494168,TPST1
chr7-66557269-66558960,TPST1
chr7-66591428-66592828,TPST1
chr7-66627820-66629452,TPST1
chr7-66631492-66631775,TPST1
chr7-66653541-66655345,TPST1
chr7-66739725-66741506,TPST1
chr7-66758452-66759680,TPST1
chr7-66844004-66845385,TPST1
chr7-66845584-66846034,TPST1
chr7-66848014-66848711,TPST1
chr7-66920484-66922433,TPST1
chr7-66075180-66076977,TPST1
chr7-66681376-66682921,TPST1
chr7-65980474-65981175,LINC00174
chr7-65981538-65982455,LINC00174
chr7-66099359-66100566,LINC00174
chr7-66114158-66115633,LINC00174
chr7-66204564-66205927,LINC00174
