peak,gene
chr1-206506625-206508174,RASSF5
chr1-206516051-206516882,RASSF5
chr1-206544452-206545162,RASSF5
chr1-206551431-206552303,RASSF5
chr1-206556601-206557569,RASSF5
chr1-206557814-206558355,RASSF5
chr1-206562746-206563413,RASSF5
chr1-206574738-206575905,RASSF5
chr1-206579743-206580641,RASSF5
chr1-206581542-206582069,RASSF5
chr1-206583329-206583926,RASSF5
chr1-206611914-206612846,RASSF5
chr1-206663091-206664497,RASSF5
chr1-206672817-206673500,RASSF5
chr1-206679459-206680060,RASSF5
chr1-206684520-206686727,RASSF5
chr1-206715749-206716473,RASSF5
chr1-206734364-206734877,RASSF5
chr1-206736940-206737867,RASSF5
chr1-206739378-206739956,RASSF5
chr1-206757377-206758566,RASSF5
chr1-206769200-206769717,RASSF5
chr1-206770579-206771348,RASSF5
chr1-206784205-206784913,RASSF5
chr1-206802792-206803750,RASSF5
chr1-206816644-206817319,RASSF5
chr1-206829365-206830262,RASSF5
chr1-206834664-206835210,RASSF5
chr1-206858777-206859498,RASSF5
chr1-206890128-206891082,RASSF5
chr1-206909045-206909919,RASSF5
chr1-206912553-206912792,RASSF5
chr1-206921482-206922235,RASSF5
chr1-206922767-206923481,RASSF5
chr1-206924675-206925641,RASSF5
chr1-206930010-206930765,RASSF5
chr1-206933197-206933594,RASSF5
chr1-206967161-206967978,RASSF5
chr1-207049990-207050203,RASSF5
chr1-207050398-207051175,RASSF5
chr1-207052631-207053584,RASSF5
chr1-207070627-207071773,RASSF5
chr1-207077455-207078154,RASSF5
chr1-206011902-206012680,RASSF5
chr1-206470048-206471430,RASSF5
chr1-206503872-206504372,RASSF5
chr1-206634318-206636225,RASSF5
chr1-206765875-206766780,RASSF5
chr1-206202835-206203326,EIF2D
chr1-206461671-206462111,EIF2D
chr1-206464447-206464966,EIF2D
chr1-206467832-206468318,EIF2D
chr1-206472557-206473134,EIF2D
chr1-206506625-206508174,EIF2D
chr1-206516051-206516882,EIF2D
chr1-206544452-206545162,EIF2D
chr1-206551431-206552303,EIF2D
chr1-206556601-206557569,EIF2D
chr1-206557814-206558355,EIF2D
chr1-206562746-206563413,EIF2D
chr1-206574738-206575905,EIF2D
chr1-206579743-206580641,EIF2D
chr1-206581542-206582069,EIF2D
chr1-206583329-206583926,EIF2D
chr1-206611914-206612846,EIF2D
chr1-206663091-206664497,EIF2D
chr1-206672817-206673500,EIF2D
chr1-206679459-206680060,EIF2D
chr1-206684520-206686727,EIF2D
chr1-206715749-206716473,EIF2D
chr1-206734364-206734877,EIF2D
chr1-206736940-206737867,EIF2D
chr1-206739378-206739956,EIF2D
chr1-206757377-206758566,EIF2D
chr1-206769200-206769717,EIF2D
chr1-206770579-206771348,EIF2D
chr1-206784205-206784913,EIF2D
chr1-206802792-206803750,EIF2D
chr1-206816644-206817319,EIF2D
chr1-206829365-206830262,EIF2D
chr1-206834664-206835210,EIF2D
chr1-206858777-206859498,EIF2D
