peak,gene
chr3-10241584-10242896,TTLL3
chr3-10247801-10249646,TTLL3
chr3-10263451-10264358,TTLL3
chr3-10292534-10293339,TTLL3
chr3-10320272-10321512,TTLL3
chr3-9648823-9650440,TTLL3
chr3-9715167-9716149,TTLL3
chr3-9730725-9732591,TTLL3
chr3-9862314-9863280,TTLL3
chr3-10010439-10011515,TTLL3
chr3-10141235-10142514,TTLL3
chr3-9396035-9398397,JAGN1
chr3-9726969-9727499,JAGN1
chr3-9749170-9750457,JAGN1
chr3-9768991-9770483,JAGN1
chr3-9779100-9780635,JAGN1
chr3-9792121-9793704,JAGN1
chr3-9808219-9808986,JAGN1
chr3-9809183-9810684,JAGN1
chr3-9843120-9844427,JAGN1
chr3-9890005-9891243,JAGN1
chr3-9914682-9916101,JAGN1
chr3-9932472-9934545,JAGN1
chr3-9945946-9946871,JAGN1
chr3-9951628-9952601,JAGN1
chr3-9976842-9977537,JAGN1
chr3-9986100-9987667,JAGN1
chr3-10008617-10009337,JAGN1
chr3-10025569-10026892,JAGN1
chr3-10114700-10116393,JAGN1
chr3-10164367-10165709,JAGN1
chr3-10173434-10174415,JAGN1
chr3-10189148-10189897,JAGN1
chr3-10192878-10193328,JAGN1
chr3-10194417-10195035,JAGN1
chr3-10198718-10199880,JAGN1
chr3-10211582-10212620,JAGN1
chr3-10224755-10225183,JAGN1
chr3-10232002-10232544,JAGN1
chr3-10241584-10242896,JAGN1
chr3-10247801-10249646,JAGN1
chr3-10263451-10264358,JAGN1
chr3-10292534-10293339,JAGN1
chr3-10320272-10321512,JAGN1
chr3-9648823-9650440,JAGN1
chr3-9715167-9716149,JAGN1
chr3-9730725-9732591,JAGN1
chr3-9862314-9863280,JAGN1
chr3-10010439-10011515,JAGN1
chr3-10141235-10142514,JAGN1
chr3-9726969-9727499,EMC3
chr3-9749170-9750457,EMC3
chr3-9768991-9770483,EMC3
chr3-9779100-9780635,EMC3
chr3-9792121-9793704,EMC3
chr3-9808219-9808986,EMC3
chr3-9809183-9810684,EMC3
chr3-9843120-9844427,EMC3
chr3-9890005-9891243,EMC3
chr3-9914682-9916101,EMC3
chr3-9932472-9934545,EMC3
chr3-9945946-9946871,EMC3
chr3-9951628-9952601,EMC3
chr3-9976842-9977537,EMC3
chr3-9986100-9987667,EMC3
chr3-10008617-10009337,EMC3
chr3-10025569-10026892,EMC3
chr3-10114700-10116393,EMC3
chr3-10164367-10165709,EMC3
chr3-10173434-10174415,EMC3
chr3-10189148-10189897,EMC3
chr3-10192878-10193328,EMC3
chr3-10194417-10195035,EMC3
chr3-10198718-10199880,EMC3
chr3-10211582-10212620,EMC3
chr3-10224755-10225183,EMC3
chr3-10232002-10232544,EMC3
chr3-10241584-10242896,EMC3
chr3-10247801-10249646,EMC3
chr3-10263451-10264358,EMC3
chr3-10292534-10293339,EMC3
chr3-10320272-10321512,EMC3
chr3-10436736-10438161,EMC3
chr3-9648823-9650440,EMC3
chr3-9715167-9716149,EMC3
chr3-9730725-9732591,EMC3
chr3-9862314-9863280,EMC3
chr3-10010439-10011515,EMC3
chr3-10141235-10142514,EMC3
chr3-9726969-9727499,FANCD2
chr3-9749170-9750457,FANCD2
chr3-9768991-9770483,FANCD2
chr3-9779100-9780635,FANCD2
chr3-9792121-9793704,FANCD2
chr3-9808219-9808986,FANCD2
chr3-9809183-9810684,FANCD2
chr3-9843120-9844427,FANCD2
chr3-9890005-9891243,FANCD2
chr3-9914682-9916101,FANCD2
chr3-9932472-9934545,FANCD2
chr3-9945946-9946871,FANCD2
chr3-9951628-9952601,FANCD2
chr3-9976842-9977537,FANCD2
chr3-9986100-9987667,FANCD2
chr3-10008617-10009337,FANCD2
chr3-10025569-10026892,FANCD2
chr3-10114700-10116393,FANCD2
chr3-10164367-10165709,FANCD2
chr3-10173434-10174415,FANCD2
chr3-10189148-10189897,FANCD2
chr3-10192878-10193328,FANCD2
chr3-10194417-10195035,FANCD2
chr3-10198718-10199880,FANCD2
chr3-10211582-10212620,FANCD2
chr3-10224755-10225183,FANCD2
chr3-10232002-10232544,FANCD2
chr3-10241584-10242896,FANCD2
chr3-10247801-10249646,FANCD2
chr3-10263451-10264358,FANCD2
chr3-10292534-10293339,FANCD2
chr3-10320272-10321512,FANCD2
chr3-10436736-10438161,FANCD2
chr3-9648823-9650440,FANCD2
chr3-9715167-9716149,FANCD2
chr3-9730725-9732591,FANCD2
chr3-9862314-9863280,FANCD2
chr3-10010439-10011515,FANCD2
chr3-10141235-10142514,FANCD2
chr3-9726969-9727499,BRK1
chr3-9749170-9750457,BRK1
chr3-9768991-9770483,BRK1
chr3-9779100-9780635,BRK1
chr3-9792121-9793704,BRK1
chr3-9808219-9808986,BRK1
chr3-9809183-9810684,BRK1
chr3-9843120-9844427,BRK1
chr3-9890005-9891243,BRK1
chr3-9914682-9916101,BRK1
chr3-9932472-9934545,BRK1
chr3-9945946-9946871,BRK1
chr3-9951628-9952601,BRK1
chr3-9976842-9977537,BRK1
chr3-9986100-9987667,BRK1
chr3-10008617-10009337,BRK1
chr3-10025569-10026892,BRK1
chr3-10114700-10116393,BRK1
chr3-10164367-10165709,BRK1
chr3-10173434-10174415,BRK1
chr3-10189148-10189897,BRK1
chr3-10192878-10193328,BRK1
chr3-10194417-10195035,BRK1
chr3-10198718-10199880,BRK1
chr3-10211582-10212620,BRK1
chr3-10224755-10225183,BRK1
chr3-10232002-10232544,BRK1
chr3-10241584-10242896,BRK1
chr3-10247801-10249646,BRK1
chr3-10263451-10264358,BRK1
chr3-10292534-10293339,BRK1
chr3-10320272-10321512,BRK1
chr3-10436736-10438161,BRK1
chr3-10602856-10603999,BRK1
