peak,gene
chr13-99215339-99215792,TM9SF2
chr13-99217253-99217937,TM9SF2
chr13-99218799-99219321,TM9SF2
chr13-99227894-99228269,TM9SF2
chr13-99228638-99229180,TM9SF2
chr13-99231444-99232053,TM9SF2
chr13-99238033-99239066,TM9SF2
chr13-99257970-99259246,TM9SF2
chr13-99269635-99270204,TM9SF2
chr13-99279762-99280485,TM9SF2
chr13-99281472-99282915,TM9SF2
chr13-99289342-99290008,TM9SF2
chr13-99296339-99296809,TM9SF2
chr13-99303858-99304236,TM9SF2
chr13-99307089-99307551,TM9SF2
chr13-99312401-99312876,TM9SF2
chr13-99314294-99315218,TM9SF2
chr13-99320698-99321382,TM9SF2
chr13-99322063-99323136,TM9SF2
chr13-99351709-99352083,TM9SF2
chr13-99355807-99356838,TM9SF2
chr13-99357049-99357502,TM9SF2
chr13-99361119-99361572,TM9SF2
chr13-99367054-99367617,TM9SF2
chr13-99372002-99372338,TM9SF2
chr13-99374694-99376481,TM9SF2
chr13-99380867-99381261,TM9SF2
chr13-99382444-99383149,TM9SF2
chr13-99383506-99384259,TM9SF2
chr13-99384439-99384677,TM9SF2
chr13-99387334-99387726,TM9SF2
chr13-99416610-99417424,TM9SF2
chr13-99420024-99420711,TM9SF2
chr13-99421955-99422607,TM9SF2
chr13-99425267-99426029,TM9SF2
chr13-99431994-99433236,TM9SF2
chr13-99436636-99437423,TM9SF2
chr13-99464280-99465606,TM9SF2
chr13-99484043-99484808,TM9SF2
chr13-99495899-99497063,TM9SF2
chr13-99498129-99498945,TM9SF2
chr13-99500927-99502230,TM9SF2
chr13-99542522-99543333,TM9SF2
chr13-99605655-99607078,TM9SF2
chr13-99655773-99657149,TM9SF2
chr13-99657818-99658909,TM9SF2
chr13-99969083-99971005,TM9SF2
chr13-99980276-99980759,TM9SF2
chr13-99981843-99982571,TM9SF2
chr13-99434024-99434898,TM9SF2
chr13-99176406-99177211,CLYBL
chr13-99200065-99201660,CLYBL
chr13-99204660-99205086,CLYBL
chr13-99215339-99215792,CLYBL
chr13-99217253-99217937,CLYBL
chr13-99218799-99219321,CLYBL
chr13-99227894-99228269,CLYBL
chr13-99228638-99229180,CLYBL
chr13-99231444-99232053,CLYBL
chr13-99238033-99239066,CLYBL
chr13-99257970-99259246,CLYBL
chr13-99269635-99270204,CLYBL
chr13-99279762-99280485,CLYBL
chr13-99281472-99282915,CLYBL
chr13-99289342-99290008,CLYBL
chr13-99296339-99296809,CLYBL
chr13-99303858-99304236,CLYBL
chr13-99307089-99307551,CLYBL
chr13-99312401-99312876,CLYBL
chr13-99314294-99315218,CLYBL
chr13-99320698-99321382,CLYBL
chr13-99322063-99323136,CLYBL
chr13-99351709-99352083,CLYBL
chr13-99355807-99356838,CLYBL
chr13-99357049-99357502,CLYBL
chr13-99361119-99361572,CLYBL
chr13-99367054-99367617,CLYBL
chr13-99372002-99372338,CLYBL
chr13-99374694-99376481,CLYBL
chr13-99380867-99381261,CLYBL
chr13-99382444-99383149,CLYBL
chr13-99383506-99384259,CLYBL
chr13-99384439-99384677,CLYBL
chr13-99387334-99387726,CLYBL
chr13-99416610-99417424,CLYBL
chr13-99420024-99420711,CLYBL
chr13-99421955-99422607,CLYBL
chr13-99425267-99426029,CLYBL
chr13-99431994-99433236,CLYBL
chr13-99436636-99437423,CLYBL
chr13-99464280-99465606,CLYBL
chr13-99484043-99484808,CLYBL
chr13-99495899-99497063,CLYBL
chr13-99498129-99498945,CLYBL
chr13-99500927-99502230,CLYBL
chr13-99542522-99543333,CLYBL
chr13-99605655-99607078,CLYBL
chr13-99655773-99657149,CLYBL
chr13-99657818-99658909,CLYBL
chr13-99969083-99971005,CLYBL
chr13-99980276-99980759,CLYBL
chr13-99981843-99982571,CLYBL
chr13-99434024-99434898,CLYBL
chr13-100088460-100089956,CLYBL
chr13-99605655-99607078,PCCA
chr13-99655773-99657149,PCCA
chr13-99657818-99658909,PCCA
chr13-99969083-99971005,PCCA
chr13-99980276-99980759,PCCA
chr13-99981843-99982571,PCCA
chr13-100587988-100589188,PCCA
chr13-100673455-100675780,PCCA
chr13-100088460-100089956,PCCA
chr13-100587988-100589188,TMTC4
chr13-100673455-100675780,TMTC4
chr13-102393846-102395069,TPP2
chr13-102591750-102592727,TPP2
chr13-102604807-102605589,TPP2
chr13-102772694-102774350,TPP2
chr13-102798524-102800825,TPP2
chr13-102844941-102846978,TPP2
chr13-102595937-102597889,TPP2
chr13-102393846-102395069,ERCC5
chr13-102591750-102592727,ERCC5
chr13-102604807-102605589,ERCC5
chr13-102772694-102774350,ERCC5
chr13-102798524-102800825,ERCC5
chr13-102844941-102846978,ERCC5
chr13-102595937-102597889,ERCC5
chr13-106534901-106536715,ARGLU1
chr13-106567134-106568389,ARGLU1
chr13-106570179-106570826,ARGLU1
chr13-106917197-106918337,ARGLU1
chr13-108214696-108215806,ABHD13
chr13-108217805-108218958,ABHD13
chr13-108269343-108270371,ABHD13
chr13-108342101-108343228,ABHD13
chr13-108367901-108368999,ABHD13
chr13-108214696-108215806,TNFSF13B
chr13-108217805-108218958,TNFSF13B
chr13-108269343-108270371,TNFSF13B
chr13-108342101-108343228,TNFSF13B
chr13-108367901-108368999,TNFSF13B
chr13-109389616-109390374,IRS2
chr13-109654299-109655677,IRS2
chr13-109704504-109705696,IRS2
chr13-109779034-109779496,IRS2
chr13-109784588-109784976,IRS2
chr13-109785396-109787729,IRS2
chr13-109791089-109791569,IRS2
chr13-110137741-110138937,IRS2
chr13-110160300-110161734,IRS2
chr13-110137741-110138937,RAB20
chr13-110160300-110161734,RAB20
chr13-110471086-110472161,RAB20
chr13-110519971-110521252,RAB20
chr13-110536031-110536737,RAB20
chr13-110560665-110562461,RAB20
chr13-110614985-110616568,RAB20
chr13-110644668-110645514,RAB20
