peak,gene
chr11-2791251-2792278,C11orf21
chr11-1832283-1832909,TSPAN32
chr11-1837719-1838321,TSPAN32
chr11-1839606-1840312,TSPAN32
chr11-1844131-1844838,TSPAN32
chr11-1849986-1851215,TSPAN32
chr11-1852556-1853219,TSPAN32
chr11-1863162-1863925,TSPAN32
chr11-1870578-1871395,TSPAN32
chr11-1881706-1882762,TSPAN32
chr11-1888513-1891814,TSPAN32
chr11-1917168-1917910,TSPAN32
chr11-2151254-2152279,TSPAN32
chr11-2190765-2191554,TSPAN32
chr11-2197063-2197573,TSPAN32
chr11-2265398-2265931,TSPAN32
chr11-2268908-2270265,TSPAN32
chr11-2270481-2271400,TSPAN32
chr11-2300784-2302686,TSPAN32
chr11-2305403-2305633,TSPAN32
chr11-2376781-2378321,TSPAN32
chr11-2381038-2381277,TSPAN32
chr11-2399526-2400915,TSPAN32
chr11-2419503-2420198,TSPAN32
chr11-2420378-2421039,TSPAN32
chr11-2427854-2428555,TSPAN32
chr11-2443958-2445584,TSPAN32
chr11-2466767-2467722,TSPAN32
chr11-2480245-2481641,TSPAN32
chr11-2526274-2527385,TSPAN32
chr11-2531371-2531665,TSPAN32
chr11-2532573-2534136,TSPAN32
chr11-2699155-2700920,TSPAN32
chr11-2791251-2792278,TSPAN32
chr11-1881706-1882762,CD81
chr11-1888513-1891814,CD81
chr11-1917168-1917910,CD81
chr11-2151254-2152279,CD81
chr11-2190765-2191554,CD81
chr11-2197063-2197573,CD81
chr11-2265398-2265931,CD81
chr11-2268908-2270265,CD81
chr11-2270481-2271400,CD81
chr11-2300784-2302686,CD81
chr11-2305403-2305633,CD81
chr11-2376781-2378321,CD81
chr11-2381038-2381277,CD81
chr11-2399526-2400915,CD81
chr11-2419503-2420198,CD81
chr11-2420378-2421039,CD81
chr11-2427854-2428555,CD81
chr11-2443958-2445584,CD81
chr11-2466767-2467722,CD81
chr11-2480245-2481641,CD81
chr11-2526274-2527385,CD81
chr11-2531371-2531665,CD81
chr11-2532573-2534136,CD81
chr11-2699155-2700920,CD81
chr11-2791251-2792278,CD81
chr11-2825352-2826967,CD81
chr11-2884016-2886506,CD81
chr11-2891934-2893176,CD81
chr11-1917168-1917910,TSSC4
chr11-2151254-2152279,TSSC4
chr11-2190765-2191554,TSSC4
chr11-2197063-2197573,TSSC4
chr11-2265398-2265931,TSSC4
chr11-2268908-2270265,TSSC4
chr11-2270481-2271400,TSSC4
chr11-2300784-2302686,TSSC4
chr11-2305403-2305633,TSSC4
chr11-2376781-2378321,TSSC4
chr11-2381038-2381277,TSSC4
chr11-2399526-2400915,TSSC4
chr11-2419503-2420198,TSSC4
chr11-2420378-2421039,TSSC4
chr11-2427854-2428555,TSSC4
chr11-2443958-2445584,TSSC4
chr11-2466767-2467722,TSSC4
chr11-2480245-2481641,TSSC4
chr11-2526274-2527385,TSSC4
