peak,gene
chr17-5096728-5097866,PSMB6
chr17-5191224-5192316,PSMB6
chr17-5196663-5197272,PSMB6
chr17-5220702-5221646,PSMB6
chr17-5226956-5227801,PSMB6
chr17-5232440-5233302,PSMB6
chr17-5234491-5235402,PSMB6
chr17-5237422-5237988,PSMB6
chr17-5248764-5249960,PSMB6
chr17-5281437-5283009,PSMB6
chr17-4554623-4556019,PSMB6
chr17-4832696-4834462,PSMB6
chr17-4947197-4950344,PSMB6
chr17-4996886-4998894,PSMB6
chr17-5110818-5112306,PSMB6
chr17-5241867-5243317,PSMB6
chr17-4364926-4367007,MINK1
chr17-4374833-4375751,MINK1
chr17-4412775-4413540,MINK1
chr17-4433351-4434137,MINK1
chr17-4480482-4481667,MINK1
chr17-4485814-4486666,MINK1
chr17-4498155-4500108,MINK1
chr17-4696017-4697252,MINK1
chr17-4703077-4704527,MINK1
chr17-4709736-4711940,MINK1
chr17-4714885-4715370,MINK1
chr17-4725458-4726255,MINK1
chr17-4730851-4732002,MINK1
chr17-4733034-4733574,MINK1
chr17-4735908-4736529,MINK1
chr17-4738428-4740116,MINK1
chr17-4747283-4748341,MINK1
chr17-4759703-4760256,MINK1
chr17-4764336-4764962,MINK1
chr17-4765831-4767040,MINK1
chr17-4789161-4790752,MINK1
chr17-4795552-4796498,MINK1
chr17-4806536-4807992,MINK1
chr17-4842981-4843919,MINK1
chr17-4844859-4845592,MINK1
chr17-4888895-4889357,MINK1
chr17-4899115-4899887,MINK1
chr17-4900522-4901278,MINK1
chr17-4901557-4902070,MINK1
chr17-4903037-4903802,MINK1
chr17-4908340-4909451,MINK1
chr17-4920155-4920845,MINK1
chr17-4939313-4940964,MINK1
chr17-4966221-4968570,MINK1
chr17-4986312-4988483,MINK1
chr17-5016539-5017335,MINK1
chr17-5030844-5032037,MINK1
chr17-5048932-5049719,MINK1
chr17-5077692-5079027,MINK1
chr17-5096728-5097866,MINK1
chr17-5191224-5192316,MINK1
chr17-5196663-5197272,MINK1
chr17-5220702-5221646,MINK1
chr17-5226956-5227801,MINK1
chr17-5232440-5233302,MINK1
chr17-5234491-5235402,MINK1
chr17-5237422-5237988,MINK1
chr17-5248764-5249960,MINK1
chr17-5281437-5283009,MINK1
chr17-4554623-4556019,MINK1
chr17-4832696-4834462,MINK1
chr17-4947197-4950344,MINK1
chr17-4996886-4998894,MINK1
chr17-5110818-5112306,MINK1
chr17-5241867-5243317,MINK1
chr17-4480482-4481667,SLC25A11
chr17-4485814-4486666,SLC25A11
chr17-4498155-4500108,SLC25A11
chr17-4696017-4697252,SLC25A11
chr17-4703077-4704527,SLC25A11
chr17-4709736-4711940,SLC25A11
chr17-4714885-4715370,SLC25A11
chr17-4725458-4726255,SLC25A11
chr17-4730851-4732002,SLC25A11
chr17-4733034-4733574,SLC25A11
chr17-4735908-4736529,SLC25A11
chr17-4738428-4740116,SLC25A11
chr17-4747283-4748341,SLC25A11
chr17-4759703-4760256,SLC25A11
chr17-4764336-4764962,SLC25A11
chr17-4765831-4767040,SLC25A11
chr17-4789161-4790752,SLC25A11
chr17-4795552-4796498,SLC25A11
chr17-4806536-4807992,SLC25A11
chr17-4842981-4843919,SLC25A11
chr17-4844859-4845592,SLC25A11
chr17-4888895-4889357,SLC25A11
chr17-4899115-4899887,SLC25A11
chr17-4900522-4901278,SLC25A11
chr17-4901557-4902070,SLC25A11
chr17-4903037-4903802,SLC25A11
chr17-4908340-4909451,SLC25A11
chr17-4920155-4920845,SLC25A11
chr17-4939313-4940964,SLC25A11
chr17-4966221-4968570,SLC25A11
chr17-4986312-4988483,SLC25A11
chr17-5016539-5017335,SLC25A11
chr17-5030844-5032037,SLC25A11
chr17-5048932-5049719,SLC25A11
chr17-5077692-5079027,SLC25A11
chr17-5096728-5097866,SLC25A11
chr17-5191224-5192316,SLC25A11
chr17-5196663-5197272,SLC25A11
chr17-5220702-5221646,SLC25A11
chr17-5226956-5227801,SLC25A11
chr17-5232440-5233302,SLC25A11
chr17-5234491-5235402,SLC25A11
chr17-5237422-5237988,SLC25A11
chr17-5248764-5249960,SLC25A11
chr17-5281437-5283009,SLC25A11
chr17-5418358-5420521,SLC25A11
chr17-4554623-4556019,SLC25A11
chr17-4832696-4834462,SLC25A11
chr17-4947197-4950344,SLC25A11
chr17-4996886-4998894,SLC25A11
chr17-5438400-5439770,SLC25A11
chr17-5110818-5112306,SLC25A11
chr17-5241867-5243317,SLC25A11
chr17-4480482-4481667,RNF167
chr17-4485814-4486666,RNF167
chr17-4498155-4500108,RNF167
chr17-4696017-4697252,RNF167
chr17-4703077-4704527,RNF167
chr17-4709736-4711940,RNF167
chr17-4714885-4715370,RNF167
chr17-4725458-4726255,RNF167
chr17-4730851-4732002,RNF167
chr17-4733034-4733574,RNF167
chr17-4735908-4736529,RNF167
chr17-4738428-4740116,RNF167
chr17-4747283-4748341,RNF167
chr17-4759703-4760256,RNF167
chr17-4764336-4764962,RNF167
chr17-4765831-4767040,RNF167
chr17-4789161-4790752,RNF167
chr17-4795552-4796498,RNF167
chr17-4806536-4807992,RNF167
chr17-4842981-4843919,RNF167
chr17-4844859-4845592,RNF167
chr17-4888895-4889357,RNF167
chr17-4899115-4899887,RNF167
chr17-4900522-4901278,RNF167
chr17-4901557-4902070,RNF167
chr17-4903037-4903802,RNF167
chr17-4908340-4909451,RNF167
chr17-4920155-4920845,RNF167
chr17-4939313-4940964,RNF167
chr17-4966221-4968570,RNF167
chr17-4986312-4988483,RNF167
chr17-5016539-5017335,RNF167
chr17-5030844-5032037,RNF167
chr17-5048932-5049719,RNF167
chr17-5077692-5079027,RNF167
chr17-5096728-5097866,RNF167
chr17-5191224-5192316,RNF167
chr17-5196663-5197272,RNF167
chr17-5220702-5221646,RNF167
chr17-5226956-5227801,RNF167
chr17-5232440-5233302,RNF167
chr17-5234491-5235402,RNF167
chr17-5237422-5237988,RNF167
chr17-5248764-5249960,RNF167
chr17-5281437-5283009,RNF167
chr17-5418358-5420521,RNF167
chr17-4554623-4556019,RNF167
chr17-4832696-4834462,RNF167
chr17-4947197-4950344,RNF167
chr17-4996886-4998894,RNF167
chr17-5438400-5439770,RNF167
chr17-5110818-5112306,RNF167
chr17-5241867-5243317,RNF167
chr17-4480482-4481667,PFN1
chr17-4485814-4486666,PFN1
chr17-4498155-4500108,PFN1
chr17-4696017-4697252,PFN1
chr17-4703077-4704527,PFN1
chr17-4709736-4711940,PFN1
chr17-4714885-4715370,PFN1
chr17-4725458-4726255,PFN1
chr17-4730851-4732002,PFN1
chr17-4733034-4733574,PFN1
chr17-4735908-4736529,PFN1
chr17-4738428-4740116,PFN1
chr17-4747283-4748341,PFN1
chr17-4759703-4760256,PFN1
chr17-4764336-4764962,PFN1
chr17-4765831-4767040,PFN1
chr17-4789161-4790752,PFN1
chr17-4795552-4796498,PFN1
chr17-4806536-4807992,PFN1
chr17-4842981-4843919,PFN1
chr17-4844859-4845592,PFN1
chr17-4888895-4889357,PFN1
chr17-4899115-4899887,PFN1
chr17-4900522-4901278,PFN1
chr17-4901557-4902070,PFN1
chr17-4903037-4903802,PFN1
chr17-4908340-4909451,PFN1
chr17-4920155-4920845,PFN1
chr17-4939313-4940964,PFN1
chr17-4966221-4968570,PFN1
chr17-4986312-4988483,PFN1
chr17-5016539-5017335,PFN1
chr17-5030844-5032037,PFN1
chr17-5048932-5049719,PFN1
chr17-5077692-5079027,PFN1
chr17-5096728-5097866,PFN1
chr17-5191224-5192316,PFN1
chr17-5196663-5197272,PFN1
chr17-5220702-5221646,PFN1
chr17-5226956-5227801,PFN1
chr17-5232440-5233302,PFN1
chr17-5234491-5235402,PFN1
chr17-5237422-5237988,PFN1
chr17-5248764-5249960,PFN1
chr17-5281437-5283009,PFN1
chr17-5418358-5420521,PFN1
chr17-4554623-4556019,PFN1
chr17-4832696-4834462,PFN1
chr17-4947197-4950344,PFN1
chr17-4996886-4998894,PFN1
chr17-5438400-5439770,PFN1
chr17-5110818-5112306,PFN1
chr17-5241867-5243317,PFN1
chr17-4480482-4481667,SPAG7
chr17-4485814-4486666,SPAG7
chr17-4498155-4500108,SPAG7
chr17-4696017-4697252,SPAG7
chr17-4703077-4704527,SPAG7
chr17-4709736-4711940,SPAG7
chr17-4714885-4715370,SPAG7
chr17-4725458-4726255,SPAG7
chr17-4730851-4732002,SPAG7
chr17-4733034-4733574,SPAG7
chr17-4735908-4736529,SPAG7
chr17-4738428-4740116,SPAG7
chr17-4747283-4748341,SPAG7
chr17-4759703-4760256,SPAG7
chr17-4764336-4764962,SPAG7
chr17-4765831-4767040,SPAG7
chr17-4789161-4790752,SPAG7
chr17-4795552-4796498,SPAG7
chr17-4806536-4807992,SPAG7
chr17-4842981-4843919,SPAG7
chr17-4844859-4845592,SPAG7
chr17-4888895-4889357,SPAG7
chr17-4899115-4899887,SPAG7
chr17-4900522-4901278,SPAG7
chr17-4901557-4902070,SPAG7
chr17-4903037-4903802,SPAG7
chr17-4908340-4909451,SPAG7
chr17-4920155-4920845,SPAG7
chr17-4939313-4940964,SPAG7
chr17-4966221-4968570,SPAG7
chr17-4986312-4988483,SPAG7
chr17-5016539-5017335,SPAG7
chr17-5030844-5032037,SPAG7
chr17-5048932-5049719,SPAG7
chr17-5077692-5079027,SPAG7
chr17-5096728-5097866,SPAG7
chr17-5191224-5192316,SPAG7
chr17-5196663-5197272,SPAG7
chr17-5220702-5221646,SPAG7
chr17-5226956-5227801,SPAG7
chr17-5232440-5233302,SPAG7
chr17-5234491-5235402,SPAG7
chr17-5237422-5237988,SPAG7
chr17-5248764-5249960,SPAG7
chr17-5281437-5283009,SPAG7
chr17-5418358-5420521,SPAG7
chr17-4554623-4556019,SPAG7
chr17-4832696-4834462,SPAG7
chr17-4947197-4950344,SPAG7
chr17-4996886-4998894,SPAG7
chr17-5438400-5439770,SPAG7
chr17-5110818-5112306,SPAG7
chr17-5241867-5243317,SPAG7
chr17-4480482-4481667,CAMTA2
chr17-4485814-4486666,CAMTA2
chr17-4498155-4500108,CAMTA2
chr17-4696017-4697252,CAMTA2
chr17-4703077-4704527,CAMTA2
chr17-4709736-4711940,CAMTA2
chr17-4714885-4715370,CAMTA2
chr17-4725458-4726255,CAMTA2
chr17-4730851-4732002,CAMTA2
chr17-4733034-4733574,CAMTA2
chr17-4735908-4736529,CAMTA2
chr17-4738428-4740116,CAMTA2
chr17-4747283-4748341,CAMTA2
chr17-4759703-4760256,CAMTA2
chr17-4764336-4764962,CAMTA2
chr17-4765831-4767040,CAMTA2
chr17-4789161-4790752,CAMTA2
chr17-4795552-4796498,CAMTA2
chr17-4806536-4807992,CAMTA2
chr17-4842981-4843919,CAMTA2
chr17-4844859-4845592,CAMTA2
chr17-4888895-4889357,CAMTA2
chr17-4899115-4899887,CAMTA2
chr17-4900522-4901278,CAMTA2
chr17-4901557-4902070,CAMTA2
chr17-4903037-4903802,CAMTA2
chr17-4908340-4909451,CAMTA2
chr17-4920155-4920845,CAMTA2
chr17-4939313-4940964,CAMTA2
chr17-4966221-4968570,CAMTA2
chr17-4986312-4988483,CAMTA2
chr17-5016539-5017335,CAMTA2
chr17-5030844-5032037,CAMTA2
chr17-5048932-5049719,CAMTA2
chr17-5077692-5079027,CAMTA2
chr17-5096728-5097866,CAMTA2
chr17-5191224-5192316,CAMTA2
chr17-5196663-5197272,CAMTA2
chr17-5220702-5221646,CAMTA2
chr17-5226956-5227801,CAMTA2
chr17-5232440-5233302,CAMTA2
chr17-5234491-5235402,CAMTA2
chr17-5237422-5237988,CAMTA2
chr17-5248764-5249960,CAMTA2
chr17-5281437-5283009,CAMTA2
chr17-5418358-5420521,CAMTA2
chr17-5467893-5469331,CAMTA2
chr17-5485521-5487148,CAMTA2
chr17-4554623-4556019,CAMTA2
chr17-4832696-4834462,CAMTA2
chr17-4947197-4950344,CAMTA2
chr17-4996886-4998894,CAMTA2
chr17-5438400-5439770,CAMTA2
chr17-5110818-5112306,CAMTA2
chr17-5241867-5243317,CAMTA2
chr17-4709736-4711940,SCIMP
chr17-4714885-4715370,SCIMP
chr17-4725458-4726255,SCIMP
chr17-4730851-4732002,SCIMP
chr17-4733034-4733574,SCIMP
chr17-4735908-4736529,SCIMP
chr17-4738428-4740116,SCIMP
chr17-4747283-4748341,SCIMP
chr17-4759703-4760256,SCIMP
chr17-4764336-4764962,SCIMP
chr17-4765831-4767040,SCIMP
chr17-4789161-4790752,SCIMP
chr17-4795552-4796498,SCIMP
chr17-4806536-4807992,SCIMP
chr17-4842981-4843919,SCIMP
chr17-4844859-4845592,SCIMP
chr17-4888895-4889357,SCIMP
chr17-4899115-4899887,SCIMP
chr17-4900522-4901278,SCIMP
chr17-4901557-4902070,SCIMP
chr17-4903037-4903802,SCIMP
chr17-4908340-4909451,SCIMP
chr17-4920155-4920845,SCIMP
chr17-4939313-4940964,SCIMP
chr17-4966221-4968570,SCIMP
chr17-4986312-4988483,SCIMP
chr17-5016539-5017335,SCIMP
chr17-5030844-5032037,SCIMP
chr17-5048932-5049719,SCIMP
chr17-5077692-5079027,SCIMP
