peak,gene
chr5-14996846-14997367,OTULIN
chr5-14581260-14582846,OTULIN
chr5-14264369-14264976,ANKH
chr5-14330763-14331822,ANKH
chr5-14413054-14414282,ANKH
chr5-14559298-14560714,ANKH
chr5-14586973-14587483,ANKH
chr5-14594483-14595651,ANKH
chr5-14663737-14665419,ANKH
chr5-14665971-14666241,ANKH
chr5-14675672-14676679,ANKH
chr5-14706195-14707076,ANKH
chr5-14809219-14810300,ANKH
chr5-14869756-14870692,ANKH
chr5-14870919-14872954,ANKH
chr5-14992457-14993878,ANKH
chr5-14996846-14997367,ANKH
chr5-14581260-14582846,ANKH
chr5-16615901-16618427,ZNF622
chr5-16625036-16625403,ZNF622
chr5-16626706-16627210,ZNF622
chr5-16935342-16936911,ZNF622
chr5-16464854-16466366,ZNF622
chr5-16629016-16630162,ZNF622
chr5-16615901-16618427,RETREG1
chr5-16625036-16625403,RETREG1
chr5-16626706-16627210,RETREG1
chr5-16935342-16936911,RETREG1
chr5-16464854-16466366,RETREG1
chr5-16629016-16630162,RETREG1
chr5-16615901-16618427,BASP1
chr5-16625036-16625403,BASP1
chr5-16626706-16627210,BASP1
chr5-16935342-16936911,BASP1
chr5-17118279-17119182,BASP1
chr5-17216156-17219091,BASP1
chr5-17255207-17256076,BASP1
chr5-17435934-17437255,BASP1
chr5-16629016-16630162,BASP1
chr5-18697455-18698827,LINC02100
chr5-18744472-18746611,LINC02100
chr5-31531425-31533281,DROSHA
chr5-31531425-31533281,C5orf22
chr5-32173347-32175152,GOLPH3
chr5-32193159-32193958,GOLPH3
chr5-32206938-32207584,GOLPH3
chr5-32231982-32232885,GOLPH3
chr5-32312060-32313669,GOLPH3
chr5-32443303-32445003,GOLPH3
chr5-32522380-32523150,GOLPH3
chr5-32531276-32532605,GOLPH3
chr5-32582553-32582922,GOLPH3
chr5-32583651-32583896,GOLPH3
chr5-32585198-32586408,GOLPH3
chr5-32276164-32277124,GOLPH3
chr5-32390683-32391486,GOLPH3
chr5-32173347-32175152,MTMR12
chr5-32193159-32193958,MTMR12
chr5-32206938-32207584,MTMR12
chr5-32231982-32232885,MTMR12
chr5-32312060-32313669,MTMR12
chr5-32443303-32445003,MTMR12
chr5-32522380-32523150,MTMR12
chr5-32531276-32532605,MTMR12
chr5-32582553-32582922,MTMR12
chr5-32583651-32583896,MTMR12
chr5-32585198-32586408,MTMR12
chr5-32276164-32277124,MTMR12
chr5-32390683-32391486,MTMR12
chr5-32173347-32175152,ZFR
chr5-32193159-32193958,ZFR
chr5-32206938-32207584,ZFR
chr5-32231982-32232885,ZFR
chr5-32312060-32313669,ZFR
chr5-32443303-32445003,ZFR
chr5-32522380-32523150,ZFR
chr5-32531276-32532605,ZFR
chr5-32582553-32582922,ZFR
chr5-32583651-32583896,ZFR
chr5-32585198-32586408,ZFR
chr5-32276164-32277124,ZFR
chr5-32390683-32391486,ZFR
chr5-32173347-32175152,SUB1
chr5-32193159-32193958,SUB1
chr5-32206938-32207584,SUB1
chr5-32231982-32232885,SUB1
chr5-32312060-32313669,SUB1
chr5-32443303-32445003,SUB1
chr5-32522380-32523150,SUB1
chr5-32531276-32532605,SUB1
chr5-32582553-32582922,SUB1
chr5-32583651-32583896,SUB1
chr5-32585198-32586408,SUB1
chr5-32276164-32277124,SUB1
chr5-32390683-32391486,SUB1
chr5-34498588-34499526,RAD1
chr5-34838416-34839621,RAD1
chr5-34914691-34916112,RAD1
chr5-34928874-34930349,RAD1
chr5-35319263-35320047,RAD1
chr5-34498588-34499526,BRIX1
chr5-34838416-34839621,BRIX1
chr5-34914691-34916112,BRIX1
chr5-34928874-34930349,BRIX1
chr5-35319263-35320047,BRIX1
chr5-34498588-34499526,DNAJC21
chr5-34838416-34839621,DNAJC21
chr5-34914691-34916112,DNAJC21
chr5-34928874-34930349,DNAJC21
chr5-35319263-35320047,DNAJC21
chr5-34838416-34839621,PRLR
chr5-34914691-34916112,PRLR
chr5-34928874-34930349,PRLR
chr5-35319263-35320047,PRLR
chr5-35482777-35484120,PRLR
chr5-35617140-35618431,PRLR
chr5-35671193-35671877,PRLR
chr5-35319263-35320047,SPEF2
chr5-35482777-35484120,SPEF2
chr5-35617140-35618431,SPEF2
chr5-35671193-35671877,SPEF2
chr5-35796623-35797663,SPEF2
chr5-35810213-35811700,SPEF2
chr5-35822065-35822936,SPEF2
chr5-35830260-35831094,SPEF2
chr5-35852243-35852746,SPEF2
chr5-35853508-35854707,SPEF2
chr5-35856642-35857059,SPEF2
chr5-35858838-35859581,SPEF2
chr5-35924558-35925444,SPEF2
chr5-36150811-36152463,SPEF2
chr5-36240912-36242640,SPEF2
chr5-35482777-35484120,IL7R
chr5-35617140-35618431,IL7R
chr5-35671193-35671877,IL7R
chr5-35796623-35797663,IL7R
chr5-35810213-35811700,IL7R
chr5-35822065-35822936,IL7R
chr5-35830260-35831094,IL7R
chr5-35852243-35852746,IL7R
chr5-35853508-35854707,IL7R
chr5-35856642-35857059,IL7R
chr5-35858838-35859581,IL7R
chr5-35924558-35925444,IL7R
chr5-36150811-36152463,IL7R
chr5-36240912-36242640,IL7R
chr5-35617140-35618431,LMBRD2
chr5-35671193-35671877,LMBRD2
chr5-35796623-35797663,LMBRD2
chr5-35810213-35811700,LMBRD2
chr5-35822065-35822936,LMBRD2
chr5-35830260-35831094,LMBRD2
chr5-35852243-35852746,LMBRD2
chr5-35853508-35854707,LMBRD2
chr5-35856642-35857059,LMBRD2
chr5-35858838-35859581,LMBRD2
chr5-35924558-35925444,LMBRD2
chr5-36150811-36152463,LMBRD2
chr5-36240912-36242640,LMBRD2
chr5-36657303-36658154,NIPBL
chr5-36685333-36686206,NIPBL
chr5-36689981-36690657,NIPBL
chr5-36723704-36724326,NIPBL
chr5-36724531-36725346,NIPBL
chr5-36744421-36745984,NIPBL
chr5-36839210-36840037,NIPBL
chr5-36870294-36870752,NIPBL
chr5-36875047-36878342,NIPBL
chr5-37111365-37112563,NIPBL
chr5-37197229-37198382,NIPBL
chr5-37248498-37249972,NIPBL
chr5-37370475-37371879,NIPBL
chr5-37378397-37379637,NIPBL
chr5-36657303-36658154,CPLANE1
chr5-36685333-36686206,CPLANE1
chr5-36689981-36690657,CPLANE1
chr5-36723704-36724326,CPLANE1
chr5-36724531-36725346,CPLANE1
chr5-36744421-36745984,CPLANE1
chr5-36839210-36840037,CPLANE1
chr5-36870294-36870752,CPLANE1
chr5-36875047-36878342,CPLANE1
chr5-37111365-37112563,CPLANE1
chr5-37197229-37198382,CPLANE1
chr5-37248498-37249972,CPLANE1
chr5-37370475-37371879,CPLANE1
chr5-37378397-37379637,CPLANE1
chr5-36839210-36840037,NUP155
chr5-36870294-36870752,NUP155
chr5-36875047-36878342,NUP155
chr5-37111365-37112563,NUP155
chr5-37197229-37198382,NUP155
chr5-37248498-37249972,NUP155
chr5-37370475-37371879,NUP155
chr5-37378397-37379637,NUP155
chr5-37111365-37112563,WDR70
chr5-37197229-37198382,WDR70
chr5-37248498-37249972,WDR70
chr5-37370475-37371879,WDR70
chr5-37378397-37379637,WDR70
chr5-39072980-39075173,RICTOR
chr5-39076785-39077209,RICTOR
chr5-39164018-39165123,RICTOR
chr5-39176782-39178045,RICTOR
chr5-39178856-39179285,RICTOR
chr5-39187002-39187536,RICTOR
chr5-39191238-39191569,RICTOR
chr5-39202573-39203504,RICTOR
chr5-39209773-39210308,RICTOR
chr5-39211757-39212079,RICTOR
chr5-39217319-39218077,RICTOR
chr5-39219085-39219881,RICTOR
chr5-39256271-39256866,RICTOR
chr5-39270227-39270757,RICTOR
chr5-39274403-39275107,RICTOR
chr5-39282863-39283690,RICTOR
chr5-39398626-39400365,RICTOR
chr5-39424264-39425382,RICTOR
chr5-38453193-38453941,RICTOR
chr5-39272180-39273619,RICTOR
chr5-39072980-39075173,FYB1
chr5-39076785-39077209,FYB1
chr5-39164018-39165123,FYB1
chr5-39176782-39178045,FYB1
chr5-39178856-39179285,FYB1
chr5-39187002-39187536,FYB1
chr5-39191238-39191569,FYB1
chr5-39202573-39203504,FYB1
chr5-39209773-39210308,FYB1
chr5-39211757-39212079,FYB1
chr5-39217319-39218077,FYB1
chr5-39219085-39219881,FYB1
chr5-39256271-39256866,FYB1
chr5-39270227-39270757,FYB1
chr5-39274403-39275107,FYB1
chr5-39282863-39283690,FYB1
chr5-39398626-39400365,FYB1
chr5-39424264-39425382,FYB1
chr5-39272180-39273619,FYB1
chr5-40355751-40356610,TTC33
chr5-40378257-40379072,TTC33
chr5-40384715-40385326,TTC33
chr5-40404452-40404976,TTC33
chr5-40406649-40407261,TTC33
chr5-40409631-40411223,TTC33
chr5-40436358-40437918,TTC33
chr5-40441510-40442634,TTC33
chr5-40486215-40487226,TTC33
chr5-40605275-40606535,TTC33
chr5-40623283-40623819,TTC33
chr5-40628150-40628799,TTC33
chr5-40652337-40654235,TTC33
chr5-40669196-40670306,TTC33
chr5-40675679-40676166,TTC33
chr5-40679016-40680118,TTC33
chr5-40687986-40688466,TTC33
chr5-40754479-40756252,TTC33
chr5-40797111-40798866,TTC33
chr5-40834143-40835703,TTC33
chr5-40841001-40841687,TTC33
chr5-40484449-40485792,TTC33
chr5-40615177-40616117,TTC33
chr5-40680808-40682162,TTC33
chr5-40355751-40356610,PTGER4
chr5-40378257-40379072,PTGER4
chr5-40384715-40385326,PTGER4
chr5-40404452-40404976,PTGER4
chr5-40406649-40407261,PTGER4
chr5-40409631-40411223,PTGER4
chr5-40436358-40437918,PTGER4
chr5-40441510-40442634,PTGER4
chr5-40486215-40487226,PTGER4
chr5-40605275-40606535,PTGER4
chr5-40623283-40623819,PTGER4
chr5-40628150-40628799,PTGER4
chr5-40652337-40654235,PTGER4
chr5-40669196-40670306,PTGER4
chr5-40675679-40676166,PTGER4
chr5-40679016-40680118,PTGER4
chr5-40687986-40688466,PTGER4
chr5-40754479-40756252,PTGER4
chr5-40797111-40798866,PTGER4
chr5-40834143-40835703,PTGER4
chr5-40841001-40841687,PTGER4
chr5-40484449-40485792,PTGER4
chr5-40615177-40616117,PTGER4
chr5-40680808-40682162,PTGER4
chr5-40355751-40356610,PRKAA1
chr5-40378257-40379072,PRKAA1
chr5-40384715-40385326,PRKAA1
chr5-40404452-40404976,PRKAA1
chr5-40406649-40407261,PRKAA1
chr5-40409631-40411223,PRKAA1
chr5-40436358-40437918,PRKAA1
chr5-40441510-40442634,PRKAA1
chr5-40486215-40487226,PRKAA1
chr5-40605275-40606535,PRKAA1
chr5-40623283-40623819,PRKAA1
chr5-40628150-40628799,PRKAA1
chr5-40652337-40654235,PRKAA1
chr5-40669196-40670306,PRKAA1
chr5-40675679-40676166,PRKAA1
chr5-40679016-40680118,PRKAA1
chr5-40687986-40688466,PRKAA1
chr5-40754479-40756252,PRKAA1
chr5-40797111-40798866,PRKAA1
chr5-40834143-40835703,PRKAA1
chr5-40841001-40841687,PRKAA1
chr5-40484449-40485792,PRKAA1
chr5-40615177-40616117,PRKAA1
chr5-40680808-40682162,PRKAA1
chr5-40355751-40356610,RPL37
chr5-40378257-40379072,RPL37
chr5-40384715-40385326,RPL37
chr5-40404452-40404976,RPL37
chr5-40406649-40407261,RPL37
chr5-40409631-40411223,RPL37
chr5-40436358-40437918,RPL37
chr5-40441510-40442634,RPL37
chr5-40486215-40487226,RPL37
chr5-40605275-40606535,RPL37
chr5-40623283-40623819,RPL37
chr5-40628150-40628799,RPL37
chr5-40652337-40654235,RPL37
chr5-40669196-40670306,RPL37
chr5-40675679-40676166,RPL37
chr5-40679016-40680118,RPL37
chr5-40687986-40688466,RPL37
chr5-40754479-40756252,RPL37
chr5-40797111-40798866,RPL37
chr5-40834143-40835703,RPL37
chr5-40841001-40841687,RPL37
chr5-40484449-40485792,RPL37
chr5-40615177-40616117,RPL37
chr5-40680808-40682162,RPL37
chr5-41869136-41870939,OXCT1
chr5-41903448-41904703,OXCT1
chr5-41924503-41926396,OXCT1
chr5-41869136-41870939,FBXO4
chr5-41903448-41904703,FBXO4
chr5-41924503-41926396,FBXO4
chr5-42908143-42909265,CCDC152
chr5-42949282-42950097,CCDC152
chr5-42950483-42952588,CCDC152
chr5-42991678-42994079,CCDC152
chr5-42994448-42995175,CCDC152
chr5-43009108-43009616,CCDC152
chr5-43010217-43010878,CCDC152
chr5-43017209-43019121,CCDC152
chr5-43019322-43020563,CCDC152
chr5-43037922-43038173,CCDC152
chr5-43041391-43043412,CCDC152
chr5-43064411-43065210,CCDC152
chr5-43065768-43067494,CCDC152
chr5-43105134-43106021,CCDC152
chr5-43120435-43122148,CCDC152
chr5-43191664-43192988,CCDC152
chr5-43193253-43194010,CCDC152
chr5-43007236-43008864,CCDC152
chr5-43039477-43041055,CCDC152
chr5-42908143-42909265,ANXA2R
chr5-42949282-42950097,ANXA2R
chr5-42950483-42952588,ANXA2R
chr5-42991678-42994079,ANXA2R
chr5-42994448-42995175,ANXA2R
chr5-43009108-43009616,ANXA2R
chr5-43010217-43010878,ANXA2R
chr5-43017209-43019121,ANXA2R
chr5-43019322-43020563,ANXA2R
chr5-43037922-43038173,ANXA2R
chr5-43041391-43043412,ANXA2R
chr5-43064411-43065210,ANXA2R
chr5-43065768-43067494,ANXA2R
chr5-43105134-43106021,ANXA2R
chr5-43120435-43122148,ANXA2R
chr5-43191664-43192988,ANXA2R
chr5-43193253-43194010,ANXA2R
chr5-43312631-43314002,ANXA2R
chr5-43396148-43397372,ANXA2R
chr5-43483198-43484759,ANXA2R
chr5-43514213-43515747,ANXA2R
chr5-43007236-43008864,ANXA2R
chr5-43039477-43041055,ANXA2R
chr5-42908143-42909265,ZNF131
chr5-42949282-42950097,ZNF131
chr5-42950483-42952588,ZNF131
chr5-42991678-42994079,ZNF131
chr5-42994448-42995175,ZNF131
chr5-43009108-43009616,ZNF131
chr5-43010217-43010878,ZNF131
chr5-43017209-43019121,ZNF131
chr5-43019322-43020563,ZNF131
chr5-43037922-43038173,ZNF131
chr5-43041391-43043412,ZNF131
chr5-43064411-43065210,ZNF131
chr5-43065768-43067494,ZNF131
chr5-43105134-43106021,ZNF131
chr5-43120435-43122148,ZNF131
chr5-43191664-43192988,ZNF131
chr5-43193253-43194010,ZNF131
chr5-43312631-43314002,ZNF131
chr5-43396148-43397372,ZNF131
chr5-43483198-43484759,ZNF131
chr5-43514213-43515747,ZNF131
chr5-43555896-43557853,ZNF131
chr5-43602364-43604211,ZNF131
chr5-43007236-43008864,ZNF131
chr5-43039477-43041055,ZNF131
chr5-42908143-42909265,HMGCS1
chr5-42949282-42950097,HMGCS1
chr5-42950483-42952588,HMGCS1
chr5-42991678-42994079,HMGCS1
chr5-42994448-42995175,HMGCS1
chr5-43009108-43009616,HMGCS1
chr5-43010217-43010878,HMGCS1
chr5-43017209-43019121,HMGCS1
chr5-43019322-43020563,HMGCS1
chr5-43037922-43038173,HMGCS1
chr5-43041391-43043412,HMGCS1
chr5-43064411-43065210,HMGCS1
chr5-43065768-43067494,HMGCS1
chr5-43105134-43106021,HMGCS1
chr5-43120435-43122148,HMGCS1
chr5-43191664-43192988,HMGCS1
chr5-43193253-43194010,HMGCS1
chr5-43312631-43314002,HMGCS1
chr5-43396148-43397372,HMGCS1
