peak,gene
chr12-68745436-68746911,MDM2
chr12-68787088-68787835,MDM2
chr12-68807174-68809086,MDM2
chr12-68932160-68933693,MDM2
chr12-68962932-68963958,MDM2
chr12-69006770-69007917,MDM2
chr12-69008210-69008915,MDM2
chr12-69039357-69040392,MDM2
chr12-69238874-69240843,MDM2
chr12-69290662-69291322,MDM2
chr12-69329691-69332090,MDM2
chr12-69337496-69338538,MDM2
chr12-69156650-69157368,MDM2
chr12-68358566-68360028,CPM
chr12-68364728-68365776,CPM
chr12-68367842-68368229,CPM
chr12-68373800-68374580,CPM
chr12-68450707-68452018,CPM
chr12-68538734-68539589,CPM
chr12-68591365-68592375,CPM
chr12-68610095-68611818,CPM
chr12-68613231-68613557,CPM
chr12-68675042-68675769,CPM
chr12-68686214-68687483,CPM
chr12-68745436-68746911,CPM
chr12-68787088-68787835,CPM
chr12-68807174-68809086,CPM
chr12-68932160-68933693,CPM
chr12-68962932-68963958,CPM
chr12-69006770-69007917,CPM
chr12-69008210-69008915,CPM
chr12-69039357-69040392,CPM
chr12-69238874-69240843,CPM
chr12-69290662-69291322,CPM
chr12-69329691-69332090,CPM
chr12-69337496-69338538,CPM
chr12-69348084-69348978,CPM
chr12-69357327-69357740,CPM
chr12-69359213-69360493,CPM
chr12-69469814-69470931,CPM
chr12-69156650-69157368,CPM
chr12-68745436-68746911,CPSF6
chr12-68787088-68787835,CPSF6
chr12-68807174-68809086,CPSF6
chr12-68932160-68933693,CPSF6
chr12-68962932-68963958,CPSF6
chr12-69006770-69007917,CPSF6
chr12-69008210-69008915,CPSF6
chr12-69039357-69040392,CPSF6
chr12-69238874-69240843,CPSF6
chr12-69290662-69291322,CPSF6
chr12-69329691-69332090,CPSF6
chr12-69337496-69338538,CPSF6
chr12-69348084-69348978,CPSF6
chr12-69357327-69357740,CPSF6
chr12-69359213-69360493,CPSF6
chr12-69469814-69470931,CPSF6
chr12-69584866-69586059,CPSF6
chr12-69738313-69740004,CPSF6
chr12-69156650-69157368,CPSF6
chr12-68932160-68933693,LYZ
chr12-68962932-68963958,LYZ
chr12-69006770-69007917,LYZ
chr12-69008210-69008915,LYZ
chr12-69039357-69040392,LYZ
chr12-69238874-69240843,LYZ
chr12-69290662-69291322,LYZ
chr12-69329691-69332090,LYZ
chr12-69337496-69338538,LYZ
chr12-69348084-69348978,LYZ
chr12-69357327-69357740,LYZ
chr12-69359213-69360493,LYZ
chr12-69469814-69470931,LYZ
chr12-69584866-69586059,LYZ
chr12-69738313-69740004,LYZ
chr12-69156650-69157368,LYZ
chr12-68932160-68933693,YEATS4
chr12-68962932-68963958,YEATS4
chr12-69006770-69007917,YEATS4
chr12-69008210-69008915,YEATS4
chr12-69039357-69040392,YEATS4
chr12-69238874-69240843,YEATS4
chr12-69290662-69291322,YEATS4
chr12-69329691-69332090,YEATS4
chr12-69337496-69338538,YEATS4
chr12-69348084-69348978,YEATS4
chr12-69357327-69357740,YEATS4
chr12-69359213-69360493,YEATS4
chr12-69469814-69470931,YEATS4
chr12-69584866-69586059,YEATS4
chr12-69738313-69740004,YEATS4
chr12-69156650-69157368,YEATS4
chr12-69006770-69007917,FRS2
chr12-69008210-69008915,FRS2
chr12-69039357-69040392,FRS2
chr12-69238874-69240843,FRS2
chr12-69290662-69291322,FRS2
chr12-69329691-69332090,FRS2
chr12-69337496-69338538,FRS2
chr12-69348084-69348978,FRS2
chr12-69357327-69357740,FRS2
chr12-69359213-69360493,FRS2
chr12-69469814-69470931,FRS2
chr12-69584866-69586059,FRS2
chr12-69738313-69740004,FRS2
chr12-69156650-69157368,FRS2
chr12-69238874-69240843,CCT2
chr12-69290662-69291322,CCT2
chr12-69329691-69332090,CCT2
chr12-69337496-69338538,CCT2
chr12-69348084-69348978,CCT2
chr12-69357327-69357740,CCT2
chr12-69359213-69360493,CCT2
chr12-69469814-69470931,CCT2
chr12-69584866-69586059,CCT2
chr12-69738313-69740004,CCT2
chr12-69156650-69157368,CCT2
chr12-69238874-69240843,RAB3IP
chr12-69290662-69291322,RAB3IP
chr12-69329691-69332090,RAB3IP
chr12-69337496-69338538,RAB3IP
chr12-69348084-69348978,RAB3IP
chr12-69357327-69357740,RAB3IP
chr12-69359213-69360493,RAB3IP
chr12-69469814-69470931,RAB3IP
chr12-69584866-69586059,RAB3IP
chr12-69738313-69740004,RAB3IP
chr12-70242540-70244389,RAB3IP
chr12-70242540-70244389,CNOT2
chr12-70353790-70355101,CNOT2
chr12-70365294-70367305,CNOT2
chr12-71685527-71686886,ZFC3H1
chr12-71754237-71755879,ZFC3H1
chr12-71838944-71840798,ZFC3H1
chr12-71662711-71664676,ZFC3H1
chr12-71685527-71686886,TMEM19
chr12-71754237-71755879,TMEM19
chr12-71838944-71840798,TMEM19
chr12-71662711-71664676,TMEM19
chr12-71685527-71686886,RAB21
chr12-71754237-71755879,RAB21
chr12-71838944-71840798,RAB21
chr12-71662711-71664676,RAB21
chr12-71685527-71686886,TBC1D15
chr12-71754237-71755879,TBC1D15
chr12-71838944-71840798,TBC1D15
chr12-71662711-71664676,TBC1D15
chr12-74537193-74538799,ATXN7L3B
chr12-75329739-75330484,GLIPR1
chr12-75333986-75334859,GLIPR1
chr12-75390424-75391551,GLIPR1
chr12-75471845-75472601,GLIPR1
chr12-75478156-75478840,GLIPR1
chr12-75482588-75482916,GLIPR1
chr12-75510589-75512018,GLIPR1
chr12-75943823-75944911,GLIPR1
chr12-75963934-75964574,GLIPR1
chr12-75969330-75970115,GLIPR1
chr12-75977523-75978431,GLIPR1
chr12-75479889-75481513,GLIPR1
chr12-75329739-75330484,KRR1
chr12-75333986-75334859,KRR1
chr12-75390424-75391551,KRR1
chr12-75471845-75472601,KRR1
chr12-75478156-75478840,KRR1
chr12-75482588-75482916,KRR1
chr12-75510589-75512018,KRR1
chr12-75943823-75944911,KRR1
chr12-75963934-75964574,KRR1
chr12-75969330-75970115,KRR1
chr12-75977523-75978431,KRR1
chr12-75479889-75481513,KRR1
chr12-75943823-75944911,NAP1L1
chr12-75963934-75964574,NAP1L1
chr12-75969330-75970115,NAP1L1
chr12-75977523-75978431,NAP1L1
chr12-76019999-76021380,NAP1L1
chr12-76029981-76032540,NAP1L1
chr12-76083590-76085733,NAP1L1
