peak,gene
chr8-38268129-38269640,TACC1
chr8-38359321-38360074,TACC1
chr8-38362567-38363684,TACC1
chr8-38368095-38368965,TACC1
chr8-38381546-38383423,TACC1
chr8-38385092-38385291,TACC1
chr8-38385890-38387147,TACC1
chr8-38410485-38410904,TACC1
chr8-38465405-38467166,TACC1
chr8-38467563-38468828,TACC1
chr8-38756390-38757725,TACC1
chr8-38768160-38770709,TACC1
chr8-38786558-38788340,TACC1
chr8-38804761-38805752,TACC1
chr8-38899715-38902388,TACC1
chr8-38936510-38937723,TACC1
chr8-38937929-38938941,TACC1
chr8-38943351-38944118,TACC1
chr8-38957027-38957980,TACC1
chr8-38966134-38966768,TACC1
chr8-38973518-38974826,TACC1
chr8-38995929-38997606,TACC1
chr8-38410485-38410904,PLEKHA2
chr8-38465405-38467166,PLEKHA2
chr8-38467563-38468828,PLEKHA2
chr8-38756390-38757725,PLEKHA2
chr8-38768160-38770709,PLEKHA2
chr8-38786558-38788340,PLEKHA2
chr8-38804761-38805752,PLEKHA2
chr8-38899715-38902388,PLEKHA2
chr8-38936510-38937723,PLEKHA2
chr8-38937929-38938941,PLEKHA2
chr8-38943351-38944118,PLEKHA2
chr8-38957027-38957980,PLEKHA2
chr8-38966134-38966768,PLEKHA2
chr8-38973518-38974826,PLEKHA2
chr8-38995929-38997606,PLEKHA2
chr8-38756390-38757725,ADAM9
chr8-38768160-38770709,ADAM9
chr8-38786558-38788340,ADAM9
chr8-38804761-38805752,ADAM9
chr8-38899715-38902388,ADAM9
chr8-38936510-38937723,ADAM9
chr8-38937929-38938941,ADAM9
chr8-38943351-38944118,ADAM9
chr8-38957027-38957980,ADAM9
chr8-38966134-38966768,ADAM9
chr8-38973518-38974826,ADAM9
chr8-38995929-38997606,ADAM9
chr8-41489476-41491265,GOLGA7
chr8-41507591-41508702,GOLGA7
chr8-41514457-41515597,GOLGA7
chr8-41528329-41529984,GOLGA7
chr8-41542534-41543014,GOLGA7
chr8-41544414-41545445,GOLGA7
chr8-41569521-41570269,GOLGA7
chr8-41577417-41578734,GOLGA7
chr8-41590183-41591023,GOLGA7
chr8-41612286-41613082,GOLGA7
chr8-41653361-41654593,GOLGA7
chr8-41701399-41702393,GOLGA7
chr8-41971253-41971945,GOLGA7
chr8-41986693-41987654,GOLGA7
chr8-41994896-41995859,GOLGA7
chr8-41827708-41829122,GOLGA7
chr8-41489476-41491265,GPAT4
chr8-41507591-41508702,GPAT4
chr8-41514457-41515597,GPAT4
chr8-41528329-41529984,GPAT4
chr8-41542534-41543014,GPAT4
chr8-41544414-41545445,GPAT4
chr8-41569521-41570269,GPAT4
chr8-41577417-41578734,GPAT4
chr8-41590183-41591023,GPAT4
chr8-41612286-41613082,GPAT4
chr8-41653361-41654593,GPAT4
chr8-41701399-41702393,GPAT4
chr8-41971253-41971945,GPAT4
chr8-41986693-41987654,GPAT4
chr8-41994896-41995859,GPAT4
chr8-42028454-42029172,GPAT4
chr8-42037405-42038090,GPAT4
chr8-42050720-42052806,GPAT4
chr8-41827708-41829122,GPAT4
chr8-41489476-41491265,KAT6A
chr8-41507591-41508702,KAT6A
chr8-41514457-41515597,KAT6A
chr8-41528329-41529984,KAT6A
chr8-41542534-41543014,KAT6A
chr8-41544414-41545445,KAT6A
chr8-41569521-41570269,KAT6A
chr8-41577417-41578734,KAT6A
chr8-41590183-41591023,KAT6A
chr8-41612286-41613082,KAT6A
chr8-41653361-41654593,KAT6A
chr8-41701399-41702393,KAT6A
chr8-41971253-41971945,KAT6A
chr8-41986693-41987654,KAT6A
chr8-41994896-41995859,KAT6A
chr8-42028454-42029172,KAT6A
chr8-42037405-42038090,KAT6A
chr8-42050720-42052806,KAT6A
chr8-42147639-42148202,KAT6A
chr8-42152035-42153778,KAT6A
chr8-42154123-42154473,KAT6A
chr8-42154827-42155201,KAT6A
chr8-42171311-42172029,KAT6A
chr8-42182330-42183195,KAT6A
chr8-42265383-42266025,KAT6A
chr8-42292170-42293505,KAT6A
chr8-42330874-42331889,KAT6A
chr8-42337683-42339162,KAT6A
chr8-42355189-42356381,KAT6A
chr8-42391056-42392608,KAT6A
chr8-42412052-42413270,KAT6A
chr8-42537681-42538059,KAT6A
chr8-42540720-42542323,KAT6A
chr8-41827708-41829122,KAT6A
chr8-42139604-42142096,KAT6A
chr8-42270318-42271947,KAT6A
chr8-41653361-41654593,AP3M2
chr8-41701399-41702393,AP3M2
chr8-41971253-41971945,AP3M2
chr8-41986693-41987654,AP3M2
chr8-41994896-41995859,AP3M2
chr8-42028454-42029172,AP3M2
chr8-42037405-42038090,AP3M2
chr8-42050720-42052806,AP3M2
chr8-42147639-42148202,AP3M2
chr8-42152035-42153778,AP3M2
chr8-42154123-42154473,AP3M2
chr8-42154827-42155201,AP3M2
chr8-42171311-42172029,AP3M2
chr8-42182330-42183195,AP3M2
chr8-42265383-42266025,AP3M2
chr8-42292170-42293505,AP3M2
chr8-42330874-42331889,AP3M2
chr8-42337683-42339162,AP3M2
chr8-42355189-42356381,AP3M2
chr8-42391056-42392608,AP3M2
chr8-42412052-42413270,AP3M2
chr8-42537681-42538059,AP3M2
chr8-42540720-42542323,AP3M2
chr8-41827708-41829122,AP3M2
chr8-42139604-42142096,AP3M2
chr8-42270318-42271947,AP3M2
chr8-41971253-41971945,IKBKB
chr8-41986693-41987654,IKBKB
chr8-41994896-41995859,IKBKB
chr8-42028454-42029172,IKBKB
chr8-42037405-42038090,IKBKB
chr8-42050720-42052806,IKBKB
chr8-42147639-42148202,IKBKB
chr8-42152035-42153778,IKBKB
chr8-42154123-42154473,IKBKB
chr8-42154827-42155201,IKBKB
chr8-42171311-42172029,IKBKB
chr8-42182330-42183195,IKBKB
chr8-42265383-42266025,IKBKB
chr8-42292170-42293505,IKBKB
chr8-42330874-42331889,IKBKB
chr8-42337683-42339162,IKBKB
chr8-42355189-42356381,IKBKB
chr8-42391056-42392608,IKBKB
chr8-42412052-42413270,IKBKB
chr8-42537681-42538059,IKBKB
chr8-42540720-42542323,IKBKB
chr8-42692194-42692851,IKBKB
chr8-42740742-42742181,IKBKB
chr8-42789843-42790773,IKBKB
chr8-42803031-42803973,IKBKB
chr8-42804985-42805540,IKBKB
chr8-41827708-41829122,IKBKB
chr8-42139604-42142096,IKBKB
chr8-42270318-42271947,IKBKB
chr8-41971253-41971945,POLB
chr8-41986693-41987654,POLB
chr8-41994896-41995859,POLB
chr8-42028454-42029172,POLB
chr8-42037405-42038090,POLB
chr8-42050720-42052806,POLB
chr8-42147639-42148202,POLB
chr8-42152035-42153778,POLB
chr8-42154123-42154473,POLB
chr8-42154827-42155201,POLB
chr8-42171311-42172029,POLB
chr8-42182330-42183195,POLB
chr8-42265383-42266025,POLB
chr8-42292170-42293505,POLB
chr8-42330874-42331889,POLB
chr8-42337683-42339162,POLB
chr8-42355189-42356381,POLB
chr8-42391056-42392608,POLB
chr8-42412052-42413270,POLB
chr8-42537681-42538059,POLB
chr8-42540720-42542323,POLB
chr8-42692194-42692851,POLB
chr8-42740742-42742181,POLB
chr8-42789843-42790773,POLB
chr8-42803031-42803973,POLB
chr8-42804985-42805540,POLB
chr8-42842288-42843657,POLB
chr8-42139604-42142096,POLB
chr8-42270318-42271947,POLB
chr8-41971253-41971945,VDAC3
chr8-41986693-41987654,VDAC3
chr8-41994896-41995859,VDAC3
chr8-42028454-42029172,VDAC3
chr8-42037405-42038090,VDAC3
chr8-42050720-42052806,VDAC3
chr8-42147639-42148202,VDAC3
chr8-42152035-42153778,VDAC3
chr8-42154123-42154473,VDAC3
chr8-42154827-42155201,VDAC3
chr8-42171311-42172029,VDAC3
chr8-42182330-42183195,VDAC3
chr8-42265383-42266025,VDAC3
chr8-42292170-42293505,VDAC3
chr8-42330874-42331889,VDAC3
chr8-42337683-42339162,VDAC3
chr8-42355189-42356381,VDAC3
chr8-42391056-42392608,VDAC3
chr8-42412052-42413270,VDAC3
chr8-42537681-42538059,VDAC3
chr8-42540720-42542323,VDAC3
chr8-42692194-42692851,VDAC3
chr8-42740742-42742181,VDAC3
chr8-42789843-42790773,VDAC3
chr8-42803031-42803973,VDAC3
chr8-42804985-42805540,VDAC3
chr8-42842288-42843657,VDAC3
chr8-42893324-42893624,VDAC3
chr8-42895792-42897953,VDAC3
chr8-42898173-42898563,VDAC3
chr8-42139604-42142096,VDAC3
chr8-42270318-42271947,VDAC3
chr8-41971253-41971945,SLC20A2
chr8-41986693-41987654,SLC20A2
chr8-41994896-41995859,SLC20A2
chr8-42028454-42029172,SLC20A2
chr8-42037405-42038090,SLC20A2
chr8-42050720-42052806,SLC20A2
chr8-42147639-42148202,SLC20A2
chr8-42152035-42153778,SLC20A2
chr8-42154123-42154473,SLC20A2
chr8-42154827-42155201,SLC20A2
chr8-42171311-42172029,SLC20A2
chr8-42182330-42183195,SLC20A2
chr8-42265383-42266025,SLC20A2
chr8-42292170-42293505,SLC20A2
chr8-42330874-42331889,SLC20A2
chr8-42337683-42339162,SLC20A2
chr8-42355189-42356381,SLC20A2
chr8-42391056-42392608,SLC20A2
chr8-42412052-42413270,SLC20A2
chr8-42537681-42538059,SLC20A2
chr8-42540720-42542323,SLC20A2
chr8-42692194-42692851,SLC20A2
chr8-42740742-42742181,SLC20A2
chr8-42789843-42790773,SLC20A2
chr8-42803031-42803973,SLC20A2
chr8-42804985-42805540,SLC20A2
chr8-42842288-42843657,SLC20A2
chr8-42893324-42893624,SLC20A2
chr8-42895792-42897953,SLC20A2
chr8-42898173-42898563,SLC20A2
chr8-42919567-42920665,SLC20A2
chr8-42139604-42142096,SLC20A2
chr8-42270318-42271947,SLC20A2
chr8-42050720-42052806,SMIM19
chr8-42147639-42148202,SMIM19
chr8-42152035-42153778,SMIM19
chr8-42154123-42154473,SMIM19
chr8-42154827-42155201,SMIM19
chr8-42171311-42172029,SMIM19
chr8-42182330-42183195,SMIM19
chr8-42265383-42266025,SMIM19
chr8-42292170-42293505,SMIM19
chr8-42330874-42331889,SMIM19
chr8-42337683-42339162,SMIM19
chr8-42355189-42356381,SMIM19
chr8-42391056-42392608,SMIM19
chr8-42412052-42413270,SMIM19
chr8-42537681-42538059,SMIM19
chr8-42540720-42542323,SMIM19
chr8-42692194-42692851,SMIM19
chr8-42740742-42742181,SMIM19
chr8-42789843-42790773,SMIM19
chr8-42803031-42803973,SMIM19
chr8-42804985-42805540,SMIM19
chr8-42842288-42843657,SMIM19
chr8-42893324-42893624,SMIM19
chr8-42895792-42897953,SMIM19
chr8-42898173-42898563,SMIM19
chr8-42919567-42920665,SMIM19
chr8-42139604-42142096,SMIM19
chr8-42270318-42271947,SMIM19
chr8-42355189-42356381,RNF170
chr8-42391056-42392608,RNF170
chr8-42412052-42413270,RNF170
chr8-42537681-42538059,RNF170
chr8-42540720-42542323,RNF170
chr8-42692194-42692851,RNF170
chr8-42740742-42742181,RNF170
chr8-42789843-42790773,RNF170
chr8-42803031-42803973,RNF170
chr8-42804985-42805540,RNF170
chr8-42842288-42843657,RNF170
chr8-42893324-42893624,RNF170
chr8-42895792-42897953,RNF170
chr8-42898173-42898563,RNF170
chr8-42919567-42920665,RNF170
chr8-43092399-43094261,RNF170
chr8-43139780-43141455,RNF170
chr8-43162852-43163650,RNF170
chr8-43055508-43057648,RNF170
chr8-42412052-42413270,HOOK3
chr8-42537681-42538059,HOOK3
chr8-42540720-42542323,HOOK3
chr8-42692194-42692851,HOOK3
chr8-42740742-42742181,HOOK3
chr8-42789843-42790773,HOOK3
chr8-42803031-42803973,HOOK3
chr8-42804985-42805540,HOOK3
chr8-42842288-42843657,HOOK3
chr8-42893324-42893624,HOOK3
chr8-42895792-42897953,HOOK3
chr8-42898173-42898563,HOOK3
chr8-42919567-42920665,HOOK3
chr8-43092399-43094261,HOOK3
chr8-43139780-43141455,HOOK3
chr8-43162852-43163650,HOOK3
chr8-43055508-43057648,HOOK3
chr8-42537681-42538059,FNTA
chr8-42540720-42542323,FNTA
chr8-42692194-42692851,FNTA
chr8-42740742-42742181,FNTA
chr8-42789843-42790773,FNTA
chr8-42803031-42803973,FNTA
chr8-42804985-42805540,FNTA
chr8-42842288-42843657,FNTA
chr8-42893324-42893624,FNTA
chr8-42895792-42897953,FNTA
chr8-42898173-42898563,FNTA
chr8-42919567-42920665,FNTA
chr8-43092399-43094261,FNTA
chr8-43139780-43141455,FNTA
chr8-43162852-43163650,FNTA
chr8-43055508-43057648,FNTA
chr8-42692194-42692851,HGSNAT
chr8-42740742-42742181,HGSNAT
chr8-42789843-42790773,HGSNAT
chr8-42803031-42803973,HGSNAT
chr8-42804985-42805540,HGSNAT
chr8-42842288-42843657,HGSNAT
chr8-42893324-42893624,HGSNAT
chr8-42895792-42897953,HGSNAT
chr8-42898173-42898563,HGSNAT
chr8-42919567-42920665,HGSNAT
chr8-43092399-43094261,HGSNAT
chr8-43139780-43141455,HGSNAT
chr8-43162852-43163650,HGSNAT
chr8-43055508-43057648,HGSNAT
chr8-46917365-46918249,SPIDR
chr8-47260139-47261549,SPIDR
chr8-47353196-47354032,SPIDR
chr8-47360217-47360904,SPIDR
chr8-47368893-47370284,SPIDR
chr8-47525766-47526746,SPIDR
chr8-47573244-47574786,SPIDR
chr8-47591583-47592592,SPIDR
