peak,gene
chr19-16368878-16369447,SIN3B
chr19-16369656-16370012,SIN3B
chr19-16371062-16372027,SIN3B
chr19-16382506-16383833,SIN3B
chr19-16399058-16399855,SIN3B
chr19-16417518-16418035,SIN3B
chr19-16445186-16445688,SIN3B
chr19-16446775-16447233,SIN3B
chr19-16471088-16472569,SIN3B
chr19-16495665-16496854,SIN3B
chr19-16541714-16543160,SIN3B
chr19-16565835-16566642,SIN3B
chr19-16571221-16572816,SIN3B
chr19-16584130-16584717,SIN3B
chr19-16585613-16586241,SIN3B
chr19-16587080-16588020,SIN3B
chr19-16588338-16588750,SIN3B
chr19-16594046-16595458,SIN3B
chr19-16627220-16629472,SIN3B
chr19-16659403-16661786,SIN3B
chr19-16802162-16802717,SIN3B
chr19-16828748-16829910,SIN3B
chr19-16895980-16898032,SIN3B
chr19-16899512-16900040,SIN3B
chr19-17001276-17002520,SIN3B
chr19-17021515-17022574,SIN3B
chr19-17035815-17036562,SIN3B
chr19-17067059-17067729,SIN3B
chr19-17074282-17076575,SIN3B
chr19-17079812-17080321,SIN3B
chr19-17089795-17090908,SIN3B
chr19-17091521-17092203,SIN3B
chr19-17107599-17108455,SIN3B
chr19-17109656-17110402,SIN3B
chr19-17124996-17126653,SIN3B
chr19-17135096-17135850,SIN3B
chr19-17138424-17138891,SIN3B
chr19-17156584-17157340,SIN3B
chr19-17183210-17184838,SIN3B
chr19-17214633-17215875,SIN3B
chr19-17225534-17227079,SIN3B
chr19-17244845-17246886,SIN3B
chr19-17260529-17261196,SIN3B
chr19-17266454-17267746,SIN3B
chr19-17281242-17282992,SIN3B
chr19-17292017-17293115,SIN3B
chr19-17302491-17303677,SIN3B
chr19-17305100-17306212,SIN3B
chr19-17309033-17310151,SIN3B
chr19-17327888-17329327,SIN3B
chr19-17336600-17338131,SIN3B
chr19-17346018-17346511,SIN3B
chr19-17369787-17370583,SIN3B
chr19-16449329-16449883,SIN3B
chr19-17234753-17236457,SIN3B
chr19-17333900-17335078,SIN3B
chr19-16584130-16584717,MYO9B
chr19-16585613-16586241,MYO9B
chr19-16587080-16588020,MYO9B
chr19-16588338-16588750,MYO9B
chr19-16594046-16595458,MYO9B
chr19-16627220-16629472,MYO9B
chr19-16659403-16661786,MYO9B
chr19-16802162-16802717,MYO9B
chr19-16828748-16829910,MYO9B
chr19-16895980-16898032,MYO9B
chr19-16899512-16900040,MYO9B
chr19-17001276-17002520,MYO9B
chr19-17021515-17022574,MYO9B
chr19-17035815-17036562,MYO9B
chr19-17067059-17067729,MYO9B
chr19-17074282-17076575,MYO9B
chr19-17079812-17080321,MYO9B
chr19-17089795-17090908,MYO9B
chr19-17091521-17092203,MYO9B
chr19-17107599-17108455,MYO9B
chr19-17109656-17110402,MYO9B
chr19-17124996-17126653,MYO9B
chr19-17135096-17135850,MYO9B
chr19-17138424-17138891,MYO9B
chr19-17156584-17157340,MYO9B
chr19-17183210-17184838,MYO9B
chr19-17214633-17215875,MYO9B
chr19-17225534-17227079,MYO9B
chr19-17244845-17246886,MYO9B
chr19-17260529-17261196,MYO9B
chr19-17266454-17267746,MYO9B
chr19-17281242-17282992,MYO9B
chr19-17292017-17293115,MYO9B
chr19-17302491-17303677,MYO9B
chr19-17305100-17306212,MYO9B
chr19-17309033-17310151,MYO9B
chr19-17327888-17329327,MYO9B
chr19-17336600-17338131,MYO9B
chr19-17346018-17346511,MYO9B
chr19-17369787-17370583,MYO9B
chr19-17385825-17386271,MYO9B
chr19-17390338-17391470,MYO9B
chr19-17394982-17395357,MYO9B
chr19-17403117-17403639,MYO9B
chr19-17405024-17406695,MYO9B
chr19-17419185-17420854,MYO9B
chr19-17447674-17448915,MYO9B
chr19-17466126-17466520,MYO9B
chr19-17468952-17470780,MYO9B
chr19-17488349-17489541,MYO9B
chr19-17490244-17490728,MYO9B
chr19-17495962-17496656,MYO9B
chr19-17510734-17512786,MYO9B
chr19-17522830-17523803,MYO9B
chr19-17526790-17527400,MYO9B
chr19-17538848-17540432,MYO9B
chr19-17555046-17556568,MYO9B
chr19-17560152-17560520,MYO9B
chr19-17605600-17606826,MYO9B
chr19-17679601-17680581,MYO9B
chr19-17703547-17704166,MYO9B
chr19-17234753-17236457,MYO9B
chr19-17333900-17335078,MYO9B
chr19-17480919-17481737,MYO9B
chr19-16802162-16802717,USE1
chr19-16828748-16829910,USE1
chr19-16895980-16898032,USE1
chr19-16899512-16900040,USE1
chr19-17001276-17002520,USE1
chr19-17021515-17022574,USE1
chr19-17035815-17036562,USE1
chr19-17067059-17067729,USE1
chr19-17074282-17076575,USE1
chr19-17079812-17080321,USE1
chr19-17089795-17090908,USE1
chr19-17091521-17092203,USE1
chr19-17107599-17108455,USE1
chr19-17109656-17110402,USE1
chr19-17124996-17126653,USE1
chr19-17135096-17135850,USE1
chr19-17138424-17138891,USE1
chr19-17156584-17157340,USE1
chr19-17183210-17184838,USE1
chr19-17214633-17215875,USE1
chr19-17225534-17227079,USE1
chr19-17244845-17246886,USE1
chr19-17260529-17261196,USE1
chr19-17266454-17267746,USE1
chr19-17281242-17282992,USE1
chr19-17292017-17293115,USE1
chr19-17302491-17303677,USE1
chr19-17305100-17306212,USE1
chr19-17309033-17310151,USE1
chr19-17327888-17329327,USE1
chr19-17336600-17338131,USE1
chr19-17346018-17346511,USE1
chr19-17369787-17370583,USE1
chr19-17385825-17386271,USE1
chr19-17390338-17391470,USE1
chr19-17394982-17395357,USE1
chr19-17403117-17403639,USE1
chr19-17405024-17406695,USE1
chr19-17419185-17420854,USE1
chr19-17447674-17448915,USE1
chr19-17466126-17466520,USE1
chr19-17468952-17470780,USE1
chr19-17488349-17489541,USE1
chr19-17490244-17490728,USE1
chr19-17495962-17496656,USE1
chr19-17510734-17512786,USE1
chr19-17522830-17523803,USE1
chr19-17526790-17527400,USE1
chr19-17538848-17540432,USE1
chr19-17555046-17556568,USE1
chr19-17560152-17560520,USE1
chr19-17605600-17606826,USE1
chr19-17679601-17680581,USE1
chr19-17703547-17704166,USE1
chr19-17717200-17717745,USE1
chr19-17719071-17719966,USE1
chr19-17234753-17236457,USE1
chr19-17333900-17335078,USE1
chr19-17480919-17481737,USE1
chr19-16802162-16802717,OCEL1
chr19-16828748-16829910,OCEL1
chr19-16895980-16898032,OCEL1
chr19-16899512-16900040,OCEL1
chr19-17001276-17002520,OCEL1
chr19-17021515-17022574,OCEL1
chr19-17035815-17036562,OCEL1
chr19-17067059-17067729,OCEL1
chr19-17074282-17076575,OCEL1
chr19-17079812-17080321,OCEL1
chr19-17089795-17090908,OCEL1
chr19-17091521-17092203,OCEL1
chr19-17107599-17108455,OCEL1
chr19-17109656-17110402,OCEL1
chr19-17124996-17126653,OCEL1
chr19-17135096-17135850,OCEL1
chr19-17138424-17138891,OCEL1
chr19-17156584-17157340,OCEL1
chr19-17183210-17184838,OCEL1
chr19-17214633-17215875,OCEL1
chr19-17225534-17227079,OCEL1
chr19-17244845-17246886,OCEL1
chr19-17260529-17261196,OCEL1
chr19-17266454-17267746,OCEL1
chr19-17281242-17282992,OCEL1
chr19-17292017-17293115,OCEL1
chr19-17302491-17303677,OCEL1
chr19-17305100-17306212,OCEL1
chr19-17309033-17310151,OCEL1
chr19-17327888-17329327,OCEL1
chr19-17336600-17338131,OCEL1
chr19-17346018-17346511,OCEL1
chr19-17369787-17370583,OCEL1
chr19-17385825-17386271,OCEL1
chr19-17390338-17391470,OCEL1
chr19-17394982-17395357,OCEL1
chr19-17403117-17403639,OCEL1
chr19-17405024-17406695,OCEL1
chr19-17419185-17420854,OCEL1
chr19-17447674-17448915,OCEL1
chr19-17466126-17466520,OCEL1
chr19-17468952-17470780,OCEL1
chr19-17488349-17489541,OCEL1
chr19-17490244-17490728,OCEL1
chr19-17495962-17496656,OCEL1
chr19-17510734-17512786,OCEL1
chr19-17522830-17523803,OCEL1
chr19-17526790-17527400,OCEL1
chr19-17538848-17540432,OCEL1
chr19-17555046-17556568,OCEL1
