peak,gene
chr1-777539-779314,LINC01409
chr1-816801-817422,LINC01409
chr1-826688-827799,LINC01409
chr1-869362-870246,LINC01409
chr1-904015-905600,LINC01409
chr1-923413-924168,LINC01409
chr1-940022-941022,LINC01409
chr1-941305-942797,LINC01409
chr1-958767-961294,LINC01409
chr1-975877-976619,LINC01409
chr1-983867-984449,LINC01409
chr1-1001670-1002051,LINC01409
chr1-1012822-1013976,LINC01409
chr1-1019134-1020928,LINC01409
chr1-1032442-1034259,LINC01409
chr1-1040054-1041304,LINC01409
chr1-1058811-1059846,LINC01409
chr1-1063842-1064493,LINC01409
chr1-1068439-1070346,LINC01409
chr1-1079381-1080395,LINC01409
chr1-1098650-1100002,LINC01409
chr1-1115433-1117003,LINC01409
chr1-1121753-1122808,LINC01409
chr1-1135986-1138110,LINC01409
chr1-1143531-1144819,LINC01409
chr1-1156840-1158759,LINC01409
chr1-1171329-1172311,LINC01409
chr1-1173448-1174073,LINC01409
chr1-1200710-1201741,LINC01409
chr1-1208044-1209150,LINC01409
chr1-1212617-1214146,LINC01409
chr1-1216716-1217350,LINC01409
chr1-1231132-1232706,LINC01409
chr1-1250273-1251263,LINC01409
chr1-1272786-1274599,LINC01409
chr1-1305326-1305857,LINC01409
chr1-1307312-1308984,LINC01409
chr1-966008-967180,LINC01409
chr1-999035-1001204,LINC01409
chr1-777539-779314,LINC01128
chr1-816801-817422,LINC01128
chr1-826688-827799,LINC01128
chr1-869362-870246,LINC01128
chr1-904015-905600,LINC01128
chr1-923413-924168,LINC01128
chr1-940022-941022,LINC01128
chr1-941305-942797,LINC01128
chr1-958767-961294,LINC01128
chr1-975877-976619,LINC01128
chr1-983867-984449,LINC01128
chr1-1001670-1002051,LINC01128
chr1-1012822-1013976,LINC01128
chr1-1019134-1020928,LINC01128
chr1-1032442-1034259,LINC01128
chr1-1040054-1041304,LINC01128
chr1-1058811-1059846,LINC01128
chr1-1063842-1064493,LINC01128
chr1-1068439-1070346,LINC01128
chr1-1079381-1080395,LINC01128
chr1-1098650-1100002,LINC01128
chr1-1115433-1117003,LINC01128
chr1-1121753-1122808,LINC01128
chr1-1135986-1138110,LINC01128
chr1-1143531-1144819,LINC01128
chr1-1156840-1158759,LINC01128
chr1-1171329-1172311,LINC01128
chr1-1173448-1174073,LINC01128
chr1-1200710-1201741,LINC01128
chr1-1208044-1209150,LINC01128
chr1-1212617-1214146,LINC01128
chr1-1216716-1217350,LINC01128
chr1-1231132-1232706,LINC01128
chr1-1250273-1251263,LINC01128
chr1-1272786-1274599,LINC01128
chr1-1305326-1305857,LINC01128
chr1-1307312-1308984,LINC01128
chr1-1315301-1315938,LINC01128
chr1-1324183-1325301,LINC01128
chr1-1348410-1349933,LINC01128
chr1-1354448-1355634,LINC01128
chr1-966008-967180,LINC01128
chr1-999035-1001204,LINC01128
chr1-777539-779314,NOC2L
chr1-816801-817422,NOC2L
chr1-826688-827799,NOC2L
chr1-869362-870246,NOC2L
chr1-904015-905600,NOC2L
chr1-923413-924168,NOC2L
chr1-940022-941022,NOC2L
chr1-941305-942797,NOC2L
chr1-958767-961294,NOC2L
chr1-975877-976619,NOC2L
chr1-983867-984449,NOC2L
chr1-1001670-1002051,NOC2L
chr1-1012822-1013976,NOC2L
chr1-1019134-1020928,NOC2L
chr1-1032442-1034259,NOC2L
chr1-1040054-1041304,NOC2L
chr1-1058811-1059846,NOC2L
chr1-1063842-1064493,NOC2L
chr1-1068439-1070346,NOC2L
chr1-1079381-1080395,NOC2L
chr1-1098650-1100002,NOC2L
chr1-1115433-1117003,NOC2L
chr1-1121753-1122808,NOC2L
chr1-1135986-1138110,NOC2L
chr1-1143531-1144819,NOC2L
chr1-1156840-1158759,NOC2L
chr1-1171329-1172311,NOC2L
chr1-1173448-1174073,NOC2L
chr1-1200710-1201741,NOC2L
chr1-1208044-1209150,NOC2L
chr1-1212617-1214146,NOC2L
chr1-1216716-1217350,NOC2L
chr1-1231132-1232706,NOC2L
chr1-1250273-1251263,NOC2L
chr1-1272786-1274599,NOC2L
chr1-1305326-1305857,NOC2L
chr1-1307312-1308984,NOC2L
chr1-1315301-1315938,NOC2L
chr1-1324183-1325301,NOC2L
chr1-1348410-1349933,NOC2L
chr1-1354448-1355634,NOC2L
chr1-1371041-1372299,NOC2L
chr1-1374487-1375870,NOC2L
chr1-1398575-1400263,NOC2L
chr1-1406441-1408001,NOC2L
chr1-1419488-1420991,NOC2L
chr1-1435161-1435852,NOC2L
chr1-1440618-1441382,NOC2L
chr1-966008-967180,NOC2L
chr1-999035-1001204,NOC2L
chr1-777539-779314,HES4
chr1-816801-817422,HES4
chr1-826688-827799,HES4
chr1-869362-870246,HES4
chr1-904015-905600,HES4
chr1-923413-924168,HES4
chr1-940022-941022,HES4
chr1-941305-942797,HES4
chr1-958767-961294,HES4
chr1-975877-976619,HES4
chr1-983867-984449,HES4
chr1-1001670-1002051,HES4
chr1-1012822-1013976,HES4
chr1-1019134-1020928,HES4
chr1-1032442-1034259,HES4
chr1-1040054-1041304,HES4
chr1-1058811-1059846,HES4
chr1-1063842-1064493,HES4
chr1-1068439-1070346,HES4
chr1-1079381-1080395,HES4
chr1-1098650-1100002,HES4
chr1-1115433-1117003,HES4
chr1-1121753-1122808,HES4
chr1-1135986-1138110,HES4
chr1-1143531-1144819,HES4
chr1-1156840-1158759,HES4
chr1-1171329-1172311,HES4
chr1-1173448-1174073,HES4
chr1-1200710-1201741,HES4
chr1-1208044-1209150,HES4
chr1-1212617-1214146,HES4
chr1-1216716-1217350,HES4
chr1-1231132-1232706,HES4
chr1-1250273-1251263,HES4
chr1-1272786-1274599,HES4
chr1-1305326-1305857,HES4
chr1-1307312-1308984,HES4
chr1-1315301-1315938,HES4
chr1-1324183-1325301,HES4
chr1-1348410-1349933,HES4
chr1-1354448-1355634,HES4
chr1-1371041-1372299,HES4
chr1-1374487-1375870,HES4
chr1-1398575-1400263,HES4
chr1-1406441-1408001,HES4
chr1-1419488-1420991,HES4
chr1-1435161-1435852,HES4
chr1-1440618-1441382,HES4
chr1-1470659-1471884,HES4
chr1-966008-967180,HES4
chr1-999035-1001204,HES4
chr1-777539-779314,ISG15
chr1-816801-817422,ISG15
chr1-826688-827799,ISG15
chr1-869362-870246,ISG15
chr1-904015-905600,ISG15
chr1-923413-924168,ISG15
chr1-940022-941022,ISG15
chr1-941305-942797,ISG15
chr1-958767-961294,ISG15
chr1-975877-976619,ISG15
chr1-983867-984449,ISG15
chr1-1001670-1002051,ISG15
chr1-1012822-1013976,ISG15
chr1-1019134-1020928,ISG15
chr1-1032442-1034259,ISG15
chr1-1040054-1041304,ISG15
