peak,gene
chr19-41530558-41532140,TGFB1
chr19-41542027-41542370,TGFB1
chr19-41545612-41546804,TGFB1
chr19-41548873-41549581,TGFB1
chr19-41552448-41552900,TGFB1
chr19-41554843-41555359,TGFB1
chr19-41563204-41565556,TGFB1
chr19-41570259-41570992,TGFB1
chr19-41575610-41576824,TGFB1
chr19-41595131-41595648,TGFB1
chr19-41597425-41597951,TGFB1
chr19-41626684-41627514,TGFB1
chr19-41774284-41775087,TGFB1
chr19-41784365-41786024,TGFB1
chr19-41801521-41802245,TGFB1
chr19-41810479-41811401,TGFB1
chr19-41516125-41517143,TGFB1
chr19-40810627-40810981,CCDC97
chr19-40811169-40811624,CCDC97
chr19-40818436-40818880,CCDC97
chr19-40819417-40820024,CCDC97
chr19-40826424-40827383,CCDC97
chr19-40843127-40844147,CCDC97
chr19-40875079-40876088,CCDC97
chr19-40969750-40971174,CCDC97
chr19-41120523-41121521,CCDC97
chr19-41127530-41128230,CCDC97
chr19-41134973-41136053,CCDC97
chr19-41144115-41144769,CCDC97
chr19-41175590-41176726,CCDC97
chr19-41192753-41194455,CCDC97
chr19-41203962-41204647,CCDC97
chr19-41225503-41226846,CCDC97
chr19-41233437-41234184,CCDC97
chr19-41262017-41265084,CCDC97
chr19-41297541-41298627,CCDC97
chr19-41302530-41303006,CCDC97
chr19-41307143-41307721,CCDC97
chr19-41308196-41308948,CCDC97
chr19-41309283-41310527,CCDC97
chr19-41327220-41329162,CCDC97
chr19-41334182-41335239,CCDC97
chr19-41351083-41351927,CCDC97
chr19-41352464-41353053,CCDC97
chr19-41353361-41354253,CCDC97
chr19-41357211-41357589,CCDC97
chr19-41363196-41364790,CCDC97
chr19-41376161-41377263,CCDC97
chr19-41396749-41398113,CCDC97
chr19-41409204-41410295,CCDC97
chr19-41420139-41420955,CCDC97
chr19-41426770-41428410,CCDC97
chr19-41439358-41440262,CCDC97
chr19-41449025-41449677,CCDC97
chr19-41463230-41464180,CCDC97
chr19-41521159-41522412,CCDC97
chr19-41530558-41532140,CCDC97
chr19-41542027-41542370,CCDC97
chr19-41545612-41546804,CCDC97
chr19-41548873-41549581,CCDC97
chr19-41552448-41552900,CCDC97
chr19-41554843-41555359,CCDC97
chr19-41563204-41565556,CCDC97
chr19-41570259-41570992,CCDC97
chr19-41575610-41576824,CCDC97
chr19-41595131-41595648,CCDC97
chr19-41597425-41597951,CCDC97
chr19-41626684-41627514,CCDC97
chr19-41774284-41775087,CCDC97
chr19-41784365-41786024,CCDC97
chr19-41801521-41802245,CCDC97
chr19-41810479-41811401,CCDC97
chr19-41516125-41517143,CCDC97
chr19-40875079-40876088,TMEM91
chr19-40969750-40971174,TMEM91
chr19-41120523-41121521,TMEM91
chr19-41127530-41128230,TMEM91
chr19-41134973-41136053,TMEM91
chr19-41144115-41144769,TMEM91
chr19-41175590-41176726,TMEM91
chr19-41192753-41194455,TMEM91
chr19-41203962-41204647,TMEM91
chr19-41225503-41226846,TMEM91
chr19-41233437-41234184,TMEM91
chr19-41262017-41265084,TMEM91
chr19-41297541-41298627,TMEM91
chr19-41302530-41303006,TMEM91
chr19-41307143-41307721,TMEM91
chr19-41308196-41308948,TMEM91
chr19-41309283-41310527,TMEM91
chr19-41327220-41329162,TMEM91
chr19-41334182-41335239,TMEM91
chr19-41351083-41351927,TMEM91
chr19-41352464-41353053,TMEM91
chr19-41353361-41354253,TMEM91
chr19-41357211-41357589,TMEM91
chr19-41363196-41364790,TMEM91
chr19-41376161-41377263,TMEM91
chr19-41396749-41398113,TMEM91
chr19-41409204-41410295,TMEM91
chr19-41420139-41420955,TMEM91
chr19-41426770-41428410,TMEM91
chr19-41439358-41440262,TMEM91
chr19-41449025-41449677,TMEM91
chr19-41463230-41464180,TMEM91
chr19-41521159-41522412,TMEM91
chr19-41530558-41532140,TMEM91
chr19-41542027-41542370,TMEM91
chr19-41545612-41546804,TMEM91
chr19-41548873-41549581,TMEM91
chr19-41552448-41552900,TMEM91
chr19-41554843-41555359,TMEM91
chr19-41563204-41565556,TMEM91
chr19-41570259-41570992,TMEM91
chr19-41575610-41576824,TMEM91
chr19-41595131-41595648,TMEM91
chr19-41597425-41597951,TMEM91
chr19-41626684-41627514,TMEM91
chr19-41774284-41775087,TMEM91
chr19-41784365-41786024,TMEM91
chr19-41801521-41802245,TMEM91
chr19-41810479-41811401,TMEM91
chr19-41859241-41861044,TMEM91
chr19-41871386-41872100,TMEM91
chr19-41875242-41875853,TMEM91
chr19-41882576-41883438,TMEM91
chr19-41883855-41884503,TMEM91
chr19-41516125-41517143,TMEM91
chr19-41876935-41877797,TMEM91
chr19-40969750-40971174,EXOSC5
chr19-41120523-41121521,EXOSC5
chr19-41127530-41128230,EXOSC5
chr19-41134973-41136053,EXOSC5
chr19-41144115-41144769,EXOSC5
chr19-41175590-41176726,EXOSC5
chr19-41192753-41194455,EXOSC5
chr19-41203962-41204647,EXOSC5
chr19-41225503-41226846,EXOSC5
chr19-41233437-41234184,EXOSC5
chr19-41262017-41265084,EXOSC5
chr19-41297541-41298627,EXOSC5
chr19-41302530-41303006,EXOSC5
chr19-41307143-41307721,EXOSC5
chr19-41308196-41308948,EXOSC5
chr19-41309283-41310527,EXOSC5
chr19-41327220-41329162,EXOSC5
chr19-41334182-41335239,EXOSC5
chr19-41351083-41351927,EXOSC5
chr19-41352464-41353053,EXOSC5
chr19-41353361-41354253,EXOSC5
chr19-41357211-41357589,EXOSC5
chr19-41363196-41364790,EXOSC5
chr19-41376161-41377263,EXOSC5
chr19-41396749-41398113,EXOSC5
chr19-41409204-41410295,EXOSC5
chr19-41420139-41420955,EXOSC5
chr19-41426770-41428410,EXOSC5
chr19-41439358-41440262,EXOSC5
chr19-41449025-41449677,EXOSC5
chr19-41463230-41464180,EXOSC5
chr19-41521159-41522412,EXOSC5
chr19-41530558-41532140,EXOSC5
chr19-41542027-41542370,EXOSC5
chr19-41545612-41546804,EXOSC5
chr19-41548873-41549581,EXOSC5
chr19-41552448-41552900,EXOSC5
chr19-41554843-41555359,EXOSC5
chr19-41563204-41565556,EXOSC5
chr19-41570259-41570992,EXOSC5
chr19-41575610-41576824,EXOSC5
chr19-41595131-41595648,EXOSC5
chr19-41597425-41597951,EXOSC5
chr19-41626684-41627514,EXOSC5
chr19-41774284-41775087,EXOSC5
chr19-41784365-41786024,EXOSC5
chr19-41801521-41802245,EXOSC5
chr19-41810479-41811401,EXOSC5
chr19-41859241-41861044,EXOSC5
chr19-41871386-41872100,EXOSC5
chr19-41875242-41875853,EXOSC5
chr19-41882576-41883438,EXOSC5
chr19-41883855-41884503,EXOSC5
chr19-41887029-41888154,EXOSC5
chr19-41516125-41517143,EXOSC5
chr19-41876935-41877797,EXOSC5
chr19-40969750-40971174,BCKDHA
chr19-41120523-41121521,BCKDHA
chr19-41127530-41128230,BCKDHA
chr19-41134973-41136053,BCKDHA
chr19-41144115-41144769,BCKDHA
chr19-41175590-41176726,BCKDHA
chr19-41192753-41194455,BCKDHA
chr19-41203962-41204647,BCKDHA
chr19-41225503-41226846,BCKDHA
chr19-41233437-41234184,BCKDHA
chr19-41262017-41265084,BCKDHA
chr19-41297541-41298627,BCKDHA
chr19-41302530-41303006,BCKDHA
chr19-41307143-41307721,BCKDHA
chr19-41308196-41308948,BCKDHA
chr19-41309283-41310527,BCKDHA
chr19-41327220-41329162,BCKDHA
chr19-41334182-41335239,BCKDHA
chr19-41351083-41351927,BCKDHA
chr19-41352464-41353053,BCKDHA
chr19-41353361-41354253,BCKDHA
chr19-41357211-41357589,BCKDHA
chr19-41363196-41364790,BCKDHA
chr19-41376161-41377263,BCKDHA
chr19-41396749-41398113,BCKDHA
chr19-41409204-41410295,BCKDHA
chr19-41420139-41420955,BCKDHA
