peak,gene
chr17-74212172-74214376,CD300E
chr17-74239023-74239605,CD300E
chr17-74273858-74275131,CD300E
chr17-74279832-74280572,CD300E
chr17-74282489-74283474,CD300E
chr17-74325537-74326392,CD300E
chr17-74368104-74369591,CD300E
chr17-74379250-74380476,CD300E
chr17-74430271-74432496,CD300E
chr17-74442606-74443547,CD300E
chr17-74453618-74454576,CD300E
chr17-74462612-74463854,CD300E
chr17-74466174-74467951,CD300E
chr17-74478335-74479122,CD300E
chr17-74512356-74513159,CD300E
chr17-74519992-74521123,CD300E
chr17-74521349-74522177,CD300E
chr17-74528331-74528926,CD300E
chr17-74532077-74532566,CD300E
chr17-74532883-74533316,CD300E
chr17-74545339-74546297,CD300E
chr17-74569162-74570077,CD300E
chr17-74598855-74599943,CD300E
chr17-74623428-74624212,CD300E
chr17-74631747-74632920,CD300E
chr17-74639299-74640247,CD300E
chr17-74641297-74642092,CD300E
chr17-74657117-74657788,CD300E
chr17-74670871-74671592,CD300E
chr17-74688648-74688992,CD300E
chr17-74690246-74690991,CD300E
chr17-74712217-74713550,CD300E
chr17-74730282-74731071,CD300E
chr17-74736313-74737857,CD300E
chr17-74738061-74738655,CD300E
chr17-74741871-74742502,CD300E
chr17-74744490-74744930,CD300E
chr17-74748091-74749456,CD300E
chr17-74751406-74751954,CD300E
chr17-74758402-74759790,CD300E
chr17-74770323-74771017,CD300E
chr17-74779509-74780459,CD300E
chr17-74786140-74787030,CD300E
chr17-74790240-74791793,CD300E
chr17-74842493-74843216,CD300E
chr17-74852078-74852807,CD300E
chr17-74859628-74860094,CD300E
chr17-74864745-74865167,CD300E
chr17-74872371-74873771,CD300E
chr17-74961413-74961928,CD300E
chr17-74971729-74973141,CD300E
chr17-74981479-74982811,CD300E
chr17-74987056-74988560,CD300E
chr17-75011964-75013174,CD300E
chr17-75032294-75032811,CD300E
chr17-75033577-75035328,CD300E
chr17-75036425-75037083,CD300E
chr17-75046089-75048038,CD300E
chr17-75077087-75078376,CD300E
chr17-75095979-75096537,CD300E
chr17-75109000-75110693,CD300E
chr17-75113838-75114573,CD300E
chr17-74203083-74204343,CD300E
chr17-74513826-74515077,CD300E
chr17-74775836-74776788,CD300E
chr17-74923043-74924904,CD300E
chr17-75087243-75088635,CD300E
chr17-74210361-74210675,RAB37
chr17-74212172-74214376,RAB37
chr17-74239023-74239605,RAB37
chr17-74273858-74275131,RAB37
chr17-74279832-74280572,RAB37
chr17-74282489-74283474,RAB37
chr17-74325537-74326392,RAB37
chr17-74368104-74369591,RAB37
chr17-74379250-74380476,RAB37
chr17-74430271-74432496,RAB37
chr17-74442606-74443547,RAB37
chr17-74453618-74454576,RAB37
chr17-74462612-74463854,RAB37
chr17-74466174-74467951,RAB37
chr17-74478335-74479122,RAB37
chr17-74512356-74513159,RAB37
chr17-74519992-74521123,RAB37
chr17-74521349-74522177,RAB37
chr17-74528331-74528926,RAB37
chr17-74532077-74532566,RAB37
chr17-74532883-74533316,RAB37
chr17-74545339-74546297,RAB37
chr17-74569162-74570077,RAB37
chr17-74598855-74599943,RAB37
chr17-74623428-74624212,RAB37
chr17-74631747-74632920,RAB37
chr17-74639299-74640247,RAB37
chr17-74641297-74642092,RAB37
chr17-74657117-74657788,RAB37
chr17-74670871-74671592,RAB37
chr17-74688648-74688992,RAB37
chr17-74690246-74690991,RAB37
chr17-74712217-74713550,RAB37
chr17-74730282-74731071,RAB37
chr17-74736313-74737857,RAB37
chr17-74738061-74738655,RAB37
chr17-74741871-74742502,RAB37
chr17-74744490-74744930,RAB37
chr17-74748091-74749456,RAB37
chr17-74751406-74751954,RAB37
chr17-74758402-74759790,RAB37
chr17-74770323-74771017,RAB37
chr17-74779509-74780459,RAB37
chr17-74786140-74787030,RAB37
chr17-74790240-74791793,RAB37
chr17-74842493-74843216,RAB37
chr17-74852078-74852807,RAB37
chr17-74859628-74860094,RAB37
chr17-74864745-74865167,RAB37
chr17-74872371-74873771,RAB37
chr17-74961413-74961928,RAB37
chr17-74971729-74973141,RAB37
chr17-74981479-74982811,RAB37
chr17-74987056-74988560,RAB37
chr17-75011964-75013174,RAB37
chr17-75032294-75032811,RAB37
chr17-75033577-75035328,RAB37
chr17-75036425-75037083,RAB37
chr17-75046089-75048038,RAB37
chr17-75077087-75078376,RAB37
chr17-75095979-75096537,RAB37
chr17-75109000-75110693,RAB37
chr17-75113838-75114573,RAB37
chr17-75130356-75132111,RAB37
chr17-75171645-75172482,RAB37
chr17-75181743-75183491,RAB37
chr17-75201730-75202092,RAB37
chr17-75204724-75205871,RAB37
chr17-75227943-75229157,RAB37
chr17-75242078-75243036,RAB37
chr17-74203083-74204343,RAB37
chr17-74513826-74515077,RAB37
chr17-74775836-74776788,RAB37
chr17-74923043-74924904,RAB37
chr17-75087243-75088635,RAB37
chr17-75153274-75155071,RAB37
chr17-74210361-74210675,CD300LF
chr17-74212172-74214376,CD300LF
chr17-74239023-74239605,CD300LF
chr17-74273858-74275131,CD300LF
chr17-74279832-74280572,CD300LF
chr17-74282489-74283474,CD300LF
chr17-74325537-74326392,CD300LF
chr17-74368104-74369591,CD300LF
chr17-74379250-74380476,CD300LF
chr17-74430271-74432496,CD300LF
chr17-74442606-74443547,CD300LF
chr17-74453618-74454576,CD300LF
chr17-74462612-74463854,CD300LF
chr17-74466174-74467951,CD300LF
chr17-74478335-74479122,CD300LF
chr17-74512356-74513159,CD300LF
chr17-74519992-74521123,CD300LF
chr17-74521349-74522177,CD300LF
chr17-74528331-74528926,CD300LF
chr17-74532077-74532566,CD300LF
chr17-74532883-74533316,CD300LF
chr17-74545339-74546297,CD300LF
chr17-74569162-74570077,CD300LF
chr17-74598855-74599943,CD300LF
chr17-74623428-74624212,CD300LF
chr17-74631747-74632920,CD300LF
chr17-74639299-74640247,CD300LF
chr17-74641297-74642092,CD300LF
chr17-74657117-74657788,CD300LF
chr17-74670871-74671592,CD300LF
chr17-74688648-74688992,CD300LF
chr17-74690246-74690991,CD300LF
chr17-74712217-74713550,CD300LF
chr17-74730282-74731071,CD300LF
chr17-74736313-74737857,CD300LF
chr17-74738061-74738655,CD300LF
chr17-74741871-74742502,CD300LF
chr17-74744490-74744930,CD300LF
chr17-74748091-74749456,CD300LF
chr17-74751406-74751954,CD300LF
chr17-74758402-74759790,CD300LF
chr17-74770323-74771017,CD300LF
chr17-74779509-74780459,CD300LF
