peak,gene
chr6-43141606-43142543,MEA1
chr6-43143163-43143852,MEA1
chr6-43173978-43174929,MEA1
chr6-43181604-43182676,MEA1
chr6-43223816-43224891,MEA1
chr6-43228782-43229784,MEA1
chr6-43246540-43247855,MEA1
chr6-43262980-43263779,MEA1
chr6-43269189-43269936,MEA1
chr6-43274876-43276549,MEA1
chr6-43307715-43308955,MEA1
chr6-43312594-43313137,MEA1
chr6-43331325-43332257,MEA1
chr6-43367484-43367923,MEA1
chr6-43383164-43384423,MEA1
chr6-43426854-43428317,MEA1
chr6-43454323-43456227,MEA1
chr6-43476785-43478214,MEA1
chr6-43506684-43507013,MEA1
chr6-43509288-43510890,MEA1
chr6-43516151-43517654,MEA1
chr6-42565207-42565705,MEA1
chr6-42745245-42747746,MEA1
chr6-43170557-43172623,MEA1
chr6-43368339-43370135,MEA1
chr6-42547226-42548336,KLHDC3
chr6-42563462-42564820,KLHDC3
chr6-42569239-42570002,KLHDC3
chr6-42572066-42572872,KLHDC3
chr6-42661400-42661909,KLHDC3
chr6-42726063-42727580,KLHDC3
chr6-42770612-42772062,KLHDC3
chr6-42774771-42775529,KLHDC3
chr6-42781535-42783986,KLHDC3
chr6-42879052-42880384,KLHDC3
chr6-42889924-42891383,KLHDC3
chr6-42898668-42899189,KLHDC3
chr6-42901157-42901818,KLHDC3
chr6-42928418-42930555,KLHDC3
chr6-42959881-42961070,KLHDC3
chr6-42978132-42979771,KLHDC3
chr6-42983913-42985437,KLHDC3
chr6-43013071-43014552,KLHDC3
chr6-43020839-43022297,KLHDC3
chr6-43052825-43054123,KLHDC3
chr6-43058947-43060320,KLHDC3
chr6-43075776-43077253,KLHDC3
chr6-43141606-43142543,KLHDC3
chr6-43143163-43143852,KLHDC3
chr6-43173978-43174929,KLHDC3
chr6-43181604-43182676,KLHDC3
chr6-43223816-43224891,KLHDC3
chr6-43228782-43229784,KLHDC3
chr6-43246540-43247855,KLHDC3
chr6-43262980-43263779,KLHDC3
chr6-43269189-43269936,KLHDC3
chr6-43274876-43276549,KLHDC3
chr6-43307715-43308955,KLHDC3
chr6-43312594-43313137,KLHDC3
chr6-43331325-43332257,KLHDC3
chr6-43367484-43367923,KLHDC3
chr6-43383164-43384423,KLHDC3
chr6-43426854-43428317,KLHDC3
chr6-43454323-43456227,KLHDC3
chr6-43476785-43478214,KLHDC3
chr6-43506684-43507013,KLHDC3
chr6-43509288-43510890,KLHDC3
chr6-43516151-43517654,KLHDC3
chr6-42565207-42565705,KLHDC3
chr6-42745245-42747746,KLHDC3
chr6-43170557-43172623,KLHDC3
chr6-43368339-43370135,KLHDC3
chr6-42547226-42548336,RRP36
chr6-42563462-42564820,RRP36
chr6-42569239-42570002,RRP36
chr6-42572066-42572872,RRP36
chr6-42661400-42661909,RRP36
chr6-42726063-42727580,RRP36
chr6-42770612-42772062,RRP36
chr6-42774771-42775529,RRP36
chr6-42781535-42783986,RRP36
chr6-42879052-42880384,RRP36
chr6-42889924-42891383,RRP36
chr6-42898668-42899189,RRP36
chr6-42901157-42901818,RRP36
chr6-42928418-42930555,RRP36
chr6-42959881-42961070,RRP36
chr6-42978132-42979771,RRP36
chr6-42983913-42985437,RRP36
chr6-43013071-43014552,RRP36
chr6-43020839-43022297,RRP36
chr6-43052825-43054123,RRP36
chr6-43058947-43060320,RRP36
chr6-43075776-43077253,RRP36
chr6-43141606-43142543,RRP36
chr6-43143163-43143852,RRP36
chr6-43173978-43174929,RRP36
chr6-43181604-43182676,RRP36
chr6-43223816-43224891,RRP36
chr6-43228782-43229784,RRP36
chr6-43246540-43247855,RRP36
chr6-43262980-43263779,RRP36
chr6-43269189-43269936,RRP36
chr6-43274876-43276549,RRP36
chr6-43307715-43308955,RRP36
chr6-43312594-43313137,RRP36
chr6-43331325-43332257,RRP36
chr6-43367484-43367923,RRP36
chr6-43383164-43384423,RRP36
chr6-43426854-43428317,RRP36
chr6-43454323-43456227,RRP36
chr6-43476785-43478214,RRP36
chr6-43506684-43507013,RRP36
chr6-43509288-43510890,RRP36
chr6-43516151-43517654,RRP36
chr6-42565207-42565705,RRP36
chr6-42745245-42747746,RRP36
chr6-43170557-43172623,RRP36
