"gene","enhancer_1","enhancer_2","intercept","beta_estimate","beta_pvalue","bootstrap_pvalue"
"AIF1","chr6-31739481-31740657","chr6-31896618-31898623","-8.20465777017687","-0.109910579025435","0.0238360893115885","0.1404"
"AIF1","chr6-31821276-31822790","chr6-31826871-31827919","-8.26802959672094","-0.0872105549157235","0.00359096150083982","0.0492"
"AIF1","chr6-31821276-31822790","chr6-31896618-31898623","-8.29201524044429","-0.0727024847212885","0.0350970814872954","0.12"
"AIF1","chr6-31826871-31827919","chr6-31896618-31898623","-8.21150538463296","-0.0395054561926311","0.404786574347824","0.62"
"PRKCQ","chr10-6050488-6051549","chr10-6144310-6145865","-10.6857837583969","0.887186814232288","2.54144173792208e-10","4e-04"
"PRKCQ","chr10-6050488-6051549","chr10-6163161-6164692","-10.7705801700552","0.716010036231091","2.08517359371741e-06","0.01"
"PRKCQ","chr10-6050488-6051549","chr10-6201013-6201923","-10.5504801608467","1.13885086402571","1.24835227864756e-13","4e-04"
"PRKCQ","chr10-6050488-6051549","chr10-6401504-6402116","-10.4250192930021","0.769980041278936","5.13443656958027e-05","0.0024"
"PRKCQ","chr10-6050488-6051549","chr10-6542745-6544014","-10.5895283209625","1.75484286830203","2.02637511073678e-28","4e-04"
"PRKCQ","chr10-6050488-6051549","chr10-6579892-6580734","-10.6230617081278","1.10191812839924","1.89393178006095e-13","4e-04"
"PRKCQ","chr10-6144310-6145865","chr10-6163161-6164692","-10.6208013793861","0.693842223800619","6.222273356263e-05","0.0136"
"PRKCQ","chr10-6144310-6145865","chr10-6201013-6201923","-10.3626423549281","0.797873960922412","9.74413658012519e-05","0.0016"
"PRKCQ","chr10-6144310-6145865","chr10-6401504-6402116","-10.2605636546666","0.454868232948268","0.0777899443011525","0.12"
"PRKCQ","chr10-6144310-6145865","chr10-6542745-6544014","-10.5385129653457","1.89036794321601","5.0197280370708e-24","4e-04"
"PRKCQ","chr10-6144310-6145865","chr10-6579892-6580734","-10.400435180068","0.867894082256353","4.10460016085114e-06","0.0016"
"PRKCQ","chr10-6163161-6164692","chr10-6201013-6201923","-10.6734803407128","1.13988152835679","2.77861684712846e-06","0.0012"
"PRKCQ","chr10-6163161-6164692","chr10-6401504-6402116","-10.6898077477007","1.33080769421769","1.75223155566086e-08","4e-04"
"PRKCQ","chr10-6163161-6164692","chr10-6542745-6544014","-10.6598846681393","1.94545968406877","5.11747710133721e-16","4e-04"
"PRKCQ","chr10-6163161-6164692","chr10-6579892-6580734","-10.6187708287249","0.709756429605968","0.0041021507439579","0.1"
"PRKCQ","chr10-6201013-6201923","chr10-6401504-6402116","-10.2542654221836","0.593247347038959","0.00101834279732869","0.0252"
"PRKCQ","chr10-6201013-6201923","chr10-6542745-6544014","-10.4561615412477","1.80617784076991","2.71049275467668e-37","4e-04"
"PRKCQ","chr10-6201013-6201923","chr10-6579892-6580734","-10.5601715874295","1.26139825693573","5.56902760428809e-22","4e-04"
"PRKCQ","chr10-6401504-6402116","chr10-6542745-6544014","-10.4158717462172","1.81284015367855","1.89577800761319e-47","4e-04"
"PRKCQ","chr10-6401504-6402116","chr10-6579892-6580734","-10.2685093124806","0.950831701038944","3.05700302123094e-14","4e-04"
"PRKCQ","chr10-6542745-6544014","chr10-6579892-6580734","-10.6031476625789","1.16721657254768","9.94991600485965e-18","4e-04"
"RCAN3","chr1-24415132-24416326","chr1-24481661-24482300","-10.3489625011557","0.137824855921808","0.655671187020062","0.76"
"RCAN3","chr1-24415132-24416326","chr1-24501323-24503397","-10.595645804576","0.74736805223557","3.243332660817e-08","4e-04"
"RCAN3","chr1-24415132-24416326","chr1-24536005-24536921","-10.4283560077469","1.12074822713156","4.59590685250467e-08","4e-04"
"RCAN3","chr1-24415132-24416326","chr1-24928575-24930729","-10.4716037883327","0.295093861865648","0.0262637229273195","0.0732"
"RCAN3","chr1-24415132-24416326","chr1-24964804-24965693","-10.4097969500065","0.303602063025038","0.0460441435239557","0.16"
"RCAN3","chr1-24415132-24416326","chr1-25031997-25032616","-10.3437362958848","0.0124711761396257","0.966464747039967","0.9"
"RCAN3","chr1-24481661-24482300","chr1-24501323-24503397","-10.4609156989926","0.95633778432618","9.44001602131645e-21","4e-04"
"RCAN3","chr1-24481661-24482300","chr1-24536005-24536921","-10.2201851816097","1.09174071422259","2.37389700446446e-16","4e-04"
"RCAN3","chr1-24481661-24482300","chr1-24928575-24930729","-10.3074206088325","0.498493859258027","1.76598056838796e-06","4e-04"
"RCAN3","chr1-24481661-24482300","chr1-24964804-24965693","-10.1799281645045","0.470285148915497","1.61359541508279e-05","4e-04"
"RCAN3","chr1-24481661-24482300","chr1-25031997-25032616","-10.1564751658729","0.758780578739326","4.56572760979076e-08","4e-04"
"RCAN3","chr1-24501323-24503397","chr1-24536005-24536921","-10.3908894081636","0.519580451923554","0.0696638843806295","0.1"
"RCAN3","chr1-24501323-24503397","chr1-24928575-24930729","-10.4885274338445","0.328235753431061","0.0175115721517862","0.0576"
"RCAN3","chr1-24501323-24503397","chr1-24964804-24965693","-10.4749641109625","0.488154386175988","0.00125225169781332","0.0064"
"RCAN3","chr1-24501323-24503397","chr1-25031997-25032616","-10.413697752669","0.682991060353991","0.00163894126802538","0.0152"
"RCAN3","chr1-24536005-24536921","chr1-24928575-24930729","-10.5106256038406","0.498991460484542","2.67158949341404e-06","4e-04"
"RCAN3","chr1-24536005-24536921","chr1-24964804-24965693","-10.379305585256","0.47685405793036","2.42327797601537e-05","4e-04"
"RCAN3","chr1-24536005-24536921","chr1-25031997-25032616","-10.3621556120057","0.964273387413862","3.37257808094941e-12","4e-04"
"RCAN3","chr1-24928575-24930729","chr1-24964804-24965693","-10.6627663415033","0.263410775668551","0.157527709833208","0.14"
"RCAN3","chr1-24928575-24930729","chr1-25031997-25032616","-10.7465311921655","1.06775387540461","3.15942875782569e-06","4e-04"
"RCAN3","chr1-24964804-24965693","chr1-25031997-25032616","-10.3575177043965","0.866144206269746","4.11780126648734e-07","4e-04"
"TMC8","chr17-78128557-78128914","chr17-78168083-78169322","-9.35833235685203","0.269243888604692","0.000380041357282877","0.0048"
