"gene","enhancer_1","enhancer_2","intercept","beta_estimate","beta_pvalue","bootstrap_pvalue"
"SKAP1","chr17-48100635-48101903","chr17-48585019-48586155","-9.55071209058917","0.657314817866854","1.47908615799603e-10","0.0016"
"SKAP1","chr17-48100635-48101903","chr17-48816543-48817555","-9.62397244108064","1.50465250747966","5.57259852656227e-49","4e-04"
"SKAP1","chr17-48100635-48101903","chr17-48830478-48831684","-9.69794105710601","0.511111408781645","6.18868514507653e-09","0.0148"
"SKAP1","chr17-48100635-48101903","chr17-48577576-48578963","-9.61253247667445","0.872105005211007","5.45543271149134e-18","4e-04"
"SKAP1","chr17-48107119-48108044","chr17-48541145-48542518","-9.36138437286576","1.13553547984604","1.01114050984061e-21","4e-04"
"SKAP1","chr17-48107119-48108044","chr17-48542973-48544741","-9.38050437029775","0.850266342776008","1.71360015174417e-15","4e-04"
"SKAP1","chr17-48107119-48108044","chr17-48585019-48586155","-9.31889122624898","0.537736939146547","2.17846167136338e-06","0.0348"
"SKAP1","chr17-48107119-48108044","chr17-48816543-48817555","-9.43559987644006","1.43425979965334","6.88349635675362e-37","4e-04"
"SKAP1","chr17-48107119-48108044","chr17-48830478-48831684","-9.36629221051","0.266229979426261","0.00432266956048833","0.28"
"SKAP1","chr17-48107119-48108044","chr17-48577576-48578963","-9.45868195868443","0.971788862349574","3.68160546089093e-20","4e-04"
"SKAP1","chr17-48541145-48542518","chr17-48542973-48544741","-9.01435880110661","0.896277139781944","5.0996567754117e-31","4e-04"
"SKAP1","chr17-48541145-48542518","chr17-48585019-48586155","-8.94214102703045","0.714407542822661","1.7581297273094e-19","4e-04"
"SKAP1","chr17-48541145-48542518","chr17-48816543-48817555","-9.01386378951162","1.4441702111213","1.98855798745739e-73","4e-04"
"SKAP1","chr17-48541145-48542518","chr17-48830478-48831684","-9.01925571422863","0.400218334948712","1.7384058801706e-08","0.0116"
"SKAP1","chr17-48541145-48542518","chr17-48577576-48578963","-9.00761603992544","0.947453331657013","1.04302249310696e-33","4e-04"
"SKAP1","chr17-48542973-48544741","chr17-48585019-48586155","-9.11290810573075","0.540946568124771","2.234086473377e-09","0.002"
"SKAP1","chr17-48542973-48544741","chr17-48816543-48817555","-9.20405297380143","1.47091841569308","1.59038338886867e-64","4e-04"
"SKAP1","chr17-48542973-48544741","chr17-48830478-48831684","-9.23112896939619","0.386334534713528","4.36623600012994e-07","0.0152"
"SKAP1","chr17-48542973-48544741","chr17-48577576-48578963","-9.2198386707822","0.948557255111003","1.18243057023846e-28","4e-04"
"SKAP1","chr17-48585019-48586155","chr17-48816543-48817555","-9.05199874990603","1.37989161617858","3.47082010270396e-61","4e-04"
"SKAP1","chr17-48585019-48586155","chr17-48830478-48831684","-9.10373899359828","0.488994817301156","3.58525296553237e-11","0.0016"
"SKAP1","chr17-48585019-48586155","chr17-48577576-48578963","-9.01150746363054","0.837416310232218","2.57945638358261e-23","4e-04"
"SKAP1","chr17-48816543-48817555","chr17-48830478-48831684","-9.06930434015884","0.361844683547897","6.65860627520672e-07","0.0208"
"SKAP1","chr17-48816543-48817555","chr17-48577576-48578963","-9.08252507608868","0.946888226430661","4.13213539955788e-32","4e-04"
"SKAP1","chr17-48830478-48831684","chr17-48577576-48578963","-9.21897529253348","0.786400796220228","8.06749230210723e-11","0.0012"
"CD7","chr17-81910411-81911838","chr17-82022295-82023875","-11.2774854157851","0.870200743146328","4.45743216751696e-05","0.0028"
"CD7","chr17-81910411-81911838","chr17-82126418-82128174","-10.8334061382002","1.43426366715099","8.60092848479103e-12","4e-04"
"CD7","chr17-81910411-81911838","chr17-82292156-82293753","-10.8723016061352","0.392763483423189","0.0172915469960301","0.0276"
"CD7","chr17-81910411-81911838","chr17-82316846-82317779","-10.6995557029308","0.199467000362445","0.583361039184968","0.58"
"CD7","chr17-81910411-81911838","chr17-82321059-82321740","-10.7577199854409","0.867287602883284","0.00041955753098051","4e-04"
"CD7","chr17-81910411-81911838","chr17-82551658-82552127","-10.7114478772613","0.476093535446365","0.101348760597856","0.0384"
"CD7","chr17-81910411-81911838","chr17-82697130-82699321","-10.8450988652796","0.273637069211397","0.103911325869074","0.22"
"CD7","chr17-81910411-81911838","chr17-81870144-81872281","-10.8262981626145","0.270388681593571","0.10724813593124","0.18"
"CD7","chr17-82022295-82023875","chr17-82126418-82128174","-11.1304759546453","1.8491895320471","2.9434168885311e-09","4e-04"
"CD7","chr17-82022295-82023875","chr17-82292156-82293753","-10.916085016255","0.216330011270301","0.390161999289147","0.48"
"CD7","chr17-82022295-82023875","chr17-82316846-82317779","-10.8283379233744","0.136447881191773","0.849357943432186","0.7"
"CD7","chr17-82022295-82023875","chr17-82321059-82321740","-10.8740405041272","0.485510774555399","0.225028925077722","0.32"
"CD7","chr17-82022295-82023875","chr17-82551658-82552127","-10.870351640895","1.07838672192252","0.00176132580343362","0.0092"
"CD7","chr17-82022295-82023875","chr17-82697130-82699321","-10.9470906974261","0.208098682329247","0.402946390609239","0.48"
"CD7","chr17-82022295-82023875","chr17-81870144-81872281","-10.7901007046874","-0.0912621561461174","0.715750384646831","0.88"
"CD7","chr17-82126418-82128174","chr17-82292156-82293753","-10.7715709065358","0.371468394392817","0.00230518911097604","0.0108"
"CD7","chr17-82126418-82128174","chr17-82316846-82317779","-10.6243826652684","0.413852546128601","0.0819076648176745","0.1"
"CD7","chr17-82126418-82128174","chr17-82321059-82321740","-10.6489565932515","0.391329105203128","0.0500097030962028","0.1252"
"CD7","chr17-82126418-82128174","chr17-82551658-82552127","-10.6477036718298","0.603724925667351","0.00115393095260927","4e-04"
"CD7","chr17-82126418-82128174","chr17-82697130-82699321","-10.8568102841594","0.385832767897686","0.00318427886975786","0.0196"
"CD7","chr17-82126418-82128174","chr17-81870144-81872281","-10.7894322904788","0.332079421206442","0.00962268273482455","0.0228"
"CD7","chr17-82292156-82293753","chr17-82316846-82317779","-10.5655709914854","0.727862293971172","0.00940059184286119","0.012"
"CD7","chr17-82292156-82293753","chr17-82321059-82321740","-10.5601383096658","0.445680239801168","0.0915821239387138","0.12"
"CD7","chr17-82292156-82293753","chr17-82551658-82552127","-10.5411186797425","0.628588996103056","0.0145570562836223","0.0184"
"CD7","chr17-82292156-82293753","chr17-82697130-82699321","-10.7609729717027","0.390831948095027","0.0199552624501527","0.062"
"CD7","chr17-82292156-82293753","chr17-81870144-81872281","-10.7916251473772","0.53160953324101","0.00155028461288823","0.0048"
"CD7","chr17-82316846-82317779","chr17-82321059-82321740","-10.1823348761862","0.592769558131662","9.30873020952721e-05","8e-04"
"CD7","chr17-82316846-82317779","chr17-82551658-82552127","-10.1458501560506","0.686066618627335","8.34108345297138e-06","4e-04"
"CD7","chr17-82316846-82317779","chr17-82697130-82699321","-10.3931218457379","0.448703467288461","0.000145726690451146","0.0036"
"CD7","chr17-82316846-82317779","chr17-81870144-81872281","-10.3472977043891","0.427406080665714","0.000224243858117516","8e-04"
"CD7","chr17-82321059-82321740","chr17-82551658-82552127","-10.2786655405676","0.687409384992853","6.92367076716316e-06","4e-04"
"CD7","chr17-82321059-82321740","chr17-82697130-82699321","-10.565382716144","0.499669241422991","3.2898219520924e-05","8e-04"
"CD7","chr17-82321059-82321740","chr17-81870144-81872281","-10.4814030692054","0.432953409579544","0.000202885921982034","0.0016"
"CD7","chr17-82551658-82552127","chr17-82697130-82699321","-10.547597210813","0.542432189739231","6.17132047253023e-06","4e-04"
"CD7","chr17-82551658-82552127","chr17-81870144-81872281","-10.5083131676337","0.547191810415637","3.59173633918436e-06","4e-04"
"CD7","chr17-82697130-82699321","chr17-81870144-81872281","-10.6327624647257","0.395821026143969","0.0469456137945339","0.1012"
"IKZF3","chr17-39400695-39402762","chr17-39621901-39622291","-10.792836343464","-0.661741837293172","0.199417708558916","0.42"
"IKZF3","chr17-39400695-39402762","chr17-39636539-39637782","-11.0309224961603","0.433560292565766","0.0811401782060971","0.24"
"IKZF3","chr17-39400695-39402762","chr17-39687369-39688721","-10.846907586101","-0.262718480024327","0.461439530146876","0.48"
"IKZF3","chr17-39400695-39402762","chr17-40053767-40054853","-10.9304096562242","0.231367934929762","0.396454873079161","0.48"
"IKZF3","chr17-39400695-39402762","chr17-40068602-40070299","-10.9904362200226","1.04044531666156","0.000699223977569864","0.002"
"IKZF3","chr17-39400695-39402762","chr17-40112928-40113720","-11.1860719727425","1.05459795043519","1.13836128289977e-05","4e-04"
"IKZF3","chr17-39400695-39402762","chr17-40176760-40178597","-10.9580770089667","0.747681648550901","0.0102480894260261","0.034"
"IKZF3","chr17-39400695-39402762","chr17-40139538-40141085","-11.0372715631435","0.315228502000963","0.192031663607695","0.34"
"IKZF3","chr17-39621901-39622291","chr17-39636539-39637782","-10.88541592191","0.930149291544438","1.40126480671915e-10","4e-04"
"IKZF3","chr17-39621901-39622291","chr17-39687369-39688721","-10.8438587889048","1.24680967860693","1.01360448358729e-17","4e-04"
"IKZF3","chr17-39621901-39622291","chr17-40053767-40054853","-10.7857776821449","0.906731469294287","4.20819094121839e-10","4e-04"
"IKZF3","chr17-39621901-39622291","chr17-40068602-40070299","-10.8003321755093","1.3715648379426","1.48083393990286e-18","4e-04"
"IKZF3","chr17-39621901-39622291","chr17-40112928-40113720","-10.8299461929574","1.07706846791131","1.0870305719037e-13","4e-04"
"IKZF3","chr17-39621901-39622291","chr17-40176760-40178597","-10.6453011508664","1.26212581935941","5.85376521249985e-17","4e-04"
"IKZF3","chr17-39621901-39622291","chr17-40139538-40141085","-11.152238385636","1.00742375503993","1.08823981654433e-08","4e-04"
"IKZF3","chr17-39636539-39637782","chr17-39687369-39688721","-11.2351920956572","0.872835671771379","5.78028825450023e-06","4e-04"
"IKZF3","chr17-39636539-39637782","chr17-40053767-40054853","-11.2443007019346","0.808353098916686","1.43765365752162e-05","4e-04"
"IKZF3","chr17-39636539-39637782","chr17-40068602-40070299","-11.1755794656197","0.96238807788623","1.89032536928558e-05","4e-04"
"IKZF3","chr17-39636539-39637782","chr17-40112928-40113720","-11.172375083857","0.59905851676132","0.00197991145359805","0.0148"
"IKZF3","chr17-39636539-39637782","chr17-40176760-40178597","-11.1002005579005","1.01138287940853","6.64485503059562e-07","4e-04"
"IKZF3","chr17-39636539-39637782","chr17-40139538-40141085","-11.3993871953511","0.624675213111199","0.00171409573105595","0.0268"
"IKZF3","chr17-39687369-39688721","chr17-40053767-40054853","-11.105844184892","0.507025115933185","0.00484231177905604","0.0196"
"IKZF3","chr17-39687369-39688721","chr17-40068602-40070299","-11.1217803738888","0.903955282710683","2.01156281435597e-05","4e-04"
"IKZF3","chr17-39687369-39688721","chr17-40112928-40113720","-11.3220048379237","1.06672320354728","5.1480654996543e-10","4e-04"
"IKZF3","chr17-39687369-39688721","chr17-40176760-40178597","-11.071718505308","0.947849194879833","7.26644257303441e-07","4e-04"
"IKZF3","chr17-39687369-39688721","chr17-40139538-40141085","-11.4204573199611","0.741349720211374","0.000102523752247674","0.0064"
"IKZF3","chr17-40053767-40054853","chr17-40068602-40070299","-11.1266677885536","0.869688008804457","7.03551603821461e-05","8e-04"
"IKZF3","chr17-40053767-40054853","chr17-40112928-40113720","-11.210196307027","0.848667324825177","1.79529945438747e-06","4e-04"
