"gene","enhancer_1","enhancer_2","intercept","beta_estimate","beta_pvalue","bootstrap_pvalue"
"SUN2","chr22-38569411-38571099","chr22-39090080-39091379","-9.65330754656518","0.14764019586251","0.276131452328614","0.38"
"SUN2","chr22-39020138-39021783","chr22-39090080-39091379","-9.6688414675418","0.35517132426375","0.0016125489343144","4e-04"
"ETS1","chr11-128290004-128290877","chr11-128521754-128523296","-9.88743254852938","0.817080438152509","5.02112207105185e-17","4e-04"
"ETS1","chr11-128290004-128290877","chr11-128624043-128625150","-9.69130810097153","1.15103707602688","3.56261240545845e-18","4e-04"
"ETS1","chr11-128521754-128523296","chr11-128624043-128625150","-10.1847975056692","1.3123021971025","8.40594706157916e-13","4e-04"
"NDFIP1","chr5-141701770-141703330","chr5-142108265-142109736","-8.74404315593848","0.245126608653752","3.40928163131439e-08","4e-04"
"NDFIP1","chr5-141701770-141703330","chr5-142222168-142224110","-8.73816887872501","0.233345013048152","7.84969247835193e-07","4e-04"
"NDFIP1","chr5-142108265-142109736","chr5-142222168-142224110","-8.8550394881542","0.114295922866447","0.059075848237152","0.14"
"IRS2","chr13-109389616-109390374","chr13-109704504-109705696","-8.11088100421748","0.137438131148511","0.0021878577387459","0.0424"
"IRS2","chr13-109389616-109390374","chr13-110160300-110161734","-8.12256929994608","0.173216618359347","5.06823636924352e-05","0.0076"
"IRS2","chr13-109704504-109705696","chr13-110160300-110161734","-8.26641177651296","0.196590425787215","1.09602479639651e-05","0.0028"
"SLC11A1","chr2-218368729-218369127","chr2-218381620-218382414","-7.5061001272324","0.0707704904540356","0.00799870423277161","0.14"
"SLC11A1","chr2-218368729-218369127","chr2-218398382-218398745","-7.51525239938579","0.150330243416644","6.01400736497753e-07","4e-04"
"SLC11A1","chr2-218381620-218382414","chr2-218398382-218398745","-7.60402979796784","0.198297806769049","4.6927610400921e-07","4e-04"
"SYTL1","chr1-27136836-27137875","chr1-27356460-27357815","-10.8330231364718","0.248601472159117","0.181300361135681","0.2"
"SYTL1","chr1-27136836-27137875","chr1-27402943-27403765","-10.8264290704311","0.54233985639833","0.0235860314774536","0.0148"
"SYTL1","chr1-27356460-27357815","chr1-27402943-27403765","-10.944368098362","0.707863413313533","0.000765883480126691","4e-04"
"FCMR","chr1-206802792-206803750","chr1-206909045-206909919","-11.0411840930002","0.873177255307807","0.000939994360832758","0.0044"
"FCMR","chr1-206802792-206803750","chr1-206922767-206923481","-11.1991176168517","1.21181292377154","6.43150028145342e-09","4e-04"
"FCMR","chr1-206909045-206909919","chr1-206922767-206923481","-11.0271920563564","1.15524750903129","2.2699299378065e-11","4e-04"
"ELL","chr19-18112848-18113254","chr19-18495890-18496749","-9.16134152061016","0.243355165388481","0.000233150277547804","0.0012"
"ELL","chr19-18112848-18113254","chr19-18514638-18515492","-9.21467262459143","0.269209933664589","2.21664176251201e-06","4e-04"
"ELL","chr19-18495890-18496749","chr19-18514638-18515492","-9.20551961608212","0.211470081961847","0.000610457323189593","0.0016"
"KLF12","chr13-74132883-74136577","chr13-74286899-74288894","-10.2828449442271","0.378015537995605","0.000693027323895306","0.0232"
"KLF12","chr13-74132883-74136577","chr13-74290035-74290733","-10.2475631456152","0.213759274096473","0.166577996958775","0.38"
"KLF12","chr13-74286899-74288894","chr13-74290035-74290733","-9.71619390814517","0.774066822950418","2.13283939164746e-15","4e-04"
"TREM1","chr6-41199501-41202145","chr6-41271681-41272628","-8.35234365310467","0.207037832758418","1.99553354578508e-05","0.0012"
"TREM1","chr6-41199501-41202145","chr6-41278796-41279254","-8.26305216631904","0.252374435528352","5.96837736684521e-05","0.0012"
"TREM1","chr6-41271681-41272628","chr6-41278796-41279254","-8.40746144093453","0.282559055884463","0.000188885778091315","0.002"
"NCK2","chr2-105328314-105330330","chr2-105744122-105745712","-10.0281371546345","0.465271504759095","0.000230364327949514","0.0016"
"NCK2","chr2-105328314-105330330","chr2-106159686-106161359","-9.98063524525193","0.610429049795483","0.000319847863997737","8e-04"
"NCK2","chr2-105744122-105745712","chr2-106159686-106161359","-9.93846276842926","0.752647974796881","8.0328711362418e-08","4e-04"
"CYFIP2","chr5-157265282-157266824","chr5-157271527-157272681","-9.81198487645028","1.07431164395162","1.37442803984987e-21","4e-04"
"CYFIP2","chr5-157265282-157266824","chr5-157252607-157253720","-9.7548643320935","0.748379653465019","6.46042298446289e-08","4e-04"
"CYFIP2","chr5-157271527-157272681","chr5-157252607-157253720","-9.81903882029058","0.815625826856883","5.03506585391239e-10","4e-04"
"NOL4L","chr20-32189295-32190732","chr20-32521556-32522061","-11.0156657561053","0.838512403941911","3.06744636372779e-07","4e-04"
"NOL4L","chr20-32189295-32190732","chr20-32535942-32537531","-11.1892124199029","0.868069480189118","1.81869626859024e-11","4e-04"
"NOL4L","chr20-32521556-32522061","chr20-32535942-32537531","-11.1316403204032","0.902246498367922","2.14093027817561e-13","4e-04"
"TAGAP","chr6-159044634-159045450","chr6-159092469-159093005","-8.26165436548988","0.248533954879877","2.31945715603795e-08","4e-04"
"TAGAP","chr6-159044634-159045450","chr6-159098289-159099154","-8.2547312596579","0.253985696933553","6.09182007030919e-07","8e-04"
"TAGAP","chr6-159092469-159093005","chr6-159098289-159099154","-8.24201131979751","0.0869510401180789","0.0652901478101541","0.24"
"CCL3","chr17-36081821-36083001","chr17-36089633-36090635","-10.2047832019556","0.689502665961657","3.102760232107e-16","4e-04"
"CCL3","chr17-36081821-36083001","chr17-36196454-36197477","-10.0560213904023","0.544223284346822","3.28353532142097e-08","4e-04"
"CCL3","chr17-36089633-36090635","chr17-36196454-36197477","-9.97670867684469","0.169646264226313","0.189949375948482","0.38"
"KLF6","chr10-3774032-3774510","chr10-3775801-3776433","-6.9753276211837","0.208026826567834","6.4708957246505e-24","4e-04"
"KLF6","chr10-3774032-3774510","chr10-3777051-3777260","-6.94273538985904","0.091343107447922","0.00189994040109999","0.0408"
"KLF6","chr10-3775801-3776433","chr10-3777051-3777260","-6.95027532752032","0.0809580497607034","0.0141993942421493","0.14"
"IL7R","chr5-35617140-35618431","chr5-35853508-35854707","-9.33907655861681","2.04567145092359","6.96377563920831e-157","4e-04"
"IL7R","chr5-35617140-35618431","chr5-36240912-36242640","-9.34747590209675","0.760854930493473","3.96781599283488e-18","4e-04"
"IL7R","chr5-35853508-35854707","chr5-36240912-36242640","-9.56468841402777","0.392420292138115","4.29273132040722e-05","0.0624"
"RPL18A","chr19-18279500-18279820","chr19-18290177-18290702","-7.77086393654014","0.31698937207189","7.34828880656193e-13","4e-04"
"RPL18A","chr19-18279500-18279820","chr19-18294400-18294921","-7.7871617101804","0.335574177876388","1.43350622090582e-12","4e-04"
"RPL18A","chr19-18290177-18290702","chr19-18294400-18294921","-7.84530350172316","0.426030868704672","3.13166480499263e-25","4e-04"
"SPPL2B","chr19-1881905-1882897","chr19-2266505-2266835","-11.5575628712939","0.52169688040378","0.00139170273304278","0.002"
"SPPL2B","chr19-1881905-1882897","chr19-2748971-2749547","-11.5025074073742","0.683509335337203","0.00282684745564211","0.0016"
"SPPL2B","chr19-2266505-2266835","chr19-2748971-2749547","-11.3762200295368","0.709940291238677","0.00638334835133336","0.0016"
"RFX2","chr19-6056457-6057822","chr19-6062225-6062621","-8.51887685974854","0.190598023916935","0.00617136662172665","0.0396"
"RFX2","chr19-6056457-6057822","chr19-6243345-6244328","-8.47903739938502","0.0775783590369747","0.430967725968874","0.4"
"RFX2","chr19-6062225-6062621","chr19-6243345-6244328","-8.644649693946","0.153529258119657","0.0416068034251213","0.14"
"SYNE2","chr14-63727161-63728445","chr14-63852425-63854189","-10.2324226507525","2.39934153436293","3.60351634006262e-82","4e-04"
"SYNE2","chr14-63727161-63728445","chr14-64722537-64723221","-9.55714451106822","0.898714596607511","2.40887268860565e-06","0.0016"
"SYNE2","chr14-63852425-63854189","chr14-64722537-64723221","-9.9517914259561","1.03684174854545","3.63030284161047e-10","0.002"
"LYZ","chr12-69008210-69008915","chr12-69359213-69360493","-6.24005922286797","-0.100376409570894","5.23071550431395e-17","4e-04"
"LYZ","chr12-69008210-69008915","chr12-69738313-69740004","-6.22127686501032","-0.116548257388884","5.84818383410464e-23","4e-04"
"LYZ","chr12-69359213-69360493","chr12-69738313-69740004","-6.16099666351383","-0.0701436658626875","6.31051376887021e-08","0.0352"
"ANXA6","chr5-150783233-150784057","chr5-150846036-150847418","-10.0280702774223","0.494723796308797","0.000232091744106278","4e-04"
"ANXA6","chr5-150783233-150784057","chr5-151195381-151196997","-10.0630223277823","0.469301981819797","3.85825883793868e-05","4e-04"
"ANXA6","chr5-150846036-150847418","chr5-151195381-151196997","-10.1453300941544","0.465049823615046","5.33648180350315e-05","4e-04"
"PNPLA2","chr11-574973-576700","chr11-821033-821468","-10.3667763783891","0.0468008229359519","0.850401678202231","0.82"
"PNPLA2","chr11-574973-576700","chr11-826961-827461","-10.4209979558726","0.612503490107437","0.052196368108821","0.0172"
"PNPLA2","chr11-821033-821468","chr11-826961-827461","-10.1508717715059","0.474990917624894","0.00301992469977836","4e-04"
"HCK","chr20-31661128-31662437","chr20-32034379-32035298","-7.46842533774506","0.0838408518106963","0.00147016763807975","0.014"
"HCK","chr20-31661128-31662437","chr20-32535942-32537531","-7.41284902702077","-0.146754272369065","3.81232581599984e-05","0.0012"
"HCK","chr20-32034379-32035298","chr20-32535942-32537531","-7.48603844538915","-0.202076840944583","4.13787286781144e-07","4e-04"
"C5AR1","chr19-47309386-47310128","chr19-47323310-47324834","-8.343320118478","0.184933149023059","7.77383431559127e-05","0.008"
"C5AR1","chr19-47309386-47310128","chr19-47336613-47337312","-8.33352934033323","0.129446354297237","0.0127832878853744","0.072"
"C5AR1","chr19-47323310-47324834","chr19-47336613-47337312","-8.28356117416601","0.131025891070983","0.0160691300801329","0.09"
"RGCC","chr13-41456773-41459068","chr13-41463037-41464153","-9.8402080646659","0.328754867261804","0.0129495722551254","0.12"
"RGCC","chr13-41456773-41459068","chr13-41464878-41465539","-9.90239543949198","0.506850271815912","6.3431585674992e-06","0.008"
"RGCC","chr13-41463037-41464153","chr13-41464878-41465539","-9.40023634009401","0.526278891137055","3.49486108324865e-14","4e-04"
"CLEC2D","chr12-9647383-9648617","chr12-9650333-9651112","-9.25381892255258","0.18682553163795","0.0255799586720394","0.12"
"CLEC2D","chr12-9647383-9648617","chr12-9764469-9765424","-9.25203885603997","0.244470811673556","0.0169404493313553","0.0336"
"CLEC2D","chr12-9650333-9651112","chr12-9764469-9765424","-9.04569789807439","0.351815526108394","1.97431041441244e-05","8e-04"
"TRIB1","chr8-125162895-125163843","chr8-125219074-125220814","-9.98205678181895","0.470230472327115","9.87847627552595e-09","4e-04"
"TRIB1","chr8-125162895-125163843","chr8-125090911-125092642","-9.88415540542818","0.185833770440346","0.0238968696640527","0.0536"
"TRIB1","chr8-125219074-125220814","chr8-125090911-125092642","-10.1578349406295","0.309895406773461","0.00272011196644365","0.0088"
"BTG1","chr12-91876735-91877634","chr12-92030038-92031163","-7.70480507961507","0.0999590444065522","0.0475119011414613","0.14"
"BTG1","chr12-91876735-91877634","chr12-92592811-92594462","-7.73025213574647","0.0985646953215857","0.000139130065367338","0.004"
"BTG1","chr12-92030038-92031163","chr12-92592811-92594462","-7.72750858168421","0.126716274043777","1.17089215964879e-07","4e-04"
