"gene","enhancer_1","enhancer_2","intercept","beta_estimate","beta_pvalue","bootstrap_pvalue"
"RPS27","chr1-153633299-153634614","chr1-154342513-154343557","-7.24783540544685","0.123725803910982","0.00719779083227606","0.12"
"RPS27","chr1-153633299-153634614","chr1-154271627-154273119","-7.253781028146","0.0296240973171871","0.268314515743558","0.44"
"RPS27","chr1-153670327-153672160","chr1-153678402-153679988","-7.19630532725698","0.178242921949073","9.65920032817918e-05","0.0132"
"RPS27","chr1-153670327-153672160","chr1-153782979-153784163","-7.20423179551208","0.0873888039889699","0.00262787663077011","0.1"
"RPS27","chr1-153670327-153672160","chr1-153921782-153923783","-7.19180388165582","0.0357974779435772","0.200496721753111","0.34"
"RPS27","chr1-153670327-153672160","chr1-153957509-153958858","-7.18479613749798","0.0332379415808785","0.265146933264297","0.4"
"RPS27","chr1-153670327-153672160","chr1-153963169-153963947","-7.19267566694124","0.0730253260172761","0.019899307970198","0.32"
"RPS27","chr1-153670327-153672160","chr1-154157449-154158661","-7.17900818551656","0.0714168900297036","0.133847672640647","0.36"
"RPS27","chr1-153670327-153672160","chr1-154324586-154326454","-7.19073495389484","0.133220800591927","0.00394693409248457","0.074"
"RPS27","chr1-153670327-153672160","chr1-154328210-154328942","-7.19672950848453","0.254607172771835","4.76645838058531e-06","0.0072"
"RPS27","chr1-153670327-153672160","chr1-154334798-154335395","-7.18586914526564","0.22172291678713","9.14075047249983e-05","0.0388"
"RPS27","chr1-153670327-153672160","chr1-154342513-154343557","-7.19177003977353","0.158758805048668","0.00178539232927127","0.14"
"RPS27","chr1-153670327-153672160","chr1-154271627-154273119","-7.16730477819952","-0.0138598536295465","0.621338835625987","0.86"
"RPS27","chr1-153678402-153679988","chr1-153782979-153784163","-7.08517742716439","0.129098857206006","1.19588562122622e-13","4e-04"
"RPS27","chr1-153678402-153679988","chr1-153921782-153923783","-7.12916192689859","0.145566006000318","1.91714454295558e-15","4e-04"
"RPS27","chr1-153678402-153679988","chr1-153957509-153958858","-7.08213106128778","0.11604774070594","3.59258223538433e-11","4e-04"
"RPS27","chr1-153678402-153679988","chr1-153963169-153963947","-7.08173824970646","0.141790283444144","5.99143490711423e-15","4e-04"
"RPS27","chr1-153678402-153679988","chr1-154157449-154158661","-7.09125476870506","0.300536700287719","6.06613894064487e-38","4e-04"
"RPS27","chr1-153678402-153679988","chr1-154324586-154326454","-7.07133857488888","0.211971766262862","1.0546065940313e-19","4e-04"
"RPS27","chr1-153678402-153679988","chr1-154328210-154328942","-7.09819215468137","0.396038013181079","3.21995015876796e-56","4e-04"
"RPS27","chr1-153678402-153679988","chr1-154334798-154335395","-7.0639134596221","0.326622281715989","1.40599666372253e-27","4e-04"
"RPS27","chr1-153678402-153679988","chr1-154342513-154343557","-7.05680369107052","0.213248373840694","8.92229796634388e-16","4e-04"
