"gene","enhancer_1","enhancer_2","intercept","beta_estimate","beta_pvalue","bootstrap_pvalue"
"KLF2","chr19-16184778-16186116","chr19-16495665-16496854","-7.89422438328558","0.101856660176019","0.00274763307279688","0.0208"
"KLF2","chr19-16184778-16186116","chr19-16541714-16543160","-7.86358148724348","0.055652107473644","0.102096877156745","0.1848"
"KLF2","chr19-16184778-16186116","chr19-16571221-16572816","-7.85145893438884","0.0249280879258982","0.460043712826801","0.64"
"KLF2","chr19-16184778-16186116","chr19-16594046-16595458","-7.84219327306713","0.0461004359149448","0.40623781989525","0.66"
"KLF2","chr19-16184778-16186116","chr19-16659403-16661786","-7.89703367219896","0.0930851165224886","0.00770650260580464","0.0332"
"KLF2","chr19-16197235-16198545","chr19-16330379-16330734","-7.89511752189564","0.205703355257733","1.95260410026408e-07","4e-04"
"KLF2","chr19-16197235-16198545","chr19-16368878-16369447","-7.87247110951639","0.303625943323865","0.000116147620550328","4e-04"
"KLF2","chr19-16197235-16198545","chr19-16495665-16496854","-7.91387704458239","0.112003797558526","0.00138222249439923","0.0112"
"KLF2","chr19-16197235-16198545","chr19-16541714-16543160","-7.88493805853234","0.0716509249346505","0.0412622277271903","0.1084"
"KLF2","chr19-16197235-16198545","chr19-16571221-16572816","-7.89936905853302","0.085833942805615","0.0136405133308625","0.0544"
"KLF2","chr19-16197235-16198545","chr19-16594046-16595458","-7.85885020951621","0.0542111154045406","0.360086061949203","0.52"
"KLF2","chr19-16197235-16198545","chr19-16659403-16661786","-7.94443162573693","0.146798855927813","5.03085458680967e-05","0.0016"
"KLF2","chr19-16330379-16330734","chr19-16368878-16369447","-7.87176778556369","0.324466807285225","2.02154555851107e-07","4e-04"
"KLF2","chr19-16330379-16330734","chr19-16495665-16496854","-7.91960294366564","0.118781132093206","0.000127543644216909","8e-04"
"KLF2","chr19-16330379-16330734","chr19-16541714-16543160","-7.86418060779978","0.0285722383475414","0.350570588189918","0.44"
"KLF2","chr19-16330379-16330734","chr19-16571221-16572816","-7.89325702562003","0.0777778457690939","0.0108928064855946","0.0464"
"KLF2","chr19-16330379-16330734","chr19-16594046-16595458","-7.87092944400666","0.130882455979623","0.00401031799728996","0.0148"
"KLF2","chr19-16330379-16330734","chr19-16659403-16661786","-7.92201556456468","0.106060403964804","0.00102423213002311","0.0096"
"KLF2","chr19-16368878-16369447","chr19-16495665-16496854","-7.848991511112","0.124719856507978","2.79427240173825e-06","8e-04"
"KLF2","chr19-16368878-16369447","chr19-16541714-16543160","-7.80528050775401","0.0671307356766013","0.00974998012607917","0.0364"
"KLF2","chr19-16368878-16369447","chr19-16571221-16572816","-7.81202448007599","0.0665018221811254","0.0110741739103315","0.0452"
"KLF2","chr19-16368878-16369447","chr19-16594046-16595458","-7.78607178832399","0.0974454686816883","0.0137820524111896","0.0352"
"KLF2","chr19-16368878-16369447","chr19-16659403-16661786","-7.86767220752618","0.137700311834484","9.53371321390305e-07","4e-04"
"KLF2","chr19-16495665-16496854","chr19-16541714-16543160","-7.85188549370204","0.0153646815894507","0.714363735123105","0.96"
"KLF2","chr19-16495665-16496854","chr19-16571221-16572816","-7.88204922550527","0.0700329606666884","0.0866709833055731","0.22"
"KLF2","chr19-16495665-16496854","chr19-16594046-16595458","-7.86702242890903","0.155702827030884","0.019682006969555","0.1"
"KLF2","chr19-16495665-16496854","chr19-16659403-16661786","-7.87841631205244","0.0594351681898525","0.152457636951069","0.12"
"KLF2","chr19-16541714-16543160","chr19-16571221-16572816","-7.87916959400709","0.0540116677580184","0.124198360600158","0.16"
"KLF2","chr19-16541714-16543160","chr19-16594046-16595458","-7.86256429221875","0.100601030220789","0.0911632954078513","0.1"
"KLF2","chr19-16541714-16543160","chr19-16659403-16661786","-7.93621834822784","0.131232834087824","0.000340344635488026","0.0052"
"KLF2","chr19-16571221-16572816","chr19-16594046-16595458","-7.88039107170497","0.015488406107132","0.818044320767947","0.94"
"KLF2","chr19-16571221-16572816","chr19-16659403-16661786","-7.96529616587707","0.142683468857095","0.000388230616924848","0.0044"
"KLF2","chr19-16594046-16595458","chr19-16659403-16661786","-7.89930216531539","0.146122647644443","5.49073326786465e-07","4e-04"
"HLA-DQA1","chr6-32589000-32590112","chr6-32622245-32623990","-9.80267864364112","0.340941500667259","1.31764822349284e-14","4e-04"
"HLA-DQA1","chr6-32589000-32590112","chr6-32627719-32628215","-9.68732167484618","0.406282206436958","1.75519676850699e-11","4e-04"
"HLA-DQA1","chr6-32589000-32590112","chr6-32668092-32668702","-9.71911355964827","0.269030511102582","3.70638370042274e-08","8e-04"
"HLA-DQA1","chr6-32589000-32590112","chr6-32685221-32686056","-9.66683462140627","0.390847547652689","1.89095078076804e-09","4e-04"
"HLA-DQA1","chr6-32589000-32590112","chr6-33008639-33009835","-9.67580500848215","0.427304361834905","2.77066754446783e-07","8e-04"
"HLA-DQA1","chr6-32589000-32590112","chr6-33027601-33028840","-9.69237044730792","0.399683063794258","1.12625085853645e-15","4e-04"
"HLA-DQA1","chr6-32589000-32590112","chr6-33029051-33030140","-9.73049521252229","0.340505679824426","1.51533092012253e-13","4e-04"
