"gene","enhancer_1","enhancer_2","intercept","beta_estimate","beta_pvalue","bootstrap_pvalue"
"TC2N","chr14-91835533-91836998","chr14-92120955-92122702","-10.2511002116825","0.688728288006967","4.1938925507563e-11","4e-04"
"TC2N","chr14-91835533-91836998","chr14-91323432-91324518","-10.383564688287","1.03139597687767","5.26393922817817e-23","4e-04"
"TC2N","chr14-92039140-92041036","chr14-92120955-92122702","-10.1605029925837","0.192341673225106","0.235248377631424","0.28"
"TC2N","chr14-92039140-92041036","chr14-91323432-91324518","-10.1559597850921","0.19145560333934","0.26479427232884","0.6"
"TC2N","chr14-92120955-92122702","chr14-91323432-91324518","-9.82040149454083","0.883209687227779","3.32861720632297e-13","4e-04"
"TYROBP","chr19-35612010-35613247","chr19-35647800-35648582","-8.0325763953195","-0.11814855046215","0.000500105703424746","0.0048"
"TYROBP","chr19-35612010-35613247","chr19-35739998-35741141","-8.04251487371554","-0.0627463070198532","0.0492443592626486","0.12"
"TYROBP","chr19-35612010-35613247","chr19-35774655-35776053","-8.0464867258041","-0.0619983636184519","0.0534620963856088","0.2"
"TYROBP","chr19-35612010-35613247","chr19-35931004-35931948","-8.0326772780013","-0.0796584344224069","0.0122503011292133","0.0452"
"TYROBP","chr19-35612010-35613247","chr19-36013579-36014838","-8.02154966639737","-0.100177615410187","0.00162745076138467","0.014"
"TYROBP","chr19-35612010-35613247","chr19-36127316-36128580","-8.04757269010551","-0.103573861997372","0.00567853277237498","0.0428"
"TYROBP","chr19-35612010-35613247","chr19-36139313-36141497","-8.02049343299485","-0.114730030420676","0.000375169299966037","0.0076"
"TYROBP","chr19-35612010-35613247","chr19-36378402-36379605","-8.0523912119753","-0.133034467619547","0.00136139746211632","0.0156"
"TYROBP","chr19-35612010-35613247","chr19-35716251-35718647","-8.02264477361443","-0.0964637198708397","0.00229859008442849","0.0204"
"TYROBP","chr19-35612010-35613247","chr19-35993992-35995949","-8.04096683088079","-0.093541088456358","0.00762173851093197","0.0488"
"TYROBP","chr19-35647800-35648582","chr19-35739998-35741141","-8.00527825656293","-0.0557390290193867","0.0807032860495297","0.22"
"TYROBP","chr19-35647800-35648582","chr19-35774655-35776053","-8.0084627801767","-0.0583524207683614","0.0687920031267776","0.22"
"TYROBP","chr19-35647800-35648582","chr19-35931004-35931948","-8.0053864978134","-0.0579346250963588","0.0702391259068371","0.3"
"TYROBP","chr19-35647800-35648582","chr19-36013579-36014838","-8.00263182099297","-0.0620797280764484","0.051007868917288","0.1348"
"TYROBP","chr19-35647800-35648582","chr19-36127316-36128580","-8.01534799726136","-0.0701081894805095","0.0568501651068677","0.1688"
"TYROBP","chr19-35647800-35648582","chr19-36139313-36141497","-8.00256191613333","-0.0672530287538417","0.0372222346389414","0.12"
"TYROBP","chr19-35647800-35648582","chr19-36378402-36379605","-8.01899763525657","-0.105077231708313","0.00923847760998061","0.0452"
"TYROBP","chr19-35647800-35648582","chr19-35716251-35718647","-8.00241880615787","-0.0598228136281477","0.0598148772228894","0.1632"
"TYROBP","chr19-35647800-35648582","chr19-35993992-35995949","-8.0099931136845","-0.0698161890547504","0.0417978387132329","0.1"
"TYROBP","chr19-35739998-35741141","chr19-35774655-35776053","-8.03778718283169","-0.0931430590190416","0.00989070503901888","0.0492"
"TYROBP","chr19-35739998-35741141","chr19-35931004-35931948","-8.0141492498017","-0.119887332366582","0.000758057468240957","0.0084"
"TYROBP","chr19-35739998-35741141","chr19-36013579-36014838","-8.05259840903897","-0.043620478789695","0.220868555040352","0.34"
"TYROBP","chr19-35739998-35741141","chr19-36127316-36128580","-8.0612370590618","-0.0508631626331696","0.219909550689725","0.32"
"TYROBP","chr19-35739998-35741141","chr19-36139313-36141497","-8.06476453470276","-0.0230750158942952","0.524204309841231","0.58"
"TYROBP","chr19-35739998-35741141","chr19-36378402-36379605","-8.05535354957547","-0.145342571673065","0.0024079267654964","0.0248"
"TYROBP","chr19-35739998-35741141","chr19-35716251-35718647","-8.0651437145551","-0.0201890556770666","0.570885366990564","0.54"
"TYROBP","chr19-35739998-35741141","chr19-35993992-35995949","-8.07278737936113","-0.00716769681320506","0.852159987196284","0.76"
"TYROBP","chr19-35774655-35776053","chr19-35931004-35931948","-7.92439262143474","-0.126059855594492","0.000301700143356492","0.0056"
"TYROBP","chr19-35774655-35776053","chr19-36013579-36014838","-7.93250789800011","-0.1154207827779","0.00100641467521659","0.018"
"TYROBP","chr19-35774655-35776053","chr19-36127316-36128580","-7.96974242291807","-0.0602802777073138","0.145111519737106","0.32"
"TYROBP","chr19-35774655-35776053","chr19-36139313-36141497","-7.94566465674867","-0.0972527087054876","0.00653207363860559","0.04"
"TYROBP","chr19-35774655-35776053","chr19-36378402-36379605","-7.96619963652439","-0.139734170182422","0.0021322472147917","0.0188"
"TYROBP","chr19-35774655-35776053","chr19-35716251-35718647","-7.96504691384751","-0.0441839929686199","0.204573458498273","0.26"
"TYROBP","chr19-35774655-35776053","chr19-35993992-35995949","-7.96166208667293","-0.0773485316362118","0.0462765422467492","0.14"
"TYROBP","chr19-35931004-35931948","chr19-36013579-36014838","-8.01304233476272","0.0308274594284071","0.447052017449411","0.34"
"TYROBP","chr19-35931004-35931948","chr19-36127316-36128580","-8.00409153608191","0.0194360209888297","0.692349915321726","0.66"
"TYROBP","chr19-35931004-35931948","chr19-36139313-36141497","-7.9809009512509","-0.0473688624208251","0.251007304085259","0.36"
"TYROBP","chr19-35931004-35931948","chr19-36378402-36379605","-7.99180200990143","-0.0487394492373","0.370271849890795","0.44"
"TYROBP","chr19-35931004-35931948","chr19-35716251-35718647","-7.93925213072495","-0.130815299934146","0.00118025864488803","0.0124"
"TYROBP","chr19-35931004-35931948","chr19-35993992-35995949","-8.00241544153059","0.00924807463038708","0.836819538820842","0.9"
"TYROBP","chr19-36013579-36014838","chr19-36127316-36128580","-8.02583678476397","-0.119442581178144","0.00864730457807635","0.12"
"TYROBP","chr19-36013579-36014838","chr19-36139313-36141497","-8.02451736274702","-0.0403890847036611","0.281409597352126","0.48"
"TYROBP","chr19-36013579-36014838","chr19-36378402-36379605","-8.02277131909682","-0.152757383668496","0.00227144330403689","0.0232"
"TYROBP","chr19-36013579-36014838","chr19-35716251-35718647","-7.9937656600061","-0.10403809152384","0.00465625859641042","0.0268"
"TYROBP","chr19-36013579-36014838","chr19-35993992-35995949","-8.0283213069057","-0.046452345434194","0.264450056585733","0.38"
"TYROBP","chr19-36127316-36128580","chr19-36139313-36141497","-8.06107505435403","-0.0811786763110437","0.00799179869127939","0.032"
"TYROBP","chr19-36127316-36128580","chr19-36378402-36379605","-8.08020469886851","-0.100604959574048","0.0089614176580129","0.0424"
"TYROBP","chr19-36127316-36128580","chr19-35716251-35718647","-8.04704728988978","-0.0897197251475469","0.00290641573522769","0.0176"
"TYROBP","chr19-36127316-36128580","chr19-35993992-35995949","-8.05752176456425","-0.113540994867473","0.000558016711021482","0.006"
"TYROBP","chr19-36139313-36141497","chr19-36378402-36379605","-7.92716093077764","-0.144289354393829","0.00197320387860707","0.0252"
"TYROBP","chr19-36139313-36141497","chr19-35716251-35718647","-7.92256083971851","-0.0543222283291397","0.11673144696783","0.36"
"TYROBP","chr19-36139313-36141497","chr19-35993992-35995949","-7.93529674205927","-0.0497324350196842","0.195973686801525","0.32"
"TYROBP","chr19-36378402-36379605","chr19-35716251-35718647","-8.06067743128053","-0.110489647484839","0.00013589365985989","0.002"
"TYROBP","chr19-36378402-36379605","chr19-35993992-35995949","-8.08808682282168","-0.0864765297172083","0.00568332553092459","0.0316"
"TYROBP","chr19-35716251-35718647","chr19-35993992-35995949","-7.98550592686501","-0.0497978066909231","0.257152859681504","0.22"
"RPS5","chr19-57888160-57889279","chr19-58001778-58003515","-8.6166345148442","0.253978017225148","2.32182177547328e-10","4e-04"
"RPS5","chr19-57888160-57889279","chr19-58058734-58059933","-8.54895128454259","0.324782694683006","9.28629986227286e-07","4e-04"
"RPS5","chr19-57888160-57889279","chr19-58149957-58150950","-8.59809762309215","0.314496944297636","7.80718070928486e-13","4e-04"
"RPS5","chr19-57888160-57889279","chr19-58154278-58155428","-8.60560039771469","0.245937845502531","8.84027017164421e-10","4e-04"
"RPS5","chr19-57888160-57889279","chr19-58181961-58184079","-8.63188275085477","0.177459224822272","4.3834911381696e-06","8e-04"
"RPS5","chr19-57888160-57889279","chr19-58278000-58279596","-8.622656369125","0.175518243156289","2.73984116443719e-06","8e-04"
"RPS5","chr19-57888160-57889279","chr19-58475292-58476630","-8.62949492478619","0.157951532995656","4.22894997078786e-05","0.0036"
"RPS5","chr19-57888160-57889279","chr19-58513407-58514380","-8.60505869337444","0.256610958583445","1.08196062554046e-10","4e-04"
"RPS5","chr19-57888160-57889279","chr19-58580913-58581672","-8.58994912799455","0.269302789592722","3.57918372181728e-09","4e-04"
"RPS5","chr19-57888160-57889279","chr19-58097244-58098836","-8.64225272435909","0.366398179796298","1.40426301249698e-21","4e-04"
"RPS5","chr19-58001778-58003515","chr19-58058734-58059933","-8.6247447259621","0.350772780514573","7.18908023948257e-06","0.0012"
"RPS5","chr19-58001778-58003515","chr19-58149957-58150950","-8.64971291644158","0.269246527206815","2.52048614518095e-07","4e-04"
"RPS5","chr19-58001778-58003515","chr19-58154278-58155428","-8.65068368166375","0.153526197090487","0.000796976357895039","0.0212"
"RPS5","chr19-58001778-58003515","chr19-58181961-58184079","-8.68782324354847","0.145374090109216","0.000569960929974186","0.012"
"RPS5","chr19-58001778-58003515","chr19-58278000-58279596","-8.6731029519945","0.136509257665603","0.00087840440336888","0.0148"
"RPS5","chr19-58001778-58003515","chr19-58475292-58476630","-8.65340613669508","0.072450003150421","0.0832217166387829","0.22"
"RPS5","chr19-58001778-58003515","chr19-58513407-58514380","-8.64988584721077","0.168516462824545","0.00021217744624554","0.0076"
"RPS5","chr19-58001778-58003515","chr19-58580913-58581672","-8.65345764447544","0.249816070824813","1.17226153835579e-06","4e-04"
"RPS5","chr19-58001778-58003515","chr19-58097244-58098836","-8.68430498361576","0.313942231734343","5.16356143512724e-13","4e-04"
"RPS5","chr19-58058734-58059933","chr19-58149957-58150950","-8.56655114582078","0.289398444420925","5.36606429885029e-12","4e-04"
"RPS5","chr19-58058734-58059933","chr19-58154278-58155428","-8.58147596012977","0.261811909778208","3.43823672027787e-12","4e-04"
"RPS5","chr19-58058734-58059933","chr19-58181961-58184079","-8.60670273082489","0.181837783320619","8.28092537505167e-07","4e-04"
"RPS5","chr19-58058734-58059933","chr19-58278000-58279596","-8.62014778671042","0.216342202465289","1.23973786118522e-09","4e-04"
