"gene","enhancer_1","enhancer_2","intercept","beta_estimate","beta_pvalue","bootstrap_pvalue"
"TYMP","chr22-50244014-50245505","chr22-50562450-50563695","-6.86691409170054","-0.0478305471744801","0.0108048774271427","0.0668"
"TYMP","chr22-50244014-50245505","chr22-50620036-50622641","-6.872603634116","-0.0575761857065784","0.0245271418501036","0.0976"
"TYMP","chr22-50244014-50245505","chr22-50783131-50784219","-6.86894031515932","-0.0548815936697951","0.00909857200004606","0.0616"
"TYMP","chr22-50469248-50470395","chr22-50562450-50563695","-6.83080641839412","-0.0470131938967697","0.00163862337230131","0.0244"
"TYMP","chr22-50469248-50470395","chr22-50620036-50622641","-6.83276168100047","-0.083466703379119","3.08492539537841e-05","0.002"
"TYMP","chr22-50469248-50470395","chr22-50783131-50784219","-6.83147719968137","-0.0637529752921744","0.000154688408286568","0.0056"
"TYMP","chr22-50562450-50563695","chr22-50620036-50622641","-6.81869564089094","-0.11260292676232","1.03661884346259e-05","8e-04"
"TYMP","chr22-50562450-50563695","chr22-50783131-50784219","-6.81609927811267","-0.0918584653609731","1.45918980178738e-05","0.0036"
"TYMP","chr22-50620036-50622641","chr22-50783131-50784219","-6.84109503755912","-0.0717893757535159","5.03914529843645e-05","0.0032"
"MTSS1","chr8-124629552-124630486","chr8-124709022-124710156","-8.18674836289622","0.190898008343531","1.27544279455888e-07","0.0044"
"MTSS1","chr8-124629552-124630486","chr8-124750797-124752307","-8.22696677382667","0.277050192398682","1.3297818273224e-19","4e-04"
"MTSS1","chr8-124629552-124630486","chr8-124789605-124790582","-8.20423442655486","0.353050685934472","1.3966033330118e-18","4e-04"
"MTSS1","chr8-124629552-124630486","chr8-125219074-125220814","-8.07402099152995","-0.256463344045698","2.70533341147582e-15","4e-04"
"MTSS1","chr8-124709022-124710156","chr8-124750797-124752307","-8.43893548088603","0.228842849403845","1.15411747712298e-12","4e-04"
"MTSS1","chr8-124709022-124710156","chr8-124789605-124790582","-8.42060797848492","0.326872534129122","1.66855938759389e-13","4e-04"
"MTSS1","chr8-124709022-124710156","chr8-125219074-125220814","-8.28839095259449","-0.278917959960188","1.84144859956742e-16","4e-04"
"MTSS1","chr8-124750797-124752307","chr8-124789605-124790582","-8.34399033715181","0.366621371681948","4.71131571992708e-13","4e-04"
"MTSS1","chr8-124750797-124752307","chr8-125219074-125220814","-8.1844111709369","-0.38434524340531","2.96804617110321e-22","4e-04"
"MTSS1","chr8-124789605-124790582","chr8-125219074-125220814","-8.19266407061583","-0.33499227036798","2.59253466158951e-24","4e-04"
