"gene","enhancer_1","enhancer_2","intercept","beta_estimate","beta_pvalue","bootstrap_pvalue"
"RPL19","chr17-39161116-39161655","chr17-39238135-39239067","-7.40302874727702","0.488470482784607","8.80558351497934e-51","4e-04"
"JUNB","chr19-12723653-12724098","chr19-12782108-12783013","-8.10800826909208","0.231766104359862","6.41534006374801e-22","4e-04"
"JUNB","chr19-12723653-12724098","chr19-12945106-12946360","-8.05794959622172","0.0935184229589206","0.000115572315223076","0.0064"
"JUNB","chr19-12723653-12724098","chr19-13155519-13156366","-8.04811535616346","0.141984746144781","2.83602396182599e-08","4e-04"
"JUNB","chr19-12782108-12783013","chr19-12945106-12946360","-8.06497484966107","0.0501922948870289","0.121620694817471","0.2"
"JUNB","chr19-12782108-12783013","chr19-13155519-13156366","-8.06274800064245","0.0820991291330605","0.0257688392936005","0.0868"
"JUNB","chr19-12945106-12946360","chr19-13155519-13156366","-8.1893484069301","0.170236318713973","1.62675810420666e-05","0.0024"
"RPL11","chr1-23483354-23484969","chr1-23530563-23531556","-7.4659070530989","0.167392319948127","3.66493919013658e-11","4e-04"
"RPL11","chr1-23483354-23484969","chr1-23553945-23555196","-7.48701480903679","0.237729843937845","4.44214085535572e-21","4e-04"
"RPL11","chr1-23483354-23484969","chr1-23867430-23868741","-7.46461850626585","0.134710734918318","4.20079668351985e-08","0.002"
"RPL11","chr1-23530563-23531556","chr1-23553945-23555196","-7.46669819657619","0.227886491886878","1.0993336136198e-18","4e-04"
"RPL11","chr1-23530563-23531556","chr1-23867430-23868741","-7.46591716473054","0.192366930152242","6.27818827234419e-15","4e-04"
"RPL11","chr1-23553945-23555196","chr1-23867430-23868741","-7.48613065492881","0.111196712926502","1.10232816989203e-05","0.008"
"ITK","chr5-157265282-157266824","chr5-157271527-157272681","-10.3820273397305","2.21342800770789","1.36876728408194e-64","4e-04"
"ITK","chr5-157265282-157266824","chr5-157743142-157744733","-10.1605338331659","0.786520356390416","1.47666785192351e-09","4e-04"
"ITK","chr5-157265282-157266824","chr5-157252607-157253720","-10.2244083735346","1.70352432458013","1.11761052430986e-31","4e-04"
"ITK","chr5-157271527-157272681","chr5-157743142-157744733","-10.4877092020758","0.745859583864576","1.95708992679759e-08","8e-04"
"ITK","chr5-157271527-157272681","chr5-157252607-157253720","-10.6628718300307","1.83613488246925","3.0751659382823e-37","4e-04"
"ITK","chr5-157743142-157744733","chr5-157252607-157253720","-9.55853167135942","1.53946704336958","2.76019193217304e-24","4e-04"
"ANXA1","chr9-73149342-73149751","chr9-73151591-73152299","-6.23774850715929","0.293474609323722","3.44306566567604e-112","4e-04"
"ANXA1","chr9-73149342-73149751","chr9-73171901-73172899","-6.33981374740774","0.666017760628469","0","4e-04"
"ANXA1","chr9-73149342-73149751","chr9-73154486-73155122","-6.18115188192527","0.166661095318154","4.51505441094869e-20","4e-04"
"ANXA1","chr9-73151591-73152299","chr9-73171901-73172899","-6.42603761969233","0.706610680225225","0","4e-04"
"ANXA1","chr9-73151591-73152299","chr9-73154486-73155122","-6.27621127752808","0.132339152725486","4.38598285916868e-09","0.0204"
"ANXA1","chr9-73171901-73172899","chr9-73154486-73155122","-6.40708408688533","0.210900351686667","6.58260418342774e-25","4e-04"
"FLT3LG","chr19-49499803-49501349","chr19-49555606-49556839","-11.2462145362325","0.723785954081363","0.00760781703099926","0.0084"
"FLT3LG","chr19-49499803-49501349","chr19-49569942-49570478","-11.2187683484536","0.336923389643234","0.188918982091617","0.1456"
"FLT3LG","chr19-49555606-49556839","chr19-49569942-49570478","-11.1253101609195","0.563542038187171","0.00417468998569208","0.0012"
"RPL10","chrX-153970446-153973027","chrX-154411067-154412866","-7.66064358618896","-0.0224490645284807","0.696821760972597","0.78"
"RPL10","chrX-153970446-153973027","chrX-154457428-154458962","-7.66621185053251","0.0363909685182167","0.550458896482891","0.56"
"RPL10","chrX-154411067-154412866","chrX-154457428-154458962","-7.39910776546628","0.200810478818297","5.01083040420194e-13","4e-04"
"RPL36AL","chr14-49892058-49894035","chr14-50001030-50003832","-9.27029310449277","0.0566688396312487","0.468313847730851","0.4"
"RPL36AL","chr14-49892058-49894035","chr14-50082013-50083976","-9.26330521889001","0.274280333269624","0.0302146286345563","0.0228"
"RPL36AL","chr14-50001030-50003832","chr14-50082013-50083976","-9.19235844517293","0.146330232240007","0.147349084351361","0.12"
"ID2","chr2-8678508-8679373","chr2-8681783-8682477","-9.42734484931679","0.229881534730341","4.84025017193384e-07","0.0148"
"ID2","chr2-8678508-8679373","chr2-8684487-8686032","-9.57076277643523","0.739518582215414","2.97317578904422e-59","4e-04"
"ID2","chr2-8681783-8682477","chr2-8684487-8686032","-9.18460233640988","0.804395402823305","2.90084261344493e-55","4e-04"
"CCND2","chr12-4030732-4032037","chr12-4268788-4269947","-11.2237643136452","0.684238814651184","7.29880108118339e-05","0.0012"
"CCND2","chr12-4030732-4032037","chr12-4271709-4272951","-11.3506172448745","1.06078338613215","3.90648139058372e-10","4e-04"
"CCND2","chr12-4268788-4269947","chr12-4271709-4272951","-11.5355491321291","0.993712625649581","2.44327077302753e-07","4e-04"
"NR3C2","chr4-147866636-147867138","chr4-148443611-148445924","-10.604489704355","0.972057755729492","2.30918960052922e-19","4e-04"
"NR3C2","chr4-147866636-147867138","chr4-147831764-147832847","-10.2762839466049","-0.234789794342138","0.0907084582639839","0.38"
"NR3C2","chr4-148443611-148445924","chr4-147831764-147832847","-10.4518084811639","-0.43216287719284","0.0232217824716715","0.2"
"CIITA","chr16-10628707-10629498","chr16-10752783-10753628","-8.72531803931371","0.154893658454147","0.00597933889055525","0.0172"
"CIITA","chr16-10628707-10629498","chr16-10828521-10829378","-8.73323971113036","0.220760886079996","0.000109605514686985","8e-04"
"CIITA","chr16-10752783-10753628","chr16-10828521-10829378","-8.89664175533443","0.204580507277496","0.00035645962821419","0.0016"
"GNL1","chr6-30453458-30453937","chr6-30541483-30542705","-10.3944915179365","0.528527203450016","6.32630313273705e-05","4e-04"
"GNL1","chr6-30453458-30453937","chr6-30682125-30683008","-10.4287765793977","0.306876071540816","0.00285753929945074","0.0056"
"GNL1","chr6-30541483-30542705","chr6-30682125-30683008","-10.5275892289762","0.328514104253004","0.00188785550101688","0.0056"
"RPL13A","chr19-49499803-49501349","chr19-49546619-49547317","-7.11117019836195","0.0328190338005535","0.429871874523329","0.62"
"RPL13A","chr19-49499803-49501349","chr19-49555606-49556839","-7.12956800365324","0.297914331289274","3.74345042274497e-14","4e-04"
"RPL13A","chr19-49546619-49547317","chr19-49555606-49556839","-7.02049597982009","0.428923600736042","3.77089541384428e-58","4e-04"
"IER2","chr19-13152752-13153310","chr19-13154988-13155221","-8.38858447535099","0.254003521086768","0.0007373876614178","0.0116"
"IER2","chr19-13152752-13153310","chr19-13155519-13156366","-8.42251685427824","0.297294917272429","5.67342079545569e-09","4e-04"
"IER2","chr19-13154988-13155221","chr19-13155519-13156366","-8.321760437485","0.241063072969897","1.39913274548005e-12","4e-04"
"GNAI2","chr3-49785675-49787226","chr3-50226064-50226545","-8.17743260216687","-0.0685756794716347","0.535205553585874","0.48"
"GNAI2","chr3-49785675-49787226","chr3-50237108-50238303","-8.16901654325348","-0.0778295039426188","0.201343415440862","0.26"
"GNAI2","chr3-50226064-50226545","chr3-50237108-50238303","-8.16768381714668","-0.0701587073140208","0.0403924925024179","0.14"
"LDHB","chr12-21437157-21438485","chr12-21656828-21658116","-9.88865065059112","0.819311368887436","5.24554180332e-16","4e-04"
"LDHB","chr12-21437157-21438485","chr12-22045848-22046978","-9.80311664507687","0.487221204386049","7.79093176302416e-06","8e-04"
"LDHB","chr12-21656828-21658116","chr12-22045848-22046978","-9.89204801691715","0.60276789866292","8.42527229976047e-09","4e-04"
"MSI2","chr17-56832837-56835170","chr17-58156709-58157775","-8.75464285618629","0.260079034222557","0.0847012342387342","0.12"
"MSI2","chr17-56832837-56835170","chr17-57605158-57606191","-8.74172136669418","-0.101949504359887","0.596740997751211","0.68"
"MSI2","chr17-58156709-58157775","chr17-57605158-57606191","-8.74155910812366","0.350567419996846","0.000449434731125806","0.0052"
"IRF1","chr5-132489974-132491273","chr5-132495674-132497227","-6.85005203231609","0.080072447984926","0.0225096946296929","0.1"
"IRF1","chr5-132489974-132491273","chr5-132500876-132501457","-6.82877152075824","0.059026709068729","0.294802415978955","0.46"
