gene,enhancer_1,enhancer_2
KLF12,chr13-74286899-74288894,chr13-74290035-74290733
IRS2,chr13-109389616-109390374,chr13-109704504-109705696
IRS2,chr13-109389616-109390374,chr13-110137741-110138937
IRS2,chr13-109389616-109390374,chr13-110160300-110161734
IRS2,chr13-109704504-109705696,chr13-110137741-110138937
IRS2,chr13-109704504-109705696,chr13-110160300-110161734
IRS2,chr13-110137741-110138937,chr13-110160300-110161734
RASA3,chr13-114142183-114143460,chr13-114148225-114148973
ARHGEF40,chr14-20609169-20610324,chr14-20714616-20716300
ARHGEF40,chr14-20609169-20610324,chr14-21072167-21072445
ARHGEF40,chr14-20609169-20610324,chr14-21085156-21085703
ARHGEF40,chr14-20609169-20610324,chr14-21087015-21088036
ARHGEF40,chr14-20609169-20610324,chr14-21092096-21092869
ARHGEF40,chr14-20609169-20610324,chr14-21068465-21071829
ARHGEF40,chr14-20714616-20716300,chr14-21072167-21072445
ARHGEF40,chr14-20714616-20716300,chr14-21085156-21085703
ARHGEF40,chr14-20714616-20716300,chr14-21087015-21088036
ARHGEF40,chr14-20714616-20716300,chr14-21092096-21092869
ARHGEF40,chr14-20714616-20716300,chr14-21068465-21071829
ARHGEF40,chr14-21072167-21072445,chr14-21085156-21085703
ARHGEF40,chr14-21072167-21072445,chr14-21087015-21088036
ARHGEF40,chr14-21072167-21072445,chr14-21092096-21092869
ARHGEF40,chr14-21072167-21072445,chr14-21068465-21071829
ARHGEF40,chr14-21085156-21085703,chr14-21087015-21088036
ARHGEF40,chr14-21085156-21085703,chr14-21092096-21092869
ARHGEF40,chr14-21085156-21085703,chr14-21068465-21071829
ARHGEF40,chr14-21087015-21088036,chr14-21092096-21092869
ARHGEF40,chr14-21087015-21088036,chr14-21068465-21071829
ARHGEF40,chr14-21092096-21092869,chr14-21068465-21071829
TRAC,chr14-22555825-22557444,chr14-22569903-22570700
TRAC,chr14-22555825-22557444,chr14-22588490-22590016
TRAC,chr14-22555825-22557444,chr14-22765930-22767425
TRAC,chr14-22555825-22557444,chr14-22829285-22830541
TRAC,chr14-22555825-22557444,chr14-22886311-22887592
TRAC,chr14-22555825-22557444,chr14-23006493-23007460
TRAC,chr14-22569903-22570700,chr14-22588490-22590016
TRAC,chr14-22569903-22570700,chr14-22765930-22767425
TRAC,chr14-22569903-22570700,chr14-22829285-22830541
TRAC,chr14-22569903-22570700,chr14-22886311-22887592
TRAC,chr14-22569903-22570700,chr14-23006493-23007460
TRAC,chr14-22588490-22590016,chr14-22765930-22767425
TRAC,chr14-22588490-22590016,chr14-22829285-22830541
TRAC,chr14-22588490-22590016,chr14-22886311-22887592
TRAC,chr14-22588490-22590016,chr14-23006493-23007460
TRAC,chr14-22765930-22767425,chr14-22829285-22830541
TRAC,chr14-22765930-22767425,chr14-22886311-22887592
TRAC,chr14-22765930-22767425,chr14-23006493-23007460
TRAC,chr14-22829285-22830541,chr14-22886311-22887592
TRAC,chr14-22829285-22830541,chr14-23006493-23007460
TRAC,chr14-22886311-22887592,chr14-23006493-23007460
NFKBIA,chr14-35365135-35366671,chr14-35403401-35405103
RPS29,chr14-49767042-49769077,chr14-50000348-50000827
RPS29,chr14-49767042-49769077,chr14-50001030-50003832
RPS29,chr14-49767042-49769077,chr14-50082013-50083976
RPS29,chr14-49767042-49769077,chr14-49970433-49972155
RPS29,chr14-50000348-50000827,chr14-50001030-50003832
RPS29,chr14-50000348-50000827,chr14-50082013-50083976
RPS29,chr14-50000348-50000827,chr14-49970433-49972155
RPS29,chr14-50001030-50003832,chr14-50082013-50083976
RPS29,chr14-50001030-50003832,chr14-49970433-49972155
RPS29,chr14-50082013-50083976,chr14-49970433-49972155
GNG2,chr14-51846461-51847742,chr14-51873161-51873658
PRKCH,chr14-60753147-60754214,chr14-61320966-61323300
PRKCH,chr14-60753147-60754214,chr14-61476389-61477262
PRKCH,chr14-60753147-60754214,chr14-61567844-61569047
PRKCH,chr14-60753147-60754214,chr14-61761597-61763326
PRKCH,chr14-61320966-61323300,chr14-61476389-61477262
PRKCH,chr14-61320966-61323300,chr14-61567844-61569047
PRKCH,chr14-61320966-61323300,chr14-61761597-61763326
PRKCH,chr14-61476389-61477262,chr14-61567844-61569047
PRKCH,chr14-61476389-61477262,chr14-61761597-61763326
PRKCH,chr14-61567844-61569047,chr14-61761597-61763326
SYNE2,chr14-63727161-63728445,chr14-63852425-63854189
SYNE2,chr14-63727161-63728445,chr14-64722537-64723221
SYNE2,chr14-63852425-63854189,chr14-64722537-64723221
PCNX1,chr14-70817288-70818028,chr14-70882597-70883465
FCF1,chr14-74684270-74684889,chr14-75188298-75189215
TC2N,chr14-91310466-91311625,chr14-91315657-91316312
TC2N,chr14-91310466-91311625,chr14-91317243-91318171
TC2N,chr14-91310466-91311625,chr14-91415889-91416627
TC2N,chr14-91310466-91311625,chr14-91417336-91419355
TC2N,chr14-91310466-91311625,chr14-91509138-91511027
TC2N,chr14-91310466-91311625,chr14-91835533-91836998
TC2N,chr14-91310466-91311625,chr14-92039140-92041036
TC2N,chr14-91310466-91311625,chr14-91323432-91324518
TC2N,chr14-91315657-91316312,chr14-91317243-91318171
