gene,enhancer_1,enhancer_2
HLA-DPA1,chr6-32627719-32628215,chr6-32668092-32668702
HLA-DPA1,chr6-32627719-32628215,chr6-33027601-33028840
HLA-DPA1,chr6-32627719-32628215,chr6-33029051-33030140
HLA-DPA1,chr6-32627719-32628215,chr6-33073311-33073903
HLA-DPA1,chr6-32627719-32628215,chr6-33075303-33076229
HLA-DPA1,chr6-32627719-32628215,chr6-33317400-33318200
HLA-DPA1,chr6-32627719-32628215,chr6-32636861-32637580
HLA-DPA1,chr6-32668092-32668702,chr6-33027601-33028840
HLA-DPA1,chr6-32668092-32668702,chr6-33029051-33030140
HLA-DPA1,chr6-32668092-32668702,chr6-33073311-33073903
HLA-DPA1,chr6-32668092-32668702,chr6-33075303-33076229
HLA-DPA1,chr6-32668092-32668702,chr6-33317400-33318200
HLA-DPA1,chr6-32668092-32668702,chr6-32636861-32637580
HLA-DPA1,chr6-33027601-33028840,chr6-33029051-33030140
HLA-DPA1,chr6-33027601-33028840,chr6-33073311-33073903
HLA-DPA1,chr6-33027601-33028840,chr6-33075303-33076229
HLA-DPA1,chr6-33027601-33028840,chr6-33317400-33318200
HLA-DPA1,chr6-33027601-33028840,chr6-32636861-32637580
HLA-DPA1,chr6-33029051-33030140,chr6-33073311-33073903
HLA-DPA1,chr6-33029051-33030140,chr6-33075303-33076229
HLA-DPA1,chr6-33029051-33030140,chr6-33317400-33318200
HLA-DPA1,chr6-33029051-33030140,chr6-32636861-32637580
HLA-DPA1,chr6-33073311-33073903,chr6-33075303-33076229
HLA-DPA1,chr6-33073311-33073903,chr6-33317400-33318200
HLA-DPA1,chr6-33073311-33073903,chr6-32636861-32637580
HLA-DPA1,chr6-33075303-33076229,chr6-33317400-33318200
HLA-DPA1,chr6-33075303-33076229,chr6-32636861-32637580
HLA-DPA1,chr6-33317400-33318200,chr6-32636861-32637580
HLA-DPB1,chr6-32589000-32590112,chr6-32668092-32668702
HLA-DPB1,chr6-32589000-32590112,chr6-33027601-33028840
HLA-DPB1,chr6-32589000-32590112,chr6-33029051-33030140
HLA-DPB1,chr6-32589000-32590112,chr6-33073311-33073903
HLA-DPB1,chr6-32589000-32590112,chr6-33075303-33076229
HLA-DPB1,chr6-32589000-32590112,chr6-32636861-32637580
HLA-DPB1,chr6-32668092-32668702,chr6-33027601-33028840
HLA-DPB1,chr6-32668092-32668702,chr6-33029051-33030140
HLA-DPB1,chr6-32668092-32668702,chr6-33073311-33073903
HLA-DPB1,chr6-32668092-32668702,chr6-33075303-33076229
HLA-DPB1,chr6-32668092-32668702,chr6-32636861-32637580
HLA-DPB1,chr6-33027601-33028840,chr6-33029051-33030140
HLA-DPB1,chr6-33027601-33028840,chr6-33073311-33073903
HLA-DPB1,chr6-33027601-33028840,chr6-33075303-33076229
HLA-DPB1,chr6-33027601-33028840,chr6-32636861-32637580
HLA-DPB1,chr6-33029051-33030140,chr6-33073311-33073903
HLA-DPB1,chr6-33029051-33030140,chr6-33075303-33076229
HLA-DPB1,chr6-33029051-33030140,chr6-32636861-32637580
HLA-DPB1,chr6-33073311-33073903,chr6-33075303-33076229
HLA-DPB1,chr6-33073311-33073903,chr6-32636861-32637580
HLA-DPB1,chr6-33075303-33076229,chr6-32636861-32637580
RPS18,chr6-33271067-33272374,chr6-33322046-33324474
RPS18,chr6-33271067-33272374,chr6-33343472-33345615
RPS18,chr6-33271067-33272374,chr6-33427701-33428521
RPS18,chr6-33271067-33272374,chr6-33570353-33571770
RPS18,chr6-33271067-33272374,chr6-33619960-33622075
RPS18,chr6-33322046-33324474,chr6-33343472-33345615
RPS18,chr6-33322046-33324474,chr6-33427701-33428521
RPS18,chr6-33322046-33324474,chr6-33570353-33571770
RPS18,chr6-33322046-33324474,chr6-33619960-33622075
RPS18,chr6-33343472-33345615,chr6-33427701-33428521
RPS18,chr6-33343472-33345615,chr6-33570353-33571770
RPS18,chr6-33343472-33345615,chr6-33619960-33622075
RPS18,chr6-33427701-33428521,chr6-33570353-33571770
RPS18,chr6-33427701-33428521,chr6-33619960-33622075
RPS18,chr6-33570353-33571770,chr6-33619960-33622075
CUTA,chr6-33343472-33345615,chr6-33710799-33712193
RPS10,chr6-34248278-34249615,chr6-34887371-34889937
RPL10A,chr6-35451551-35453007,chr6-35727539-35728455
RPL10A,chr6-35451551-35453007,chr6-35731313-35732377
RPL10A,chr6-35451551-35453007,chr6-35600589-35602945
RPL10A,chr6-35727539-35728455,chr6-35731313-35732377
RPL10A,chr6-35727539-35728455,chr6-35600589-35602945
RPL10A,chr6-35731313-35732377,chr6-35600589-35602945
MAPK14,chr6-36118466-36118953,chr6-36369201-36369803
TREM1,chr6-41271681-41272628,chr6-41278796-41279254
CCND3,chr6-41545676-41547869,chr6-41560154-41562020
CCND3,chr6-41545676-41547869,chr6-41786120-41788032
CCND3,chr6-41545676-41547869,chr6-42045530-42046163
CCND3,chr6-41545676-41547869,chr6-42048259-42049112
CCND3,chr6-41560154-41562020,chr6-41786120-41788032
CCND3,chr6-41560154-41562020,chr6-42045530-42046163
CCND3,chr6-41560154-41562020,chr6-42048259-42049112
CCND3,chr6-41786120-41788032,chr6-42045530-42046163
CCND3,chr6-41786120-41788032,chr6-42048259-42049112
CCND3,chr6-42045530-42046163,chr6-42048259-42049112
BACH2,chr6-90273982-90275046,chr6-90285624-90286436
BACH2,chr6-90273982-90275046,chr6-90294613-90297274
