gene,enhancer_1,enhancer_2
BACH2,chr6-90285624-90286436,chr6-90294613-90297274
SCML4,chr6-107488677-107491345,chr6-107823877-107824946
FYN,chr6-111604647-111606350,chr6-111758591-111760357
SGK1,chr6-134177651-134178726,chr6-134412829-134413730
SGK1,chr6-134177651-134178726,chr6-134435959-134437758
SGK1,chr6-134412829-134413730,chr6-134435959-134437758
TNFAIP3,chr6-137707572-137708859,chr6-137789942-137790899
TNFAIP3,chr6-137707572-137708859,chr6-137823690-137824687
TNFAIP3,chr6-137707572-137708859,chr6-137866249-137868286
TNFAIP3,chr6-137707572-137708859,chr6-137873214-137873644
TNFAIP3,chr6-137789942-137790899,chr6-137823690-137824687
TNFAIP3,chr6-137789942-137790899,chr6-137866249-137868286
TNFAIP3,chr6-137789942-137790899,chr6-137873214-137873644
TNFAIP3,chr6-137823690-137824687,chr6-137866249-137868286
TNFAIP3,chr6-137823690-137824687,chr6-137873214-137873644
TNFAIP3,chr6-137866249-137868286,chr6-137873214-137873644
UTRN,chr6-144590361-144591068,chr6-144062889-144065055
EZR,chr6-158720229-158721174,chr6-158813911-158814274
EZR,chr6-158720229-158721174,chr6-158817909-158819712
EZR,chr6-158720229-158721174,chr6-158869016-158870547
EZR,chr6-158813911-158814274,chr6-158817909-158819712
EZR,chr6-158813911-158814274,chr6-158869016-158870547
EZR,chr6-158817909-158819712,chr6-158869016-158870547
TAGAP,chr6-158654443-158654801,chr6-159044634-159045450
TAGAP,chr6-158654443-158654801,chr6-159092469-159093005
TAGAP,chr6-159044634-159045450,chr6-159092469-159093005
BRAT1,chr7-2347620-2348316,chr7-2843267-2844794
CARD11,chr7-2405782-2406316,chr7-2508182-2509263
CARD11,chr7-2405782-2406316,chr7-2558592-2559553
CARD11,chr7-2508182-2509263,chr7-2558592-2559553
ACTB,chr7-5561963-5563880,chr7-5695072-5695810
ACTB,chr7-5561963-5563880,chr7-5780683-5781984
ACTB,chr7-5561963-5563880,chr7-5045095-5046688
ACTB,chr7-5695072-5695810,chr7-5780683-5781984
ACTB,chr7-5695072-5695810,chr7-5045095-5046688
ACTB,chr7-5780683-5781984,chr7-5045095-5046688
STK17A,chr7-43649401-43650210,chr7-44018524-44019562
STK17A,chr7-43649401-43650210,chr7-44040214-44040879
STK17A,chr7-43649401-43650210,chr7-44044135-44045355
STK17A,chr7-44018524-44019562,chr7-44040214-44040879
STK17A,chr7-44018524-44019562,chr7-44044135-44045355
STK17A,chr7-44040214-44040879,chr7-44044135-44045355
TRBC1,chr7-142808356-142809545,chr7-142853690-142855460
TRBC2,chr7-142782907-142783570,chr7-142808356-142809545
GSTK1,chr7-142782907-142783570,chr7-142808356-142809545
CHMP7,chr8-23162369-23164332,chr8-23217860-23219819
SARAF,chr8-30090464-30091480,chr8-30099732-30100257
SARAF,chr8-30090464-30091480,chr8-30133559-30134282
SARAF,chr8-30090464-30091480,chr8-30141297-30142093
SARAF,chr8-30099732-30100257,chr8-30133559-30134282
SARAF,chr8-30099732-30100257,chr8-30141297-30142093
SARAF,chr8-30133559-30134282,chr8-30141297-30142093
CEBPD,chr8-47734624-47735547,chr8-47737214-47739071
RPL30,chr8-97643221-97645685,chr8-98044831-98046358
PABPC1,chr8-100791189-100792149,chr8-100761483-100762863
ZHX2,chr8-123037429-123037912,chr8-122780056-122783279
MTSS1,chr8-124629552-124630486,chr8-124709022-124710156
MTSS1,chr8-124629552-124630486,chr8-124750797-124752307
MTSS1,chr8-124629552-124630486,chr8-124789605-124790582
MTSS1,chr8-124629552-124630486,chr8-125219074-125220814
MTSS1,chr8-124709022-124710156,chr8-124750797-124752307
MTSS1,chr8-124709022-124710156,chr8-124789605-124790582
MTSS1,chr8-124709022-124710156,chr8-125219074-125220814
MTSS1,chr8-124750797-124752307,chr8-124789605-124790582
MTSS1,chr8-124750797-124752307,chr8-125219074-125220814
MTSS1,chr8-124789605-124790582,chr8-125219074-125220814
TRIB1,chr8-125162895-125163843,chr8-125219074-125220814
TRIB1,chr8-125162895-125163843,chr8-125090911-125092642
TRIB1,chr8-125219074-125220814,chr8-125090911-125092642
RPS6,chr9-19102100-19103372,chr9-19379266-19380685
RPS6,chr9-19102100-19103372,chr9-19408198-19409676
RPS6,chr9-19379266-19380685,chr9-19408198-19409676
ANXA1,chr9-73131820-73132858,chr9-73149342-73149751
ANXA1,chr9-73131820-73132858,chr9-73151591-73152299
ANXA1,chr9-73131820-73132858,chr9-73171901-73172899
ANXA1,chr9-73131820-73132858,chr9-73154486-73155122
ANXA1,chr9-73149342-73149751,chr9-73151591-73152299
ANXA1,chr9-73149342-73149751,chr9-73171901-73172899
ANXA1,chr9-73149342-73149751,chr9-73154486-73155122
ANXA1,chr9-73151591-73152299,chr9-73171901-73172899
ANXA1,chr9-73151591-73152299,chr9-73154486-73155122
ANXA1,chr9-73171901-73172899,chr9-73154486-73155122
SPTAN1,chr9-128321809-128323343,chr9-128419704-128421657
SPTAN1,chr9-128321809-128323343,chr9-128503755-128505449
SPTAN1,chr9-128321809-128323343,chr9-128946760-128948531
SPTAN1,chr9-128419704-128421657,chr9-128503755-128505449
