gene,enhancer_1,enhancer_2
CD247,chr1-167627491-167628583,chr1-167713300-167715715
CD247,chr1-167627491-167628583,chr1-167935045-167937615
CD247,chr1-167636955-167638043,chr1-167713300-167715715
CD247,chr1-167636955-167638043,chr1-167935045-167937615
CD247,chr1-167713300-167715715,chr1-167935045-167937615
FCMR,chr1-206802792-206803750,chr1-206909045-206909919
FCMR,chr1-206802792-206803750,chr1-206922767-206923481
FCMR,chr1-206802792-206803750,chr1-206765875-206766780
FCMR,chr1-206909045-206909919,chr1-206922767-206923481
FCMR,chr1-206909045-206909919,chr1-206765875-206766780
FCMR,chr1-206922767-206923481,chr1-206765875-206766780
CD55,chr1-207328655-207329837,chr1-207335615-207337448
ATF3,chr1-212488360-212488951,chr1-212595696-212596743
ATF3,chr1-212488360-212488951,chr1-212606771-212607777
ATF3,chr1-212488360-212488951,chr1-212621623-212622895
ATF3,chr1-212595696-212596743,chr1-212606771-212607777
ATF3,chr1-212595696-212596743,chr1-212621623-212622895
ATF3,chr1-212606771-212607777,chr1-212621623-212622895
ID2,chr2-8678508-8679373,chr2-8681783-8682477
ID2,chr2-8678508-8679373,chr2-8684487-8686032
ID2,chr2-8681783-8682477,chr2-8684487-8686032
CYP1B1-AS1,chr2-37615524-37616568,chr2-38148129-38148962
CALM2,chr2-47002263-47003017,chr2-47033690-47035727
MXD1,chr2-70029440-70030411,chr2-69926852-69927474
TRABD2A,chr2-84845775-84846722,chr2-84880298-84882464
TRABD2A,chr2-84845775-84846722,chr2-84894074-84895293
TRABD2A,chr2-84845775-84846722,chr2-84924685-84927268
TRABD2A,chr2-84845775-84846722,chr2-85353861-85355280
TRABD2A,chr2-84880298-84882464,chr2-84894074-84895293
TRABD2A,chr2-84880298-84882464,chr2-84924685-84927268
TRABD2A,chr2-84880298-84882464,chr2-85353861-85355280
TRABD2A,chr2-84894074-84895293,chr2-84924685-84927268
TRABD2A,chr2-84894074-84895293,chr2-85353861-85355280
TRABD2A,chr2-84924685-84927268,chr2-85353861-85355280
LINC00342,chr2-96163283-96165071,chr2-96304705-96306241
MGAT4A,chr2-98730186-98731774,chr2-98770360-98772351
MGAT4A,chr2-98730186-98731774,chr2-99140597-99142026
MGAT4A,chr2-98730186-98731774,chr2-99154139-99155795
MGAT4A,chr2-98770360-98772351,chr2-99140597-99142026
MGAT4A,chr2-98770360-98772351,chr2-99154139-99155795
MGAT4A,chr2-99140597-99142026,chr2-99154139-99155795
NCK2,chr2-105328314-105330330,chr2-105744122-105745712
NCK2,chr2-105328314-105330330,chr2-106159686-106161359
NCK2,chr2-105744122-105745712,chr2-106159686-106161359
SH3RF3,chr2-109127963-109130379,chr2-109213252-109214449
IL1B,chr2-112749484-112750443,chr2-112839167-112839999
IL1B,chr2-112749484-112750443,chr2-112841179-112842025
IL1B,chr2-112749484-112750443,chr2-112836503-112836973
IL1B,chr2-112839167-112839999,chr2-112841179-112842025
IL1B,chr2-112839167-112839999,chr2-112836503-112836973
IL1B,chr2-112841179-112842025,chr2-112836503-112836973
PTPN4,chr2-120012432-120013572,chr2-120176493-120177620
CXCR4,chr2-136118973-136119532,chr2-136131434-136132593
CXCR4,chr2-136118973-136119532,chr2-136135835-136137115
CXCR4,chr2-136118973-136119532,chr2-136116088-136118377
CXCR4,chr2-136131434-136132593,chr2-136135835-136137115
CXCR4,chr2-136131434-136132593,chr2-136116088-136118377
CXCR4,chr2-136135835-136137115,chr2-136116088-136118377
ZEB2,chr2-144413856-144414905,chr2-144459694-144460372
BAZ2B,chr2-159326278-159327213,chr2-159903294-159905299
PDK1,chr2-172280682-172281245,chr2-172461855-172463707
PDK1,chr2-172280682-172281245,chr2-172555302-172556858
PDK1,chr2-172461855-172463707,chr2-172555302-172556858
SLC11A1,chr2-218381620-218382414,chr2-218398382-218398745
ARL4C,chr2-234290324-234291100,chr2-234291748-234293025
ARL4C,chr2-234290324-234291100,chr2-234425546-234426475
ARL4C,chr2-234290324-234291100,chr2-234446196-234447021
ARL4C,chr2-234290324-234291100,chr2-234483055-234484380
ARL4C,chr2-234290324-234291100,chr2-234496326-234497678
ARL4C,chr2-234291748-234293025,chr2-234425546-234426475
ARL4C,chr2-234291748-234293025,chr2-234446196-234447021
ARL4C,chr2-234291748-234293025,chr2-234483055-234484380
ARL4C,chr2-234291748-234293025,chr2-234496326-234497678
ARL4C,chr2-234425546-234426475,chr2-234446196-234447021
ARL4C,chr2-234425546-234426475,chr2-234483055-234484380
ARL4C,chr2-234425546-234426475,chr2-234496326-234497678
ARL4C,chr2-234446196-234447021,chr2-234483055-234484380
ARL4C,chr2-234446196-234447021,chr2-234496326-234497678
ARL4C,chr2-234483055-234484380,chr2-234496326-234497678
RPL32,chr3-12462155-12463213,chr3-12556337-12557552
RPSA,chr3-39180324-39181261,chr3-39383132-39384595
RPSA,chr3-39180324-39181261,chr3-39405869-39407212
RPSA,chr3-39383132-39384595,chr3-39405869-39407212
ABHD5,chr3-43388935-43390602,chr3-43690053-43691710
ABHD5,chr3-43388935-43390602,chr3-43708886-43709431
ABHD5,chr3-43388935-43390602,chr3-43769154-43770406
