"gene" "peak" "beta" "se" "z" "p" "boot_basic_p"
"SIPA1" "chr11-65587889-65588979" -0.0693550560166949 0.0994256826225642 -0.697556749798518 0.485454437435207 0.56
"SIPA1" "chr11-65593528-65594032" -0.0744811598280099 0.165549114637204 -0.449903703751199 0.652779876868328 0.74
"SIPA1" "chr11-65613633-65614569" 0.0967236675444992 0.0813934143888883 1.18834758648119 0.234696496973214 0.34
"SIPA1" "chr11-65614786-65616284" 0.00495281959520304 0.0959372078751087 0.0516256383201253 0.958826990150414 1
"SIPA1" "chr11-65625645-65626322" -0.318678156042564 0.139160496102553 -2.29000445505539 0.0220210583936034 0.0384
"SIPA1" "chr11-65637827-65639007" 0.0370245475903375 0.101494175161201 0.364794802573962 0.715264585090804 0.64
"SIPA1" "chr11-65639472-65641040" 0.0371638435357472 0.0889532860236786 0.417790563980453 0.676100250514054 0.56
"SIPA1" "chr11-65651628-65653429" 0.0183259912856957 0.0836615142766902 0.21904924198583 0.826611689525864 0.82
"SIPA1" "chr11-65662120-65664172" 0.0517646615858881 0.0827706473880451 0.625398776249812 0.531709365116491 0.58
"SIPA1" "chr11-65711275-65712812" -0.0612464684420513 0.0854498977422826 -0.716752975255407 0.47352653210657 0.5
"SIPA1" "chr11-65719694-65720938" 0.0355543102379648 0.0940296656918747 0.378118011761018 0.705342928458588 0.72
"SIPA1" "chr11-65769575-65770175" -0.0885707410431333 0.118729613092675 -0.74598694239826 0.455675302906651 0.48
"SIPA1" "chr11-65775460-65776547" -0.145238028158582 0.0809015138412389 -1.79524487568424 0.0726146934855235 0.1
"SIPA1" "chr11-65779805-65781509" 0.0415401493501853 0.0813583116477179 0.510582735910923 0.609643267163996 0.6
"SIPA1" "chr11-65786318-65788208" -0.243032136649029 0.141624262300007 -1.71603461654195 0.0861557068336269 0.16
"SIPA1" "chr11-65817557-65818506" -0.0274871016159704 0.0838018957692757 -0.328000952289291 0.742910942598889 0.74
"SIPA1" "chr11-65832839-65834587" 0.00520811848236199 0.0829063541077746 0.0628192921810513 0.949910403270362 0.98
"SIPA1" "chr11-65856851-65858478" -0.0633183551142405 0.0864725660370349 -0.732236338252322 0.464024328406588 0.5
"SIPA1" "chr11-65859100-65860904" -0.094146159634527 0.0822224224875739 -1.14501807154557 0.252201671451937 0.22
"SIPA1" "chr11-65872131-65874000" -0.0465515574735886 0.0815535754583266 -0.570809522598751 0.568128767217706 0.7
"SIPA1" "chr11-65884500-65884927" -0.0519964897172457 0.117927174210735 -0.440920339737204 0.659270668116467 0.5
"SIPA1" "chr11-65887952-65889026" -0.0228170836265238 0.0814631221464849 -0.280090954352261 0.77940772445341 0.88
"SIPA1" "chr11-65890193-65891337" -0.0620766655076014 0.0819551547407723 -0.757446748821994 0.448782257583258 0.4
